PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OID,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,RN,PMC,AB,PS,FPS
13480899,NLM,MEDLINE,20000701,20181201,0003-1488 (Print) 0003-1488 (Linking),131,11,1957 Dec 1,Control of leukosis in fowl.,491-5,"['HUTT, F B', 'COLE, R K']","['HUTT FB', 'COLE RK']",['eng'],['Journal Article'],United States,J Am Vet Med Assoc,Journal of the American Veterinary Medical Association,7503067,OM,"['Animals', '*Birds', '*Leukemia, Experimental', '*Meat', '*Virus Diseases']",['CLML: 5833:23844:290:538'],['NLM'],"['*LEUKEMIA/experimental', '*VIRUS DISEASES/experimental']",1957/12/01 00:00,1957/12/01 00:01,['1957/12/01 00:00'],"['1957/12/01 00:00 [pubmed]', '1957/12/01 00:01 [medline]', '1957/12/01 00:00 [entrez]']",,ppublish,J Am Vet Med Assoc. 1957 Dec 1;131(11):491-5.,,,,,,
13480784,NLM,MEDLINE,20000701,20190709,0002-8177 (Print) 0002-8177 (Linking),55,6,1957 Dec,Leukemia as a dental problem.,809-18,"['SINROD, H S']",['SINROD HS'],['eng'],['Journal Article'],England,J Am Dent Assoc,Journal of the American Dental Association (1939),7503060,OM,"['*Face', 'Humans', '*Leukemia', '*Mouth']",['CLML: 5833:23729:290:330'],['NLM'],"['*LEUKEMIA/manifestations', '*MOUTH']",1957/12/01 00:00,1957/12/01 00:01,['1957/12/01 00:00'],"['1957/12/01 00:00 [pubmed]', '1957/12/01 00:01 [medline]', '1957/12/01 00:00 [entrez]']","['S0002-8177(57)56010-8 [pii]', '10.14219/jada.archive.1957.0251 [doi]']",ppublish,J Am Dent Assoc. 1957 Dec;55(6):809-18. doi: 10.14219/jada.archive.1957.0251.,,,,,,
13480597,NLM,MEDLINE,20000701,20181201,0390-6078 (Print) 0390-6078 (Linking),42,10,1957,[Rare & atypical granulation of lymphatic leukemic cells].,1541-6,"['VILLANI, G', 'FRANZINI, C']","['VILLANI G', 'FRANZINI C']",['ita'],['Journal Article'],Italy,Haematologica,Haematologica,0417435,OM,"['Humans', '*Leukemia', 'Leukemia, Lymphoid/*blood']",['CLML: 5833:23542:290'],['NLM'],"['*LEUKEMIA, LYMPHATIC/blood in']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Haematologica. 1957;42(10):1541-6.,Rare granulazioni atipiche di cellule linfoidi leucemiche.,,,,,
13480594,NLM,MEDLINE,20000701,20181201,0390-6078 (Print) 0390-6078 (Linking),42,10,1957,[Megacaryocytic myelosis & osteomyelosclerosis; nosographic & pathogenic similarities & differences].,1493-506,"['CARBONERA, P', 'ERIDANI, S', 'MACCONE, V']","['CARBONERA P', 'ERIDANI S', 'MACCONE V']",['ita'],['Journal Article'],Italy,Haematologica,Haematologica,0417435,OM,"['*Anemia, Myelophthisic', '*Disease', 'Humans', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', '*Primary Myelofibrosis']",['CLML: 5833:23539:87'],['NLM'],['*LEUKOERYTHROBLASTIC/diseases'],1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Haematologica. 1957;42(10):1493-506.,Mielosi ed osteomielosclerosi megacariocitiche; somiglianze e differenze nosografiche e patogenetiche.,,,,,
13480437,NLM,MEDLINE,20000701,20181201,0016-5557 (Print) 0016-5557 (Linking),64,19,1957 Oct 10,[7 Cases of leukoses with neurological manifestations].,1551-2 passim,"['GIROIRE', 'CHARBONNEL', 'VERCELLETTO', 'LEMOUROUX, P']","['GIROIRE', 'CHARBONNEL', 'VERCELLETTO', 'LEMOUROUX P']",['fre'],['Journal Article'],France,Gaz Med Fr,Gazette medicale de France,0034270,OM,"['*Central Nervous System Depressants', 'Humans', '*Leukemia', '*Nervous System']",['CLML: 5833:23382:290:350'],['NLM'],"['*LEUKEMIA/manifestations', '*NERVOUS SYSTEM']",1957/10/10 00:00,1957/10/10 00:01,['1957/10/10 00:00'],"['1957/10/10 00:00 [pubmed]', '1957/10/10 00:01 [medline]', '1957/10/10 00:00 [entrez]']",,ppublish,Gaz Med Fr. 1957 Oct 10;64(19):1551-2 passim.,Sept observations de leucoses avec manifestations neurologiques.,['0 (Central Nervous System Depressants)'],,,,
13479595,NLM,MEDLINE,20000701,20181201,0037-8771 (Print) 0037-8771 (Linking),33,5,1957 May,[Effect of roentgen rays on glycogen synthesis in lymphocytes in lymphatic leukemia].,574-7,"['ASTALDI, G', 'MEARDI, G', 'KARANOVIC, J']","['ASTALDI G', 'MEARDI G', 'KARANOVIC J']",['ita'],['Journal Article'],Italy,Boll Soc Ital Biol Sper,Bollettino della Societa italiana di biologia sperimentale,7506962,OM,"['*Blood Glucose', '*Carbohydrate Metabolism', '*Glycogen', '*Leukemia, Lymphoid', '*Lymphocytes', '*Radiotherapy', 'X-Rays']",['CLML: 5833:22536:82:435'],['NLM'],"['*BLOOD SUGAR', '*RADIOTHERAPY']",1957/05/01 00:00,1957/05/01 00:01,['1957/05/01 00:00'],"['1957/05/01 00:00 [pubmed]', '1957/05/01 00:01 [medline]', '1957/05/01 00:00 [entrez]']",,ppublish,Boll Soc Ital Biol Sper. 1957 May;33(5):574-7.,L'effetto delle radiazioni roentgen sulla glicogenosintesi nei linfociti della leucemia linfatica.,"['0 (Blood Glucose)', '9005-79-2 (Glycogen)']",,,,
13479314,NLM,MEDLINE,20000701,20181201,,50,1,1957 Jan-Feb,[Spontaneous rupture of the leukemic spleen; report of a case of fatal spontaneous rupture].,124-32,"['SANTOS DUBRA, A', 'VARELA, N']","['SANTOS DUBRA A', 'VARELA N']",['spa'],['Journal Article'],Uruguay,Arch Urug Med Cir Espec,"Archivos uruguayos de medicina, cirugia y especialidades",15240210R,OM,"['Humans', 'Leukemia/*complications', 'Rupture', 'Rupture, Spontaneous', '*Spleen', '*Splenic Rupture']",['CLML: 5833:22255:290:477'],['NLM'],"['*LEUKEMIA/complications', '*SPLEEN/rupture']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Arch Urug Med Cir Espec. 1957 Jan-Feb;50(1):124-32.,Ruptura espontanea de bazo leucemico; presentacion de un caso de ruptura espontanea fatal.,,,,,
13479171,NLM,MEDLINE,20000701,20181201,0003-9683 (Print) 0003-9683 (Linking),50,8,1957 Aug,[Lymphoblastic infiltration of myocardium; dissociated rhythm disorders influencing the three stages of the heart].,720-34,"['GIRAUD, G', 'LATOUR, H', 'PUECH, P', 'ROUJON, J', 'PAGES, A']","['GIRAUD G', 'LATOUR H', 'PUECH P', 'ROUJON J', 'PAGES A']",['fre'],['Journal Article'],France,Arch Mal Coeur Vaiss,Archives des maladies du coeur et des vaisseaux,0406011,OM,"['Arrhythmias, Cardiac/*complications', '*Disease', '*Heart', '*Heart Diseases', 'Humans', '*Leukemia', 'Leukemia, Lymphoid/*complications', '*Myocardium']",['CLML: 5833:22112:49:290:338'],['NLM'],"['*ARRHYTHMIA/complications', '*LEUKEMIA, LYMPHATIC/complications', '*MYOCARDIUM/diseases']",1957/08/01 00:00,1957/08/01 00:01,['1957/08/01 00:00'],"['1957/08/01 00:00 [pubmed]', '1957/08/01 00:01 [medline]', '1957/08/01 00:00 [entrez]']",,ppublish,Arch Mal Coeur Vaiss. 1957 Aug;50(8):720-34.,Infiltration lymphoblastique du myocarde; troubles rythmiques dissociatifs interessant les trois etages du coeur.,,,,,
13478645,NLM,MEDLINE,20000701,20190616,0002-9378 (Print) 0002-9378 (Linking),74,6,1957 Dec,The use of 6-mercaptopurine in treatment of acute leukemia in late pregnancy.,1361-2,"['SCHUMACHER, H R']",['SCHUMACHER HR'],['eng'],['Journal Article'],United States,Am J Obstet Gynecol,American journal of obstetrics and gynecology,0370476,OM,"['*Acute Disease', 'Female', 'Humans', '*Leukemia', '*Leukemia, Myeloid', 'Mercaptopurine/*therapeutic use', 'Pregnancy']",['CLML: 5833:21587:290:319:410'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/in pregnancy', '*MERCAPTOPURINE/therapeutic use', '*PREGNANCY']",1957/12/01 00:00,1957/12/01 00:01,['1957/12/01 00:00'],"['1957/12/01 00:00 [pubmed]', '1957/12/01 00:01 [medline]', '1957/12/01 00:00 [entrez]']","['0002-9378(57)90026-1 [pii]', '10.1016/0002-9378(57)90026-1 [doi]']",ppublish,Am J Obstet Gynecol. 1957 Dec;74(6):1361-2. doi: 10.1016/0002-9378(57)90026-1.,,['E7WED276I5 (Mercaptopurine)'],,,,
13478549,NLM,MEDLINE,20000701,20190513,0002-9173 (Print) 0002-9173 (Linking),28,5,1957 Nov,Studies of hemostatic mechanisms in leukemia and thrombocytopenia.,433-46,"['LEWIS, J H', 'BURCHENAL, J H', 'ELLISON, R R', 'FERGUSON, J H', 'PALMER, J H', 'MURPHY, M L', 'ZUCKER, M B']","['LEWIS JH', 'BURCHENAL JH', 'ELLISON RR', 'FERGUSON JH', 'PALMER JH', 'MURPHY ML', 'ZUCKER MB']",['eng'],['Journal Article'],England,Am J Clin Pathol,American journal of clinical pathology,0370470,OM,"['*Blood Platelets', '*Hemostasis', '*Hemostatics', 'Humans', 'Leukemia/*blood', '*Purpura', 'Purpura, Thrombocytopenic/*blood', '*Thrombocytopenia']",['CLML: 5833:21491:77:234:289:428'],['NLM'],"['*BLOOD PLATELETS', '*HEMOSTASIS', '*LEUKEMIA/blood in', '*PURPURA, THROMBOPENIC/blood in']",1957/11/01 00:00,1957/11/01 00:01,['1957/11/01 00:00'],"['1957/11/01 00:00 [pubmed]', '1957/11/01 00:01 [medline]', '1957/11/01 00:00 [entrez]']",['10.1093/ajcp/28.5.433 [doi]'],ppublish,Am J Clin Pathol. 1957 Nov;28(5):433-46. doi: 10.1093/ajcp/28.5.433.,,['0 (Hemostatics)'],,,,
13478048,NLM,MEDLINE,20000701,20200923,0044-2542 (Print) 0044-2542 (Linking),12,12,1957 Jun 15,Leukemia and Arteriosclerosis.,543-7,"['JANSSEN, W', 'HEVELKE, G', 'MIELKE, H G', 'SCHULZ, F H']","['JANSSEN W', 'HEVELKE G', 'MIELKE HG', 'SCHULZ FH']",['ger'],['Journal Article'],Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,OM,"['Arteriosclerosis/*complications', 'Humans', '*Leukemia']",['CLML: 5833:20940:52:289'],['NLM'],"['*ARTERIOSCLEROSIS/complications', '*LEUKEMIA']",1957/06/15 00:00,1957/06/15 00:01,['1957/06/15 00:00'],"['1957/06/15 00:00 [pubmed]', '1957/06/15 00:01 [medline]', '1957/06/15 00:00 [entrez]']",,ppublish,Z Gesamte Inn Med. 1957 Jun 15;12(12):543-7.,Leukamie und Arteriosklerose.,,,,,
13477902,NLM,MEDLINE,20000701,20181201,0370-8721 (Print) 0370-8721 (Linking),28,3,1957,[Thrombocythemia in myeloid leukemia with acute transformation].,259,"['BOUSSER, J']",['BOUSSER J'],['fre'],['Journal Article'],France,Sang,Le Sang,20540380R,OM,"['*Blood Platelets', 'Humans', '*Leukemia', 'Leukemia, Myeloid/*complications', '*Thrombocytosis']",['CLML: 5833:20794:77:290'],['NLM'],"['*BLOOD PLATELETS', '*LEUKEMIA, MYELOCYTIC/complications']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Sang. 1957;28(3):259.,Thrombocythemie au cours d'une leucemie myeloide en transformation aigue.,,,,,
13477900,NLM,MEDLINE,20000701,20181201,0370-8721 (Print) 0370-8721 (Linking),28,3,1957,[A case of thrombocythemia; megakaryocytic leukemia].,239-45,"['LEBON, J', 'MESSERSCHMITT, J', 'CLAUDE, R']","['LEBON J', 'MESSERSCHMITT J', 'CLAUDE R']",['eng'],['Journal Article'],France,Sang,Le Sang,20540380R,OM,"['*Anemia, Myelophthisic', '*Blood Platelets', '*Disease', 'Humans', '*Leukemia', '*Leukemia, Megakaryoblastic, Acute', 'Leukemia, Myeloid/*complications', '*Thrombocytosis']",['CLML: 5833:20792:77:87:290'],['NLM'],"['*BLOOD PLATELETS', '*LEUKEMIA, MYELOCYTIC/complications', '*LEUKOERYTHROBLASTIC/diseases']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Sang. 1957;28(3):239-45.,Une observation de thrombocytemie; leucemie a megacaryocytes.,,,,,
13477899,NLM,MEDLINE,20000701,20181201,0370-8721 (Print) 0370-8721 (Linking),28,3,1957,[Thrombocythemia in leukemic panmyelosis; megakaryocytic leukemia].,236-9,"['MALLARME, J', 'FAUVERT, R', 'NICOLO']","['MALLARME J', 'FAUVERT R', 'NICOLO']","['eng', 'fre']",['Journal Article'],France,Sang,Le Sang,20540380R,OM,"['*Anemia, Myelophthisic', '*Blood Platelets', '*Disease', '*Leukemia', '*Leukemia, Megakaryoblastic, Acute', 'Leukemia, Myeloid/*complications', '*Thrombocytosis']",['CLML: 5833:20791:77:87:290'],['NLM'],"['*BLOOD PLATELETS', '*LEUKEMIA, MYELOCYTIC/complications', '*LEUKOERYTHROBLASTIC/diseases']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Sang. 1957;28(3):236-9.,Thrombocythemie au cours d'une panmyelose leucemique; leucemie a megacaryocytes.,,,,,
13477898,NLM,MEDLINE,20000701,20181201,0370-8721 (Print) 0370-8721 (Linking),28,3,1957,[Thrombocythemia in subacute leukemic panmyelosis].,236,"['MALLARME, J']",['MALLARME J'],['fre'],"['Case Reports', 'Journal Article']",France,Sang,Le Sang,20540380R,OM,"['*Anemia, Myelophthisic', '*Disease', '*Hematologic Diseases', 'Humans', '*Leukemia', 'Leukemia, Myeloid/*complications', '*Medical Records', '*Polycythemia Vera', '*Thrombocytosis']",['CLML: 5833:20790:87:290:404'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/complications', '*LEUKOERYTHROBLASTIC/diseases', '*POLYCYTHEMIA VERA/case reports']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Sang. 1957;28(3):236.,Thrombocytemie au cours d'une panmyelose leucemique subaigue.,,,,,
13477725,NLM,MEDLINE,20000701,20181201,0032-745X (Print) 0032-745X (Linking),44,14,1957 Apr 5,[Plasma cell leukemia].,1089-93,"['PINTO, J A']",['PINTO JA'],['spa'],['Journal Article'],Argentina,Prensa Med Argent,Prensa medica argentina,0204056,OM,"['Humans', '*Leukemia, Plasma Cell', '*Leukocytes']",['CLML: 5833:20616:291'],['NLM'],['*LEUKOCYTES'],1957/04/05 00:00,1957/04/05 00:01,['1957/04/05 00:00'],"['1957/04/05 00:00 [pubmed]', '1957/04/05 00:01 [medline]', '1957/04/05 00:00 [entrez]']",,ppublish,Prensa Med Argent. 1957 Apr 5;44(14):1089-93.,Leucemia de celulas plasma=57ticas.,,,,,
13477697,NLM,MEDLINE,20000701,20181201,,27,4,1957,[Polymorphic clinical picture of leukemia in children].,555-8,"['MIKULOWSKI, W']",['MIKULOWSKI W'],['pol'],['Journal Article'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,OM,"['Child', 'Humans', 'Infant', '*Leukemia']",['CLML: 5833:20588:290'],['NLM'],['*LEUKEMIA/in infant and child'],1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Pol Arch Med Wewn. 1957;27(4):555-8.,Przyczynki do wielopostaciowosci klinicznej biallaczki u dzieci.,,,,,
13476615,NLM,MEDLINE,20000701,20181201,0344-6360 (Print) 0344-6360 (Linking),130,5,1957,[Simple atrophy of the optic nerve in aleukemic leukemia].,659-66,"['GAREIS, R']",['GAREIS R'],['ger'],['Journal Article'],Germany,Klin Monbl Augenheilkd Augenarztl Fortbild,Klinische Monatsblatter fur Augenheilkunde und fur augenarztliche Fortbildung,101288212,OM,"['*Atrophy', '*Disease', '*Eye', '*Leukemia', '*Optic Nerve', '*Optic Nerve Diseases']",['CLML: 5833:19506:348'],['NLM'],"['*NERVES, OPTIC/diseases']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Klin Monbl Augenheilkd Augenarztl Fortbild. 1957;130(5):659-66.,Einfache Optikusatrophie bei aleukamischer Lymphadenose.,,,,,
13476614,NLM,MEDLINE,20000701,20181201,0344-6360 (Print) 0344-6360 (Linking),130,5,1957,[Concomitant strabismus & brain damage in infancy].,642-59,"['UNGER, L']",['UNGER L'],['ger'],['Journal Article'],Germany,Klin Monbl Augenheilkd Augenarztl Fortbild,Klinische Monatsblatter fur Augenheilkunde und fur augenarztliche Fortbildung,101288212,OM,"['*Brain', '*Brain Injuries', 'Humans', 'Leukemia/*complications', 'Strabismus/*etiology']",['CLML: 5833:19505:91:290:483'],['NLM'],"['*BRAIN/wounds and injuries', '*LEUKEMIA, ALEUKEMIC/complications', '*STRABISMUS/etiology and pathogenesis']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Klin Monbl Augenheilkd Augenarztl Fortbild. 1957;130(5):642-59.,Begleitschielen und fruhkindlicher Hirnschaden.,,,,,
13475861,NLM,MEDLINE,20000701,20181201,0019-5847 (Print) 0019-5847 (Linking),29,7,1957 Oct 1,Chronic myelogenous leukaemia in a child.,288-9,"['SINGH, A', 'WAHI, P L']","['SINGH A', 'WAHI PL']",['eng'],['Journal Article'],India,J Indian Med Assoc,Journal of the Indian Medical Association,7505608,OM,"['Child', 'Humans', 'Infant', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid']",['CLML: 5833:18752:290'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/in infant and child']",1957/10/01 00:00,1957/10/01 00:01,['1957/10/01 00:00'],"['1957/10/01 00:00 [pubmed]', '1957/10/01 00:01 [medline]', '1957/10/01 00:00 [entrez]']",,ppublish,J Indian Med Assoc. 1957 Oct 1;29(7):288-9.,,,,,,
13475859,NLM,MEDLINE,20000701,20181201,0019-5847 (Print) 0019-5847 (Linking),29,7,1957 Oct 1,Spontaneous rupture of the spleen in chronic myeloid leukaemia.,286-7,"['SARIN, L R', 'SARIN, J C']","['SARIN LR', 'SARIN JC']",['eng'],['Journal Article'],India,J Indian Med Assoc,Journal of the Indian Medical Association,7505608,OM,"['Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', 'Leukemia, Myeloid/*complications', 'Rupture', 'Rupture, Spontaneous', '*Spleen', '*Splenic Rupture']",['CLML: 5833:18750:290:477'],['NLM'],"['*LEUKEMIA, MYELOCYTIC/complications', '*SPLEEN/rupture']",1957/10/01 00:00,1957/10/01 00:01,['1957/10/01 00:00'],"['1957/10/01 00:00 [pubmed]', '1957/10/01 00:01 [medline]', '1957/10/01 00:00 [entrez]']",,ppublish,J Indian Med Assoc. 1957 Oct 1;29(7):286-7.,,,,,,
13475444,NLM,MEDLINE,20000701,20190901,0021-9681 (Print) 0021-9681 (Linking),6,4,1957 Oct,Therapy of acute leukemia in adults.,421-36,"['ELLISON, R R', 'BURCHENAL, J H']","['ELLISON RR', 'BURCHENAL JH']",['eng'],['Journal Article'],England,J Chronic Dis,Journal of chronic diseases,2985123R,OM,"['*Acute Disease', 'Adult', 'Humans', 'Leukemia/*therapy']",['CLML: 5833:18335:290'],['NLM'],['*LEUKEMIA/therapy'],1957/10/01 00:00,1957/10/01 00:01,['1957/10/01 00:00'],"['1957/10/01 00:00 [pubmed]', '1957/10/01 00:01 [medline]', '1957/10/01 00:00 [entrez]']",['10.1016/0021-9681(57)90034-6 [doi]'],ppublish,J Chronic Dis. 1957 Oct;6(4):421-36. doi: 10.1016/0021-9681(57)90034-6.,,,,,,
13475443,NLM,MEDLINE,20000701,20190901,0021-9681 (Print) 0021-9681 (Linking),6,4,1957 Oct,The relative frequency of the several types of chronic leukemia and their management.,403-20,"['BETHELL, F H']",['BETHELL FH'],['eng'],['Journal Article'],England,J Chronic Dis,Journal of chronic diseases,2985123R,OM,"['*Chronic Disease', '*Disease Management', 'Humans', '*Leukemia']",['CLML: 5833:18334:289'],['NLM'],['*LEUKEMIA'],1957/10/01 00:00,1957/10/01 00:01,['1957/10/01 00:00'],"['1957/10/01 00:00 [pubmed]', '1957/10/01 00:01 [medline]', '1957/10/01 00:00 [entrez]']",['10.1016/0021-9681(57)90033-4 [doi]'],ppublish,J Chronic Dis. 1957 Oct;6(4):403-20. doi: 10.1016/0021-9681(57)90033-4.,,,,,,
13475133,NLM,MEDLINE,20000701,20181201,0003-1488 (Print) 0003-1488 (Linking),131,10,1957 Nov 15,Lymphatic leukemia in a hog following atomic exposure to gamma radiation; a case report.,448-51,"['TRUM, B F', 'CARLL, W T']","['TRUM BF', 'CARLL WT']",['eng'],"['Case Reports', 'Journal Article']",United States,J Am Vet Med Assoc,Journal of the American Veterinary Medical Association,7503067,OM,"['Animals', '*Cobalt', '*Cobalt Radioisotopes', '*Gamma Rays', '*Leukemia', '*Leukemia, Lymphoid', '*Medical Records', 'Swine', '*Swine Diseases']",['CLML: 5833:18024:129:290:491'],['NLM'],"['*COBALT/radioactive', '*LEUKEMIA, LYMPHATIC/case reports', '*SWINE/diseases']",1957/11/15 00:00,1957/11/15 00:01,['1957/11/15 00:00'],"['1957/11/15 00:00 [pubmed]', '1957/11/15 00:01 [medline]', '1957/11/15 00:00 [entrez]']",,ppublish,J Am Vet Med Assoc. 1957 Nov 15;131(10):448-51.,,"['0 (Cobalt Radioisotopes)', '3G0H8C9362 (Cobalt)']",,,,
13475062,NLM,MEDLINE,20000701,20190729,0002-9955 (Print) 0002-9955 (Linking),165,12,1957 Nov 23,Acute leukemia after radioactive iodine (I 131) therapy for hyperthyroidism.,1558-9,"['WERNER, S C', 'QUIMBY, E H']","['WERNER SC', 'QUIMBY EH']",['eng'],['Journal Article'],United States,J Am Med Assoc,Journal of the American Medical Association,7507176,OM,"['Humans', '*Hyperthyroidism', '*Iodine', '*Iodine Radioisotopes', '*Leukemia', 'Leukemia, Myeloid/*etiology', '*Radioisotopes']",['CLML: 5833:17953:269:290'],['NLM'],"['*IODINE/radioactive', '*LEUKEMIA, MYELOCYTIC/etiology and pathogenesis']",1957/11/23 00:00,1957/11/23 00:01,['1957/11/23 00:00'],"['1957/11/23 00:00 [pubmed]', '1957/11/23 00:01 [medline]', '1957/11/23 00:00 [entrez]']",['10.1001/jama.1957.72980300004009a [doi]'],ppublish,J Am Med Assoc. 1957 Nov 23;165(12):1558-9. doi: 10.1001/jama.1957.72980300004009a.,,"['0 (Iodine Radioisotopes)', '0 (Radioisotopes)', '9679TC07X4 (Iodine)']",,,,
13474619,NLM,MEDLINE,20000701,20181201,0018-2001 (Print) 0018-2001 (Linking),28,18,1957 Sep 30,[Proposals for the biological treatment of leukemia].,579-86,"['HERBERGER, W']",['HERBERGER W'],['ger'],['Journal Article'],Germany,Hippokrates,Hippokrates,0413670,OM,"['Female', 'Humans', 'Leukemia/*therapy', 'Milk, Human/*therapeutic use']",['CLML: 5833:17510:290:326'],['NLM'],"['*LEUKEMIA/therapy', '*MILK, HUMAN/therapeutic use']",1957/09/30 00:00,1957/09/30 00:01,['1957/09/30 00:00'],"['1957/09/30 00:00 [pubmed]', '1957/09/30 00:01 [medline]', '1957/09/30 00:00 [entrez]']",,ppublish,Hippokrates. 1957 Sep 30;28(18):579-86.,Vorschlage zur biologischen Behandlung der Leukamie.,,,,,
13474605,NLM,MEDLINE,20000701,20181201,,5,3,1957 Sep,A reasonable attitude toward the medical use of diagnostic radiation.,192-6,"['EYLER, W R', 'BURNS, W M']","['EYLER WR', 'BURNS WM']",['eng'],['Journal Article'],United States,Henry Ford Hosp Med Bull,Henry Ford Hospital medical bulletin,0124331,OM,"['Gonads/*radiation effects', 'Leukemia/*etiology', '*Radiation', '*Research', 'X-Rays/adverse effects']",['CLML: 5833:17496:219:290:449'],['NLM'],"['*GONADS/effect of radiations on', '*LEUKEMIA/etiology and pathogenesis', '*ROENTGEN RAYS/injurious effects']",1957/09/01 00:00,1957/09/01 00:01,['1957/09/01 00:00'],"['1957/09/01 00:00 [pubmed]', '1957/09/01 00:01 [medline]', '1957/09/01 00:00 [entrez]']",,ppublish,Henry Ford Hosp Med Bull. 1957 Sep;5(3):192-6.,,,,,,
