PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,AB
5245436,NLM,MEDLINE,19681120,20131121,0012-0472 (Print) 0012-0472 (Linking),93,39,1968 Sep 27,[Myleran therapy in pregnancy. A case contribution with chromosome examination].,1856-8,"['Uhl, N', 'Eberle, P', 'Quellhorst, E', 'Schmidt, R', 'Hunstein, W']","['Uhl N', 'Eberle P', 'Quellhorst E', 'Schmidt R', 'Hunstein W']",['ger'],['Journal Article'],Myleran-Behandlung in der Schwangerschaft. Ein kasuistischer Beitrag mit Chromosomenuntersuchungen.,Germany,Dtsch Med Wochenschr,Deutsche medizinische Wochenschrift (1946),0006723,IM,"['Adult', 'Busulfan/*therapeutic use', 'Cell Division/drug effects', 'Cytogenetics', 'Female', 'Fetus/drug effects', 'Genes/drug effects', 'Genetics, Medical', 'Humans', 'Infant, Newborn', 'Karyotyping', 'Leukemia, Myeloid/*drug therapy', 'Male', 'Pregnancy', 'Pregnancy Complications, Hematologic/*drug therapy', 'Tropical Climate', 'Tropical Medicine']",1968/09/27 00:00,1968/09/27 00:01,['1968/09/27 00:00'],"['1968/09/27 00:00 [pubmed]', '1968/09/27 00:01 [medline]', '1968/09/27 00:00 [entrez]']",ppublish,Dtsch Med Wochenschr. 1968 Sep 27;93(39):1856-8. doi: 10.1055/s-0028-1110840.,['G1LN9045DK (Busulfan)'],['10.1055/s-0028-1110840 [doi]'],,
5245426,NLM,MEDLINE,19681120,20171116,0003-9764 (Print) 0003-9764 (Linking),25,6,1968 Jun-Jul,[Treatment of acute lymphoblastic leukemia in children during remission with a sequential chemotherapy followed by an active immunotherapy trial].,639-50,"['Mathe, G', 'Amiel, J L', 'Schwarzenberg, L', 'Schneider, M', 'Cattan, A', 'Schulumberger, J R']","['Mathe G', 'Amiel JL', 'Schwarzenberg L', 'Schneider M', 'Cattan A', 'Schulumberger JR']",['fre'],['Journal Article'],Traitement de la leucemie aigue lymphoblastique de l'enfant pendant la remission par une chimiotherapie sequentielle suivie d'un essai d'immunotherapei active.,France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,IM,"['Age Factors', 'Antineoplastic Agents/*therapeutic use', 'BCG Vaccine', 'Cyclophosphamide/therapeutic use', 'Humans', 'Immunosuppressive Agents/*therapeutic use', 'Leukemia, Lymphoid/drug therapy/immunology/radiotherapy/*therapy', 'Mercaptopurine/therapeutic use', 'Prednisone/*therapeutic use', 'Quinones/therapeutic use', 'Time Factors', 'Vinblastine/therapeutic use', 'Vincristine/therapeutic use']",1968/06/01 00:00,1968/06/01 00:01,['1968/06/01 00:00'],"['1968/06/01 00:00 [pubmed]', '1968/06/01 00:01 [medline]', '1968/06/01 00:00 [entrez]']",ppublish,Arch Fr Pediatr. 1968 Jun-Jul;25(6):639-50.,"['0 (Antineoplastic Agents)', '0 (BCG Vaccine)', '0 (Immunosuppressive Agents)', '0 (Quinones)', '5J49Q6B70F (Vincristine)', '5V9KLZ54CY (Vinblastine)', '8N3DW7272P (Cyclophosphamide)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)']",,,
5245387,NLM,MEDLINE,19681120,20140918,0044-4030 (Print) 0044-4030 (Linking),111,3,1968,[On a exceptionally extended generalized candida mycosis in immature-cell leukosis in childhood].,284-94,"['Humpel, J E', 'Niedobitek, F']","['Humpel JE', 'Niedobitek F']",['ger'],['Journal Article'],Uber eine besonders ausgedehnte generalisierte Candidamykose bei unreifzelliger Leukose im Kindesalter.,Germany,Zentralbl Allg Pathol,Zentralblatt fur allgemeine Pathologie u. pathologische Anatomie,9105593,,"['Adrenal Cortex Hormones/therapeutic use', 'Age Factors', 'Anti-Bacterial Agents/therapeutic use', 'Bone Marrow/pathology', 'Brain/pathology', 'Candidiasis/*pathology', 'Child, Preschool', 'Esophagus/pathology', 'Gastric Mucosa/pathology', 'Humans', 'Intestine, Large/pathology', 'Kidney/pathology', 'Leukemia, Myeloid, Acute/*complications/drug therapy', 'Liver/pathology', 'Lung/pathology', 'Lymph Nodes/pathology', 'Male', 'Methotrexate/therapeutic use', 'Myocardium/pathology']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Zentralbl Allg Pathol. 1968;111(3):284-94.,"['0 (Adrenal Cortex Hormones)', '0 (Anti-Bacterial Agents)', 'YL5FZ2Y5U1 (Methotrexate)']",,,
5245386,NLM,MEDLINE,19681120,20141120,0044-2534 (Print) 0044-2534 (Linking),148,1,1968,[Nuclear dry weight of human leukemia and lymphosarcoma cells as compared to normal lymphocytes].,28-37,"['Lampert, F', 'Deckelnik, K H']","['Lampert F', 'Deckelnik KH']",['ger'],['Journal Article'],Das Kerntrockengewicht von menschlichen Leukamie- und Lymphosarkomzellen im Vergleich zu normalen Lymphocyten.,Germany,Z Gesamte Exp Med,Zeitschrift fur die gesamte experimentelle Medizin einschliesslich experimentelle Chirurgie,0325332,IM,"['Bone Marrow Cells', '*Cell Nucleus', 'Child', 'Child, Preschool', 'Female', 'Humans', 'In Vitro Techniques', 'Infant', 'Karyometry', 'Leukemia, Lymphoid/*pathology', '*Lymphocytes', 'Lymphoma, Non-Hodgkin/*pathology', 'Male', 'Microscopy, Interference', 'Monocytes']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Z Gesamte Exp Med. 1968;148(1):28-37.,,,,
5245363,NLM,MEDLINE,19681120,20190711,0023-2173 (Print) 0023-2173 (Linking),46,17,1968 Sep 1,[On the behavior of leukemic monocytes in local inflammation].,962,"['Schmalzl, F', 'Abbrederis, K', 'Braunsteiner, H']","['Schmalzl F', 'Abbrederis K', 'Braunsteiner H']",['ger'],['Journal Article'],Uber das Verhalten leukamischer Monocyten bei der lokalen Entzundung.,Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,IM,"['Diagnosis, Differential', 'Humans', 'Inflammation/*blood', 'Leukemia, Monocytic, Acute/*blood', 'Leukemia, Myeloid, Acute/blood', '*Monocytes']",1968/09/01 00:00,1968/09/01 00:01,['1968/09/01 00:00'],"['1968/09/01 00:00 [pubmed]', '1968/09/01 00:01 [medline]', '1968/09/01 00:00 [entrez]']",ppublish,Klin Wochenschr. 1968 Sep 1;46(17):962. doi: 10.1007/BF01747167.,,['10.1007/BF01747167 [doi]'],,
5245362,NLM,MEDLINE,19681120,20190711,0023-2173 (Print) 0023-2173 (Linking),46,17,1968 Sep 1,"[Observations on 7 patients with ""blood mast cell leukemia""].",929-36,"['Schubert, J C', 'Martin, H']","['Schubert JC', 'Martin H']",['ger'],['Journal Article'],"Beobachtungen an sieben Kranken mit ""Blutmastzell-Leukamie"".",Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,IM,"['Adolescent', 'Adult', 'Aged', 'Blood Cells', 'Bone Marrow Cells', 'Coloring Agents', 'Diagnosis, Differential', 'Esterases/blood', 'Female', 'Histocytochemistry', 'Humans', 'Hydrogen-Ion Concentration', 'Leukemia/*blood/pathology', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', 'Male', '*Mast Cells', 'Middle Aged']",1968/09/01 00:00,1968/09/01 00:01,['1968/09/01 00:00'],"['1968/09/01 00:00 [pubmed]', '1968/09/01 00:01 [medline]', '1968/09/01 00:00 [entrez]']",ppublish,Klin Wochenschr. 1968 Sep 1;46(17):929-36. doi: 10.1007/BF01747157.,"['0 (Coloring Agents)', 'EC 3.1.- (Esterases)']",['10.1007/BF01747157 [doi]'],,
5245346,NLM,MEDLINE,19681120,20141120,0440-0607 (Print) 0440-0607 (Linking),4,,1968,[Cytology and histology of the human bone marrow].,11-29,"['Burkhardt, R']",['Burkhardt R'],['ger'],['Journal Article'],Zytologie und Histologie des menschlichen Knochenmarkes.,Germany,Hamatol Bluttransfus,Hamatologie und Bluttransfusion,7804332,IM,"['Adult', 'Age Factors', 'Blood Cell Count', '*Bone Marrow', '*Bone Marrow Cells', 'Bone Marrow Diseases/blood/*pathology', 'Bone Marrow Examination', 'Female', 'Glomerulonephritis/pathology', 'Hematocrit', 'Hematopoiesis', 'Hematopoietic System/pathology', 'Histiocytes', 'Humans', 'In Vitro Techniques', 'Leukemia, Erythroblastic, Acute/pathology', 'Lupus Erythematosus, Systemic/pathology', 'Male', 'Megakaryocytes', 'Middle Aged', 'Mononuclear Phagocyte System/pathology', 'Phagocytosis', 'Plasma Cells', 'Polycythemia Vera/pathology', 'Primary Myelofibrosis/pathology']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Hamatol Bluttransfus. 1968;4:11-29.,,,,
5245333,NLM,MEDLINE,19681120,20151119,0003-9764 (Print) 0003-9764 (Linking),25,2,1968 Feb,"[High frequency and quality of remissions in acute lymphoblastic leukemia in children induced by the association of delta-1-cortisone, leurocristine and rubidomycin importance of rooms free of pathogenic germs].",181-7,"['Mathe, G', 'Hayat, M', 'Schwarzenberg, L', 'Amiel, J L', 'Schneider, M', 'Cattan, A', 'Schlumberger, J R', 'Jasmin, C']","['Mathe G', 'Hayat M', 'Schwarzenberg L', 'Amiel JL', 'Schneider M', 'Cattan A', 'Schlumberger JR', 'Jasmin C']",['fre'],['Journal Article'],"Haute frequence et qualite des remissions de la leucemie aiguu lymphoblastique chez l'enfant. Induites par l'association de data-1-cortisone, leurocristine et rubidomycine. Interet des chambres exemptes de germes pathogenes.",France,Arch Fr Pediatr,Archives francaises de pediatrie,0372421,IM,"['Antibiotics, Antineoplastic/*therapeutic use', '*Antisepsis', 'Bone Marrow Diseases/complications', 'Child', 'Cortisone/*therapeutic use', 'Drug Synergism', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Patient Care Planning', 'Prognosis', 'Vincristine/*therapeutic use']",1968/02/01 00:00,1968/02/01 00:01,['1968/02/01 00:00'],"['1968/02/01 00:00 [pubmed]', '1968/02/01 00:01 [medline]', '1968/02/01 00:00 [entrez]']",ppublish,Arch Fr Pediatr. 1968 Feb;25(2):181-7.,"['0 (Antibiotics, Antineoplastic)', '5J49Q6B70F (Vincristine)', 'V27W9254FZ (Cortisone)']",,,
5245322,NLM,MEDLINE,19681107,20190630,0022-3476 (Print) 0022-3476 (Linking),73,4,1968 Oct,Induction of remission in acute leukemia with prednisone and intravenous methotrexate.,623-5,"['Brubaker, C A', 'Gilchrist, G S', 'Hammond, D', 'Hyman, C B', 'Shore, N A', 'Williams, K O']","['Brubaker CA', 'Gilchrist GS', 'Hammond D', 'Hyman CB', 'Shore NA', 'Williams KO']",['eng'],['Journal Article'],,United States,J Pediatr,The Journal of pediatrics,0375410,IM,"['Blood Cell Count', 'Bone Marrow Examination', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Injections, Intravenous', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Male', 'Methotrexate/*administration & dosage/adverse effects', 'Prednisone/*administration & dosage', 'Ulcer/chemically induced']",1968/10/01 00:00,1968/10/01 00:01,['1968/10/01 00:00'],"['1968/10/01 00:00 [pubmed]', '1968/10/01 00:01 [medline]', '1968/10/01 00:00 [entrez]']",ppublish,J Pediatr. 1968 Oct;73(4):623-5. doi: 10.1016/s0022-3476(68)80283-5.,"['VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']","['S0022-3476(68)80283-5 [pii]', '10.1016/s0022-3476(68)80283-5 [doi]']",,
5245315,NLM,MEDLINE,19681106,20071115,0370-4793 (Print) 0370-4793 (Linking),12,10,1967 Dec,[Automatic determination of lysozyme in the urine of different leukemias: characterization and purification of a lysozyme onlyin patients having acute myeloblastic leukemia].,996-8,"['Jolles, P', 'Bonnafe, M', 'Mouton, A', 'Schwarzenberg, L']","['Jolles P', 'Bonnafe M', 'Mouton A', 'Schwarzenberg L']",['fre'],['Journal Article'],Dosage automatique du lysozyme dans l'urine de divers leucemiques: caraterisation et purification d'un lysozyme chez les seuls malades atteints de leucemie myeloblastique aigue.,France,Rev Fr Etud Clin Biol,Revue francaise d'etudes cliniques et biologiques,0235616,IM,"['Amino Acids/analysis', 'Autoanalysis', 'Chromatography', 'Humans', 'Leukemia, Myeloid, Acute/*urine', 'Methods', 'Muramidase/*urine']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",ppublish,Rev Fr Etud Clin Biol. 1967 Dec;12(10):996-8.,"['0 (Amino Acids)', 'EC 3.2.1.17 (Muramidase)']",,,
5245291,NLM,MEDLINE,19681106,20110726,0001-6543 (Print) 0001-6543 (Linking),72,4,1968 Apr 1,[Autopsy case of acute leukemia with primary symptoms in the central nervous system].,363-9,"['Taguchi, N', 'Shimizu, Y']","['Taguchi N', 'Shimizu Y']",['jpn'],['Journal Article'],,Japan,Nihon Shonika Gakkai Zasshi,Nihon Shonika Gakkai zasshi. Acta paediatrica Japonica,0413547,IM,"['Bone Marrow Examination', 'Brain/*pathology', 'Child', 'Diagnosis, Differential', 'Female', 'Humans', 'Leukemia/diagnosis', '*Leukemia, Myeloid, Acute', '*Neurologic Manifestations']",1968/04/01 00:00,1968/04/01 00:01,['1968/04/01 00:00'],"['1968/04/01 00:00 [pubmed]', '1968/04/01 00:01 [medline]', '1968/04/01 00:00 [entrez]']",ppublish,Nihon Shonika Gakkai Zasshi. 1968 Apr 1;72(4):363-9.,,,,
5245274,NLM,MEDLINE,19681106,20071115,0039-7628 (Print) 0039-7628 (Linking),55,17,1968 Sep 1,[Nursing case report: patient with leukemia].,484-5 passim,,,['nor'],['Journal Article'],Pleieberetning: pasient med leukemi.,Norway,Sykepleien,Sykepleien,21040500R,,"['Leukemia, Myeloid/nursing', 'Nursing']",1968/09/01 00:00,1968/09/01 00:01,['1968/09/01 00:00'],"['1968/09/01 00:00 [pubmed]', '1968/09/01 00:01 [medline]', '1968/09/01 00:00 [entrez]']",ppublish,Sykepleien. 1968 Sep 1;55(17):484-5 passim.,,,,
5245207,NLM,MEDLINE,19681101,20071115,0507-3758 (Print) 0507-3758 (Linking),12,4,1966 Apr,[On the diagnosis of changes in the stomach in various systemic diseases of the blood].,40-5,"['Gurevich, M A', 'Kruk, S I']","['Gurevich MA', 'Kruk SI']",['rus'],['Journal Article'],O diagnostike izmenenii zheludka pri nekotorykh sistemnykh zabolevaniiakh krovi.,Russia (Federation),Vopr Onkol,Voprosy onkologii,0413775,IM,"['Acute Disease', 'Adult', 'Chronic Disease', 'Female', 'Gastritis/diagnosis/pathology', 'Humans', 'Leukemia/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Middle Aged', 'Stomach/*pathology', 'Stomach Diseases/*diagnosis', 'Stomach Ulcer/diagnosis/pathology']",1966/04/01 00:00,1966/04/01 00:01,['1966/04/01 00:00'],"['1966/04/01 00:00 [pubmed]', '1966/04/01 00:01 [medline]', '1966/04/01 00:00 [entrez]']",ppublish,Vopr Onkol. 1966 Apr;12(4):40-5.,,,,
5245206,NLM,MEDLINE,19681101,20131121,0022-1961 (Print) 0022-1961 (Linking),20,7,1967 Dec,[Statistical observations on the changes in clinical and hematological findings in acute leukemia].,1365-70,"['Kitajima, K', 'Ishizaki, M', 'Sanada, H', 'Saito, K', 'Nagao, T']","['Kitajima K', 'Ishizaki M', 'Sanada H', 'Saito K', 'Nagao T']",['jpn'],['Journal Article'],,Japan,Naika,Naika. Internal medicine,0413541,IM,"['Adolescent', 'Aged', 'Blood Cell Count', 'Bone Marrow Examination', 'Follow-Up Studies', 'Humans', 'Japan', 'Leukemia/epidemiology', 'Leukemia, Lymphoid/*blood', 'Leukemia, Myeloid, Acute/*blood', 'Male', 'Prednisolone/therapeutic use']",1967/12/01 00:00,1967/12/01 00:01,['1967/12/01 00:00'],"['1967/12/01 00:00 [pubmed]', '1967/12/01 00:01 [medline]', '1967/12/01 00:00 [entrez]']",ppublish,Naika. 1967 Dec;20(7):1365-70.,['9PHQ9Y1OLM (Prednisolone)'],,,
5245202,NLM,MEDLINE,19681101,20071115,0002-936X (Print) 0002-936X (Linking),68,11,1968 Nov,Tommie had leukemia.,2408-12,"['Matthiesen, J E']",['Matthiesen JE'],['eng'],['Journal Article'],,United States,Am J Nurs,The American journal of nursing,0372646,IM,"['*Child, Hospitalized', 'Child, Preschool', 'Humans', '*Leukemia, Lymphoid', 'Male', '*Pediatric Nursing']",1968/11/01 00:00,1968/11/01 00:01,['1968/11/01 00:00'],"['1968/11/01 00:00 [pubmed]', '1968/11/01 00:01 [medline]', '1968/11/01 00:00 [entrez]']",ppublish,Am J Nurs. 1968 Nov;68(11):2408-12.,,,,
5245200,NLM,MEDLINE,19681101,20141120,0026-4806 (Print) 0026-4806 (Linking),59,69,1968 Aug 29,[Daunomycin].,3511-21,"['Di Marco, A', 'Massimo, L']","['Di Marco A', 'Massimo L']",['ita'],['Journal Article'],La daunomicina.,Italy,Minerva Med,Minerva medica,0400732,IM,"['Animals', 'Child', 'Child, Preschool', 'Daunorubicin/pharmacology/*therapeutic use/toxicity', 'Dogs', 'Humans', 'In Vitro Techniques', 'Infant', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid/*drug therapy', 'Mitosis/drug effects', 'Neoplasms/*drug therapy', 'Nucleic Acids/metabolism', 'Rabbits', 'Rats']",1968/08/29 00:00,1968/08/29 00:01,['1968/08/29 00:00'],"['1968/08/29 00:00 [pubmed]', '1968/08/29 00:01 [medline]', '1968/08/29 00:00 [entrez]']",ppublish,Minerva Med. 1968 Aug 29;59(69):3511-21.,"['0 (Nucleic Acids)', 'ZS7284E0ZP (Daunorubicin)']",,,
5245172,NLM,MEDLINE,19681101,20071115,0370-8241 (Print) 0370-8241 (Linking),23,1,1968 Jan 10,[Autopsy case of acute premyelocytic leukemia].,189-95,"['Urushizaki, I', 'Koyama, R', 'Sasaki, T', 'Fuse, Y']","['Urushizaki I', 'Koyama R', 'Sasaki T', 'Fuse Y']",['jpn'],['Journal Article'],,Japan,Saishin Igaku,Saishin igaku. Modern medicine,0413561,IM,"['Adult', 'Humans', 'Leukemia, Myeloid, Acute/*pathology', 'Male', 'Microscopy, Electron']",1968/01/10 00:00,1968/01/10 00:01,['1968/01/10 00:00'],"['1968/01/10 00:00 [pubmed]', '1968/01/10 00:01 [medline]', '1968/01/10 00:00 [entrez]']",ppublish,Saishin Igaku. 1968 Jan 10;23(1):189-95.,,,,
5245167,NLM,MEDLINE,19681101,20190704,0007-1048 (Print) 0007-1048 (Linking),15,2,1968 Aug,Alkaline phosphatase activity in immature granulocytes.,119-22,"['Malaskova, V', 'Fuksova, J']","['Malaskova V', 'Fuksova J']",['eng'],['Journal Article'],,England,Br J Haematol,British journal of haematology,0372544,IM,"['Adult', 'Alkaline Phosphatase/*blood', 'Bone Marrow Diseases/enzymology', 'Female', 'Histocytochemistry', 'Humans', 'Leukemia, Myeloid/*enzymology', 'Leukocytes/*enzymology', 'Male', 'Middle Aged', 'Neutrophils/enzymology']",1968/08/01 00:00,1968/08/01 00:01,['1968/08/01 00:00'],"['1968/08/01 00:00 [pubmed]', '1968/08/01 00:01 [medline]', '1968/08/01 00:00 [entrez]']",ppublish,Br J Haematol. 1968 Aug;15(2):119-22. doi: 10.1111/j.1365-2141.1968.tb01520.x.,['EC 3.1.3.1 (Alkaline Phosphatase)'],['10.1111/j.1365-2141.1968.tb01520.x [doi]'],,
5244790,NLM,MEDLINE,19681028,20041117,0021-4949 (Print) 0021-4949 (Linking),14,2,1968 Feb,[Clinical findings in podophyllotoxin derivatives (SP-I-SP-G) in malignant tumors].,96-100,"['Ohara, H', 'Noto, J', 'Kihara, A', 'Noguchi, H', 'Ishii, Y']","['Ohara H', 'Noto J', 'Kihara A', 'Noguchi H', 'Ishii Y']",['jpn'],['Journal Article'],,Japan,Gan No Rinsho,Gan no rinsho. Japan journal of cancer clinics,1257753,IM,"['Adult', 'Aged', 'Animals', 'Antineoplastic Agents/*therapeutic use', 'Female', 'Humans', 'Leukemia, Myeloid/*drug therapy', 'Lung Neoplasms/*drug therapy', 'Male', 'Middle Aged', '*Phytotherapy', '*Plants, Medicinal', '*Plants, Toxic', 'Podophyllin/therapeutic use', 'Podophyllum/*therapeutic use', 'Stomach Neoplasms/*drug therapy']",1968/02/01 00:00,1968/02/01 00:01,['1968/02/01 00:00'],"['1968/02/01 00:00 [pubmed]', '1968/02/01 00:01 [medline]', '1968/02/01 00:00 [entrez]']",ppublish,Gan No Rinsho. 1968 Feb;14(2):96-100.,"['0 (Antineoplastic Agents)', '9000-55-9 (Podophyllin)']",,,
5244787,NLM,MEDLINE,19681028,20170306,,40,6,1968 Jun,[Properdin level in proliferative diseases of the hematopoietic system].,711-5,"['Pietruska, Z']",['Pietruska Z'],['pol'],['Journal Article'],Poziom properdyny w chorobach rozrostowych ukladu krwiotworczego.,Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,IM,"['Adult', 'Hodgkin Disease/*blood', 'Humans', 'Leukemia, Lymphoid/*blood', 'Leukemia, Myeloid/*blood', 'Middle Aged', 'Multiple Myeloma/*blood', 'Properdin/*blood']",1968/06/01 00:00,1968/06/01 00:01,['1968/06/01 00:00'],"['1968/06/01 00:00 [pubmed]', '1968/06/01 00:01 [medline]', '1968/06/01 00:00 [entrez]']",ppublish,Pol Arch Med Wewn. 1968 Jun;40(6):711-5.,['11016-39-0 (Properdin)'],,,
5244768,NLM,MEDLINE,19681028,20190629,0014-4754 (Print) 0014-4754 (Linking),24,5,1968 May 15,The activity of erythrocyte glucose-6-phosphate dehydrogenase as an indactor of the rate of erythropoiesis.,493-4,"['Palek, J', 'Volek, V', 'Friedmann, B', 'Brabec, V']","['Palek J', 'Volek V', 'Friedmann B', 'Brabec V']",['eng'],['Journal Article'],,Switzerland,Experientia,Experientia,0376547,IM,"['Anemia/blood', 'Anemia, Hemolytic, Autoimmune/blood', 'Anemia, Sideroblastic/blood', 'Erythrocytes/*enzymology', '*Erythropoiesis', 'Glucosephosphate Dehydrogenase/*blood/metabolism', 'Humans', 'Leukemia/blood', 'Leukemia, Erythroblastic, Acute/blood', 'Lymphatic Diseases/blood', 'Primary Myelofibrosis/blood', 'Reticulocytes', 'Spherocytosis, Hereditary/blood', 'Time Factors']",1968/05/15 00:00,1968/05/15 00:01,['1968/05/15 00:00'],"['1968/05/15 00:00 [pubmed]', '1968/05/15 00:01 [medline]', '1968/05/15 00:00 [entrez]']",ppublish,Experientia. 1968 May 15;24(5):493-4. doi: 10.1007/BF02144412.,['EC 1.1.1.49 (Glucosephosphate Dehydrogenase)'],['10.1007/BF02144412 [doi]'],,
5244767,NLM,MEDLINE,19681028,20190919,0067-7957 (Print) 0067-7957 (Linking),30,,1968,New oncogenic virus producing acute lymphatic leukemia in guinea pigs.,81-8,"['Opler, S R']",['Opler SR'],['eng'],['Journal Article'],,Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Animals', 'Cell-Free System', '*Guinea Pigs', 'Leukemia, Experimental/*microbiology', 'Leukemia, Lymphoid/*pathology', 'Microscopy, Electron', 'Neoplasm Transplantation', 'Retroviridae/*isolation & purification']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Bibl Haematol. 1968;30:81-8. doi: 10.1159/000391228.,,['10.1159/000391228 [doi]'],,
5244766,NLM,MEDLINE,19681028,20190919,0067-7957 (Print) 0067-7957 (Linking),30,,1968,Experimental myeloproliferative and lymphoproliferative diseases of swine.,255-62,"['Howard, E B', 'Clarke, W J', 'Hackett, P L']","['Howard EB', 'Clarke WJ', 'Hackett PL']",['eng'],['Journal Article'],,Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Animals', 'Chromosome Aberrations', 'Leukemia, Lymphoid/*pathology', 'Leukemia, Myeloid/*pathology', 'Leukemia, Radiation-Induced/*pathology/veterinary', 'Strontium Isotopes', 'Swine', 'Swine Diseases/*pathology']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Bibl Haematol. 1968;30:255-62. doi: 10.1159/000391266.,['0 (Strontium Isotopes)'],['10.1159/000391266 [doi]'],,
