PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,AB,PMC,AID,TT,OID,OAB,OABL,OTO,OT,GN,EIN
4319884,NLM,MEDLINE,19701212,20190501,0027-8424 (Print) 0027-8424 (Linking),66,4,1970 Aug,Murine sarcoma virus transformation of BALB-3T3 cells: lack of dependence on murine leukemia virus.,1236-43,"['Aaronson, S A', 'Jainchill, J L', 'Todaro, G J']","['Aaronson SA', 'Jainchill JL', 'Todaro GJ']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,,IM,"['Animals', 'Cell Line', '*Cell Transformation, Neoplastic', 'Culture Techniques', 'Embryo, Mammalian', '*Gammaretrovirus', 'Helper Viruses', 'Hemolytic Plaque Technique', '*Leukemia Virus, Murine', 'Mice']",,1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1970 Aug;66(4):1236-43. doi: 10.1073/pnas.66.4.1236.,"Murine sarcoma virus induces foci of morphologically altered cells in BALB/3T3 cultures. Focus formation in mouse cells has been thought to require the presence of a helper, murine leukemia virus, which is present in murine sarcoma virus stocks but by itself does not induce any morphological transformation of mouse cells. The present studies show that early after infection, the titration pattern for murine sarcoma virus in BALB/3T3 cells is ""two-hit"" since only foci produced by virus spread can be detected. Such foci require the presence of both viruses in the initially infected cell. By seven days the titration pattern is ""one-hit"" under culture conditions which allow the growth and detection of small foci of transformed cells induced by murine sarcoma virus alone. The ""two-hit"" titration pattern results from the inability to detect these foci. We conclude that murine sarcoma virus is able to transform mouse cells without requiring murine leukemia virus.",PMC335811,['10.1073/pnas.66.4.1236 [doi]'],,,,,,,,
4319881,NLM,MEDLINE,19701212,20190501,0027-8424 (Print) 0027-8424 (Linking),66,4,1970 Aug,Interferon and cell division. I. Inhibition of the multiplication of mouse leukemia L 1210 cells in vitro by interferon preparations.,1052-8,"['Gresser, I', 'Brouty-Boye, D', 'Thomas, M T', 'Macieira-Coelho, A']","['Gresser I', 'Brouty-Boye D', 'Thomas MT', 'Macieira-Coelho A']",['eng'],['Journal Article'],United States,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences of the United States of America,7505876,"['0 (Immune Sera)', '10450-60-9 (Periodic Acid)', '9008-11-1 (Interferons)', 'EC 3.4.21.4 (Trypsin)']",IM,"['Animals', 'Cell Division/*drug effects', 'Cell Line/drug effects', 'Culture Techniques', 'Hot Temperature', 'Humans', 'Immune Sera/pharmacology', 'Interferons/isolation & purification/*pharmacology', 'Leukemia L1210', 'Mice', 'Periodic Acid/pharmacology', 'Trypsin/pharmacology', 'Vesicular stomatitis Indiana virus']",,1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",ppublish,Proc Natl Acad Sci U S A. 1970 Aug;66(4):1052-8. doi: 10.1073/pnas.66.4.1052.,Mouse interferon preparations inhibited the multiplication of mouse leukemia L 1210 cells in stationary suspension cultures. The degree of inhibition was found to correlate with the antiviral titer of the interferon preparations. The factor(s) responsible for inhibition of L 1210 cell multiplication could not be dissociated from interferon by standard physicochemical means.,PMC335785,['10.1073/pnas.66.4.1052 [doi]'],,,,,,,,
4319841,NLM,MEDLINE,19701211,20061115,0028-0836 (Print) 0028-0836 (Linking),228,5272,1970 Nov 14,The Paris fashions.,609-10,,,['eng'],['Journal Article'],England,Nature,Nature,0410462,"['EC 2.7.7.- (DNA Nucleotidyltransferases)', 'EC 2.7.7.- (RNA Nucleotidyltransferases)']",IM,"['Avian Sarcoma Viruses/enzymology', 'Culture Techniques', 'Cytopathogenic Effect, Viral', 'DNA Nucleotidyltransferases/metabolism', 'Genetics, Microbial', 'Humans', 'Leukemia/enzymology', 'Moloney murine leukemia virus', 'Mutation', '*Oncogenic Viruses', 'Paris', 'Polyomavirus', 'RNA Nucleotidyltransferases/metabolism', 'RNA Viruses', 'Surface Properties']",,1970/11/14 00:00,1970/11/14 00:01,['1970/11/14 00:00'],"['1970/11/14 00:00 [pubmed]', '1970/11/14 00:01 [medline]', '1970/11/14 00:00 [entrez]']",ppublish,Nature. 1970 Nov 14;228(5272):609-10.,,,,,,,,,,,
4319774,NLM,MEDLINE,19701210,20140729,,117,9,1969 Sep,[Quantitative immunoglobulin determination during long-term cytostatic therapy].,563-8,"['Freund, R', 'Rauer, U', 'Hitzig, W H']","['Freund R', 'Rauer U', 'Hitzig WH']",['ger'],['Journal Article'],Germany,Monatsschr Kinderheilkd,Monatsschrift fur Kinderheilkunde,0400751,"['0 (Antineoplastic Agents)', '0 (Immune Sera)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Immunosuppressive Agents)']",IM,"['Adolescent', 'Adult', 'Agammaglobulinemia/*therapy', 'Antineoplastic Agents/*adverse effects', 'Brain Neoplasms/immunology', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Immune Sera', 'Immunodiffusion', 'Immunoglobulin G/*analysis', 'Immunoglobulin M/*analysis', 'Immunologic Deficiency Syndromes/*chemically induced', '*Immunosuppressive Agents', 'Infant', 'Leukemia/*drug therapy/immunology', 'Leukemia, Lymphoid/immunology', 'Leukemia, Myeloid, Acute/immunology', 'Lymphogranuloma Venereum/immunology', 'Male', 'Neoplasms/*drug therapy/immunology', 'Thrombocytopenia/immunology', 'Time Factors', 'Wilms Tumor/immunology']",,1969/09/01 00:00,1969/09/01 00:01,['1969/09/01 00:00'],"['1969/09/01 00:00 [pubmed]', '1969/09/01 00:01 [medline]', '1969/09/01 00:00 [entrez]']",ppublish,Monatsschr Kinderheilkd. 1969 Sep;117(9):563-8.,,,,Quantitative Immunoglobulin-Bestimmungen im Laufe langdauernder cytostatischer Therapie.,,,,,,,
4319760,NLM,MEDLINE,19701210,20131121,0008-5472 (Print) 0008-5472 (Linking),30,10,1970 Oct,Comparative studies on the kinetics of the neoplastic competence in mice.,2548-51,"['Vesselinovitch, S D', 'Mihailovich, N', 'Itze, L']","['Vesselinovitch SD', 'Mihailovich N', 'Itze L']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,['3IN71E75Z5 (Urethane)'],IM,"['Adenoma/chemically induced', '*Age Factors', 'Animals', '*Animals, Newborn', 'Carcinoma, Hepatocellular/chemically induced', 'Female', 'Lacrimal Apparatus', 'Leukemia/chemically induced', 'Liver Neoplasms', 'Lung Neoplasms/chemically induced', 'Male', 'Mice', 'Neoplasms/*chemically induced', 'Ovarian Neoplasms/chemically induced', 'Time Factors', '*Urethane']",,1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",ppublish,Cancer Res. 1970 Oct;30(10):2548-51.,,,,,,,,,,,
4319757,NLM,MEDLINE,19701210,20031114,0008-5472 (Print) 0008-5472 (Linking),30,10,1970 Oct,Absence of alkaline phosphatase in rat thymic lymphoma induced by murine leukemia virus.,2456-7,"['Doell, R G', 'Mathieson, B J']","['Doell RG', 'Mathieson BJ']",['eng'],['Journal Article'],United States,Cancer Res,Cancer research,2984705R,['EC 3.1.3.1 (Alkaline Phosphatase)'],IM,"['Alkaline Phosphatase/*analysis', 'Animals', 'Cell Transformation, Neoplastic', 'Histocytochemistry', 'Leukemia Virus, Murine/pathogenicity', 'Lymphoma/*enzymology/etiology', 'Mice', 'Rabbits', 'Thymus Neoplasms/*enzymology/etiology']",,1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",ppublish,Cancer Res. 1970 Oct;30(10):2456-7.,,,,,,,,,,,
4319744,NLM,MEDLINE,19701210,20210103,0028-0836 (Print) 0028-0836 (Linking),228,5269,1970 Oct 24,Retrogenetic expression: the reappearance of embryonal antigens in cancer cells.,370-2,"['Stonehill, E H', 'Bendich, A']","['Stonehill EH', 'Bendich A']",['eng'],['Journal Article'],England,Nature,Nature,0410462,"['0 (Antigens)', '0 (Benz(a)Anthracenes)', '0 (Benzopyrenes)', '3IN71E75Z5 (Urethane)', '56-49-5 (Methylcholanthrene)', '731DCA35BT (Diethylstilbestrol)']",IM,"['AKR murine leukemia virus/immunology', 'Animals', 'Antigens/*analysis', 'Benz(a)Anthracenes', 'Benzopyrenes', 'Diethylstilbestrol', 'Embryo, Mammalian/*immunology', 'Friend murine leukemia virus/immunology', 'Immunodiffusion', '*Immunogenetics', 'Leukemia, Experimental/immunology', 'Mammary Tumor Virus, Mouse/immunology', 'Methylcholanthrene', 'Mice', 'Neoplasms/chemically induced/*immunology', 'Neoplasms, Radiation-Induced', 'Rauscher Virus/immunology', 'Urethane']",,1970/10/24 00:00,1970/10/24 00:01,['1970/10/24 00:00'],"['1970/10/24 00:00 [pubmed]', '1970/10/24 00:01 [medline]', '1970/10/24 00:00 [entrez]']",ppublish,Nature. 1970 Oct 24;228(5269):370-2. doi: 10.1038/228370a0.,,,['10.1038/228370a0 [doi]'],,,,,,,,
4319703,NLM,MEDLINE,19701210,20061115,0018-2001 (Print) 0018-2001 (Linking),41,3,1970 Sep,[Changes in host specificity of tumor viruses].,407-8,"['zur Hausen, H']",['zur Hausen H'],['ger'],['Journal Article'],Germany,Hippokrates,Hippokrates,0413670,,IM,"['Animals', 'Avian Sarcoma Viruses/isolation & purification/pathogenicity', 'Cricetinae', 'Culture Techniques', 'Gammaretrovirus/*pathogenicity', 'Humans', 'Leukemia Virus, Murine/pathogenicity', 'Mice', 'Neoplasms, Experimental/*immunology', 'Species Specificity']",,1970/09/01 00:00,1970/09/01 00:01,['1970/09/01 00:00'],"['1970/09/01 00:00 [pubmed]', '1970/09/01 00:01 [medline]', '1970/09/01 00:00 [entrez]']",ppublish,Hippokrates. 1970 Sep;41(3):407-8.,,,,Anderung der Wirtsspezifitat von Tumorviren.,,,,,,,
4319697,NLM,MEDLINE,19701210,20210216,0006-4971 (Print) 0006-4971 (Linking),36,5,1970 Nov,Congenital agranulocytosis: prolonged survival and terminal acute leukemia.,576-85,"['Gilman, P A', 'Jackson, D P', 'Guild, H G']","['Gilman PA', 'Jackson DP', 'Guild HG']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,"['0 (Adrenal Cortex Hormones)', '0 (Anti-Bacterial Agents)', '3XMK78S47O (Testosterone)', '9002-60-2 (Adrenocorticotropic Hormone)', 'K848JZ4886 (Cysteine)']",IM,"['Adolescent', 'Adrenal Cortex Hormones/therapeutic use', 'Adrenocorticotropic Hormone/therapeutic use', 'Agranulocytosis/complications/*congenital/mortality', 'Anti-Bacterial Agents/therapeutic use', 'Appendix/pathology', 'Bone Marrow Diseases/congenital', 'Bone Marrow Examination', 'Child', 'Child, Preschool', 'Culture Techniques', 'Cysteine/pharmacology', 'Eosinophilia/etiology', 'Escherichia coli/isolation & purification', 'Exudates and Transudates/microbiology', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Infections/etiology', 'Karyotyping', 'Leukemia, Monocytic, Acute/*etiology', 'Lung/microbiology', 'Lung Diseases/etiology', 'Male', 'Monocytes', 'Mouth Diseases/etiology', 'Neutrophils', 'Palatine Tonsil/pathology', 'Pregnancy', 'Proteus/isolation & purification', 'Pseudomonas/isolation & purification', 'Skin/microbiology', 'Skin Diseases, Infectious/etiology', 'Skin Window Technique', 'Splenectomy', 'Staphylococcus/isolation & purification', 'Testosterone/therapeutic use']",,1970/11/01 00:00,1970/11/01 00:01,['1970/11/01 00:00'],"['1970/11/01 00:00 [pubmed]', '1970/11/01 00:01 [medline]', '1970/11/01 00:00 [entrez]']",ppublish,Blood. 1970 Nov;36(5):576-85.,,,['S0006-4971(20)69524-6 [pii]'],,,,,,,,
4319664,NLM,MEDLINE,19701210,20191021,,271,10,1970 Sep 7,[Differentiation in vitro of a murine plasmacytoma: deomonstration of 2 cellular phenotypically stable stages].,839-42,"['Paraf, A', 'Moyne, M A', 'Duplan, J F', 'Scherrer, R', 'Stanislawski, M', 'Bettane, M', 'Lelievre, L', 'Rouze, P', 'Dubert, J M']","['Paraf A', 'Moyne MA', 'Duplan JF', 'Scherrer R', 'Stanislawski M', 'Bettane M', 'Lelievre L', 'Rouze P', 'Dubert JM']",['fre'],['Journal Article'],France,C R Acad Hebd Seances Acad Sci D,Comptes rendus hebdomadaires des seances de l'Academie des sciences. Serie D: Sciences naturelles,7501107,['0 (Immunoglobulins)'],IM,"['Animals', '*Cell Differentiation', 'Contact Inhibition', 'Culture Techniques', 'Epithelium', 'Fibroblasts', 'Immunoglobulins/biosynthesis', 'Leukemia Virus, Murine/growth & development', 'Mice', 'Microscopy, Electron', 'Neoplasm Transplantation', 'Phenotype', 'Plasmacytoma/immunology/*pathology']",,1970/09/07 00:00,1970/09/07 00:01,['1970/09/07 00:00'],"['1970/09/07 00:00 [pubmed]', '1970/09/07 00:01 [medline]', '1970/09/07 00:00 [entrez]']",ppublish,C R Acad Hebd Seances Acad Sci D. 1970 Sep 7;271(10):839-42.,,,,Differenciation in vitro d'un plasmocytome murin: mise en evidence de deux etats cellulaires phenotypiquement stables.,,,,,,,
4319663,NLM,MEDLINE,19701210,20190609,0006-3002 (Print) 0006-3002 (Linking),217,2,1970 Oct 15,The kinetics of labelling and intracellular distribution of mammalian DNA-like RNA isolated by methylated albumin kieselguhr column chromatography.,434-46,"['Billing, R J', 'Barbiroli, B']","['Billing RJ', 'Barbiroli B']",['eng'],['Journal Article'],Netherlands,Biochim Biophys Acta,Biochimica et biophysica acta,0217513,"['0 (Carbon Isotopes)', '0 (Nucleosides)', '0 (RNA, Messenger)', '0 (Serum Albumin)', '10028-17-8 (Tritium)', '1CC1JFE158 (Dactinomycin)', '7631-86-9 (Silicon Dioxide)', 'OP0UW79H66 (Methane)']",IM,"['Animals', 'Carbon Isotopes', 'Cell Line', 'Chromatography', 'Culture Techniques', 'Dactinomycin/metabolism', 'Friend murine leukemia virus/*metabolism', 'Leukemia, Experimental/*metabolism', 'Liver/metabolism', 'Methane', 'Nucleosides/pharmacology', 'RNA, Messenger/isolation & purification/*metabolism', 'Rats', 'Serum Albumin', 'Silicon Dioxide', 'Species Specificity', 'Tritium']",,1970/10/15 00:00,1970/10/15 00:01,['1970/10/15 00:00'],"['1970/10/15 00:00 [pubmed]', '1970/10/15 00:01 [medline]', '1970/10/15 00:00 [entrez]']",ppublish,Biochim Biophys Acta. 1970 Oct 15;217(2):434-46. doi: 10.1016/0005-2787(70)90541-1.,,,"['0005-2787(70)90541-1 [pii]', '10.1016/0005-2787(70)90541-1 [doi]']",,,,,,,,
4319626,NLM,MEDLINE,19701209,20041117,0028-4793 (Print) 0028-4793 (Linking),283,22,1970 Nov 26,Cutaneous interferon production in patients with Hodgkin's disease and other cancers infected with varicella or vaccinia.,1182-7,"['Armstrong, R W', 'Gurwith, M J', 'Waddell, D', 'Merigan, T C']","['Armstrong RW', 'Gurwith MJ', 'Waddell D', 'Merigan TC']",['eng'],['Journal Article'],United States,N Engl J Med,The New England journal of medicine,0255562,"['0 (Cytosine Nucleotides)', '0 (Nucleotides)', '0 (Smallpox Vaccine)', '9008-11-1 (Interferons)']",IM,"['Adult', 'Aged', 'Chickenpox/drug therapy/*immunology', 'Complement Fixation Tests', 'Cytosine Nucleotides/therapeutic use', 'Exudates and Transudates/immunology', 'Female', 'Fluorescent Antibody Technique', 'Herpes Zoster/complications/*immunology', 'Herpesvirus 3, Human/immunology', 'Hodgkin Disease/complications/*immunology', 'Humans', 'Infant', 'Interferons/analysis/*biosynthesis', 'Leukemia/complications', 'Leukocyte Count', 'Leukocytes/immunology', 'Leukopenia/complications', 'Lymphoma, Non-Hodgkin/complications', 'Male', 'Middle Aged', 'Multiple Myeloma/complications', 'Neoplasms/drug therapy/*immunology', 'Nucleotides/therapeutic use', 'Skin/*immunology', 'Smallpox/complications/etiology', 'Smallpox Vaccine/adverse effects', 'Vaccination/adverse effects', 'Vaccinia/etiology/immunology']",,1970/11/26 00:00,1970/11/26 00:01,['1970/11/26 00:00'],"['1970/11/26 00:00 [pubmed]', '1970/11/26 00:01 [medline]', '1970/11/26 00:00 [entrez]']",ppublish,N Engl J Med. 1970 Nov 26;283(22):1182-7. doi: 10.1056/NEJM197011262832202.,,,['10.1056/NEJM197011262832202 [doi]'],,,,,,,,
4319620,NLM,MEDLINE,19701209,20041117,0022-2615 (Print) 0022-2615 (Linking),3,3,1970 Aug,Demonstration of a herpes-type virus in short-term cultured blood lymphocytes associated with Marek's disease.,463-73,"['Campbell, J G', 'Woode, G N']","['Campbell JG', 'Woode GN']",['eng'],['Journal Article'],England,J Med Microbiol,Journal of medical microbiology,0224131,,IM,"['Animals', 'Avian Leukosis/*microbiology', 'Chickens', 'Culture Techniques', 'Cytopathogenic Effect, Viral', 'Fluorescent Antibody Technique', 'Herpesviridae/*isolation & purification', 'Inclusion Bodies, Viral', 'Kidney', 'Lymphocyte Activation', 'Lymphocytes', 'Microscopy, Electron', 'Peripheral Nervous System Diseases/microbiology', 'Poultry Diseases/*microbiology', 'Virus Cultivation']",,1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",ppublish,J Med Microbiol. 1970 Aug;3(3):463-73. doi: 10.1099/00222615-3-3-463.,,,['10.1099/00222615-3-3-463 [doi]'],,,,,,,,
4319527,NLM,MEDLINE,19701206,20190702,0042-4900 (Print) 0042-4900 (Linking),87,4,1970 Jul 25,Presence of natural haemagglutinins to sheep erythrocytes in sera from chickens free from Marek's disease.,109-10,"['Payne, L N', 'Rennie, M']","['Payne LN', 'Rennie M']",['eng'],['Journal Article'],England,Vet Rec,The Veterinary record,0031164,['0 (Antibodies)'],IM,"['Animals', 'Antibodies/*analysis', 'Avian Leukosis/*immunology', 'Chickens/*immunology', 'Erythrocytes/*immunology', 'Neutralization Tests', 'Peripheral Nervous System Diseases/immunology', 'Poultry Diseases/immunology', 'Sheep']",,1970/07/25 00:00,1970/07/25 00:01,['1970/07/25 00:00'],"['1970/07/25 00:00 [pubmed]', '1970/07/25 00:01 [medline]', '1970/07/25 00:00 [entrez]']",ppublish,Vet Rec. 1970 Jul 25;87(4):109-10. doi: 10.1136/vr.87.4.109.,,,['10.1136/vr.87.4.109 [doi]'],,,,,,,,
4319518,NLM,MEDLINE,19701206,20031114,0033-6890 (Print) 0033-6890 (Linking),8,5,1970 Nov,Viral leukemogenesis in immunologically and hematologically altered mice.,474-92,"['Sinkovics, J G', 'Ahearn, M J', 'Shirato, E', 'Shullenberger, C C']","['Sinkovics JG', 'Ahearn MJ', 'Shirato E', 'Shullenberger CC']",['eng'],['Journal Article'],United States,J Reticuloendothel Soc,Journal of the Reticuloendothelial Society,0206462,"['0 (Lectins)', '0 (Pertussis Vaccine)', '9004-67-5 (Methylcellulose)', ""9007-81-2 (Freund's Adjuvant)""]",IM,"['Animals', 'Bordetella pertussis/immunology', ""Freund's Adjuvant/pharmacology"", 'Graft vs Host Disease/etiology/immunology/mortality', 'Lectins/pharmacology', 'Leukemia, Experimental/blood/*etiology/immunology', 'Leukocyte Count', 'Leukocytes/cytology', 'Liver/cytology/pathology', 'Lymph Nodes/cytology', 'Lymphatic System/immunology', 'Lymphocytes/pathology', 'Methylcellulose/pharmacology', 'Mice', 'Microscopy, Electron', 'Pertussis Vaccine', '*Rauscher Virus', 'Spleen/cytology/immunology/pathology', 'Thymus Gland/pathology', 'Vaccination/adverse effects']",,1970/11/01 00:00,1970/11/01 00:01,['1970/11/01 00:00'],"['1970/11/01 00:00 [pubmed]', '1970/11/01 00:01 [medline]', '1970/11/01 00:00 [entrez]']",ppublish,J Reticuloendothel Soc. 1970 Nov;8(5):474-92.,,,,,,,,,,,
4319508,NLM,MEDLINE,19701206,20041117,0017-6575 (Print) 0017-6575 (Linking),12,3,1969 Jul-Dec,[Etiopathogenesis of leukemia].,683-701,"['Magrassi, F']",['Magrassi F'],['ita'],['Journal Article'],Italy,Haematol Lat,Haematologica Latina,0373001,['0 (Antigens)'],IM,"['Animals', 'Antigens', 'Avian Leukosis', 'Chick Embryo', 'Humans', 'Leukemia/*etiology/pathology', 'Leukemia Virus, Murine/classification/isolation & purification', 'Mice', 'Microscopy, Electron', 'RNA Viruses/isolation & purification', 'Research', 'Retroviridae/immunology/isolation & purification', 'Virus Diseases/microbiology']",,1969/07/01 00:00,1969/07/01 00:01,['1969/07/01 00:00'],"['1969/07/01 00:00 [pubmed]', '1969/07/01 00:01 [medline]', '1969/07/01 00:00 [entrez]']",ppublish,Haematol Lat. 1969 Jul-Dec;12(3):683-701.,,,,Recenti acquisizioni in tema di eziopatogenesi della malattia leucemica.,,,,,,,
4319282,NLM,MEDLINE,19701127,20131121,0002-3264 (Print) 0002-3264 (Linking),190,2,1970 Jan,[Free radicals and energy exchange in leukocytes in leukoses].,476-9,"['Krugliakova, K E', 'Klochko, E V', ""Koval'chuk, L V"", 'Seits, I F', 'Luganova, I S']","['Krugliakova KE', 'Klochko EV', ""Koval'chuk LV"", 'Seits IF', 'Luganova IS']",['rus'],['Journal Article'],Russia (Federation),Dokl Akad Nauk SSSR,Doklady Akademii nauk SSSR,7505465,"['0 (Acetates)', '0 (Dinitrophenols)', '0 (Free Radicals)', '0 (Oligomycins)', '8L70Q75FXE (Adenosine Triphosphate)', 'Q80VPU408O (Fluorides)']",IM,"['Acetates/pharmacology', 'Adenosine Triphosphate/metabolism', 'Dinitrophenols/pharmacology', 'Electron Spin Resonance Spectroscopy', 'Fluorides/pharmacology', 'Free Radicals/metabolism', 'Freeze Drying', 'Glycolysis', 'Humans', 'Leukemia, Lymphoid/*blood', 'Leukemia, Myeloid/*blood', 'Leukocytes/drug effects/*metabolism', 'Oligomycins/pharmacology', 'Oxygen Consumption']",,1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Dokl Akad Nauk SSSR. 1970 Jan;190(2):476-9.,,,,Svobodnye radikaly i energeticheskii obmen v leikotsitakh pri leikozakh.,,,,,,,
4319247,NLM,MEDLINE,19701127,20071115,0027-8874 (Print) 0027-8874 (Linking),43,6,1969 Dec,Survey of cancer in children admitted to a Brazilian charity hospital.,1231-40,"['Marigo, C', 'Muller, H', 'Davies, J N']","['Marigo C', 'Muller H', 'Davies JN']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,,IM,"['Adenocarcinoma/epidemiology', 'Adolescent', 'Adrenal Gland Neoplasms/*epidemiology', 'Africa', 'Age Factors', 'Astrocytoma/epidemiology', 'Bone Neoplasms/epidemiology', 'Brain Neoplasms/epidemiology', 'Brazil', 'Burkitt Lymphoma/epidemiology', 'Carcinoma/epidemiology', 'Child', 'Child, Preschool', 'England', 'Eye Neoplasms/epidemiology', 'Female', 'Ganglioneuroma/epidemiology', 'Glioblastoma/epidemiology', 'Hemangiosarcoma/epidemiology', 'Histiocytosis, Langerhans-Cell/epidemiology', 'Hodgkin Disease/*epidemiology', 'Humans', 'Infant', 'Kidney Neoplasms/*epidemiology', 'Leukemia, Myeloid/epidemiology', 'Lymphoma, Large B-Cell, Diffuse/epidemiology', 'Lymphoma, Non-Hodgkin/epidemiology', 'Male', 'Mediastinal Neoplasms/epidemiology', 'Medulloblastoma/epidemiology', 'Melanoma/epidemiology', 'Neoplasms/*epidemiology', 'Neuroblastoma/epidemiology', 'Retinoblastoma/epidemiology', 'Retrospective Studies', 'Rhabdomyosarcoma/epidemiology', 'Sex Factors', 'Spinal Neoplasms/epidemiology', 'United States', 'Wilms Tumor/epidemiology']",,1969/12/01 00:00,1969/12/01 00:01,['1969/12/01 00:00'],"['1969/12/01 00:00 [pubmed]', '1969/12/01 00:01 [medline]', '1969/12/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1969 Dec;43(6):1231-40.,,,,,,,,,,,
