PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PS,FPS,TT,RN,RF,PMC,GR,OID
4884354,NLM,MEDLINE,19690318,20190618,0036-8075 (Print) 0036-8075 (Linking),162,3853,1968 Nov 1,Mutant Sl alleles of mice affect susceptibility to Friend spleen focus-forming virus.,564-5,"Mice of genotypes S1/S1(d), S1/+, and S1(d)/+ (but not S1(T)/S1(T) or S1(T)/+) were resistant to spleen focucs-forming virus. The ""environment"" in which hemopoietic target cells for this virus develop was not conducive for infection or focus formation, or both, but the target cells were not altered directly. The same genes appear to regulate hemopoiesis and leukemogenic transformation.","['Bennett, M', 'Steeves, R A', 'Cudkowicz, G', 'Mirand, E A', 'Russell, L B']","['Bennett M', 'Steeves RA', 'Cudkowicz G', 'Mirand EA', 'Russell LB']",['eng'],['Journal Article'],United States,Science,"Science (New York, N.Y.)",0404511,IM,"['*Alleles', 'Animals', 'Bone Marrow Transplantation', 'Cell Transformation, Neoplastic', 'Female', 'Friend murine leukemia virus/*pathogenicity', 'Genotype', 'Hematocrit', 'Hematopoiesis', 'Leukemia, Experimental/etiology', 'Male', 'Mice', '*Mutation', 'Spleen/*microbiology']",1968/11/01 00:00,1968/11/01 00:01,['1968/11/01 00:00'],"['1968/11/01 00:00 [pubmed]', '1968/11/01 00:01 [medline]', '1968/11/01 00:00 [entrez]']",['10.1126/science.162.3853.564 [doi]'],ppublish,Science. 1968 Nov 1;162(3853):564-5. doi: 10.1126/science.162.3853.564.,,,,,,,,
4752412,NLM,MEDLINE,19740115,20190501,0021-9746 (Print) 0021-9746 (Linking),26,9,1973 Sep,Hyperaggregation effect in idiopathic thrombocytopenia and multiple transfused patients.,697-9,"A new technique for detecting platelet antibodies was investigated. The serum from patients having platelet antibodies was added to normal group O compatible pooled platelet-rich plasma. Platelet aggregation induced by adrenaline and adenosine diphosphate (ADP) was significantly increased as compared to the identical platelet-rich plasma without serum. The platelet-rich plasma with serum added did not aggregate spontaneously. When an alpha-adrenergic blocking agent (tolazoline) was added, the primary wave of aggregation induced by adrenaline was equally reversed with platelet-rich plasma, with or without serum. Although platelet antibodies by themselves did not agglutinate platelets in our test system, it is probable that platelet antibodies interact with platelets and potentiate their ability to aggregate. It is suggested that the platelet aggregometer is a useful tool for the detection of platelet antibodies in vitro.","['Wagner, N', 'Degnan, T J']","['Wagner N', 'Degnan TJ']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,IM,"['ABO Blood-Group System', 'Adenosine Diphosphate/pharmacology', 'Antibodies/*analysis', 'Blood Group Antigens', 'Blood Platelets/immunology', '*Blood Transfusion', 'Epinephrine/antagonists & inhibitors/pharmacology', 'Humans', 'Leukemia/immunology', '*Platelet Adhesiveness/drug effects', 'Thrombocytopenia/*immunology', 'Tolazoline/pharmacology']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",['10.1136/jcp.26.9.697 [doi]'],ppublish,J Clin Pathol. 1973 Sep;26(9):697-9. doi: 10.1136/jcp.26.9.697.,,,,"['0 (ABO Blood-Group System)', '0 (Antibodies)', '0 (Blood Group Antigens)', '61D2G4IYVH (Adenosine Diphosphate)', 'CHH9H12AQ3 (Tolazoline)', 'YKH834O4BH (Epinephrine)']",,PMC477854,,
4752230,NLM,MEDLINE,19740115,20190702,0038-4348 (Print) 0038-4348 (Linking),66,7,1973 Jul,Secondary progressive multifocal leukoencephalopathy.,795 passim,,"['Montgomery, T', 'Cubilla, A L', 'Green, J']","['Montgomery T', 'Cubilla AL', 'Green J']",['eng'],['Journal Article'],United States,South Med J,Southern medical journal,0404522,IM,"['Aged', 'Electroencephalography', 'Female', 'Frontal Lobe/pathology', 'Humans', 'Immunoglobulins/analysis', 'Leukemia, Lymphoid/*complications', 'Leukoencephalopathy, Progressive Multifocal/*complications/immunology/pathology', 'Mental Disorders/etiology', 'Movement Disorders/etiology', 'Neuroglia', 'Seizures/etiology']",1973/07/01 00:00,1973/07/01 00:01,['1973/07/01 00:00'],"['1973/07/01 00:00 [pubmed]', '1973/07/01 00:01 [medline]', '1973/07/01 00:00 [entrez]']",['10.1097/00007611-197307000-00015 [doi]'],ppublish,South Med J. 1973 Jul;66(7):795 passim. doi: 10.1097/00007611-197307000-00015.,,,,['0 (Immunoglobulins)'],,,,
4752123,NLM,MEDLINE,19740115,20191210,0022-3549 (Print) 0022-3549 (Linking),62,10,1973 Oct,Phosphorus--nitrogen compounds. XV. N-1-adamantylphosphoramidic dichloride and dimethyl and diphenyl N-1-adamantylphosphoramidate.,1719-20,,"['Cates, L A', 'Gallio, R L', 'Cramer, M B']","['Cates LA', 'Gallio RL', 'Cramer MB']",['eng'],['Journal Article'],United States,J Pharm Sci,Journal of pharmaceutical sciences,2985195R,IM,"['Amantadine/chemical synthesis/*pharmacology', 'Animals', 'Antiparkinson Agents/chemical synthesis/*pharmacology', 'Atropine/therapeutic use', 'Guinea Pigs', 'Leukemia L1210/drug therapy', 'Magnetic Resonance Spectroscopy', 'Mice', 'Mice, Inbred Strains', 'Motor Activity/drug effects', 'Organophosphorus Compounds/chemical synthesis/pharmacology', 'Oxotremorine/therapeutic use', 'Perphenazine/pharmacology/therapeutic use', 'Spectrophotometry, Infrared', 'Tremorine/therapeutic use']",1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']","['S0022-3549(15)41264-X [pii]', '10.1002/jps.2600621034 [doi]']",ppublish,J Pharm Sci. 1973 Oct;62(10):1719-20. doi: 10.1002/jps.2600621034.,,,,"['0 (Antiparkinson Agents)', '0 (Organophosphorus Compounds)', '49802-24-6 (diphenyl N-1-adamantylphosphoramidate)', '50606-99-0 (N-1-adamantylphosphoramidic dichloride)', '5RY0UWH1JL (Oxotremorine)', '7C0697DR9I (Atropine)', 'BF4C9Z1J53 (Amantadine)', 'FTA7XXY4EZ (Perphenazine)', 'U817VZ1URQ (Tremorine)']",,,,
4751996,NLM,MEDLINE,19740115,20190621,0014-5793 (Print) 0014-5793 (Linking),35,1,1973 Sep 1,Analysis of the early and late products of the DNA polymerase of friend murine leukemia virus with actinomycin D.,24-30,,"['Swindlehurst, M']",['Swindlehurst M'],['eng'],['Journal Article'],England,FEBS Lett,FEBS letters,0155157,IM,"['Centrifugation, Density Gradient', 'DNA Nucleotidyltransferases/*antagonists & inhibitors', '*Dactinomycin', 'Friend murine leukemia virus/*enzymology', 'Kinetics', 'Transcription, Genetic', 'Tritium']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']","['0014-5793(73)80569-1 [pii]', '10.1016/0014-5793(73)80569-1 [doi]']",ppublish,FEBS Lett. 1973 Sep 1;35(1):24-30. doi: 10.1016/0014-5793(73)80569-1.,,,,"['10028-17-8 (Tritium)', '1CC1JFE158 (Dactinomycin)', 'EC 2.7.7.- (DNA Nucleotidyltransferases)']",,,,
4751571,NLM,MEDLINE,19740114,20161018,0038-5239 (Print) 0038-5239 (Linking),32,2,1973,[Organizational aspects of the development of a specialized hematological service and the dispensary care of leukemia patients].,37-42,,"['Lebedev, V N']",['Lebedev VN'],['rus'],['Journal Article'],Russia (Federation),Sov Zdravookhr,Sovetskoe zdravookhranenie,0404526,IM,"['*Ambulatory Care', 'Hematology', 'Hospital Departments', 'Humans', 'Leukemia/*therapy', 'USSR']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",,ppublish,Sov Zdravookhr. 1973;32(2):37-42.,,,Organizatsionnye aspekty razvitiia spetsializirovannoi gematologicheskoi pomoshchi i dispanserizatsii bol'nykh leikozami.,,,,,
4751415,NLM,MEDLINE,19740114,20131121,0025-8466 (Print) 0025-8466 (Linking),26,7,1973 Jul,[Seldom bone marrow pictures].,157-65,,"['Reimer, E E']",['Reimer EE'],['ger'],['Journal Article'],Germany,Med Lab (Stuttg),Das Medizinische Laboratorium,0375264,IM,"['Adult', 'Blood Protein Disorders/diagnosis', '*Bone Marrow Examination', 'Chloramphenicol/adverse effects', 'Cyclophosphamide/adverse effects', 'Gaucher Disease/diagnosis', 'Humans', 'Leukemia, Plasma Cell/diagnosis', 'Male', 'Plasmacytoma/diagnosis']",1973/07/01 00:00,1973/07/01 00:01,['1973/07/01 00:00'],"['1973/07/01 00:00 [pubmed]', '1973/07/01 00:01 [medline]', '1973/07/01 00:00 [entrez]']",,ppublish,Med Lab (Stuttg). 1973 Jul;26(7):157-65.,,,Seltene Knochenmarkshilder.,"['66974FR9Q1 (Chloramphenicol)', '8N3DW7272P (Cyclophosphamide)']",,,,
4751347,NLM,MEDLINE,19740114,20211203,0015-8178 (Print) 0015-8178 (Linking),91,31,1973 Nov 8,[Therapy using cytostatics. Desired and undesired effects].,1218-22,,"['Hartwich, G']",['Hartwich G'],['ger'],['Journal Article'],Germany,Fortschr Med,Fortschritte der Medizin,2984763R,IM,"['Abnormalities, Drug-Induced', 'Alopecia/chemically induced', 'Antineoplastic Agents/adverse effects/*therapeutic use', 'Bone Marrow Diseases/chemically induced', 'Breast Neoplasms/drug therapy', 'Bronchial Neoplasms/drug therapy', 'Cell Division/drug effects', 'Cell Transformation, Neoplastic/drug effects', 'Drug Therapy, Combination', 'Female', 'Hodgkin Disease/drug therapy', 'Humans', 'Immunosuppression Therapy', 'Leukemia/drug therapy', 'Lymphoma/drug therapy', 'Male', 'Mutation/drug effects', 'Neoplasms/chemically induced', 'Testicular Neoplasms/drug therapy']",1973/11/08 00:00,1973/11/08 00:01,['1973/11/08 00:00'],"['1973/11/08 00:00 [pubmed]', '1973/11/08 00:01 [medline]', '1973/11/08 00:00 [entrez]']",,ppublish,Fortschr Med. 1973 Nov 8;91(31):1218-22.,,,Zytostatika-Therapie. Erwunschte und unerwunschte Wirkungen.,['0 (Antineoplastic Agents)'],,,,
4751268,NLM,MEDLINE,19740114,20190813,0008-6215 (Print) 0008-6215 (Linking),29,1,1973 Jul,Preparation from chitin of (1-4)-2-amino-2-deoxy-beta-D-glucopyranuronan and its 2-sulfoamino analog having blood-anticoagulant properties.,173-9,,"['Horton, D', 'Just, E K']","['Horton D', 'Just EK']",['eng'],['Journal Article'],Netherlands,Carbohydr Res,Carbohydrate research,0043535,IM,"['Aminoglycosides/*chemical synthesis/pharmacology', 'Animals', 'Anticoagulants/*chemical synthesis/pharmacology', 'Blood Coagulation/drug effects', '*Chitin', 'Glucuronates/chemical synthesis/pharmacology', 'Leukemia L1210/metabolism', 'Magnetic Resonance Spectroscopy', 'Mice', 'Polysaccharides/*chemical synthesis/pharmacology', 'Sheep', 'Spectrophotometry, Infrared', 'Sulfonic Acids/chemical synthesis/pharmacology']",1973/07/01 00:00,1973/07/01 00:01,['1973/07/01 00:00'],"['1973/07/01 00:00 [pubmed]', '1973/07/01 00:01 [medline]', '1973/07/01 00:00 [entrez]']","['S0008-6215(00)82081-9 [pii]', '10.1016/s0008-6215(00)82081-9 [doi]']",ppublish,Carbohydr Res. 1973 Jul;29(1):173-9. doi: 10.1016/s0008-6215(00)82081-9.,,,,"['0 (Aminoglycosides)', '0 (Anticoagulants)', '0 (Glucuronates)', '0 (Polysaccharides)', '0 (Sulfonic Acids)', '1398-61-4 (Chitin)']",,,,
4751257,NLM,MEDLINE,19740114,20160630,0069-0112 (Print) 0069-0112 (Linking),57,3,1973 Sep-Oct,5-Fluorouracil (NSC-19893) and actinomycin D (NSC-3053) in the treatment of acute leukemic in children.,335-9,,"['Land, V J', 'Dyment, P G', 'Komp, D', 'Humphrey, G B', 'Sullivan, M P', 'Starling, K A']","['Land VJ', 'Dyment PG', 'Komp D', 'Humphrey GB', 'Sullivan MP', 'Starling KA']",['eng'],['Journal Article'],United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,IM,"['Acute Disease', 'Adolescent', 'Bone Marrow/pathology', 'Child', 'Child, Preschool', 'Dactinomycin/*therapeutic use', 'Female', 'Fluorouracil/*therapeutic use', 'Humans', 'Leukemia/*drug therapy/pathology', 'Male', 'Remission, Spontaneous', 'Time Factors']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1973 Sep-Oct;57(3):335-9.,,,,"['1CC1JFE158 (Dactinomycin)', 'U3P01618RT (Fluorouracil)']",,,,
4751256,NLM,MEDLINE,19740114,20160630,0069-0112 (Print) 0069-0112 (Linking),57,3,1973 Sep-Oct,Protection with N-acetyl-L-cysteine (NSC-111180) against isophosphamide (NSC-109724) toxicity and enhancement of therapeutic effect in early murine L1210 leukemia.,299-304,,"['Kline, I', 'Gang, M', 'Woodman, R J', 'Cysyk, R L', 'Venditti, J M']","['Kline I', 'Gang M', 'Woodman RJ', 'Cysyk RL', 'Venditti JM']",['eng'],['Journal Article'],United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,IM,"['Acetylcysteine/*pharmacology', 'Animals', 'Antineoplastic Agents/therapeutic use/*toxicity', 'Cyclic P-Oxides/therapeutic use/toxicity', 'Drug Synergism', 'Female', 'Hemorrhage/chemically induced', 'Leukemia L1210/*drug therapy', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Neoplasm Transplantation', 'Organophosphorus Compounds/therapeutic use/*toxicity', 'Oxazines/therapeutic use/*toxicity', 'Time Factors', 'Transplantation, Homologous', 'Urinary Bladder Diseases/chemically induced']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1973 Sep-Oct;57(3):299-304.,,,,"['0 (Antineoplastic Agents)', '0 (Cyclic P-Oxides)', '0 (Organophosphorus Compounds)', '0 (Oxazines)', 'WYQ7N0BPYC (Acetylcysteine)']",,,,
4751255,NLM,MEDLINE,19740114,20160630,0069-0112 (Print) 0069-0112 (Linking),57,3,1973 Sep-Oct,"Value of cytosine arabinoside (NSC-63878) plus 5-(3,3-dimethyl-1-triazeno)imidazole-4-carboxamide (NSC-45388) therapy in advanced murine L1210 leukemia and enhancement of the combination with sequential doses of methotrexate (NSC-740) or 1,3-bis(2-chloroethyl)-1-nitrosourea (BCNU; NSC-409962).",291-8,,"['Kline, I', 'Woodman, R J', 'Gang, M', 'Cysyk, R L', 'Venditti, J M']","['Kline I', 'Woodman RJ', 'Gang M', 'Cysyk RL', 'Venditti JM']",['eng'],['Journal Article'],United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,IM,"['Amides/*therapeutic use', 'Animals', 'Antineoplastic Agents/*therapeutic use', 'Ascites', 'Cytarabine/*therapeutic use', 'Drug Therapy, Combination', 'Female', 'Imidazoles/*therapeutic use', 'Leukemia L1210/*drug therapy', 'Male', 'Methotrexate/*therapeutic use', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', 'Nitrosourea Compounds/*therapeutic use', 'Time Factors', 'Triazenes/*therapeutic use']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1973 Sep-Oct;57(3):291-8.,,,,"['0 (Amides)', '0 (Antineoplastic Agents)', '0 (Imidazoles)', '0 (Nitrosourea Compounds)', '0 (Triazenes)', '04079A1RDZ (Cytarabine)', 'YL5FZ2Y5U1 (Methotrexate)']",,,,
4751253,NLM,MEDLINE,19740114,20160630,0069-0112 (Print) 0069-0112 (Linking),57,3,1973 Sep-Oct,"Evaluation of 4-carbethoxy-5(3,3-dimethyl-1-triazeno)-2-phenylimidazole (NSC-166721) and 4-carbethoxy-5-(3,3-dimethyl-1-triazeno)-2-methylimidazole (NSC-166722) as potential antitumor agents.",263-8,,"['Heyes, J', 'Catherall, E J', 'Cockburn, A']","['Heyes J', 'Catherall EJ', 'Cockburn A']",['eng'],['Journal Article'],United States,Cancer Chemother Rep,Cancer chemotherapy reports,7607105,IM,"['Animals', 'Antineoplastic Agents/*therapeutic use/toxicity', 'Benzimidazoles/*therapeutic use', 'Dogs', 'Drug Evaluation, Preclinical', 'Friend murine leukemia virus', 'Imidazoles/*therapeutic use/toxicity', 'Leukemia, Experimental/*drug therapy', 'Leukopenia/chemically induced', 'Lymphoma/*drug therapy', 'Male', 'Mice', 'Neoplasms, Experimental/drug therapy', 'Plasmacytoma/*drug therapy', 'Rats', 'Triazenes/*therapeutic use/toxicity']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Cancer Chemother Rep. 1973 Sep-Oct;57(3):263-8.,,,,"['0 (Antineoplastic Agents)', '0 (Benzimidazoles)', '0 (Imidazoles)', '0 (Triazenes)']",,,,
4750872,NLM,MEDLINE,19740114,20131121,0022-1767 (Print) 0022-1767 (Linking),111,6,1973 Dec,Evaluation of cell-mediated cytotoxic reactivity against tumor associated antigens with 125I-iododeoxyuridine labeled target cells.,862-71,,"['Oldham, R K', 'Herberman, R B']","['Oldham RK', 'Herberman RB']",['eng'],['Journal Article'],United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['AKR murine leukemia virus', 'Animals', '*Antigen-Antibody Reactions', '*Antigens, Neoplasm', 'Breast Neoplasms/immunology', 'Cell Line', 'Culture Techniques', 'Cytopathogenic Effect, Viral', 'Cytotoxicity Tests, Immunologic', 'Female', 'Humans', 'Idoxuridine/*metabolism', '*Immunity, Cellular', 'Iodine Radioisotopes', 'Isotope Labeling', 'Lymphocytes/immunology', 'Rats', 'Thymus Gland/cytology', 'Trypsin']",1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",,ppublish,J Immunol. 1973 Dec;111(6):862-71.,,,,"['0 (Antigens, Neoplasm)', '0 (Iodine Radioisotopes)', 'EC 3.4.21.4 (Trypsin)', 'LGP81V5245 (Idoxuridine)']",,,,
4750871,NLM,MEDLINE,19740114,20061115,0022-1767 (Print) 0022-1767 (Linking),111,6,1973 Dec,A comparison of the cytolytic action of guinea pig and rabbit complement on sensitized nucleated mouse cells.,1894-901,,"['Koene, R A', 'McKenzie, I F']","['Koene RA', 'McKenzie IF']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",2985117R,IM,"['Absorption', 'Animals', 'Antilymphocyte Serum', '*Complement System Proteins', 'Cytotoxicity Tests, Immunologic', 'Guinea Pigs/*immunology', 'Immune Sera', 'Isoantibodies', 'Leukemia L1210/*immunology', 'Mice', 'Rabbits/*immunology', 'Rats/immunology']",1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",,ppublish,J Immunol. 1973 Dec;111(6):1894-901.,,,,"['0 (Antilymphocyte Serum)', '0 (Immune Sera)', '0 (Isoantibodies)', '9007-36-7 (Complement System Proteins)']",,,,
4750828,NLM,MEDLINE,19740114,20211203,0020-8868 (Print) 0020-8868 (Linking),58,11,1973 Nov-Dec,Predictive oncology. 2.,763-7,,"['Bierman, H R']",['Bierman HR'],['eng'],['Journal Article'],Italy,Int Surg,International surgery,0043524,IM,"['Adrenal Gland Neoplasms/epidemiology', 'Age Factors', 'Breast Neoplasms/epidemiology', 'Cytodiagnosis', 'Ethnicity', 'Female', 'Gastrointestinal Neoplasms/epidemiology', 'Humans', 'Leukemia/epidemiology', 'Lymphoma/epidemiology', 'Melanoma/epidemiology', 'Neoplasms/diagnosis/*epidemiology/etiology', 'Pancreatic Neoplasms/epidemiology', 'Precancerous Conditions', 'Socioeconomic Factors', 'Statistics as Topic', 'Thermography', 'Thyroid Neoplasms/epidemiology', 'Uterine Neoplasms/epidemiology']",1973/11/01 00:00,1973/11/01 00:01,['1973/11/01 00:00'],"['1973/11/01 00:00 [pubmed]', '1973/11/01 00:01 [medline]', '1973/11/01 00:00 [entrez]']",,ppublish,Int Surg. 1973 Nov-Dec;58(11):763-7.,,,,,,,,
4750180,NLM,MEDLINE,19740109,20190727,0041-1132 (Print) 0041-1132 (Linking),13,5,1973 Sep-Oct,Prophylactic platelet transfusions in children with acute leukemia: a dose response study.,283-90,,"['Roy, A J', 'Jaffe, N', 'Djerassi, I']","['Roy AJ', 'Jaffe N', 'Djerassi I']",['eng'],['Journal Article'],United States,Transfusion,Transfusion,0417360,IM,"['Acute Disease', 'Adolescent', 'Blood Cell Count', '*Blood Platelets', '*Blood Transfusion', 'Child', 'Child, Preschool', 'Hemorrhage/*prevention & control', 'Humans', 'Infant', 'Leukemia/*blood/complications', 'Retrospective Studies', 'Thrombocytopenia/etiology/*therapy']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",['10.1111/j.1537-2995.1973.tb05490.x [doi]'],ppublish,Transfusion. 1973 Sep-Oct;13(5):283-90. doi: 10.1111/j.1537-2995.1973.tb05490.x.,,,,,,,,
4750093,NLM,MEDLINE,19740109,20131121,0034-5164 (Print) 0034-5164 (Linking),6,2,1973 Sep,Antileukemic synergism between cyclophosphamide and an antitumor platinum compound.,419-25,,"['Walker, E M Jr', 'Gale, G R']","['Walker EM Jr', 'Gale GR']",['eng'],['Journal Article'],United States,Res Commun Chem Pathol Pharmacol,Research communications in chemical pathology and pharmacology,0244734,IM,"['Animals', 'Body Weight', 'Cisplatin/*therapeutic use', 'Cyclophosphamide/*therapeutic use', 'Drug Synergism', 'Drug Therapy, Combination', 'Fluorouracil/therapeutic use', 'Leukemia L1210/*drug therapy', 'Mice', 'Mice, Inbred DBA', 'Mice, Inbred Strains', 'Neoplasm Transplantation', 'Time Factors', 'Transplantation, Homologous']",1973/09/01 00:00,2001/03/28 10:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1973/09/01 00:00 [entrez]']",,ppublish,Res Commun Chem Pathol Pharmacol. 1973 Sep;6(2):419-25.,,,,"['8N3DW7272P (Cyclophosphamide)', 'Q20Q21Q62J (Cisplatin)', 'U3P01618RT (Fluorouracil)']",,,,
4750043,NLM,MEDLINE,19740109,20080620,0032-3756 (Print) 0032-3756 (Linking),28,31,1973 Jul 30,[Xanthurenic acid excretion in acute leukemia in children].,1180-2,,"['Korzon, M']",['Korzon M'],['pol'],['Journal Article'],Poland,Pol Tyg Lek,"Polski tygodnik lekarski (Warsaw, Poland : 1960)",9705468,IM,"['Acute Disease', 'Adolescent', 'Age Factors', 'Child', 'Child, Preschool', 'Humans', 'Leukemia/*urine', 'Xanthurenates/*urine']",1973/07/30 00:00,1973/07/30 00:01,['1973/07/30 00:00'],"['1973/07/30 00:00 [pubmed]', '1973/07/30 00:01 [medline]', '1973/07/30 00:00 [entrez]']",,ppublish,Pol Tyg Lek. 1973 Jul 30;28(31):1180-2.,,,Badania wydalania kwasu ksanturenowego w ostrych bialaczkach u dzieci.,['0 (Xanthurenates)'],,,,
4749521,NLM,MEDLINE,19740108,20190711,0023-2173 (Print) 0023-2173 (Linking),51,3,1973 Jul 1,Isolation of rapidly labelled nuclear RNA of high specific activity from human leukaemic cells.,677-9,,"['Seeber, S', 'Schmidt, C G']","['Seeber S', 'Schmidt CG']",['eng'],['Journal Article'],Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,IM,"['*Cell Nucleus', 'Centrifugation, Density Gradient', 'Humans', 'Leukemia, Lymphoid/*metabolism/*pathology', 'Methods', 'Phosphates/metabolism', 'Phosphorus Radioisotopes', 'RNA, Neoplasm/*isolation & purification/metabolism']",1973/07/01 00:00,1973/07/01 00:01,['1973/07/01 00:00'],"['1973/07/01 00:00 [pubmed]', '1973/07/01 00:01 [medline]', '1973/07/01 00:00 [entrez]']",['10.1007/BF01468172 [doi]'],ppublish,Klin Wochenschr. 1973 Jul 1;51(3):677-9. doi: 10.1007/BF01468172.,,,,"['0 (Phosphates)', '0 (Phosphorus Radioisotopes)', '0 (RNA, Neoplasm)']",,,,
4749214,NLM,MEDLINE,19740108,20181113,0002-9440 (Print) 0002-9440 (Linking),73,1,1973 Oct,A transplantable mouse lymphoma with unusual azurophilic granules.,233-46,"A transplantable malignant lymphoma arising spontaneously in the C3H/Jax Heston mouse line is described. Such a spontaneously arising lymphoma within this strain has not been previously reported. The tumor exhibits 100% transmission in the C3H/HeJax mouse line and has been successfully carried through 113 transfers. No spontaneous regression was observed in 678 animals. The tumor terminates in lymphocytic leukemia after 2 to 3 weeks. The neoplastic cells contain azurophilic granules which stain purple-red with Wright's or tetrachrome blood stains, are not metachromatic with toluidine blue, are not peroxidase positive and show a pleomorphic structure at the level of electron microscopy. While the nature and function of azurophilic granules remains undetermined, their presence in this transmissible tumor offers a better opportunity to study them.","['Coppola, A']",['Coppola A'],['eng'],['Journal Article'],United States,Am J Pathol,The American journal of pathology,0370502,IM,"['Animals', 'Ascitic Fluid', 'Bone Marrow/pathology', 'Cell Nucleus', 'Coloring Agents', '*Cytoplasmic Granules', 'Golgi Apparatus', 'Head and Neck Neoplasms/*pathology', 'Heart Neoplasms/pathology', 'Liver Neoplasms/pathology', 'Lung Neoplasms/pathology', 'Lymphoma/*pathology', 'Male', 'Mice', 'Microscopy, Electron', 'Neoplasm Transplantation', 'Pancreatic Neoplasms/pathology', 'Sternum/pathology', 'Thoracic Neoplasms/pathology', 'Transplantation, Homologous']",1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']",,ppublish,Am J Pathol. 1973 Oct;73(1):233-46.,,,,['0 (Coloring Agents)'],,PMC1904056,,
