PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,PMC,EDAT,MHDA,CRDT,PHST,AID,PST,SO,TT,AB,OID,RF
5292644,NLM,MEDLINE,19721002,20041117,0044-6033 (Print) 0044-6033 (Linking),22,6,1971 Nov-Dec,[Composition of acid phosphatase in normal leukocytes and in chronic granulocytic leukemia].,881-4,"['Sznajd, J', 'Pajdak, W']","['Sznajd J', 'Pajdak W']",['pol'],['Journal Article'],Poland,Acta Physiol Pol,Acta physiologica Polonica,2985166R,['EC 3.1.3.2 (Acid Phosphatase)'],IM,"['Acid Phosphatase/*blood', 'Acid-Base Equilibrium', 'Chromatography, DEAE-Cellulose', 'Electrophoresis', 'Humans', 'Leukemia, Myeloid/blood/*enzymology', 'Leukocytes/*enzymology', 'Methods', 'Molecular Weight']",,1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",,ppublish,Acta Physiol Pol. 1971 Nov-Dec;22(6):881-4.,Sklad kwasnej fosfatazy leukocytow prawidlowych i leukocytow bialaczki granulocytowej przewleklej.,,,
5292643,NLM,MEDLINE,19721002,20071115,0044-6033 (Print) 0044-6033 (Linking),22,6,1971 Nov-Dec,[The role of leukocytes in the biomorphosis of thrombosis and blood coagulation].,785-9,"['Lisiewicz, J']",['Lisiewicz J'],['pol'],['Journal Article'],Poland,Acta Physiol Pol,Acta physiologica Polonica,2985166R,['9001-91-6 (Plasminogen)'],IM,"['*Blood Coagulation', 'Chemotaxis', 'Fibrinolysis', 'Humans', 'Leukemia, Myeloid/blood', 'Leukemia, Myeloid, Acute/blood', '*Leukocytes', 'Lymphocytes', 'Monocytes', 'Phagocytosis', 'Plasminogen/metabolism', 'Thrombosis/*blood']",,1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",,ppublish,Acta Physiol Pol. 1971 Nov-Dec;22(6):785-9.,Rola leukocytow w biomorfozie zakrzepow i krzepnieciu krwi.,,,
5292465,NLM,MEDLINE,19720922,20110728,0001-5806 (Print) 0001-5806 (Linking),34,5,1971 Oct,[Karyotype shift of transplantable rat chloroma (Shay)].,604-13,"['Sakai, T']",['Sakai T'],['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,IM,"['Animals', '*Chromosome Aberrations', '*Chromosome Disorders', 'Karyotyping', 'Leukemia, Myeloid/*genetics', 'Neoplasm Transplantation', 'Rats']",,1971/10/01 00:00,1971/10/01 00:01,['1971/10/01 00:00'],"['1971/10/01 00:00 [pubmed]', '1971/10/01 00:01 [medline]', '1971/10/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1971 Oct;34(5):604-13.,,,,
5292464,NLM,MEDLINE,19720922,20110728,0001-5806 (Print) 0001-5806 (Linking),34,5,1971 Oct,[Studies on cryofibrinogen].,576-90,"['Mizushina, T']",['Mizushina T'],['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['0 (Fibrinolytic Agents)', '9001-32-5 (Fibrinogen)', '9005-49-6 (Heparin)']",IM,"['Adolescent', 'Adult', 'Blood Coagulation Tests', '*Cold Temperature', 'Female', 'Fibrinogen/*analysis', 'Fibrinolytic Agents/pharmacology', 'Heparin/pharmacology', 'Humans', 'Immunoelectrophoresis', 'Leukemia, Myeloid, Acute/blood', 'Male', 'Middle Aged', 'Neoplasm Metastasis', 'Phlebitis/blood', 'Pregnancy', 'Stomach Neoplasms/blood']",,1971/10/01 00:00,1971/10/01 00:01,['1971/10/01 00:00'],"['1971/10/01 00:00 [pubmed]', '1971/10/01 00:01 [medline]', '1971/10/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1971 Oct;34(5):576-90.,,,,
5292463,NLM,MEDLINE,19720922,20110728,0001-5806 (Print) 0001-5806 (Linking),34,1,1971 Mar,[Consumption coagulopathy in the area of internal medicine].,Suppl:75-83,"['Kagami, M']",['Kagami M'],['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,['9005-49-6 (Heparin)'],IM,"['Adolescent', 'Adult', 'Child', 'Disseminated Intravascular Coagulation/drug therapy/*etiology', 'Female', 'Heparin/therapeutic use', 'Humans', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Middle Aged', 'Multiple Myeloma/complications']",,1971/03/01 00:00,1971/03/01 00:01,['1971/03/01 00:00'],"['1971/03/01 00:00 [pubmed]', '1971/03/01 00:01 [medline]', '1971/03/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1971 Mar;34(1):Suppl:75-83.,,,,
5292462,NLM,MEDLINE,19720922,20110728,0001-5806 (Print) 0001-5806 (Linking),34,1,1971 Mar,[Cell differentiation and variation in chloroma].,Suppl:21-8,"['Shimizu, T', 'Tsuruoka, N']","['Shimizu T', 'Tsuruoka N']",['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)']",IM,"['Animals', '*Cell Differentiation', 'DNA, Neoplasm/biosynthesis', 'Leukemia, Myeloid/*pathology', 'Microscopy, Electron', 'Neoplasm Transplantation', 'RNA, Neoplasm/biosynthesis', 'Rats']",,1971/03/01 00:00,1971/03/01 00:01,['1971/03/01 00:00'],"['1971/03/01 00:00 [pubmed]', '1971/03/01 00:01 [medline]', '1971/03/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1971 Mar;34(1):Suppl:21-8.,,,,
5292461,NLM,MEDLINE,19720922,20161122,0001-5806 (Print) 0001-5806 (Linking),33,5,1970 Oct,[Studies on platelet adhesiveness. II. On various diseases].,672-80,"['Nishino, T']",['Nishino T'],['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['0 (Dextrans)', '0 (Fibrinolytic Agents)', '64ALC7F90C (Dipyridamole)', 'K72T3FS567 (Adenosine)']",IM,"['Adenosine/pharmacology', 'Arteriosclerosis/*blood', 'Dextrans/pharmacology', 'Diabetes Mellitus/*blood', 'Dipyridamole/pharmacology', 'Female', 'Fibrinolytic Agents/pharmacology', 'Humans', 'Hyperlipidemias/*blood/*genetics', 'Leukemia, Myeloid, Acute/*blood', 'Male', '*Platelet Adhesiveness/drug effects']",,1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",,ppublish,Nihon Ketsueki Gakkai Zasshi. 1970 Oct;33(5):672-80.,,,,
5292235,NLM,MEDLINE,19720913,20071115,0040-3660 (Print) 0040-3660 (Linking),43,8,1971 Aug,[The symptomatology of variants of acute leukemia].,90-5,"['Streneva, T N']",['Streneva TN'],['rus'],['Journal Article'],Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,,IM,"['Acute Disease', 'Adult', 'Female', 'Humans', 'Leukemia, Erythroblastic, Acute/*diagnosis', 'Leukemia, Lymphoid/*diagnosis', 'Leukemia, Myeloid/*diagnosis', 'Leukemia, Myeloid, Acute/*diagnosis', 'Male', 'Methods']",,1971/08/01 00:00,1971/08/01 00:01,['1971/08/01 00:00'],"['1971/08/01 00:00 [pubmed]', '1971/08/01 00:01 [medline]', '1971/08/01 00:00 [entrez]']",,ppublish,Ter Arkh. 1971 Aug;43(8):90-5.,K simptomatologii variantov ostrogo leikoza.,,,
5292233,NLM,MEDLINE,19720913,20041117,0552-2080 (Print) 0552-2080 (Linking),16,5,1971 May,[Two cases of chronic myeloma leukemia with traces of reticulosis].,56-8,"['Arkavina, E A', 'Kazakova, N P']","['Arkavina EA', 'Kazakova NP']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Adult', 'Humans', 'Leukemia, Myeloid/*diagnosis/pathology', 'Leukocyte Count', 'Male']",,1971/05/01 00:00,1971/05/01 00:01,['1971/05/01 00:00'],"['1971/05/01 00:00 [pubmed]', '1971/05/01 00:01 [medline]', '1971/05/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1971 May;16(5):56-8.,Dva sluchaia khronicheskogo leikoza s chertami retikuleza.,,,
5292232,NLM,MEDLINE,19720913,20081121,0552-2080 (Print) 0552-2080 (Linking),16,5,1971 May,"[Chromosome complexes in patients with leukemia, erythremia, and myelofibrosis].",3-8,"['Zakharova, A V', 'Korenevskaia, M I', 'Mokeeva, R A', 'Klimova, N F', 'Kovaleva, L G']","['Zakharova AV', 'Korenevskaia MI', 'Mokeeva RA', 'Klimova NF', 'Kovaleva LG']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['*Bone Marrow', '*Bone Marrow Cells', '*Chromosome Aberrations', 'Humans', 'Leukemia/*genetics', 'Leukemia, Erythroblastic, Acute/*genetics', 'Leukemia, Lymphoid/*genetics', 'Leukemia, Myeloid/*genetics', 'Primary Myelofibrosis/*genetics']",,1971/05/01 00:00,1971/05/01 00:01,['1971/05/01 00:00'],"['1971/05/01 00:00 [pubmed]', '1971/05/01 00:01 [medline]', '1971/05/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1971 May;16(5):3-8.,"Khromosomnye kompleksy u bol'nykh leikozami, eritremiei, mielofibrozom.",,,
5292231,NLM,MEDLINE,19720913,20061115,0552-2080 (Print) 0552-2080 (Linking),16,5,1971 May,[A biochemical and cytochemical study of leukocytes in chloroleukemia].,20-3,"['Luganova, I S', 'Rozanova, L M', 'Kharchenko, M F', 'Filippova, V N', 'Letskii, V B']","['Luganova IS', 'Rozanova LM', 'Kharchenko MF', 'Filippova VN', 'Letskii VB']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,"['0 (Adenine Nucleotides)', '0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)', 'EC 1.- (Oxidoreductases)', 'EC 1.1.1.43 (Phosphogluconate Dehydrogenase)', 'EC 1.1.1.49 (Glucosephosphate Dehydrogenase)', 'EC 1.8.1.7 (Glutathione Reductase)', 'EC 2.4.1.- (Glucosyltransferases)', 'EC 2.4.2.- (Pentosyltransferases)', 'EC 2.7.- (Phosphotransferases)', 'EC 2.7.7.- (Nucleotidyltransferases)', 'EC 5.4.2.2 (Phosphoglucomutase)']",IM,"['Adenine Nucleotides/*metabolism', 'Adult', 'DNA, Neoplasm/*metabolism', 'Female', 'Glucosephosphate Dehydrogenase/metabolism', 'Glucosyltransferases/metabolism', 'Glutathione Reductase/metabolism', 'Histocytochemistry', 'Humans', 'Leukemia, Myeloid/enzymology/*metabolism', 'Leukocytes/enzymology/*metabolism', 'Nucleotidyltransferases/metabolism', 'Oxidoreductases/*metabolism', 'Pentosyltransferases/metabolism', 'Phosphoglucomutase/metabolism', 'Phosphogluconate Dehydrogenase/metabolism', 'Phosphotransferases/metabolism', 'RNA, Neoplasm/*metabolism']",,1971/05/01 00:00,1971/05/01 00:01,['1971/05/01 00:00'],"['1971/05/01 00:00 [pubmed]', '1971/05/01 00:01 [medline]', '1971/05/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1971 May;16(5):20-3.,Biokhimicheskoe i tsitokhimicheskoe issledovanie leikotsitov pri khlorleikoze.,,,
5292230,NLM,MEDLINE,19720913,20131121,0552-2080 (Print) 0552-2080 (Linking),16,5,1971 May,[Use of the kinetic method for evaluation of the effectiveness of treating chronic leukemia patients with myelosan and degranol and their effect on the hemogram].,14-6,"['Bala, Iu M', 'Rosnovskii, V S', 'Biriukova, I V']","['Bala IuM', 'Rosnovskii VS', 'Biriukova IV']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,"['E60VWA40D2 (Mannomustine)', 'G1LN9045DK (Busulfan)']",IM,"['Busulfan/*therapeutic use', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid/*drug therapy', 'Mannomustine/*therapeutic use', 'Mathematics']",,1971/05/01 00:00,1971/05/01 00:01,['1971/05/01 00:00'],"['1971/05/01 00:00 [pubmed]', '1971/05/01 00:01 [medline]', '1971/05/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1971 May;16(5):14-6.,Otsenka kineticheskim metodom effektivnosti lecheniia bol'nykh khronicheskimi leikozami mielosanom i degranolom i ikh vliianiia na gemogrammu.,,,
5292163,NLM,MEDLINE,19720822,20191210,,16,4,1971,[Case of acute cecal-appendiceal necrosis in the course of a chronic myeloid leukemia in regression].,545-7,"['Quenum, C', 'Abondo, A', 'Dan, V']","['Quenum C', 'Abondo A', 'Dan V']",['fre'],['Journal Article'],Senegal,Bull Soc Med Afr Noire Lang Fr,Bulletin de la Societe medicale d'Afrique noire de langue francaise,7503409,,IM,"['Acute Disease', 'Appendix/*pathology', 'Blood Platelet Disorders/complications', 'Cecal Diseases/complications', 'Child', 'Humans', 'Leukemia, Myeloid/complications/*pathology', 'Male', 'Necrosis', 'Regression, Psychology']",,1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",,ppublish,Bull Soc Med Afr Noire Lang Fr. 1971;16(4):545-7.,Un cas de necrose aigue du caecum-appendice au cours d'une leucemie myeloide chronique en phase regressive.,,,
5292161,NLM,MEDLINE,19720822,20131121,0003-410X (Print) 0003-410X (Linking),122,10,1971 Oct,[Treatment of suppurative meningitis due to multiresistant bacteria].,1031-6,"['Mozziconacci, P', 'Le Bouar, Y']","['Mozziconacci P', 'Le Bouar Y']",['fre'],['Journal Article'],France,Ann Med Interne (Paris),Annales de medecine interne,0171744,"['0 (Gentamicins)', '59-01-8 (Kanamycin)', '66974FR9Q1 (Chloramphenicol)', 'LVZ1VC61HB (Cephaloridine)']",IM,"['Age Factors', 'Cephaloridine/*therapeutic use', 'Child', 'Chloramphenicol/*therapeutic use', 'Drug Resistance, Microbial', 'Drug Synergism', 'Female', 'Gentamicins/*therapeutic use', 'Humans', 'Infant', 'Infant, Newborn', 'Kanamycin/*therapeutic use', 'Leukemia, Lymphoid/complications', 'Male', 'Meningitis/*drug therapy/microbiology', 'Salmonella/drug effects/isolation & purification', 'Serratia/drug effects/isolation & purification', 'Staphylococcus/drug effects/isolation & purification']",,1971/10/01 00:00,1971/10/01 00:01,['1971/10/01 00:00'],"['1971/10/01 00:00 [pubmed]', '1971/10/01 00:01 [medline]', '1971/10/01 00:00 [entrez]']",,ppublish,Ann Med Interne (Paris). 1971 Oct;122(10):1031-6.,Traitement des meningites suppurees a germes multiresistants.,,,
5292159,NLM,MEDLINE,19720822,20091111,0041-6959 (Print) 0041-6959 (Linking),100,11,1971 Nov,[Role of cytogenetics in diagnosis of malignant hemopathy].,2227-31,"['Cadotte, M', 'Long, L A']","['Cadotte M', 'Long LA']",['fre'],['Journal Article'],Canada,Union Med Can,L'union medicale du Canada,0030444,,IM,"['Adult', 'Chromosome Aberrations/*complications', 'Chromosome Disorders', 'Female', 'Humans', 'Leukemia/*complications', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid/complications', 'Male', 'Middle Aged', 'Multiple Myeloma/complications', 'Myeloproliferative Disorders/complications', 'Trisomy']",,1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",,ppublish,Union Med Can. 1971 Nov;100(11):2227-31.,Role de la cytogenetique dans le diagnostic des hemophathies malignes.,,,
5292131,NLM,MEDLINE,19720819,20041117,0003-438X (Print) 0003-438X (Linking),88,12,1971 Dec,[Deafness in chronic myeloid leukosis].,647-50,"['Legros, M', 'Hecquet, P', 'Potron, G']","['Legros M', 'Hecquet P', 'Potron G']",['fre'],['Journal Article'],France,Ann Otolaryngol Chir Cervicofac,Annales d'oto-laryngologie et de chirurgie cervico faciale : bulletin de la Societe d'oto-laryngologie des hopitaux de Paris,9431026,,IM,"['Aged', 'Audiometry', 'Blood Cell Count', 'Child, Preschool', 'Deafness/*etiology', 'Fundus Oculi', 'Humans', 'Leukemia, Myeloid/*complications/diagnosis', 'Male']",,1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",,ppublish,Ann Otolaryngol Chir Cervicofac. 1971 Dec;88(12):647-50.,Surdite au cours de leucoses myeloides chroniques.,,,
5292129,NLM,MEDLINE,19720819,20171116,0025-7850 (Print) 0025-7850 (Linking),2,6,1971,Long-term preservation of permanent human hematopoietic cell lines.,380-6,"['Mizrahi, A', 'Moore, G E']","['Mizrahi A', 'Moore GE']",['eng'],['Journal Article'],United States,J Med,Journal of medicine,7505566,"['0 (Culture Media)', '9005-25-8 (Starch)', 'FZ989GH94E (Povidone)', 'YOW8V9698H (Dimethyl Sulfoxide)']",IM,"['*Cell Line', 'Cell Survival', 'Culture Media', 'Dimethyl Sulfoxide', 'Freezing', '*Hematopoietic Stem Cells', 'Humans', 'Leukemia, Myeloid', 'Lymphocytes', 'Methods', 'Osteosarcoma', 'Povidone', 'Starch', '*Tissue Preservation']",,1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",,ppublish,J Med. 1971;2(6):380-6.,,,,
5292126,NLM,MEDLINE,19720819,20131121,0025-7850 (Print) 0025-7850 (Linking),2,6,1971,A comparison of desferrioxamine-induced sideruria and measurement of labile iron store as indices of body iron status.,345-62,"['Singh, A K']",['Singh AK'],['eng'],['Journal Article'],United States,J Med,Journal of medicine,7505566,"['0 (Chelating Agents)', '0 (Hemoglobins)', '0 (Iron Isotopes)', 'E1UOL152H7 (Iron)', 'J06Y7MXW4D (Deferoxamine)']",IM,"['Adult', 'Anemia, Hypochromic/urine', 'Anemia, Macrocytic/urine', 'Autoanalysis', 'Body Composition', 'Chelating Agents/*urine', 'Deferoxamine/administration & dosage/*urine', 'Female', 'Hemochromatosis/urine', 'Hemoglobins/analysis', 'Humans', 'Injections, Intramuscular', 'Iron/analysis/*urine', 'Iron Isotopes', 'Leukemia/urine', 'Male', 'Middle Aged', 'Thalassemia/urine', 'Time Factors']",,1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",,ppublish,J Med. 1971;2(6):345-62.,,,,
5292103,NLM,MEDLINE,19720817,20190913,0365-463X (Print) 0365-463X (Linking),525,,1971,Acquired haemorrhagic diathesis in sideroblastic anemia (megakaryocytopathy and thrombocytopathy).,283-6,"['Caen, J', 'Popesco, E', 'Jeanneau, C', 'Sultan, Y']","['Caen J', 'Popesco E', 'Jeanneau C', 'Sultan Y']",['eng'],['Journal Article'],Sweden,Acta Med Scand Suppl,Acta medica Scandinavica. Supplementum,0370331,"['0 (Carbon Isotopes)', 'K72T3FS567 (Adenosine)']",IM,"['Adenosine/metabolism', 'Anemia, Sideroblastic/*complications', 'Blood Coagulation Tests', 'Blood Platelet Disorders/*complications', 'Blood Platelets/metabolism', 'Carbon Isotopes', 'Hemorrhagic Disorders/*complications', 'Humans', 'Leukemia, Myeloid, Acute/complications', 'Megakaryocytes/metabolism', 'Microscopy, Electron']",,1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",['10.1111/j.0954-6820.1972.tb05845.x [doi]'],ppublish,Acta Med Scand Suppl. 1971;525:283-6. doi: 10.1111/j.0954-6820.1972.tb05845.x.,,,,
5292084,NLM,MEDLINE,19720817,20190913,0365-463X (Print) 0365-463X (Linking),525,,1971,Platelet disaggregation and the degradation of ADP in the plasma.,117-9,"['Caen, J', 'Sultan, Y', 'Michel, H']","['Caen J', 'Sultan Y', 'Michel H']",['eng'],['Journal Article'],Sweden,Acta Med Scand Suppl,Acta medica Scandinavica. Supplementum,0370331,"['0 (Adenine Nucleotides)', '0 (Carbon Isotopes)', '61D2G4IYVH (Adenosine Diphosphate)', '9001-32-5 (Fibrinogen)', '9007-34-5 (Collagen)']",IM,"['Adenine Nucleotides/*metabolism', 'Adenosine Diphosphate/metabolism', 'Altitude', 'Animals', 'Blood Coagulation', 'Blood Platelets/*metabolism', 'Carbon Isotopes', 'Collagen/pharmacology', 'Dogs', 'Fibrinogen', 'Guinea Pigs', 'Hematocrit', 'Horses', 'Humans', 'Leukemia, Myeloid/blood', 'Rabbits', 'Rats', 'Time Factors']",,1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",['10.1111/j.0954-6820.1972.tb05805.x [doi]'],ppublish,Acta Med Scand Suppl. 1971;525:117-9. doi: 10.1111/j.0954-6820.1972.tb05805.x.,,,,
5292079,NLM,MEDLINE,19720816,20181113,0008-4409 (Print) 0008-4409 (Linking),105,9,1971 Nov,Werner's syndrome and acute myeloid leukemia.,951 passim,"['Tao, L C', 'Stecker, E', 'Gardner, H A']","['Tao LC', 'Stecker E', 'Gardner HA']",['eng'],['Journal Article'],Canada,Can Med Assoc J,Canadian Medical Association journal,0414110,,IM,"['Adult', 'Arteriosclerosis/etiology', 'Autopsy', 'Cataract/etiology', 'Diabetes Mellitus/etiology', 'Female', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/*complications/pathology', 'Werner Syndrome/*complications/genetics/pathology']",PMC1931737,1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",,ppublish,Can Med Assoc J. 1971 Nov;105(9):951 passim.,,,,
