PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,RF,TT,AB,PMC,CIN,PS,FPS,OID
4898517,NLM,MEDLINE,19691126,20111117,0133-3909 (Print) 0133-3909 (Linking),17,1,1969,Recent results of human cytogenetics. Clinical significance of chromosomal studies.,3-11,"['Fleischmann, T']",['Fleischmann T'],['eng'],"['Journal Article', 'Review']",Hungary,Ther Hung,Therapia Hungarica (English edition),8706535,,IM,"['Child', 'Chromosome Aberrations/*epidemiology', 'Chromosome Disorders', 'Cri-du-Chat Syndrome/genetics', '*Cytogenetics', 'Disorders of Sex Development/genetics', 'Eye Diseases/genetics', 'Female', 'Humans', 'Intellectual Disability/genetics', 'Karyotyping', 'Klinefelter Syndrome/genetics', 'Leukemia/genetics', 'Male', 'Methods', 'Sex Chromatin', 'Terminology as Topic', 'Turner Syndrome/genetics']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Ther Hung. 1969;17(1):3-11.,88,,,,,,,
4898318,NLM,MEDLINE,19691105,20190711,0023-2173 (Print) 0023-2173 (Linking),45,12,1967 Jun 15,[DNA and RNA synthesis in benign and malignant lymphomas].,609-18,"['Theml, H', 'Trepel, F', 'Rastetter, J', 'Begemann, H']","['Theml H', 'Trepel F', 'Rastetter J', 'Begemann H']",['ger'],['Journal Article'],Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,"['0 (DNA, Neoplasm)', '0 (Nucleosides)', '0 (RNA, Neoplasm)', '10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",IM,"['Culture Techniques', 'DNA, Neoplasm', 'Hodgkin Disease/*metabolism', 'Humans', 'Leukemia, Lymphoid/metabolism', 'Lymph Nodes/*pathology', 'Lymphocytes', 'Lymphoma/*metabolism', 'Lymphoma, Follicular/metabolism', 'Lymphoma, Large B-Cell, Diffuse/metabolism', 'Lymphoma, Non-Hodgkin/metabolism', 'Nucleosides', 'RNA, Neoplasm/biosynthesis', 'Thymidine', 'Tritium']",1967/06/15 00:00,1967/06/15 00:01,['1967/06/15 00:00'],"['1967/06/15 00:00 [pubmed]', '1967/06/15 00:01 [medline]', '1967/06/15 00:00 [entrez]']",['10.1007/BF01745633 [doi]'],ppublish,Klin Wochenschr. 1967 Jun 15;45(12):609-18. doi: 10.1007/BF01745633.,,DNS- und RNS-Synthese in benignen und malignen Lymphomen.,,,,,,
4898273,NLM,MEDLINE,19691105,20090922,0002-9440 (Print) 0002-9440 (Linking),56,2,1969 Aug,"Inhibition of granuloma formation around Schistosoma mansoni eggs. V. ""Hodgkin's-like lesion"" in SJL-J mice.",293-303,"['Warren, K S']",['Warren KS'],['eng'],['Journal Article'],United States,Am J Pathol,The American journal of pathology,0370502,['0 (Antigens)'],IM,"['Animals', 'Antigens', 'Female', 'Friend murine leukemia virus', 'Granuloma/immunology', 'Hodgkin Disease/*immunology/pathology', 'Hypersensitivity, Delayed/*pathology', 'Leukemia, Experimental/immunology', 'Lymphoma, Large B-Cell, Diffuse/*immunology/pathology', 'Mice', 'Neoplasms, Experimental/*immunology/pathology', '*Ovum', '*Schistosoma', 'Species Specificity']",1969/08/01 00:00,1969/08/01 00:01,['1969/08/01 00:00'],"['1969/08/01 00:00 [pubmed]', '1969/08/01 00:01 [medline]', '1969/08/01 00:00 [entrez]']",,ppublish,Am J Pathol. 1969 Aug;56(2):293-303.,,,,,,,,
4898205,NLM,MEDLINE,19691105,20190620,0008-543X (Print) 0008-543X (Linking),24,4,1969 Oct,Central nervous system complications of leukemic conversion of the lymphomas.,676-82,"['Gendelman, S', 'Rizzo, F', 'Mones, R J']","['Gendelman S', 'Rizzo F', 'Mones RJ']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,['YL5FZ2Y5U1 (Methotrexate)'],IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Injections, Spinal', 'Leukemia/*complications', 'Lymphoma, Large B-Cell, Diffuse/*complications', 'Lymphoma, Non-Hodgkin/*complications', 'Male', 'Meningioma/drug therapy/*etiology', 'Meningitis/*etiology', 'Methotrexate/therapeutic use', 'Middle Aged']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",['10.1002/1097-0142(196910)24:4<676::aid-cncr2820240404>3.0.co;2-v [doi]'],ppublish,Cancer. 1969 Oct;24(4):676-82. doi: 10.1002/1097-0142(196910)24:4<676::aid-cncr2820240404>3.0.co;2-v.,,,,,,,,
4898155,NLM,MEDLINE,19691105,20081121,0552-2080 (Print) 0552-2080 (Linking),13,11,1968 Nov,[Mechanism of hemorrhagic diathesis in acute leukemia and chronic myeloleukemia (review of the literature)].,33-40,"['Shitikova, A S', 'Klimova, K N']","['Shitikova AS', 'Klimova KN']",['rus'],"['Journal Article', 'Review']",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,"['0 (Blood Coagulation Factors)', '9001-32-5 (Fibrinogen)', '9035-58-9 (Thromboplastin)']",IM,"['Blood Coagulation Disorders', 'Blood Coagulation Factors', 'Blood Platelets/pathology', 'Cell Membrane Permeability', 'Fibrinogen/blood', 'Fibrinolysis', 'Hemorrhagic Disorders/*physiopathology', 'Humans', 'Leukemia, Myeloid/*physiopathology', 'Leukemia, Myeloid, Acute/*physiopathology', 'Thrombocythemia, Essential', 'Thrombocytopenia', 'Thromboplastin/biosynthesis']",1968/11/01 00:00,1968/11/01 00:01,['1968/11/01 00:00'],"['1968/11/01 00:00 [pubmed]', '1968/11/01 00:01 [medline]', '1968/11/01 00:00 [entrez]']",,ppublish,Probl Gematol Pereliv Krovi. 1968 Nov;13(11):33-40.,124,Mekhanizm krovotochivosti pri ostrom leikoze i khronicheskom mieloleikoze i khronicheskom mieloleikoze (obzor literatury),,,,,,
4898080,NLM,MEDLINE,19691104,20041117,0033-2240 (Print) 0033-2240 (Linking),25,6,1969 Jun 24,[The biochemistry of normal and leukemic leukocytes. II. Protein and amino acids content and metabolism].,472-6,"['Sznajd, J', 'Lisiewicz, J', 'Pajdak, W', 'Naskalski, J']","['Sznajd J', 'Lisiewicz J', 'Pajdak W', 'Naskalski J']",['pol'],"['Journal Article', 'Review']",Poland,Przegl Lek,Przeglad lekarski,19840720R,"['0 (Amino Acids)', '0 (Blood Proteins)']",IM,"['Amino Acids/*blood/metabolism', 'Basophils/analysis', 'Blood Proteins/analysis', 'Humans', 'Leukemia/*blood/metabolism', 'Leukocytes/*analysis/metabolism']",1969/06/24 00:00,1969/06/24 00:01,['1969/06/24 00:00'],"['1969/06/24 00:00 [pubmed]', '1969/06/24 00:01 [medline]', '1969/06/24 00:00 [entrez]']",,ppublish,Przegl Lek. 1969 Jun 24;25(6):472-6.,56,Biochemia leukocytow prawidlowych i bialaczkowych. II. Zawartosc i metabolism bialk i aminokawasow.,,,,,,
4898045,NLM,MEDLINE,19691104,20071115,0027-8874 (Print) 0027-8874 (Linking),43,3,1969 Sep,"Spontaneous reticular neoplasms in (CBA X DBA/2)F1 mice, with special emphasis on the occurrence of plasma cell neoplasms.",553-64,"['Rask-Nielsen, R', 'Ebbesen, P']","['Rask-Nielsen R', 'Ebbesen P']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,"['0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '9006-99-9 (Bence Jones Protein)']",IM,"['Age Factors', 'Animals', 'Bence Jones Protein', 'Blood Protein Electrophoresis', 'Female', 'Immunoelectrophoresis', 'Immunoglobulin G', 'Immunoglobulin M', 'Leukemia/immunology/*veterinary', 'Leukemia, Lymphoid/immunology/*veterinary', 'Lymphoma, Large B-Cell, Diffuse/immunology/*veterinary', 'Male', 'Mice', 'Neoplasm Transplantation', 'Plasmacytoma/immunology/mortality/*veterinary', 'Retroviridae', 'Terminology as Topic']",1969/09/01 00:00,1969/09/01 00:01,['1969/09/01 00:00'],"['1969/09/01 00:00 [pubmed]', '1969/09/01 00:01 [medline]', '1969/09/01 00:00 [entrez]']",,ppublish,J Natl Cancer Inst. 1969 Sep;43(3):553-64.,,,,,,,,
4898019,NLM,MEDLINE,19691104,20190717,0003-9942 (Print) 0003-9942 (Linking),21,4,1969 Oct,The study of cells in cerebrospinal fluid by electron microscopy. A new method.,358-62,"['Duffy, P E', 'Simon, J', 'Defendini, R', 'Karalian, S']","['Duffy PE', 'Simon J', 'Defendini R', 'Karalian S']",['eng'],['Journal Article'],United States,Arch Neurol,Archives of neurology,0372436,,IM,"['Centrifugation', 'Cerebrospinal Fluid/*cytology', 'Histological Techniques', 'Humans', 'In Vitro Techniques', 'Leukemia/cerebrospinal fluid', 'Leukocytes', 'Lysosomes', 'Methods', 'Microscopy, Electron', 'Mitochondria', 'Neoplasms/cerebrospinal fluid']",1969/10/01 00:00,1969/10/01 00:01,['1969/10/01 00:00'],"['1969/10/01 00:00 [pubmed]', '1969/10/01 00:01 [medline]', '1969/10/01 00:00 [entrez]']",['10.1001/archneur.1969.00480160030003 [doi]'],ppublish,Arch Neurol. 1969 Oct;21(4):358-62. doi: 10.1001/archneur.1969.00480160030003.,,,,,,,,
4897937,NLM,MEDLINE,19691103,20041117,0300-8924 (Print) 0300-8924 (Linking),23,3,1969,[The antitumor activity of L-asparaginase].,111-24,"['Adamson, R H', 'Fabro, S']","['Adamson RH', 'Fabro S']",['ita'],"['Journal Article', 'Review']",Italy,Acta Vitaminol Enzymol,Acta vitaminologica et enzymologica,0135063,"['0 (Antineoplastic Agents)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Animals', '*Antineoplastic Agents', 'Asparaginase/adverse effects/blood/chemical synthesis/isolation & purification/*metabolism/*pharmacology/*therapeutic use/toxicity/urine', 'Humans', 'Hydrogen-Ion Concentration', 'Kidney/analysis', 'Leukemia/*drug therapy/mortality', 'Leukemia, Experimental/drug therapy', 'Leukemia, Radiation-Induced/drug therapy', 'Liver/analysis', 'Liver Regeneration/drug effects', 'Lymphoma/drug therapy', 'Lymphoma, Non-Hodgkin/drug therapy', 'Neoplasms, Experimental/drug therapy', 'Rabbits', 'Rats', 'Retroviridae/drug effects', 'Spleen/analysis', 'Thymus Gland/analysis']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Acta Vitaminol Enzymol. 1969;23(3):111-24.,60,Le proprieta antitumorali della L-asparaginasi.,,,,,,
4897437,NLM,MEDLINE,19691025,20041117,0033-2240 (Print) 0033-2240 (Linking),25,8,1969,[Biochemistry of normal and leukemic leukocytes. IV. Enzymes of neutrophilic multilobed granulocytes].,611-4,"['Pajdak, W', 'Sznajd, J', 'Naskalski, J', 'Lisiewicz, J']","['Pajdak W', 'Sznajd J', 'Naskalski J', 'Lisiewicz J']",['pol'],"['Journal Article', 'Review']",Poland,Przegl Lek,Przeglad lekarski,19840720R,"['0 (Isoenzymes)', 'EC 3.1.- (Ribonucleases)', 'EC 3.1.3.2 (Acid Phosphatase)']",IM,"['Acid Phosphatase/blood', 'Chromatography', 'Histocytochemistry', 'Humans', 'Isoenzymes/blood', 'Leukemia, Myeloid/enzymology', 'Leukocytes/*enzymology', 'Neutrophils/enzymology', 'Ribonucleases/blood']",1969/01/01 00:00,1969/01/01 00:01,['1969/01/01 00:00'],"['1969/01/01 00:00 [pubmed]', '1969/01/01 00:01 [medline]', '1969/01/01 00:00 [entrez]']",,ppublish,Przegl Lek. 1969;25(8):611-4.,64,Biochemia leukocytow prawidlowych i bialaczkowych. IV. Enzymy granulocytow obojetnochlonnych wieloplatowych.,,,,,,
4897402,NLM,MEDLINE,19691025,20071115,0004-4172 (Print) 0004-4172 (Linking),19,8,1969 Aug,[Examination of polyvinylpyridine-N-oxide (PVNO) on the carcinogenic effect in rats and mice].,1313-4,"['Schmahl, D']",['Schmahl D'],['ger'],['Journal Article'],Germany,Arzneimittelforschung,Arzneimittel-Forschung,0372660,"['0 (Carcinogens)', '0 (Cyclic N-Oxides)', '0 (Polyvinyls)']",IM,"['Adenocarcinoma/chemically induced', 'Animals', 'Carcinogens/*toxicity', 'Cyclic N-Oxides/*toxicity', 'Female', 'Leukemia, Experimental/chemically induced', 'Lymphoma, Large B-Cell, Diffuse/chemically induced', 'Lymphoma, Non-Hodgkin/chemically induced', 'Mammary Neoplasms, Experimental/chemically induced', 'Mice', 'Neoplasms, Experimental/*chemically induced', 'Polyvinyls/*toxicity', 'Rats', 'Sarcoma, Experimental/chemically induced', 'Stomach', 'Uterine Neoplasms/chemically induced']",1969/08/01 00:00,1969/08/01 00:01,['1969/08/01 00:00'],"['1969/08/01 00:00 [pubmed]', '1969/08/01 00:01 [medline]', '1969/08/01 00:00 [entrez]']",,ppublish,Arzneimittelforschung. 1969 Aug;19(8):1313-4.,,Prufung von Polyvinylpyridin-N-oxid (PVNO) auf carcinogene Wirkung bei Ratten und Mausen.,,,,,,
4897261,NLM,MEDLINE,19691022,20041117,0029-1420 (Print) 0029-1420 (Linking),82,34,1969 Aug 21,[Radiation-induced cancer].,1050-3,"['Devik, F']",['Devik F'],['nor'],"['Journal Article', 'Review']",Sweden,Nord Med,Nordisk medicin,0401001,['0 (Strontium Isotopes)'],IM,"['Adolescent', 'Adult', 'Animals', 'Child', 'Child, Preschool', 'Chromosomes/*radiation effects', 'Female', 'Humans', 'Leukemia, Radiation-Induced/*classification', 'Male', 'Neoplasms, Radiation-Induced/*classification/epidemiology/physiopathology', '*Radiation Effects', 'Strontium Isotopes']",1969/08/21 00:00,1969/08/21 00:01,['1969/08/21 00:00'],"['1969/08/21 00:00 [pubmed]', '1969/08/21 00:01 [medline]', '1969/08/21 00:00 [entrez]']",,ppublish,Nord Med. 1969 Aug 21;82(34):1050-3.,0,Straleindusert cancer.,,,,,,
4897035,NLM,MEDLINE,19691021,20041117,0370-8241 (Print) 0370-8241 (Linking),24,4,1969 Apr,[Clinical application of the lymphocyte culture].,798-804,"['Osamura, S', 'Kimoto, M', 'Shizuka, M', 'Izawa, K']","['Osamura S', 'Kimoto M', 'Shizuka M', 'Izawa K']",['jpn'],"['Journal Article', 'Review']",Japan,Saishin Igaku,Saishin igaku. Modern medicine,0413561,['0 (Lectins)'],IM,"['Anemia, Aplastic/therapy', 'Autoimmune Diseases/diagnosis', 'Chromosomes', 'Culture Techniques', 'Hodgkin Disease/immunology', 'Humans', 'Hypersensitivity/diagnosis', 'Lectins', 'Leukemia/immunology', '*Lymphocytes', 'Neoplasms/immunology']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",,ppublish,Saishin Igaku. 1969 Apr;24(4):798-804.,60,,,,,,,
4897034,NLM,MEDLINE,19691021,20041117,0370-8241 (Print) 0370-8241 (Linking),24,4,1969 Apr,[Current studies on electron microscopic leukocyte morphology. Microstructure of the cells in blood protein disorders].,780-97,"['Akasaka, K']",['Akasaka K'],['jpn'],"['Journal Article', 'Review']",Japan,Saishin Igaku,Saishin igaku. Modern medicine,0413561,,IM,"['Blood Protein Disorders/*pathology', 'Humans', 'Leukemia/pathology', 'Leukocytes/*cytology', 'Microscopy, Electron', 'Multiple Myeloma/pathology', 'Neutrophils/cytology']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",,ppublish,Saishin Igaku. 1969 Apr;24(4):780-97.,192,,,,,,,
4897033,NLM,MEDLINE,19691021,20191210,0370-8241 (Print) 0370-8241 (Linking),24,4,1969 Apr,[Current information on the metabolism and enzymes of the leucocytes].,764-79,"['Ota, H']",['Ota H'],['jpn'],"['Journal Article', 'Review']",Japan,Saishin Igaku,Saishin igaku. Modern medicine,0413561,"['EC 1.11.1.- (Peroxidases)', 'EC 3.2.1.17 (Muramidase)']",IM,"['Chronic Disease', 'Granuloma/metabolism', 'Humans', 'Infant, Newborn', 'Infant, Newborn, Diseases/metabolism', 'Infections/metabolism', 'Leukemia, Myeloid/enzymology', 'Leukocytes/*enzymology/*metabolism', 'Lymphadenitis/metabolism', 'Lysosomes/enzymology', 'Muramidase/blood/urine', 'Neutrophils/enzymology/metabolism', 'Peroxidases/metabolism']",1969/04/01 00:00,1969/04/01 00:01,['1969/04/01 00:00'],"['1969/04/01 00:00 [pubmed]', '1969/04/01 00:01 [medline]', '1969/04/01 00:00 [entrez]']",,ppublish,Saishin Igaku. 1969 Apr;24(4):764-79.,162,,,,,,,
4896951,NLM,MEDLINE,19691021,20200304,0019-5456 (Print) 0019-5456 (Linking),35,251,1968 Dec,Chemotherapy of acute leukemia in childhood.,561-9,"['Khanna, K K']",['Khanna KK'],['eng'],"['Journal Article', 'Review']",India,Indian J Pediatr,Indian journal of pediatrics,0417442,,IM,"['Child', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Male']",1968/12/01 00:00,1968/12/01 00:01,['1968/12/01 00:00'],"['1968/12/01 00:00 [pubmed]', '1968/12/01 00:01 [medline]', '1968/12/01 00:00 [entrez]']",['10.1007/BF02759680 [doi]'],ppublish,Indian J Pediatr. 1968 Dec;35(251):561-9. doi: 10.1007/BF02759680.,52,,,,,,,
4896902,NLM,MEDLINE,19691021,20131121,0008-5472 (Print) 0008-5472 (Linking),29,8,1969 Aug,Response to highly purified L-asparaginase during therapy of acute leukemia.,1574-80,"['Hill, J M', 'Loeb, E', 'MacLellan, A', 'Khan, A', 'Roberts, J', 'Shields, W F', 'Hill, N O']","['Hill JM', 'Loeb E', 'MacLellan A', 'Khan A', 'Roberts J', 'Shields WF', 'Hill NO']",['eng'],"['Clinical Trial', 'Journal Article']",United States,Cancer Res,Cancer research,2984705R,"['0 (Carbon Isotopes)', 'EC 3.5.1.1 (Asparaginase)', 'HG18B9YRS7 (Valine)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adolescent', 'Adult', 'Asparaginase/*administration & dosage/adverse effects/blood/metabolism', 'Carbon Isotopes', 'Child', 'Child, Preschool', 'Clinical Trials as Topic', 'Female', 'Hematopoiesis/drug effects', 'Humans', 'Injections, Intravenous', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Methotrexate/therapeutic use', 'Valine/metabolism']",1969/08/01 00:00,1969/08/01 00:01,['1969/08/01 00:00'],"['1969/08/01 00:00 [pubmed]', '1969/08/01 00:01 [medline]', '1969/08/01 00:00 [entrez]']",,ppublish,Cancer Res. 1969 Aug;29(8):1574-80.,,,,,,,,
4896835,NLM,MEDLINE,19691018,20071115,0370-4793 (Print) 0370-4793 (Linking),13,10,1968 Dec,[Allogenic bone marrow graft in man proved by 6 antigenic tracers after conditioning of the receiver and donor by antilymphocyte serum].,1025-7,"['Mathe, G', 'Amiel, J L', 'Schwarzenberg, L', 'Schneider, M', 'Cattan, A', 'Schlumberger, J R', 'Hayat, M', 'de Vassal, F', 'Jasmin, C', 'Rosenfeld, C', 'Choay, J', 'Trolard, P']","['Mathe G', 'Amiel JL', 'Schwarzenberg L', 'Schneider M', 'Cattan A', 'Schlumberger JR', 'Hayat M', 'de Vassal F', 'Jasmin C', 'Rosenfeld C', 'Choay J', 'Trolard P']",['fre'],['Journal Article'],France,Rev Fr Etud Clin Biol,Revue francaise d'etudes cliniques et biologiques,0235616,"['0 (Antilymphocyte Serum)', '0 (Immune Sera)', '0 (Radioisotopes)']",IM,"['Adult', 'Antilymphocyte Serum', 'Bone Marrow Examination', '*Bone Marrow Transplantation', 'Erythrocytes', 'Hematopoiesis', 'Humans', '*Immune Sera', 'Leukemia, Myeloid, Acute/therapy', 'Leukocytes', '*Lymphocytes', 'Male', 'Radioisotopes', 'Tissue Donors', 'Transplantation, Homologous']",1968/12/01 00:00,1968/12/01 00:01,['1968/12/01 00:00'],"['1968/12/01 00:00 [pubmed]', '1968/12/01 00:01 [medline]', '1968/12/01 00:00 [entrez]']",,ppublish,Rev Fr Etud Clin Biol. 1968 Dec;13(10):1025-7.,,Greffe de moelle osseuse allogenique chez l'hormme provee par six marqueurs antigeniques apres conditionnnement du receveur et du donneur par le serum antilymphocytaire.,,,,,,
4896828,NLM,MEDLINE,19691018,20190617,0028-0836 (Print) 0028-0836 (Linking),223,5212,1969 Sep 20,Moloney leukaemia virus as a helper in retrieving Friend virus from a non-infectious reticulum cell sarcoma.,1274,"['Fieldsteel, A H', 'Kurahara, C']","['Fieldsteel AH', 'Kurahara C']",['eng'],['Journal Article'],England,Nature,Nature,0410462,,IM,"['Animals', 'Animals, Newborn', 'Friend murine leukemia virus/*isolation & purification', 'Helper Viruses', 'Leukemia, Experimental/*microbiology', 'Lymphoma, Non-Hodgkin/*microbiology', 'Mice', '*Moloney murine leukemia virus', 'Neoplasm Transplantation', 'Sarcoma, Experimental/*microbiology', 'Virus Cultivation']",1969/09/20 00:00,1969/09/20 00:01,['1969/09/20 00:00'],"['1969/09/20 00:00 [pubmed]', '1969/09/20 00:01 [medline]', '1969/09/20 00:00 [entrez]']",['10.1038/2231274a0 [doi]'],ppublish,Nature. 1969 Sep 20;223(5212):1274. doi: 10.1038/2231274a0.,,,,,,,,
4896722,NLM,MEDLINE,19691017,20041117,0001-4079 (Print) 0001-4079 (Linking),151,21,1967 Jun 20,[What is the current opinion of transfusions of blood platelets?].,428-33,"['Maupin, B', 'Gineste, J']","['Maupin B', 'Gineste J']",['ita'],['Journal Article'],Netherlands,Bull Acad Natl Med,Bulletin de l'Academie nationale de medecine,7503383,,IM,"['Acute Disease', 'Blood Platelet Disorders/*therapy', '*Blood Platelets', '*Blood Transfusion', 'Chronic Disease', 'Humans', 'Leukemia/*therapy', 'Thrombocytopenia/*therapy']",1967/06/20 00:00,1967/06/20 00:01,['1967/06/20 00:00'],"['1967/06/20 00:00 [pubmed]', '1967/06/20 00:01 [medline]', '1967/06/20 00:00 [entrez]']",,ppublish,Bull Acad Natl Med. 1967 Jun 20;151(21):428-33.,,Que penser actuellement des transfusions de plaquettes?,,,,,,
4896647,NLM,MEDLINE,19691017,20190904,0006-5242 (Print) 0006-5242 (Linking),19,6,1969 Sep,[L-asparaginase: A new principle in the chemotherapy of malignant neoplasms].,351-6,"['Oettgen, H F']",['Oettgen HF'],['ger'],"['Journal Article', 'Review']",Germany,Blut,Blut,0173401,"['0 (Antibodies)', '7006-34-0 (Asparagine)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Animals', 'Antibodies', 'Asparaginase/isolation & purification/*therapeutic use', 'Asparagine/metabolism', 'Bone Marrow/drug effects', 'Escherichia coli/enzymology', 'Guinea Pigs', 'Humans', 'Leukemia, Lymphoid/drug therapy', 'Mice', 'Neoplasms/*drug therapy', 'Serratia marcescens/enzymology']",1969/09/01 00:00,1969/09/01 00:01,['1969/09/01 00:00'],"['1969/09/01 00:00 [pubmed]', '1969/09/01 00:01 [medline]', '1969/09/01 00:00 [entrez]']",['10.1007/BF01632894 [doi]'],ppublish,Blut. 1969 Sep;19(6):351-6. doi: 10.1007/BF01632894.,38,L-Asparaginase: Ein neues Prinzip in der Chemotherapie maligner Neoplasien.,,,,,,
