PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,SB,AID,AB,RF,PMC,AD,GR,OID
201587,NLM,MEDLINE,19780223,20180214,0300-5526 (Print) 0300-5526 (Linking),9,3,1978,Correlation between polyion effect on cell susceptibility to in vitro infection with murine C-type viruses and polyion effect on some membrane-related functions.,173-83,"['Hesse, J', 'Ebbesen, P', 'Kristensen, G']","['Hesse J', 'Ebbesen P', 'Kristensen G']",['eng'],['Journal Article'],Switzerland,Intervirology,Intervirology,0364265,"['0 (Ions)', '4C905MSK4W (Hexadimethrine Bromide)', '9014-72-6 (Polyphloretin Phosphate)', '9015-73-0 (DEAE-Dextran)']","['Cell Line', 'Cell Membrane/drug effects/physiology', 'DEAE-Dextran/pharmacology', 'Gammaretrovirus/*growth & development', 'Hexadimethrine Bromide/pharmacology', 'Ions/*pharmacology', 'Membrane Potentials/drug effects', 'Polyphloretin Phosphate/pharmacology', 'Rauscher Virus/*growth & development', 'Retroviridae/*growth & development', 'T-Lymphocytes/drug effects/physiology', 'Virus Replication/drug effects']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Intervirology. 1978;9(3):173-83. doi: 10.1159/000148934.,,IM,['10.1159/000148934 [doi]'],"Polyions were tested for effects on some membrane-related functions. Both polycations investigated reduced the negative surface charge of assay cells and enhanced in vitro infectivity of murine C-type viruses, but had no influence on leukemia-virus-induced XC cell syncytia formation. Three polyanions increased the net outer cell charge, while only one of four inhibited infectivity and two of three impeded syncytia formation. Polyions had a slight, probably toxic, effect on the transmembrane potential, independent of their charge. Cells treated with fluorescent DEAE-dextran showed diffuse staining, which 4 h later had been modified into a granular fluorescence with unstained areas now present. This change correlated with a loss of enhancement of viral infectivity. The only polyanion which inhibited viral infectivity had a strong antihyaluronidase activity, and hyaluronidase and Ca++ both increased viral infectivity. It is suggested, therefore, that polyions may in part work on virus-cell membrane interactions by influencing membrane enzymes and not necessarily by simply changing the net outer cell surface charge.",,,,,
201536,NLM,MEDLINE,19780223,20141003,0016-450X (Print) 0016-450X (Linking),68,5,1977 Oct,Role of leucocytes in ascites in the production of factor(s) stimulating differentiation of mouse myeloid leukemia cells.,643-52,"['Hozumi, M', 'Takenaga, K', 'Tomida, M', 'Okabe, J']","['Hozumi M', 'Takenaga K', 'Tomida M', 'Okabe J']",['eng'],"['Comparative Study', 'Journal Article']",Japan,Gan,Gan,0151745,,"['Animals', 'Ascitic Fluid/cytology/*physiology', 'Carcinoma, Ehrlich Tumor/physiopathology', 'Carcinoma, Hepatocellular/physiopathology', 'Cell Count', '*Cell Differentiation', 'Cell Line', 'Female', 'Granulocytes/physiology', 'Leukemia, Experimental/physiopathology', 'Leukemia, Myeloid/pathology/*physiopathology', 'Leukocytes/*physiology', 'Liver Neoplasms/physiopathology', 'Macrophages/physiology', 'Mice', 'Neoplasms, Experimental/physiopathology', 'Rats']",1977/10/01 00:00,1977/10/01 00:01,['1977/10/01 00:00'],"['1977/10/01 00:00 [pubmed]', '1977/10/01 00:01 [medline]', '1977/10/01 00:00 [entrez]']",ppublish,Gan. 1977 Oct;68(5):643-52.,,IM,,"Although the ascitic fluid of animals bearing various tumors and that of mice induced by complete Freund's adjuvant had high activity for inducing differentiation of myeloid leukemic cell line (M1) from an SL mouse to macrophages and granulocyte-like cells, the activity in the ascitic fluid of syngeneic mice bearing the M1 cells was markedly reduced. Macrophages and granulocytes were abundant in the active ascites of animals bearing tumors (8 to 12% of the total ascites cells) while in the ascites of syngeneic mice bearing the M1 cells they were not (0.1 to 0.7% of the total ascites cells). Appearance of lymphocytes in the ascites of both types was not significantly different. Although the conditioned media of the Ehrlich tumor cells, M1 cells, and whole ascites cells with the M1 cells were not active in inducing differentiation of the M1 cells, the conditioned media of all the ascites cells with Ehrlich tumor cells and those of peritoneal macrophages and granulocytes in mice did show a high activity. These results indicate that the peritoneal macrophages and granulocytes in the ascites are responsible for the production of factors stimulating differentiation of the M1 cells.",,,,,
201535,NLM,MEDLINE,19780223,20141003,0016-450X (Print) 0016-450X (Linking),68,5,1977 Oct,"Antitumor effect of 1,1'-polymethylene-bis (1-nitrosourea) and related compounds.",573-80,"['Miyahara, M', 'Nakadate, M', 'Miyahara, M', 'Suzuki, I', 'Ishidate, M Jr', 'Odashima, S']","['Miyahara M', 'Nakadate M', 'Miyahara M', 'Suzuki I', 'Ishidate M Jr', 'Odashima S']",['eng'],"['Comparative Study', 'Journal Article']",Japan,Gan,Gan,0151745,"['0 (Antineoplastic Agents)', '0 (Nitrosoguanidines)', '0 (Nitrosourea Compounds)', '0 (Sulfonamides)', '0 (Tosyl Compounds)', '12H3O2UGSF (Methylnitronitrosoguanidine)', 'U68WG3173Y (Carmustine)']","['Animals', '*Antineoplastic Agents', 'Carcinoma, Hepatocellular/*drug therapy', 'Carmustine/pharmacology', 'Drug Evaluation, Preclinical', 'Leukemia L1210/*drug therapy', 'Liver Neoplasms/*drug therapy', 'Methylnitronitrosoguanidine/analogs & derivatives/pharmacology', 'Mice', 'Mice, Inbred DBA', 'Neoplasms, Experimental/drug therapy', 'Nitrosoguanidines/pharmacology', 'Nitrosourea Compounds/*pharmacology', 'Rats', 'Sulfonamides/pharmacology', 'Tosyl Compounds/pharmacology']",1977/10/01 00:00,2001/03/28 10:01,['1977/10/01 00:00'],"['1977/10/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1977/10/01 00:00 [entrez]']",ppublish,Gan. 1977 Oct;68(5):573-80.,,IM,,"Polymethylene-bis(1-nitrosourea), polymethylene-bis(1-nitroso-3-nitroguanidine), and polymethylene-bis(1-nitroso-p-toluenesulfonamide) derivatives were tested for antitumor effect against rat ascites hepatoma AH-13 and mouse leukemia L-1210. Bisnitrosoureas were effective against AH-13 and L-1210, bisnitrosoguanidines were effective against AH-13 alone, and bisnitrosotoluene-sulfonamides were ineffective against both tumor lines. Of all these compounds, 1,1'-ethylene-bis(1-nitrosourea) (EBNU) was the most effective. The antitumor effect of EBNU was compared with that of 1,3-bis(2-chloroethyl)-1-nitrosourea (BCNU). Intraperitoneal administration of EBNU according to the schedule, day 1, days 1 and 5, and days 1, 5, and 9 after intraperitoneal inoculation of L-1210 showed marked prolongation of host survival, although the effective doses used were a few times higher than those used in BCNU to obtain a similar effect. The minimum effective dose (MED) of EBNU on AH-13 cells was estimated as 1 mg/kg, which was 10 times less than that of BCNU, suggesting that EBNU was more effective than BCNU against AH-13.",,,,,
201534,NLM,MEDLINE,19780223,20191210,0016-450X (Print) 0016-450X (Linking),68,5,1977 Oct,Combination chemotherapy of 6-thioguanine with various antitumor agents against murine leukemia L-1210.,543-52,"['Fujimoto, S', 'Inagaki, J', 'Horikoshi, N', 'Hoshino, A']","['Fujimoto S', 'Inagaki J', 'Horikoshi N', 'Hoshino A']",['eng'],['Journal Article'],Japan,Gan,Gan,0151745,"['0 (Antineoplastic Agents)', '0 (Mesylates)', '0 (Mitomycins)', '0 (Nitrosourea Compounds)', '0 (Tosyl Compounds)', '13425-98-4 (improsan)', '39800-28-7 (hydroperoxyisophosphamide)', '8N3DW7272P (Cyclophosphamide)', 'FTK8U1GZNX (Thioguanine)', 'UM20QQM95Y (Ifosfamide)']","['Animals', 'Antineoplastic Agents/*therapeutic use', 'Cyclophosphamide/therapeutic use', 'Drug Resistance', 'Drug Therapy, Combination', 'Female', 'Ifosfamide/analogs & derivatives/therapeutic use', 'Leukemia L1210/*drug therapy', 'Male', 'Mesylates/therapeutic use', 'Mice', 'Mitomycins/therapeutic use', 'Nitrosourea Compounds/administration & dosage/*therapeutic use', 'Thioguanine/administration & dosage/*therapeutic use', 'Tosyl Compounds/therapeutic use']",1977/10/01 00:00,1977/10/01 00:01,['1977/10/01 00:00'],"['1977/10/01 00:00 [pubmed]', '1977/10/01 00:01 [medline]', '1977/10/01 00:00 [entrez]']",ppublish,Gan. 1977 Oct;68(5):543-52.,,IM,,"Antitumor activity of 6-thioguanine against L-1210 leukemia was studied in combination with various antitumor agents in clinical stages, such as mitomycin-C, carbazilquinone, cyclophosphamide, 3,3'-dimesyloxydipropylamine tosylate (864T), 4-hydroperoxyisophosphamide, and 3-[(4-amino-2-methyl-5-pyrimidinyl)methyl]-1-(2-chlorethyl)-1-nitrosourea hydrochloride (ACNU). The combination treatments with 6-thioguanine and each of six agents, especially with ACNU, showed a distinct therapeutic effect against the early L-1210 leukemia at dosage levels not producing any significant antitumor activity with each agent alone (ip-ip). The excellent antitumor activity of the combination of 6-thioguanine with ACNU was also proved in various sites of tumor inoculation and routes of drug administration systems, i.e., ip-iv, iv-ip, and iv-iv systems. Moreover, the effectiveness of the combination of these two drugs was clearly shown against advanced L-1210 leukemia which was refractory to each agent alone.",,,,,
201505,NLM,MEDLINE,19780223,20211203,0014-9446 (Print) 0014-9446 (Linking),37,1,1978 Jan,Macrophage-induced reversal of immunosuppression by leukemia viruses.,97-101,"['Specter, S C', 'Bendinelli, M', 'Ceglowski, W S', 'Friedman, H']","['Specter SC', 'Bendinelli M', 'Ceglowski WS', 'Friedman H']",['eng'],"['Journal Article', 'Review']",United States,Fed Proc,Federation proceedings,0372771,,"['Animals', 'Antibody Formation', 'Friend murine leukemia virus/immunology', 'Hemolytic Plaque Technique', '*Immunosuppression Therapy', 'Leukemia Virus, Murine/immunology', 'Leukemia, Experimental/*immunology', 'Macrophages/*immunology', 'Mice']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Fed Proc. 1978 Jan;37(1):97-101.,,IM,,"Suppression of the humoral immune response by several murine leukemia viruses has been well documented. However, the mechanism of suppressed immunoresponsiveness is not well characterized. Macrophages have been reported to be intimately involved in host-tumor relationships, and were therefore examined for their role in reversing suppression in two leukemia virus-induced tumor models. In vivo studies with the Friend leukemia virus (FL virus) were unsuccessful in demonstrating any role for stimulated peritoneal exudate (PE) cells, rich in macrophages, in restoration of antibody function in leukemic mice. However, in vitro studies with FL virus demonstrated that proteose-peptone stimulated PE cells from normal syngeneic mice in restricted numbers (1-3 x 10(5)), when added to 5 x 10(6) FL virus infected spleen cells, could partially restore immunity. Furthermore, using the Rowson-Parr virus (RP virus) model system it was shown that PE cells from RP virus-infected mice, as well as normal PE cells, were capable of restoring immunocompetence. Neither splenic adherent cells nor lymphoid cells from other tissues, when added to RP virus-infected spleen cells, were able to induce recovery of the immune response. In addition, treatment with antitheta serum plus complement had no effect on the ability of PE cells to restore immunity, implying that macrophages were solely responsible for reversal of immunosuppression. An alteration of antigen ""processing"" or ""focusing"" may be an important mechanism by which recovery of immune competence is achieved.",24,,,,
201360,NLM,MEDLINE,19780223,20190619,0008-543X (Print) 0008-543X (Linking),40,6,1977 Dec,Establishment of an Epstein-Barr virus-negative B-cell lymphoma line from a Japanese Burkitt's lymphoma and its serial passage in hamsters.,2999-3003,"['Miyoshi, I', 'Hiraki, S', 'Kubonishi, I', 'Matsuda, Y', 'Kishimoto, H', 'Nakayama, T', 'Tanaka, T', 'Masuji, H', 'Kimura, I']","['Miyoshi I', 'Hiraki S', 'Kubonishi I', 'Matsuda Y', 'Kishimoto H', 'Nakayama T', 'Tanaka T', 'Masuji H', 'Kimura I']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,,"['Animals', 'B-Lymphocytes/*pathology', 'Burkitt Lymphoma/genetics/microbiology/*pathology', 'Cell Line', 'Chromosome Aberrations', 'Chromosomes, Human, 6-12 and X', 'Cricetinae', 'Herpesvirus 4, Human/isolation & purification', 'Humans', 'Japan', 'Mesocricetus', 'Neoplasm Transplantation', 'Neoplasms, Experimental/pathology', 'Transplantation, Heterologous']",1977/12/01 00:00,1977/12/01 00:01,['1977/12/01 00:00'],"['1977/12/01 00:00 [pubmed]', '1977/12/01 00:01 [medline]', '1977/12/01 00:00 [entrez]']",ppublish,Cancer. 1977 Dec;40(6):2999-3003. doi: 10.1002/1097-0142(197712)40:6<2999::aid-cncr2820400636>3.0.co;2-y.,,IM,['10.1002/1097-0142(197712)40:6<2999::aid-cncr2820400636>3.0.co;2-y [doi]'],"An Epstein-Barr virus (EBV)-negative lymphoma line (JBL) was established in vitro from pleural effusion of an EBV-seropositive 29-year-old Japanese female with Burkitt's lymphoma. JBL cells as well as her original lymphoma cells bore monoclonal surface IgM with lambda light chains. The JBL line grew in single cell suspension with a doubling time of 30 hours. Attempts were made to serially transplant JBL cells in antilymphocyte serum-treated newborn hamsters; intraperitoneal implantation of 1-3 X 10(7) cells gave rise to invasive tumors in all recipients with death after 10 to 14 days. The hamster-passage line, now in the 9th passage, has been converted to an ascitic form with progression to leukemia in some animals. A ""starry sky"" pattern closely resembling the human tumor material was preserved in every tumor through serial animal passage.",,,,,
201333,NLM,MEDLINE,19780218,20190501,0007-1447 (Print) 0007-1447 (Linking),2,6097,1977 Nov 12,"Chronic lymphatic leukaemia, chlorambucil, and sensorimotor peripheral neuropathy.",1265-6,"['Sandler, R M', 'Gonsalkorale, M']","['Sandler RM', 'Gonsalkorale M']",['eng'],"['Case Reports', 'Journal Article']",England,Br Med J,British medical journal,0372673,"['18D0SL7309 (Chlorambucil)', 'VB0R961HZT (Prednisone)']","['Chlorambucil/*adverse effects/therapeutic use', 'Humans', 'Leukemia, Lymphoid/*complications/drug therapy', 'Male', 'Middle Aged', 'Peripheral Nervous System Diseases/*chemically induced', 'Prednisone/therapeutic use']",1977/11/12 00:00,1977/11/12 00:01,['1977/11/12 00:00'],"['1977/11/12 00:00 [pubmed]', '1977/11/12 00:01 [medline]', '1977/11/12 00:00 [entrez]']",ppublish,Br Med J. 1977 Nov 12;2(6097):1265-6. doi: 10.1136/bmj.2.6097.1265-a.,,IM,['10.1136/bmj.2.6097.1265-a [doi]'],,,PMC1632449,,,
201318,NLM,MEDLINE,19780223,20210216,0006-4971 (Print) 0006-4971 (Linking),51,1,1978 Jan,Megakaryoblastic acute leukemia: identification by the ultrastructural demonstration of platelet peroxidase.,45-60,"['Breton-Gorius, J', 'Reyes, F', 'Duhamel, G', 'Najman, A', 'Gorin, N C']","['Breton-Gorius J', 'Reyes F', 'Duhamel G', 'Najman A', 'Gorin NC']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,"['EC 1.11.1.- (Peroxidases)', 'EC 1.11.1.7 (Peroxidase)']","['Acute Disease', 'Aged', 'Blood Platelets/*enzymology', 'Bone Marrow/analysis/ultrastructure', 'Humans', 'Leukemia/*ultrastructure', 'Male', 'Megakaryocytes/*ultrastructure', 'Peroxidase/blood', 'Peroxidases/*blood']",1978/01/01 00:00,1978/01/01 00:01,['1978/01/01 00:00'],"['1978/01/01 00:00 [pubmed]', '1978/01/01 00:01 [medline]', '1978/01/01 00:00 [entrez]']",ppublish,Blood. 1978 Jan;51(1):45-60.,,IM,['S0006-4971(20)66584-3 [pii]'],,,,,,
201311,NLM,MEDLINE,19780218,20041117,0300-0893 (Print) 0300-0893 (Linking),27,7,1977 Oct,Functional abnormalities of neutrophils in cancer patients : inefficient phagocytosis and reverse endocytosis.,261-6,"['Henon, P', 'Gerota, I', 'Palacios, S']","['Henon P', 'Gerota I', 'Palacios S']",['eng'],['Journal Article'],France,Biomedicine,Biomedicine / [publiee pour l'A.A.I.C.I.G.],0361342,"['298-83-9 (Nitroblue Tetrazolium)', 'EC 1.11.1.7 (Peroxidase)']","['Adult', 'Aged', 'Endocytosis', 'Humans', 'Leukemia/*immunology', 'Middle Aged', 'Neoplasm Metastasis', 'Neutrophils/*physiology', 'Nitroblue Tetrazolium', 'Peroxidase/blood', 'Phagocytosis']",1977/10/01 00:00,1977/10/01 00:01,['1977/10/01 00:00'],"['1977/10/01 00:00 [pubmed]', '1977/10/01 00:01 [medline]', '1977/10/01 00:00 [entrez]']",ppublish,Biomedicine. 1977 Oct;27(7):261-6.,,IM,,"A study of neutrophil functions has been performed in 17 patients with advanced cancer and in 21 controls. Their phagocytic activity, their index of reduction of NBT and their myeloperoxidase activity were examined. The reslts suggest that cancer patients might have a ""factor"" or ""factors"" in their plasma which interfereu (s) with phagocytosis and which promote (s) exocytosis of lysosomal enzymes (""reverse endocytosis"") from from autologous polymorphonuclear leucocytes as well as from cells obtained from normal healthy donors.",,,,,
201202,NLM,MEDLINE,19780127,20061115,0002-9645 (Print) 0002-9645 (Linking),38,11,1977 Nov,Bovine leukemia virus-associated antigens in lymphocyte cultures.,1897-8,"['Driscoll, D M', 'Olson, C']","['Driscoll DM', 'Olson C']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Vet Res,American journal of veterinary research,0375011,"['0 (Antigens, Viral)']","['Animals', '*Antigens, Viral', 'Cattle', 'Cells, Cultured', 'Fluorescent Antibody Technique', 'Immunodiffusion', 'Leukemia Virus, Bovine/*immunology', 'Lymphocytes/*immunology', 'Retroviridae/*immunology']",1977/11/01 00:00,1977/11/01 00:01,['1977/11/01 00:00'],"['1977/11/01 00:00 [pubmed]', '1977/11/01 00:01 [medline]', '1977/11/01 00:00 [entrez]']",ppublish,Am J Vet Res. 1977 Nov;38(11):1897-8.,,IM,,"Short-term lymphocyte cultures from bovine leukemia virus (BLV)-infected cattle were tested for BLV-associated antigens at various times after incubation. Several immunologic methods were used, including fluorescent antibody tests, immunodiffusion, and radial immunodiffusion. Antigens were not detected in uncultured lymphocytes. The BLV-associated antigens were detected as early as 3 hours, with maximum antigen production occurring at 18 to 24 hours after incubation. These results indicate that culturing of lymphocytes in vitro is necessary for the expression of the virus.",,,,,
201187,NLM,MEDLINE,19780127,20061115,0002-9645 (Print) 0002-9645 (Linking),38,10,1977 Oct,Studies of naturally transmitted feline leukemia virus infection.,1523-31,"['Pedersen, N C', 'Theilen, G', 'Keane, M A', 'Fairbanks, L', 'Mason, T', 'Orser, B', 'Che, C H', 'Allison, C']","['Pedersen NC', 'Theilen G', 'Keane MA', 'Fairbanks L', 'Mason T', 'Orser B', 'Che CH', 'Allison C']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,Am J Vet Res,American journal of veterinary research,0375011,"['0 (Antibodies, Viral)']","['Animals', 'Antibodies, Viral/analysis', 'Blood/microbiology', '*Cat Diseases/immunology/microbiology', 'Cats', 'Cell Membrane/immunology', 'Leukemia/veterinary', 'Leukemia Virus, Feline/*immunology', 'Tumor Virus Infections/immunology/microbiology/*veterinary']",1977/10/01 00:00,1977/10/01 00:01,['1977/10/01 00:00'],"['1977/10/01 00:00 [pubmed]', '1977/10/01 00:01 [medline]', '1977/10/01 00:00 [entrez]']",ppublish,Am J Vet Res. 1977 Oct;38(10):1523-31.,,IM,,,,,,,
