PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,PMC,TT,OID,GR,OAB,OABL,OTO,OT,GN
7252644,NLM,MEDLINE,19810915,20041117,0022-3417 (Print) 0022-3417 (Linking),134,2,1981 Jun,Macrophages in non-Hodgkin lymphomas and hairy cell leukaemia.,117-32,"Methods used in the study of human mononuclear phagocytes in vitro were applied to surgical specimens from 49 patients with non-Hodgkin lymphomas and eight patients with hairy cell leukaemia. Two of the tumours (both classified as ""true histiocytic"" neoplasms by the Kiel criteria) were distinguished by the presence of atypical macrophages in the in vitro system. In one the atypical cells were adherent; in the others they were non-adherent. These tumours were the only examples of mononuclear phagocyte neoplasia identified in this series. All the remaining 47 cases of non-Hodgkin lymphoma were judged to be of lymphoid origin. While initial observations on hairy cell leukaemia-derived spleen cells suggested macrophage neoplasia, this impression does not stand up to more detailed analysis. The findings are more in keeping with a B lymphoid cell lineage. In hairy cell leukaemias and low grade lymphoma the proportion of macrophages per gram weight of tissue is diminished. This suggests a deficiency of macrophage functional activity compared with normal; the nature of this defect is not clear.","['Katz, D R']",['Katz DR'],['eng'],['Journal Article'],England,J Pathol,The Journal of pathology,0204634,,IM,"['Cell Adhesion', 'Humans', 'Leukemia, Hairy Cell/*ultrastructure', 'Lymphoma/*ultrastructure', 'Macrophages/*ultrastructure', 'Microscopy, Electron', 'Phagocytosis']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",['10.1002/path.1711340203 [doi]'],ppublish,J Pathol. 1981 Jun;134(2):117-32. doi: 10.1002/path.1711340203.,,,,,,,,,
7252425,NLM,MEDLINE,19810922,20190508,0022-1007 (Print) 0022-1007 (Linking),154,1,1981 Jul 1,Expression of resistance to Friend virus-stimulated erythropoiesis in bone marrow chimeras containing Fv-2rr and Fv-2ss bone marrow.,126-37,"Bone marrow chimeras were formed containing mixtures of DBA/2 (Fv-2ss, Hbbdd) and B10.D2 (Fv-2rr, Hbbss) bone marrow. When these mice were infected with the polycythemia-inducing strain of Friend virus, erythropoiesis was stimulated, but the proportion of B10.D2 hemoglobin fell rapidly and newly synthesized hemoglobin was essentially all of the DBA/2 type. The treatment of infected polycythemic chimeras with phenylhydrazine lowered the hematocrit and restored the synthesis of B10.D2 hemoglobin. These results imply that B10.D2 erythroid precursors are intrinsically resistant to Friend virus-stimulated erythropoiesis. The experiments also suggest that virus-stimulated erythropoiesis is not mediated by a factor or cell-cell interactions, unless such factors or interactions do not act across strain barriers.","['Silver, J', 'Teich, N']","['Silver J', 'Teich N']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,J Exp Med,The Journal of experimental medicine,2985109R,"['0 (H-2 Antigens)', '0 (Hemoglobins)']",IM,"['Alleles', 'Animals', 'Bone Marrow/*immunology', 'Electrophoresis, Cellulose Acetate', '*Erythropoiesis', 'Female', 'Friend murine leukemia virus/immunology', 'H-2 Antigens', 'Hemoglobins/biosynthesis', 'Leukemia, Experimental/*immunology', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Inbred DBA', '*Radiation Chimera', 'Reticulocytes/metabolism']",1981/07/01 00:00,1981/07/01 00:01,['1981/07/01 00:00'],"['1981/07/01 00:00 [pubmed]', '1981/07/01 00:01 [medline]', '1981/07/01 00:00 [entrez]']",['10.1084/jem.154.1.126 [doi]'],ppublish,J Exp Med. 1981 Jul 1;154(1):126-37. doi: 10.1084/jem.154.1.126.,PMC2186395,,,,,,,,
7252180,NLM,MEDLINE,19810915,20191031,0163-0571 (Print) 0163-0571 (Linking),3,1,1981,Corynebacterium parvum treatment of P388 tumor-bearing mice. II. Lysosomal enzyme levels associated with P388 tumor cells.,49-66,"The number of tumor cells recovered form the peritoneal cavity of mice administered Corynebacterium parvum (C. parvum), Bacillus Calmette-Guerin (BCG) or saline 2 days before tumor implant was assessed on days 1, 2, 3, 5 and 7 following the intraperitoneal (ip) administration of 10(6) P388 leukemic cells. C. parvum-treated mice manifested a significant decrease in the number of tumor cells recovered from the peritoneal cavity on days 3-7, while BCG-treated mice had tumor cell yields comparable to saline control values. Lysosomal enzyme activity (acid phosphatase and beta-glucuronidase) in the nonadherent lavage cell population, which comprised tumor cells and host cells obtained form tumor-bearing animals, closely reflected the changes observed in tumor cell numbers and was initially assumed to be associated with tumor cells. When lysosomal enzyme activity was expressed as a function of the number of tumor cells or cellular protein, an enhanced activity following C. parvum treatment but not following BCG treatment was demonstrated. Enzyme activity associated with tumor cells was maximal 2 days prior to the profound depression in tumor cell maximal 2 days prior to the profound depression in tumor cell yield and may be associated with tumor cell killing. It is concluded that a correlation may exist between lysosomal enzyme activity, tumor cell numbers and the protective effect of the immunostimulant C. parvum. Whether the correlation is direct or indirect remains to be resolved.","['Astry, C L', 'Loose, L D', 'Megirian, R']","['Astry CL', 'Loose LD', 'Megirian R']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunopharmacol,Journal of immunopharmacology,7901853,"['0 (Bacterial Vaccines)', 'EC 3.1.3.2 (Acid Phosphatase)', 'EC 3.2.1.31 (Glucuronidase)']",IM,"['Acid Phosphatase/metabolism', 'Animals', 'Bacterial Vaccines/*therapeutic use', 'Cells, Cultured', 'Glucuronidase/metabolism', 'Leukemia P388/*enzymology/therapy', 'Leukemia, Experimental/*enzymology', 'Lysosomes/*enzymology', 'Male', 'Mice', 'Propionibacterium acnes/*immunology', 'Time Factors', 'Transplantation, Homologous']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.3109/08923978109026418 [doi]'],ppublish,J Immunopharmacol. 1981;3(1):49-66. doi: 10.3109/08923978109026418.,,,,['CA21099/CA/NCI NIH HHS/United States'],,,,,
7252179,NLM,MEDLINE,19810915,20191031,0163-0571 (Print) 0163-0571 (Linking),3,1,1981,Corynebacterium parvum treatment of P388 tumor-bearing mice. I. Lysosomal enzyme levels in adherent peritoneal cells and peritoneal lavage fluid.,29-47,"BDF1 mice treated with Corynebacterium parvum (C. parvum) 2 days before an implant of 106 P388 leukemic cells had up to an 110% increase in survival time above control; Bacillus Calmette-Guerin (BCG) treatment was ineffective. Acid phosphatase and beta-glucuronidase were measured in adherent peritoneal lavage cells and beta-glucuronidase in peritoneal lavage fluid form mice treated with C. parvum or BCG 2 days before the implant of P388 cells. In the presence of the tumor, adherent peritoneal cells from C. parvum-treated animals had a 250-300% increased specific lysosomal enzyme activity above control values (cells form animals receiving tumor implant alone). Peak enzyme activity which occurred on day 3 was not present in adherent cells from BCG-treated tumor-bearing animals or the control animals. The beta-glucuronidase activity in peritoneal lavage fluid was elevated by the tumor cells, BCG, or C. parvum. Peak levels occurred on day 5 regardless of the treatment with an additive effect present on day 5 in animals receiving the combination of tumor with C. parvum. The evidence indicated the development of a different pattern of enhanced lysosomal enzyme activity if the immunopotentiator protected against the P388 tumor vs one that did not. Protection was associated with an increase in lysosomal enzyme activity in adherent cells with no increase in lavage fluid in the presence of tumor cells. Changes in cellular enzyme activity may prove to be diagnostic for antitumor activity by an immunostimulant.","['Astry, C L', 'Loose, L D', 'Megirian, R']","['Astry CL', 'Loose LD', 'Megirian R']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, P.H.S.""]",United States,J Immunopharmacol,Journal of immunopharmacology,7901853,"['0 (Bacterial Vaccines)', 'EC 3.1.3.2 (Acid Phosphatase)', 'EC 3.2.1.31 (Glucuronidase)']",IM,"['Acid Phosphatase/metabolism', 'Animals', 'Ascitic Fluid/cytology/enzymology', 'Bacterial Vaccines/*therapeutic use', 'Glucuronidase/metabolism', 'Leukemia P388/*enzymology/therapy', 'Leukemia, Experimental/*enzymology', 'Lysosomes/*enzymology', 'Male', 'Mice', 'Propionibacterium acnes/*immunology', 'Therapeutic Irrigation', 'Time Factors', 'Transplantation, Homologous']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']",['10.3109/08923978109026417 [doi]'],ppublish,J Immunopharmacol. 1981;3(1):29-47. doi: 10.3109/08923978109026417.,,,,['CA21099/CA/NCI NIH HHS/United States'],,,,,
7252173,NLM,MEDLINE,19810925,20190723,0022-1759 (Print) 0022-1759 (Linking),44,1,1981,Isolation of a papain-solubilised major transplantation antigen from rat leukaemic cells.,23-35,"The major transplantation antigen of the PVG rat, Rt-1c, has been isolated from PVG leukaemic cells in milligram quantities for use in biological experiments related to transplantation. A 3-stage isolation procedure was developed involving the preparation of plasma membranes, digestion of the membranes with papain to release an active fragment of the Rt-1c antigen and fractionation of the digest on Sephacryl columns to give an active product. Activity was followed by a newly developed inhibition assay in which extracts of cells were incubated with a reference anti-PVG antiserum, excess unreacted antibody being quantitated by radioactive binding to PVG leukaemic cells glutaraldehyde-fixed to flexible microtitre plates. In addition to Rt-1c the preparation contained a second glycoprotein component. The preparation shows allelic specificity in that it inhibits the binding of anti-PVG antiserum to PVG cells, but not the binding of anti-DA serum to DA cells. The preparation represents a 16% yield of the activity of the cells from which it was derived.","['Thompson, A R']",['Thompson AR'],['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,J Immunol Methods,Journal of immunological methods,1305440,"['0 (Histocompatibility Antigens)', 'EC 3.4.22.2 (Papain)']",IM,"['Animals', 'Binding Sites, Antibody', 'Binding, Competitive', 'Chromatography, Gel', 'Electrophoresis, Polyacrylamide Gel', 'Histocompatibility Antigens/*isolation & purification', 'Leukemia, Experimental/*immunology', 'Lymph Nodes/metabolism', 'Papain/*pharmacology', 'Rats', 'Rats, Inbred BN', 'Solubility']",1981/01/01 00:00,1981/01/01 00:01,['1981/01/01 00:00'],"['1981/01/01 00:00 [pubmed]', '1981/01/01 00:01 [medline]', '1981/01/01 00:00 [entrez]']","['0022-1759(81)90104-6 [pii]', '10.1016/0022-1759(81)90104-6 [doi]']",ppublish,J Immunol Methods. 1981;44(1):23-35. doi: 10.1016/0022-1759(81)90104-6.,,,,,,,,,
7252124,NLM,MEDLINE,19810915,20170214,0022-1554 (Print) 0022-1554 (Linking),29,4,1981 Apr,Characterization of living normal and leukemic mouse lymphocytes by fluorescein diacetate.,503-10,"The esterases activity of normal and acute leukemic mouse lymphocytes and that of their homogenates was investigated using fluorescein diacetate (FDA) as a fluorogenic substrate. The activity proved to be the same for the two cell populations as well as for the homogenates prepared from them. In cell suspensions, having different osmolalities, the rate of FDA hydrolysis decreased significantly with the increasing osmolality only in the case of intact leukemic lymphocytes. changes in the membrane and cytoplasmic viscosity caused by increased or decreased environmental osmolality of cell suspensions occurred in the same direction and to the same extent for both normal and leukemic cells. Fluorescein, the fluorescent product of the hydrolysis, accumulates in leukemic lymphocytes, whereas it easily effluxes form normal lymphocytes. A flow microfluorimetry analysis of the cell population revealed that the fluorescein content of large leukemic lymphocytes was three times higher than that of small, normal ones. The observed differences specific for leukemic lymphocytes might be useful in detecting leukemic transformation in an early stage of acute lymphoid leukemia.","['Szollosi, J', 'Kertai, P', 'Somogyi, B', 'Damjanovich, S']","['Szollosi J', 'Kertai P', 'Somogyi B', 'Damjanovich S']",['eng'],"['Comparative Study', 'Journal Article']",United States,J Histochem Cytochem,The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society,9815334,"['0 (Fluoresceins)', 'EC 3.1.- (Esterases)', 'YL39R93PRE (diacetylfluorescein)']",IM,"['Animals', 'Esterases/*metabolism', '*Fluoresceins', 'Histocytochemistry', 'Leukemia, Experimental/*enzymology', 'Lymphocytes/*enzymology', 'Mice', 'Osmolar Concentration', 'Spectrometry, Fluorescence']",1981/04/01 00:00,1981/04/01 00:01,['1981/04/01 00:00'],"['1981/04/01 00:00 [pubmed]', '1981/04/01 00:01 [medline]', '1981/04/01 00:00 [entrez]']",['10.1177/29.4.7252124 [doi]'],ppublish,J Histochem Cytochem. 1981 Apr;29(4):503-10. doi: 10.1177/29.4.7252124.,,,,,,,,,
7251891,NLM,MEDLINE,19810922,20190501,0021-9746 (Print) 0021-9746 (Linking),34,5,1981 May,"Rapidly fatal respiratory failure and angioimmunoblastic lymphadenopathy: possible contributions of immunoblastic leukaemia, chemotherapy, and multiple antibodies directed against mature blood cells.",486-94,"A patient with angioimmunoblastic lymphadenopathy, immunoblastic leukaemia, pulmonary immunoblastic infiltration, and multiple antihaemocytic antibodies in his serum deteriorated rapidly after chemotherapy due to severe progressive respiratory of dysfunction. The haematological and immunological changes that accompanied this are described and discussed in the light of the pulmonary changes observed at necropsy of pulmonary oedema, fibrinous thrombi within venules, and immunoblastic infiltration of these thrombi and the venule walls. A pathophysiological mechanism is postulated in an attempt to rationalise these findings, and to act as a guide for the future assessment and management of similar cases.","['Trenchard, P M', 'Whittaker, J A', 'Gough, J', 'Parry, H']","['Trenchard PM', 'Whittaker JA', 'Gough J', 'Parry H']",['eng'],"['Case Reports', 'Journal Article']",England,J Clin Pathol,Journal of clinical pathology,0376601,,IM,"['Blood Cells/*immunology', 'Humans', 'Immunoblastic Lymphadenopathy/*complications/drug therapy/immunology', 'Leukemia/*complications/immunology', 'Male', 'Middle Aged', 'Respiratory Insufficiency/*etiology']",1981/05/01 00:00,1981/05/01 00:01,['1981/05/01 00:00'],"['1981/05/01 00:00 [pubmed]', '1981/05/01 00:01 [medline]', '1981/05/01 00:00 [entrez]']",['10.1136/jcp.34.5.486 [doi]'],ppublish,J Clin Pathol. 1981 May;34(5):486-94. doi: 10.1136/jcp.34.5.486.,PMC493330,,,,,,,,
7251890,NLM,MEDLINE,19810922,20190501,0021-9746 (Print) 0021-9746 (Linking),34,5,1981 May,A hemalog D analysis of chronic lymphocytic leukaemia and other lymphoproliferative disorders affecting the blood.,473-8,"A correlative clinical and Hemalog D study of 80 cases of chronic lymphocytic leukaemia (CLL) was performed and the results compared with those in other lymphoproliferative disorders affecting the blood (eight cases of hairy-cell leukaemia, HCL; three cases of prolymphocytic leukaemia, PLL: two cases of lymphoplasmacytoid proliferation, LPP; and one case of Sezary's syndrome, SS). In CLL the mean percentage and absolute counts of large unstained cells (LUC) were 8.7% and 6.2 x 109/1 (6200/mm3), and the percentage of LUCs was not substantially affected by treatment; there was no correlation between LUCs and Rai clinical stage. SS and LPP were characterised by a similar percentage of LUCs, but both HCL and PLL were distinguished by a higher mean percentage of LUCs. Stage IV CLL was associated with monocytopenia, but other stages of CLL, PLL, LPP, and SS showed no consistent reduction of absolute numbers of non-lymphoid cell types. In contrast, HCL was characterised by a consistent absolute neutropenia and monocytopenia which distinguished its Hemalog D profile from that of PLL.","['Patterson, K G', 'Goldstone, A H', 'Richards, J D', 'Cawley, J C']","['Patterson KG', 'Goldstone AH', 'Richards JD', 'Cawley JC']",['eng'],['Journal Article'],England,J Clin Pathol,Journal of clinical pathology,0376601,,IM,"['Humans', 'Leukemia, Lymphoid/*blood/pathology/therapy', 'Leukocyte Count/instrumentation', 'Lymphocytes/*pathology', 'Lymphoproliferative Disorders/blood', 'Neoplasm Staging']",1981/05/01 00:00,1981/05/01 00:01,['1981/05/01 00:00'],"['1981/05/01 00:00 [pubmed]', '1981/05/01 00:01 [medline]', '1981/05/01 00:00 [entrez]']",['10.1136/jcp.34.5.473 [doi]'],ppublish,J Clin Pathol. 1981 May;34(5):473-8. doi: 10.1136/jcp.34.5.473.,PMC493327,,,,,,,,
7251848,NLM,MEDLINE,19810925,20131121,0197-5897 (Print) 0197-5897 (Linking),2,2,1981 Jun,"Benzene, leukemia, and the Supreme Court.",116-35,,"['Linet, M S', 'Bailey, P E']","['Linet MS', 'Bailey PE']",['eng'],['Journal Article'],England,J Public Health Policy,Journal of public health policy,8006508,['J64922108F (Benzene)'],IM,"['Benzene/*adverse effects', 'Government Agencies', '*Health Policy', 'Humans', '*Jurisprudence', 'Leukemia/*chemically induced', 'Maximum Allowable Concentration', 'Occupational Diseases/*chemically induced', 'United States']",1981/06/01 00:00,1981/06/01 00:01,['1981/06/01 00:00'],"['1981/06/01 00:00 [pubmed]', '1981/06/01 00:01 [medline]', '1981/06/01 00:00 [entrez]']",,ppublish,J Public Health Policy. 1981 Jun;2(2):116-35.,,,,,,,,,
7251792,NLM,MEDLINE,19810925,20190629,,223,2,1981 May 8,Determination of 1-beta-D-arabinofuranosylcytosine and 1-beta-D-arabinofuranosyluracil in human plasma by high-performance liquid chromatography.,371-8,"A method is described for the determination of 1-beta-D-arabinofuranosylcytosine (Ara-C) and its metabolite 1-beta-D-arabinofuranosyluracil (Ara-U) in human plasma. After deproteinization of the plasma sample, separation is performed by reversed-phase liquid chromatography. For Ara-C concentrations exceeding 0.05 mg/l and for Ara-U concentrations exceeding 1 mg/l, injection volumes of 100 microliter are applied. For lower concentrations an injection volume of 500 microliter is used. Ara-C is detected at 280 nm with a lowest detection limit of 0.002 mg/l in plasma. Ara-U is detected at 264 nm with a lowest detection limit varying from 0.01 to 0.1 mg/l in plasma. This variation is caused by an unknown substance with the same elution properties as Ara-U and which appears to be present in plasma in variable concentrations. The coefficient of variation of the whole procedure is about 6% for Ara-C concentrations above 0.005 mg/l and for Ara-U concentrations above 0.1 mg/l. For lower concentrations the coefficient of variation is about 14%.","['Linssen, P', 'Drenthe-Schonk, A', 'Wessels, H', 'Haanen, C']","['Linssen P', 'Drenthe-Schonk A', 'Wessels H', 'Haanen C']",['eng'],['Journal Article'],Netherlands,J Chromatogr,Journal of chromatography,0427043,"['04079A1RDZ (Cytarabine)', '3083-77-0 (Arabinofuranosyluracil)', 'WHI7HQ7H85 (Uridine)']",IM,"['Arabinofuranosyluracil/*blood/therapeutic use', 'Chromatography, High Pressure Liquid/methods', 'Cytarabine/*blood/therapeutic use', 'Humans', 'Leukemia/blood/drug therapy', 'Uridine/*analogs & derivatives']",1981/05/08 00:00,1981/05/08 00:01,['1981/05/08 00:00'],"['1981/05/08 00:00 [pubmed]', '1981/05/08 00:01 [medline]', '1981/05/08 00:00 [entrez]']",['10.1016/s0378-4347(00)80110-3 [doi]'],ppublish,J Chromatogr. 1981 May 8;223(2):371-8. doi: 10.1016/s0378-4347(00)80110-3.,,,,,,,,,
