PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,RF,AB,AID,PMC,OID,OAB,OABL,OTO,OT,PS,FPS,GN
683751,NLM,MEDLINE,19781018,20061115,0031-3939 (Print) 0031-3939 (Linking),53,5,1978 May,[Cererospinal fluid proteins in acute leukemia in children].,579-85,"['Adamczyk, A', 'Cyklis, R', 'Armata, J']","['Adamczyk A', 'Cyklis R', 'Armata J']",['pol'],"['English Abstract', 'Journal Article']",Bialka plynu mozgowo-rdzeniowego w przebiegu ostrej bialaczki u dzieci.,Poland,Pediatr Pol,Pediatria polska,2985039R,IM,"['Acute Disease', 'Adolescent', 'Age Factors', 'Cerebrospinal Fluid Proteins/*analysis', 'Child', 'Child, Preschool', 'Humans', 'Leukemia/*cerebrospinal fluid']",1978/05/01 00:00,1978/05/01 00:01,['1978/05/01 00:00'],"['1978/05/01 00:00 [pubmed]', '1978/05/01 00:01 [medline]', '1978/05/01 00:00 [entrez]']",ppublish,Pediatr Pol. 1978 May;53(5):579-85.,['0 (Cerebrospinal Fluid Proteins)'],,,,,,,,,,,,
683306,NLM,MEDLINE,19781027,20190617,0028-0836 (Print) 0028-0836 (Linking),274,5668,1978 Jul 20,Opposing effects of tumor promoters on erythroid differentiation.,271-2,"['Miao, R M', 'Filedsteel, A H', 'Fodge, D W']","['Miao RM', 'Filedsteel AH', 'Fodge DW']",['eng'],['Journal Article'],,England,Nature,Nature,0410462,IM,"['Acetamides/antagonists & inhibitors', 'Cell Differentiation/drug effects', 'Cell Line', 'Dimethyl Sulfoxide/antagonists & inhibitors', 'Erythropoiesis/*drug effects', 'Friend murine leukemia virus', 'Hypoxanthines/antagonists & inhibitors', 'Phorbols/*pharmacology', 'Rauscher Virus', 'Tetradecanoylphorbol Acetate/*pharmacology']",1978/07/20 00:00,1978/07/20 00:01,['1978/07/20 00:00'],"['1978/07/20 00:00 [pubmed]', '1978/07/20 00:01 [medline]', '1978/07/20 00:00 [entrez]']",ppublish,Nature. 1978 Jul 20;274(5668):271-2. doi: 10.1038/274271a0.,"['0 (Acetamides)', '0 (Hypoxanthines)', '0 (Phorbols)', 'NI40JAQ945 (Tetradecanoylphorbol Acetate)', 'YOW8V9698H (Dimethyl Sulfoxide)']",,,['10.1038/274271a0 [doi]'],,,,,,,,,
683290,NLM,MEDLINE,19781018,20041117,0028-4793 (Print) 0028-4793 (Linking),299,9,1978 Aug 31,Granulocyte transfusions for prevention of infection.,488-90,,,['eng'],['Letter'],,United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Adult', 'Bacterial Infections/*prevention & control', '*Blood Transfusion', '*Granulocytes', 'Humans', 'Leukemia/complications', '*Leukocytes', 'Transplantation, Homologous']",1978/08/31 00:00,1978/08/31 00:01,['1978/08/31 00:00'],"['1978/08/31 00:00 [pubmed]', '1978/08/31 00:01 [medline]', '1978/08/31 00:00 [entrez]']",ppublish,N Engl J Med. 1978 Aug 31;299(9):488-90.,,,,,,,,,,,,,
683243,NLM,MEDLINE,19781025,20190823,0028-4793 (Print) 0028-4793 (Linking),299,12,1978 Sep 21,Nystatin prophylaxis in leukemia and lymphoma.,661-2,"['Pizzuto, J', 'Conte, G', 'Aviles, A', 'Ambriz, R', 'Morales, M']","['Pizzuto J', 'Conte G', 'Aviles A', 'Ambriz R', 'Morales M']",['eng'],['Letter'],,United States,N Engl J Med,The New England journal of medicine,0255562,IM,"['Candidiasis/*prevention & control', 'Humans', 'Leukemia/*complications', 'Lymphoma/*complications', 'Nystatin/administration & dosage/*therapeutic use']",1978/09/21 00:00,1978/09/21 00:01,['1978/09/21 00:00'],"['1978/09/21 00:00 [pubmed]', '1978/09/21 00:01 [medline]', '1978/09/21 00:00 [entrez]']",ppublish,N Engl J Med. 1978 Sep 21;299(12):661-2. doi: 10.1056/nejm197809212991213.,['1400-61-9 (Nystatin)'],,,['10.1056/nejm197809212991213 [doi]'],,,,,,,,,
682853,NLM,MEDLINE,19781018,20061115,0024-3507 (Print) 0024-3507 (Linking),23,6,1978 Jun-Jul,[Preleukemic state (12 cases)].,412-20,"['Jouet, J P', 'Caulier, M T', 'Bauters, F', 'Goudemand, M']","['Jouet JP', 'Caulier MT', 'Bauters F', 'Goudemand M']",['fre'],"['English Abstract', 'Journal Article']",Les etats pre-leucemiques (a propos de 12 observations).,France,Lille Med,Lille medical : journal de la Faculte de medecine et de pharmacie de l'Universite de Lille,8203780,IM,"['Aged', 'Anemia, Aplastic/blood', 'Female', 'Humans', 'Leukemia/blood/pathology', 'Male', 'Middle Aged', '*Preleukemia/blood/pathology', 'Prognosis']",1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",ppublish,Lille Med. 1978 Jun-Jul;23(6):412-20.,,,,,,,,,,,,,
682685,NLM,MEDLINE,19781018,20131213,0025-6196 (Print) 0025-6196 (Linking),53,8,1978 Aug,Testicular relapse in leukemia.,545,"['Armata, J', 'Borkowski, W', 'Balwierz, W']","['Armata J', 'Borkowski W', 'Balwierz W']",['eng'],['Letter'],,England,Mayo Clin Proc,Mayo Clinic proceedings,0405543,IM,"['Asparaginase/therapeutic use', 'Humans', '*Leukemia/drug therapy', 'Male', 'Recurrence', '*Testicular Neoplasms/drug therapy']",1978/08/01 00:00,1978/08/01 00:01,['1978/08/01 00:00'],"['1978/08/01 00:00 [pubmed]', '1978/08/01 00:01 [medline]', '1978/08/01 00:00 [entrez]']",ppublish,Mayo Clin Proc. 1978 Aug;53(8):545.,['EC 3.5.1.1 (Asparaginase)'],,,,,,,,,,,,
682436,NLM,MEDLINE,19781025,20041117,0023-1495 (Print) 0023-1495 (Linking),46,6,1978 Jun,[Psychosocial situation of leukemic children].,321-5,"['Blau, H J', 'Kruse, H', 'Eggers, G', 'Wagner, K D', 'Schulz, M']","['Blau HJ', 'Kruse H', 'Eggers G', 'Wagner KD', 'Schulz M']",['ger'],['Journal Article'],Zur psycho-sozialen Situation leukamiekranker Kinder.,Germany,Kinderarztl Prax,Kinderarztliche Praxis,0376356,IM,"['Adolescent', 'Attitude to Health', 'Child', 'Child, Preschool', 'Family', 'Humans', 'Leukemia/*psychology']",1978/06/01 00:00,1978/06/01 00:01,['1978/06/01 00:00'],"['1978/06/01 00:00 [pubmed]', '1978/06/01 00:01 [medline]', '1978/06/01 00:00 [entrez]']",ppublish,Kinderarztl Prax. 1978 Jun;46(6):321-5.,,,,,,,,,,,,,
682316,NLM,MEDLINE,19781027,20161017,0098-7484 (Print) 0098-7484 (Linking),240,13,1978 Sep 22,Secondary malignant neoplasms in Hodgkin's disease.,1337,"['Getaz, E P', 'Shimaoka, K']","['Getaz EP', 'Shimaoka K']",['eng'],['Letter'],,United States,JAMA,JAMA,7501160,IM,"['Female', 'Hodgkin Disease/*complications/therapy', 'Humans', 'Leukemia, Radiation-Induced', 'Male', 'Neoplasms/*epidemiology', 'Neoplasms, Radiation-Induced']",1978/09/22 00:00,1978/09/22 00:01,['1978/09/22 00:00'],"['1978/09/22 00:00 [pubmed]', '1978/09/22 00:01 [medline]', '1978/09/22 00:00 [entrez]']",ppublish,JAMA. 1978 Sep 22;240(13):1337.,,,,,,,,,,,,,
681026,NLM,MEDLINE,19781027,20190708,0020-7136 (Print) 0020-7136 (Linking),22,1,1978 Jul 15,Immunological characteristics of leukemia and lymphoma in allogeneic cell immunity: growth of syngeneic tumors in rats immunized with allogeneic cells.,91-7,"['Hosokawa, M', 'Yamashita, T', 'Gotohda, E', 'Takeichi, N', 'Kodama, T', 'Kobayashi, H']","['Hosokawa M', 'Yamashita T', 'Gotohda E', 'Takeichi N', 'Kodama T', 'Kobayashi H']",['eng'],['Journal Article'],,United States,Int J Cancer,International journal of cancer,0042124,IM,"['Animals', 'Fibrosarcoma/immunology', '*Immunity, Cellular', 'Immunization', 'Leukemia, Experimental/*immunology', 'Lymphoma/*immunology', 'Neoplasm Transplantation', 'Neoplasms, Experimental/immunology', 'Rats', 'Rats, Inbred Strains', 'Sarcoma, Experimental/immunology', 'Transplantation, Homologous', 'Transplantation, Isogeneic']",1978/07/15 00:00,1978/07/15 00:01,['1978/07/15 00:00'],"['1978/07/15 00:00 [pubmed]', '1978/07/15 00:01 [medline]', '1978/07/15 00:00 [entrez]']",ppublish,Int J Cancer. 1978 Jul 15;22(1):91-7. doi: 10.1002/ijc.2910220116.,,,"The growth of transplanted tumors was strongly inhibited in syngeneic Wistar King Aptekman (WKA) rats immunized with allogeneic tumor cells from Donryu rats. This phenomenon of non-specific immunity against tumors is referred to as ""allogeneic cell immunity"". However, an exception to the ""allogeneic cell immunity"" was observed in leukemias and lymphomas. Four transplanted leukemia or lymphoma lines were not inhibited in syngeneic rats immunized with allogenic tumor cells. Furthermore, immunization with allogeneic leukemic cells had only a relatively weak inhibitory effect upon a syngeneic fibrosarcoma and no inhibitory effect upon leukemias. In WKA rats immunized with allogeneic lymphoid cells from Donryu rats, the growth of fibrosarcoma, but not of lymphoma, was inhibited. Using transplantation experiments, both fibrosarcoma and lymphoma were defined as antigenic tumors in WKA rats. Transplantation of mixtures of syngeneic tumor cells and allogeneic tumor cells in WKA rats confirmed the above findings. These results revealed that leukemia and lymphoma differ from non-leukemic tumors in regard to ""allogeneic cell immunity"".",['10.1002/ijc.2910220116 [doi]'],,,,,,,,,
680783,NLM,MEDLINE,19781025,20131121,0019-509X (Print) 0019-509X (Linking),15,1,1978 Mar,Immunological cross-reactivity of anti-sera raised with fluoro dinitro benzene tagged normal human leukocytes against human leukaemic cells.,53-7,"['Prema, S', 'Madyastha, K R', 'Sahasrabudhe, M B']","['Prema S', 'Madyastha KR', 'Sahasrabudhe MB']",['eng'],['Journal Article'],,India,Indian J Cancer,Indian journal of cancer,0112040,IM,"['Agglutination', 'Animals', '*Cross Reactions', 'Dinitrofluorobenzene/*immunology', 'Humans', 'Leukemia/*immunology', 'Leukocytes/*immunology', 'Nitrobenzenes/*immunology', 'Rabbits']",1978/03/01 00:00,1978/03/01 00:01,['1978/03/01 00:00'],"['1978/03/01 00:00 [pubmed]', '1978/03/01 00:01 [medline]', '1978/03/01 00:00 [entrez]']",ppublish,Indian J Cancer. 1978 Mar;15(1):53-7.,"['0 (Nitrobenzenes)', 'D241E059U6 (Dinitrofluorobenzene)']",,,,,,,,,,,,
680620,NLM,MEDLINE,19781027,20131121,0015-8178 (Print) 0015-8178 (Linking),96,32,1978 Aug 24,[The virostatic effect of adenine-arabinoside monophosphate. Experimental findings and preliminary clinical experiences].,1589-97,"['Werner, G T', 'Bomer, H', 'Metzger, E', 'Sauer, O', 'Schneider, H', 'Schubert, E', 'Treuner, J']","['Werner GT', 'Bomer H', 'Metzger E', 'Sauer O', 'Schneider H', 'Schubert E', 'Treuner J']",['ger'],"['Case Reports', 'English Abstract', 'Journal Article']",Untersuchungen zur virostatischen Wirkung von Adenin-Arabinosid-Monophosphat.,Germany,Fortschr Med,Fortschritte der Medizin,2984763R,IM,"['Adenosine Monophosphate/*therapeutic use', 'Animals', 'Child', 'Child, Preschool', 'Encephalitis/drug therapy', 'Female', 'Herpes Simplex/*drug therapy/etiology', 'Herpes Zoster/*drug therapy', 'Hodgkin Disease/complications', 'Humans', 'Infant', 'Leukemia/complications', 'Male', 'Mice', 'Rabbits', 'Solubility', 'Vaccinia/drug therapy/etiology', 'Vidarabine/*therapeutic use']",1978/08/24 00:00,1978/08/24 00:01,['1978/08/24 00:00'],"['1978/08/24 00:00 [pubmed]', '1978/08/24 00:01 [medline]', '1978/08/24 00:00 [entrez]']",ppublish,Fortschr Med. 1978 Aug 24;96(32):1589-97.,"['415SHH325A (Adenosine Monophosphate)', 'FA2DM6879K (Vidarabine)']",,"Adenine arabinoside (Ara-A), a synthetic nucleoside, is an antiviral agent, which is effective against poxviruses and viruses of the herpes group. The monophosphate (Ara-AMP) has the great advantage of better solubility, compared to the parent compound. Experimental studies show the outstanding effect of Ara-AMP on the encephalitis by vaccinia-virus in white mice. Even after immunesuppression by total body irradiation, the survival rate of the Ara-AMP treated animals was significantly higher compared to the untreated controls. In experimental vaccinia-virus infections in rabbits, who had undergone total body irradiation. Ara-AMP has a favourable influence upon the course of the disease and the prognosis. Some clinical observations in children with immunesuppression, who suffered from generalized zoster of varicella-infections, are reported. Furthermore in cases of viral encephalitis Ara-AMP was successful. Controlled studies of a greater number of patients on the therapeutic value of Ara-AMP in infections with DNS-viruses are needed.",,,,,,,,,,
680563,NLM,MEDLINE,19781027,20041117,0016-867X (Print) 0016-867X (Linking),33,9,1978 Sep,Connective tissue disease: when to suspect malignancies.,26-31,"['Ferguson, R H']",['Ferguson RH'],['eng'],['Journal Article'],,United States,Geriatrics,Geriatrics,2985102R,IM,"['Arthritis/*etiology', 'Bone Neoplasms/complications', 'Gout/etiology', 'Humans', 'Leukemia/complications', 'Lymphoma/complications', 'Multiple Myeloma/complications', 'Neoplasm Metastasis', 'Neoplasms/*complications', 'Osteoarthropathy, Secondary Hypertrophic/etiology', 'Pancreatic Neoplasms/complications']",1978/09/01 00:00,1978/09/01 00:01,['1978/09/01 00:00'],"['1978/09/01 00:00 [pubmed]', '1978/09/01 00:01 [medline]', '1978/09/01 00:00 [entrez]']",ppublish,Geriatrics. 1978 Sep;33(9):26-31.,,,,,,,,,,,,,
680468,NLM,MEDLINE,19781018,20141003,0016-450X (Print) 0016-450X (Linking),69,2,1978 Apr,Inhibition by immunoglobulin of in vitro activation of cytotoxic macrophages with lymphocyte mediator.,289-90,"['Yamamoto, S', 'Tokunaga, T']","['Yamamoto S', 'Tokunaga T']",['eng'],['Journal Article'],,Japan,Gan,Gan,0151745,IM,"['Animals', '*Cytotoxicity, Immunologic', '*Immunoglobulin G', 'Leukemia, Experimental/immunology', 'Lymphocytes/*immunology', 'Macrophages/*immunology', 'Mice']",1978/04/01 00:00,1978/04/01 00:01,['1978/04/01 00:00'],"['1978/04/01 00:00 [pubmed]', '1978/04/01 00:01 [medline]', '1978/04/01 00:00 [entrez]']",ppublish,Gan. 1978 Apr;69(2):289-90.,['0 (Immunoglobulin G)'],,,,,,,,,,,,
680465,NLM,MEDLINE,19781018,20141003,0016-450X (Print) 0016-450X (Linking),69,2,1978 Apr,"Antitumor activity of water-soluble platinum(II) complexes of 1,2-cyclohexanediamine isomers.",263-5,"['Kidani, Y', 'Noji, M', 'Tsukagoshi, S', 'Tashiro, T']","['Kidani Y', 'Noji M', 'Tsukagoshi S', 'Tashiro T']",['eng'],['Journal Article'],,Japan,Gan,Gan,0151745,IM,"['Animals', 'Cisplatin/*therapeutic use', 'Cyclohexylamines/*therapeutic use', 'Isomerism', 'Leukemia, Experimental/*drug therapy', 'Mice', 'Solubility']",1978/04/01 00:00,1978/04/01 00:01,['1978/04/01 00:00'],"['1978/04/01 00:00 [pubmed]', '1978/04/01 00:01 [medline]', '1978/04/01 00:00 [entrez]']",ppublish,Gan. 1978 Apr;69(2):263-5.,"['0 (Cyclohexylamines)', 'Q20Q21Q62J (Cisplatin)']",,"Dichloroplatinum(II) complexes of 1,2-cyclohexanediamine isomers were reported to have high antitumor activity against leukemia L-1210 and P-388, but they were hardly soluble in water and, therefore, dibromo- and diiodo-platinum(II) complexes of 1,2-cyclohexanediamine isomers were prepared. They were not soluble in water but showed high antitumor activity. When the chloride ions are replaced with sulfate ions, they become soluble and also they are anti-tumor active. Bismonobromoacetatoplatinum (II) complexes were synthesized and tested. Mono- and bis-(D-glucuronato)platinum(II) complexes of 1,2-cyclohexanediamine isomers were newly synthesized. All of them were freely soluble in water and showed high antitumor activity with low toxicity. The chelated mono(D-glucuronato)platinum(II) was found to be more effective than the monodentate bis(D-glucuronato)platinum (II) complexes.",,,,,,,,,,
680463,NLM,MEDLINE,19781018,20141003,0016-450X (Print) 0016-450X (Linking),69,2,1978 Apr,"Effect of combined use of anticancer drugs with a polysaccharide preparation, Krestin, on mouse leukemia P388.",255-7,"['Oh-hashi, F', 'Kataoka, T', 'Tsukagoshi, S']","['Oh-hashi F', 'Kataoka T', 'Tsukagoshi S']",['eng'],['Journal Article'],,Japan,Gan,Gan,0151745,IM,"['Animals', 'Antibiotics, Antineoplastic/*administration & dosage/therapeutic use', 'Basidiomycota', 'Drug Synergism', 'Drug Therapy, Combination', 'Leukemia, Experimental/*drug therapy', 'Male', 'Mice', 'Mitomycins/*administration & dosage/therapeutic use', 'Proteoglycans/*administration & dosage/therapeutic use', 'Time Factors']",1978/04/01 00:00,1978/04/01 00:01,['1978/04/01 00:00'],"['1978/04/01 00:00 [pubmed]', '1978/04/01 00:01 [medline]', '1978/04/01 00:00 [entrez]']",ppublish,Gan. 1978 Apr;69(2):255-7.,"['0 (Antibiotics, Antineoplastic)', '0 (Mitomycins)', '0 (Proteoglycans)']",,"When CDF1 mice inoculated intraperitoneally with leukemia P388 were treated intraperitoneally with mitomycin-C, of which dose was not so effective, on day 1 and given intraperitoneally polysaccharide preparation, Krestin, on day 2, 5, or 8 after tumor inoculation, best therapeutic results judged from 60-day survivors were obtained by combined use of mitomycin-C on day 1 and Krestin on day 5. Besides mitomycin-C, none of anticancer drugs such as cyclophosphamide, 5-fluorouracil, and 6-mercaptopurine was effective in this system. From these results, it was concluded that in this system, enhancement of anti-tumor effect of mitomycin-C by Krestin depends on the time of Krestin administration and that the combination effect is observed with mitomycin-C but not with cyclophosphamide, 5-fluorouracil, or 6-mercaptopurine.",,,,,,,,,,
679998,NLM,MEDLINE,19781027,20190707,0014-4827 (Print) 0014-4827 (Linking),114,2,1978 Jul,Disappearance of a 32000 D chromatin polypeptide during early erythroid differentiation of Friend leukemia cells.,468-71,"['Lunadei, M', 'Matteucci, P', 'Ullu, E', 'Gambari, R', 'Rossi, G B', 'Fantoni, A']","['Lunadei M', 'Matteucci P', 'Ullu E', 'Gambari R', 'Rossi GB', 'Fantoni A']",['eng'],['Journal Article'],,United States,Exp Cell Res,Experimental cell research,0373226,IM,"['Cell Line', 'Chromosomal Proteins, Non-Histone/*metabolism', 'Dimethyl Sulfoxide', '*Erythropoiesis', 'Molecular Weight']",1978/07/01 00:00,1978/07/01 00:01,['1978/07/01 00:00'],"['1978/07/01 00:00 [pubmed]', '1978/07/01 00:01 [medline]', '1978/07/01 00:00 [entrez]']",ppublish,Exp Cell Res. 1978 Jul;114(2):468-71. doi: 10.1016/0014-4827(78)90511-6.,"['0 (Chromosomal Proteins, Non-Histone)', 'YOW8V9698H (Dimethyl Sulfoxide)']",,,['10.1016/0014-4827(78)90511-6 [doi]'],,,,,,,,,
