PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,RF,IP,PMC,AB
13959916,NLM,MEDLINE,19981101,20181201,0025-8458 (Print) 0025-8458 (Linking),57,1962 Aug 31,[The problem of leukopenia as a side-effect of intravenous long-term therapy of malignant tumors and leukoses with endoxan].,1485-9,"['FRITZSCHE, D', 'RIETSCHEL, H G']","['FRITZSCHE D', 'RIETSCHEL HG']",['ger'],['Journal Article'],Germany,Med Klin,Medizinische Klinik,0376637,"['8N3DW7272P (Cyclophosphamide)', '9PHQ9Y1OLM (Prednisolone)', 'VB0R961HZT (Prednisone)']",OM,"['*Blood Transfusion', '*Cyclophosphamide', 'Humans', '*Leukemia', '*Leukopenia', '*Neoplasms', '*Prednisolone', '*Prednisone']",['NLM'],"['*BLOOD TRANSFUSION', '*CYCLOPHOSPHAMIDE', '*LEUKEMIA', '*NEOPLASMS', '*PREDNISOLONE', '*PREDNISONE']",1962/08/31 00:00,1962/08/31 00:01,['1962/08/31 00:00'],"['1962/08/31 00:00 [pubmed]', '1962/08/31 00:01 [medline]', '1962/08/31 00:00 [entrez]']",ppublish,Med Klin. 1962 Aug 31;57:1485-9.,,,,,,
13959838,NLM,MEDLINE,19981101,20181201,0365-3056 (Print) 0365-3056 (Linking),19,1963,Studies on several lines of murine lymphomas associated with intracytoplasmic particles.,344-7,"['FRIEND, C', 'DE HARVEN, E', 'HADDAD, J']","['FRIEND C', 'DE HARVEN E', 'HADDAD J']",['eng'],['Journal Article'],Belgium,Acta Unio Int Contra Cancrum,Acta - Unio Internationalis Contra Cancrum,7502506,"['0 (DNA, Neoplasm)', '9007-49-2 (DNA)']",OM,"['Animals', '*DNA', '*DNA, Neoplasm', 'Humans', '*Leukemia', '*Leukemia, Experimental', '*Lymphoma', 'Mice', '*Neoplasms']",['NLM'],"['*DNA, NEOPLASM', '*LEUKEMIA, EXPERIMENTAL']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Acta Unio Int Contra Cancrum. 1963;19:344-7.,,,,,,
13959830,NLM,MEDLINE,19981101,20181201,0029-4810 (Print) 0029-4810 (Linking),2,1962 May-Jun,[Bovine leukoses].,415-32,"['FRIEDMANN, J C']",['FRIEDMANN JC'],['fre'],['Journal Article'],France,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,0401074,,OM,"['Animals', 'Cattle', '*Cattle Diseases', '*Enzootic Bovine Leukosis', '*Leukemia', '*Leukemia, Lymphoid', '*Lymphocytes']",['NLM'],"['*CATTLE DISEASES', '*LEUKEMIA, LYMPHOCYTIC']",1962/05/01 00:00,1962/05/01 00:01,['1962/05/01 00:00'],"['1962/05/01 00:00 [pubmed]', '1962/05/01 00:01 [medline]', '1962/05/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1962 May-Jun;2:415-32.,,,,,,
13959829,NLM,MEDLINE,19981101,20181201,0029-4810 (Print) 0029-4810 (Linking),3,1963 Jul-Aug,[Canine and feline leukemia].,435-55,"['FRIEDMANN, J C']",['FRIEDMANN JC'],['fre'],['Journal Article'],France,Nouv Rev Fr Hematol,Nouvelle revue francaise d'hematologie,0401074,,OM,"['Animals', '*Cat Diseases', 'Cats', '*Dog Diseases', 'Dogs', '*Leukemia', '*Leukemia, Feline', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymphoma', '*Lymphoma, Non-Hodgkin']",['NLM'],"['*CAT DISEASES', '*DOG DISEASES', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LYMPHOSARCOMA']",1963/07/01 00:00,1963/07/01 00:01,['1963/07/01 00:00'],"['1963/07/01 00:00 [pubmed]', '1963/07/01 00:01 [medline]', '1963/07/01 00:00 [entrez]']",ppublish,Nouv Rev Fr Hematol. 1963 Jul-Aug;3:435-55.,,,,,,
13959549,NLM,MEDLINE,19981101,20181201,0576-6656 (Print) 0576-6656 (Linking),,1963 Feb,Chemotherapy studies on transplanted mouse tumors. VIII.,9-33,"['FRENCH, F A', 'BLANZ, E J Jr']","['FRENCH FA', 'BLANZ EJ Jr']",['eng'],['Journal Article'],United States,Can Res Suppl,Cancer research. Supplement,0373144,,OM,"['*Adenocarcinoma', 'Animals', '*Leukemia L1210', 'Mice', '*Neoplasm Transplantation']",['NLM'],"['*ADENOCARCINOMA', '*LEUKEMIA L1210']",1963/02/01 00:00,1963/02/01 00:01,['1963/02/01 00:00'],"['1963/02/01 00:00 [pubmed]', '1963/02/01 00:01 [medline]', '1963/02/01 00:00 [entrez]']",ppublish,Can Res Suppl. 1963 Feb:9-33.,,,,,,
13959538,NLM,MEDLINE,19981101,20181201,0025-6986 (Print) 0025-6986 (Linking),31,1962 Dec,A symposium on cancer chemotherapy. IV. Acute leukemia.,675-82,"['FREIREICH, E J']",['FREIREICH EJ'],['eng'],['Journal Article'],United States,Med Ann Dist Columbia,The Medical annals of the District of Columbia,7612076,,OM,"['*Acute Disease', 'Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1962/12/01 00:00,1962/12/01 00:01,['1962/12/01 00:00'],"['1962/12/01 00:00 [pubmed]', '1962/12/01 00:01 [medline]', '1962/12/01 00:00 [entrez]']",ppublish,Med Ann Dist Columbia. 1962 Dec;31:675-82.,,,,,,
13958700,NLM,MEDLINE,19981101,20190627,0002-9343 (Print) 0002-9343 (Linking),33,1962 Oct,"Familial lipochrome pigmentation of histiocytes with hyperglobulinemia, pulmonary infiltration, splenomegaly, arthritis and susceptibility to infection.",478-89,"['FORD, D K', 'PRICE, G E', 'CULLING, C F', 'VASSAR, P S']","['FORD DK', 'PRICE GE', 'CULLING CF', 'VASSAR PS']",['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,"['Reticuloendotheliosis, X-linked']",OM,"['*Arthritis', '*Blood Protein Disorders', '*Genetic Diseases, X-Linked', '*Genetics, Medical', '*Histiocytes', '*Leukemia, Hairy Cell', '*Lung Diseases', '*Lymphatic Diseases', '*Pigmentation', '*Severe Combined Immunodeficiency', '*Splenomegaly']",['NLM'],"['*ARTHRITIS', '*BLOOD PROTEIN DISORDERS', '*GENETICS, HUMAN', '*LUNG DISEASES', '*RETICULOENDOTHELIOSIS', '*SPLENOMEGALY']",1962/10/01 00:00,1962/10/01 00:01,['1962/10/01 00:00'],"['1962/10/01 00:00 [pubmed]', '1962/10/01 00:01 [medline]', '1962/10/01 00:00 [entrez]']",ppublish,Am J Med. 1962 Oct;33:478-89. doi: 10.1016/0002-9343(62)90259-0.,"['0002-9343(62)90259-0 [pii]', '10.1016/0002-9343(62)90259-0 [doi]']",,,,,
13958508,NLM,MEDLINE,19981101,20181201,0001-589X (Print) 0001-589X (Linking),18,1963 Apr-Jun,[Late effects of small doses of ionizing radiations].,145-52,"['FERNANDEZ RUBIO, F']",['FERNANDEZ RUBIO F'],['spa'],['Journal Article'],Spain,Acta Iber Radiol Cancerol,Acta iberica radiologica-cancerologica,0370321,,OM,"['Humans', '*Leukemia', '*Leukemia, Radiation-Induced', '*Life Expectancy', '*Radiation', '*Radiation Effects', '*Radiation, Ionizing', '*Research']",['NLM'],"['*LEUKEMIA, RADIATION-INDUCED', '*LIFE EXPECTANCY', '*RADIATION EFFECTS']",1963/04/01 00:00,1963/04/01 00:01,['1963/04/01 00:00'],"['1963/04/01 00:00 [pubmed]', '1963/04/01 00:01 [medline]', '1963/04/01 00:00 [entrez]']",ppublish,Acta Iber Radiol Cancerol. 1963 Apr-Jun;18:145-52.,,,,,,
13958469,NLM,MEDLINE,19981101,20190727,0040-8727 (Print) 0040-8727 (Linking),79,1963 Apr 25,Peroxidase content per single myeloid cell and in plasma--its clinical significance in pediatrics.,250-66,"['KATSUSHIMA, N']",['KATSUSHIMA N'],['eng'],['Journal Article'],Japan,Tohoku J Exp Med,The Tohoku journal of experimental medicine,0417355,"['EC 1.- (Oxidoreductases)', 'EC 1.11.1.- (Peroxidases)', 'EC 1.11.1.7 (Peroxidase)']",OM,"['*Bone Marrow', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Myeloid Cells', '*Oxidoreductases', '*Pediatrics', '*Peroxidase', '*Peroxidases', '*Plasma']",['NLM'],"['*BONE MARROW', '*LEUKEMIA, MYELOCYTIC', '*PEROXIDASES']",1963/04/25 00:00,1963/04/25 00:01,['1963/04/25 00:00'],"['1963/04/25 00:00 [pubmed]', '1963/04/25 00:01 [medline]', '1963/04/25 00:00 [entrez]']",ppublish,Tohoku J Exp Med. 1963 Apr 25;79:250-66. doi: 10.1620/tjem.79.250.,['10.1620/tjem.79.250 [doi]'],,,,,
13958306,NLM,MEDLINE,19981101,20191107,0028-7113 (Print) 0028-7113 (Linking),25,1962 Nov,Synergistic action of two refined leukemic tissue extracts in oncolysis of spontaneous tumors.,39-44,"['KASSEL, R', 'BURTON, L', 'FRIEDMAN, F', 'HARRIS, J J']","['KASSEL R', 'BURTON L', 'FRIEDMAN F', 'HARRIS JJ']",['eng'],['Journal Article'],United States,Trans N Y Acad Sci,Transactions of the New York Academy of Sciences,7506121,['0 (Tissue Extracts)'],OM,"['*Leukemia', '*Leukemia, Experimental', '*Neoplasms', '*Tissue Extracts', '*Vascular Diseases']",['NLM'],"['*LEUKEMIA, EXPERIMENTAL']",1962/11/01 00:00,1962/11/01 00:01,['1962/11/01 00:00'],"['1962/11/01 00:00 [pubmed]', '1962/11/01 00:01 [medline]', '1962/11/01 00:00 [entrez]']",ppublish,Trans N Y Acad Sci. 1962 Nov;25:39-44. doi: 10.1111/j.2164-0947.1962.tb03513.x.,['10.1111/j.2164-0947.1962.tb03513.x [doi]'],,,,,
13958190,NLM,MEDLINE,19981101,20181201,0044-2844 (Print) 0044-2844 (Linking),33,1962 Aug 1,[Cutaneous reticulohistiocytosis with melanoderma].,69-76,"['KABOTH, W']",['KABOTH W'],['ger'],['Journal Article'],Germany,Z Haut Geschlechtskr,Zeitschrift fur Haut- und Geschlechtskrankheiten,0367575,"['Reticuloendotheliosis, X-linked']",OM,"['*Colonic Diseases', '*Genetic Diseases, X-Linked', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Melanosis', '*Severe Combined Immunodeficiency']",['NLM'],"['*MELANOSIS', '*RETICULOENDOTHELIOSIS']",1962/08/01 00:00,1962/08/01 00:01,['1962/08/01 00:00'],"['1962/08/01 00:00 [pubmed]', '1962/08/01 00:01 [medline]', '1962/08/01 00:00 [entrez]']",ppublish,Z Haut Geschlechtskr. 1962 Aug 1;33:69-76.,,,,,,
13958162,NLM,MEDLINE,19981101,20181201,,70,1963 Jan-Mar,[Malignant reticulosis with paraplegic termination].,85-6,"['JUVIN, H', 'DUGOIS, P', 'GAGNAIRE, J']","['JUVIN H', 'DUGOIS P', 'GAGNAIRE J']",['fre'],['Journal Article'],France,Bull Soc Fr Dermatol Syphiligr,Bulletin de la Societe francaise de dermatologie et de syphiligraphie,7503407,"['Reticuloendotheliosis, X-linked']",OM,"['*Genetic Diseases, X-Linked', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma, Extranodal NK-T-Cell', '*Paraplegia', '*Severe Combined Immunodeficiency']",['NLM'],"['*PARAPLEGIA', '*RETICULOENDOTHELIOSIS']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Bull Soc Fr Dermatol Syphiligr. 1963 Jan-Mar;70:85-6.,,,,,,
13958108,NLM,MEDLINE,19981101,20181201,0015-556X (Print),7,1963 Apr,[The behavior of the fibrinolytic system in leukemia].,52-73,"['JURGENS, J']",['JURGENS J'],['ger'],['Journal Article'],Germany,Folia Haematol (Frankf),Folia haematologica; internationales Magazin fur Blutforschung,0140243,,OM,"['*Fibrinolysis', 'Humans', '*Leukemia']",['NLM'],"['*FIBRINOLYSIS', '*LEUKEMIA']",1963/04/01 00:00,1963/04/01 00:01,['1963/04/01 00:00'],"['1963/04/01 00:00 [pubmed]', '1963/04/01 00:01 [medline]', '1963/04/01 00:00 [entrez]']",ppublish,Folia Haematol (Frankf). 1963 Apr;7:52-73.,,,,,,
13958071,NLM,MEDLINE,19981101,20190916,0003-9012 (Print) 0003-9012 (Linking),12,1963,Interference between lymphocytic choriomeningitis virus and the leukemia-transmitting agent of leukemia L2C in guinea pigs.,552-60,"['JUNGEBLUT, C W', 'KODZA, H']","['JUNGEBLUT CW', 'KODZA H']",['eng'],['Journal Article'],Austria,Arch Gesamte Virusforsch,Archiv fur die gesamte Virusforschung,7506868,,OM,"['Animals', 'Guinea Pigs', '*Leukemia', '*Lymphocytic Choriomeningitis', '*Lymphocytic choriomeningitis virus']",['NLM'],['*LYMPHOCYTIC CHORIOMENINGITIS'],1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Arch Gesamte Virusforsch. 1963;12:552-60. doi: 10.1007/BF01242161.,['10.1007/BF01242161 [doi]'],,,,,
13958070,NLM,MEDLINE,19981101,20190916,0003-9012 (Print) 0003-9012 (Linking),12,1963,Studies of leukemia L2C in guinea pigs.,537-51,"['JUNGEBLUT, C W', 'KODZA, H']","['JUNGEBLUT CW', 'KODZA H']",['eng'],['Journal Article'],Austria,Arch Gesamte Virusforsch,Archiv fur die gesamte Virusforschung,7506868,,OM,"['Animals', 'Guinea Pigs', '*Leukemia', '*Leukemia, Experimental']",['NLM'],"['*LEUKEMIA, EXPERIMENTAL']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Arch Gesamte Virusforsch. 1963;12:537-51. doi: 10.1007/BF01242160.,['10.1007/BF01242160 [doi]'],,,,,
13957968,NLM,MEDLINE,19981101,20181201,,32,1962,[Neoplastic changes during the course of chronic myelocytic leukemia].,707-8,"['JUDKIEWICZ, L', 'KRYKOWSKI, E', 'MIODUSZEWSKA, O']","['JUDKIEWICZ L', 'KRYKOWSKI E', 'MIODUSZEWSKA O']",['pol'],['Journal Article'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,,OM,"['Humans', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid']",['NLM'],"['*LEUKEMIA, MYELOCYTIC']",1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Pol Arch Med Wewn. 1962;32:707-8.,,,,,,
13957875,NLM,MEDLINE,19981101,20190713,0032-5481 (Print) 0032-5481 (Linking),33,1963 Feb,Histiocytosis X.,203,"['JOHNSON, S A']",['JOHNSON SA'],['eng'],['Journal Article'],England,Postgrad Med,Postgraduate medicine,0401147,"['Familial Letterer-Siwe disease', 'Reticuloendotheliosis, X-linked']",OM,"['*Eosinophilic Granuloma', '*Genetic Diseases, X-Linked', '*Histiocytosis, Langerhans-Cell', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Severe Combined Immunodeficiency']",['NLM'],"['*EOSINOPHILIC GRANULOMA', '*HAND-SCHUELLER-CHRISTIAN SYNDROME', '*LETTERER-SIWE DISEASE', '*RETICULOENDOTHELIOSIS']",1963/02/01 00:00,1963/02/01 00:01,['1963/02/01 00:00'],"['1963/02/01 00:00 [pubmed]', '1963/02/01 00:01 [medline]', '1963/02/01 00:00 [entrez]']",ppublish,Postgrad Med. 1963 Feb;33:203. doi: 10.1080/00325481.1963.11692777.,['10.1080/00325481.1963.11692777 [doi]'],,,,,
13957557,NLM,MEDLINE,19981101,20190827,0002-9211 (Print) 0002-9211 (Linking),8,1963 Mar,Leukemic infiltration of the sigmoid colon. Report of a case simulating carcinoma with obstruction.,299-304,"['JAVETT, S L', 'TEFFT, M', 'DRUMMOND, C P', 'LEVITAN, R']","['JAVETT SL', 'TEFFT M', 'DRUMMOND CP', 'LEVITAN R']",['eng'],['Journal Article'],United States,Am J Dig Dis,The American journal of digestive diseases,0404011,,OM,"['*Carcinoma', '*Colon, Sigmoid', 'Humans', '*Intestinal Obstruction', '*Leukemia', '*Leukemic Infiltration', '*Sigmoid Neoplasms']",['NLM'],"['*INTESTINAL OBSTRUCTION', '*LEUKEMIA', '*SIGMOID NEOPLASMS']",1963/03/01 00:00,1963/03/01 00:01,['1963/03/01 00:00'],"['1963/03/01 00:00 [pubmed]', '1963/03/01 00:01 [medline]', '1963/03/01 00:00 [entrez]']",ppublish,Am J Dig Dis. 1963 Mar;8:299-304. doi: 10.1007/BF02232330.,['10.1007/BF02232330 [doi]'],,,,,
13957345,NLM,MEDLINE,19981101,20181201,,32,1962,[Preliminary statistical studies on leukemia morbidity in the Krakow Region].,709-15,"['JANICKI, K']",['JANICKI K'],['pol'],['Journal Article'],Poland,Pol Arch Med Wewn,Polskie Archiwum Medycyny Wewnetrznej,0401225,,OM,"['Humans', '*Leukemia']",['NLM'],['*LEUKEMIA'],1962/01/01 00:00,1962/01/01 00:01,['1962/01/01 00:00'],"['1962/01/01 00:00 [pubmed]', '1962/01/01 00:01 [medline]', '1962/01/01 00:00 [entrez]']",ppublish,Pol Arch Med Wewn. 1962;32:709-15.,,,,,,
13957068,NLM,MEDLINE,19981101,20181201,0552-2080 (Print) 0552-2080 (Linking),7,1962 Nov,[On the problem of congenital leukemias].,14-8,"['IUSHKEVICH, L B']",['IUSHKEVICH LB'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,OM,"['Humans', 'Infant, Newborn', '*Infant, Newborn, Diseases', '*Leukemia']",['NLM'],"['*INFANT, NEWBORN, DISEASES', '*LEUKEMIA']",1962/11/01 00:00,1962/11/01 00:01,['1962/11/01 00:00'],"['1962/11/01 00:00 [pubmed]', '1962/11/01 00:01 [medline]', '1962/11/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1962 Nov;7:14-8.,,,,,,
13957058,NLM,MEDLINE,19981101,20181201,0040-3660 (Print) 0040-3660 (Linking),34,1962 Dec,[The vitamin B-12 and iron content in the blood serum in anemic conditions].,69-74,"['IULDASHEV, U I']",['IULDASHEV UI'],['rus'],['Journal Article'],Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,"['0 (Hematinics)', '0 (Vitamins)', 'E1UOL152H7 (Iron)', 'P6YC3EG204 (Vitamin B 12)']",OM,"['*Anemia', '*Anemia, Hypochromic', '*Anemia, Pernicious', '*Hematinics', 'Humans', 'Iron/*metabolism', '*Leukemia', '*Serum', '*Thrombocytopenia', '*Vitamin B 12', '*Vitamins']",['NLM'],"['*ANEMIA, HYPOCHROMIC', '*ANEMIA, PERNICIOUS', '*IRON METABOLISM', '*LEUKEMIA', '*THROMBOPENIA', '*VITAMIN B 12']",1962/12/01 00:00,1962/12/01 00:01,['1962/12/01 00:00'],"['1962/12/01 00:00 [pubmed]', '1962/12/01 00:01 [medline]', '1962/12/01 00:00 [entrez]']",ppublish,Ter Arkh. 1962 Dec;34:69-74.,,,,,,
13956761,NLM,MEDLINE,19981101,20181201,0042-8825 (Print) 0042-8825 (Linking),7,1962 Sep,[Dynamics of the total protein and protein fractions in the blood serum in acute leukosis in children].,27-30,"['ISAKOV, K V']",['ISAKOV KV'],['rus'],['Journal Article'],Russia (Federation),Vopr Okhr Materin Det,Voprosy okhrany materinstva i detstva,0416600,"['0 (Blood Proteins)', '0 (Proteins)']",OM,"['*Blood Proteins', 'Child', 'Humans', '*Leukemia', '*Leukemia, Myeloid', '*Proteins', '*Serum']",['NLM'],"['*BLOOD PROTEINS', '*LEUCOSARCOMA', '*LEUKEMIA, MYELOCYTIC']",1962/09/01 00:00,1962/09/01 00:01,['1962/09/01 00:00'],"['1962/09/01 00:00 [pubmed]', '1962/09/01 00:01 [medline]', '1962/09/01 00:00 [entrez]']",ppublish,Vopr Okhr Materin Det. 1962 Sep;7:27-30.,,,,,,
13956664,NLM,MEDLINE,19981101,20181201,0026-4806 (Print) 0026-4806 (Linking),54,1963 Feb 7,[Clinical observations on the use of a new antireactive steroid].,351-3,"['IPPOLITO, A', 'PAGLIARI, M']","['IPPOLITO A', 'PAGLIARI M']",['ita'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,['0 (Adrenal Cortex Hormones)'],OM,"['*Adrenal Cortex Hormones', '*Arthritis', '*Arthritis, Rheumatoid', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Perinephritis', '*Pleurisy']",['NLM'],"['*ADRENAL CORTEX HORMONES', '*ARTHRITIS, RHEUMATOID', '*LEUKEMIA', '*LEUKEMIA, LYMPHOCYTIC', '*PERINEPHRITIS', '*PLEURISY']",1963/02/07 00:00,1963/02/07 00:01,['1963/02/07 00:00'],"['1963/02/07 00:00 [pubmed]', '1963/02/07 00:01 [medline]', '1963/02/07 00:00 [entrez]']",ppublish,Minerva Med. 1963 Feb 7;54:351-3.,,,,,,
13956612,NLM,MEDLINE,19981101,20181201,0390-6078 (Print) 0390-6078 (Linking),48,1963,[Statistical research on acute leukemia].,1-28,"['INTROZZI, P', 'RONDANELLI, E G', 'GORINI, P', 'CASIROLA, G']","['INTROZZI P', 'RONDANELLI EG', 'GORINI P', 'CASIROLA G']",['ita'],['Journal Article'],Italy,Haematologica,Haematologica,0417435,,OM,"['*Acute Disease', 'Humans', '*Leukemia', '*Research']",['NLM'],['*LEUKEMIA'],1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Haematologica. 1963;48:1-28.,,,,,,
13956317,NLM,MEDLINE,19981101,20181201,0039-3975 (Print) 0039-3975 (Linking),14,1963,[Tumoral disease of mice transmissible by cell-free material. II. Evolution of the disease toward a form of cytemic or acytemic tumoral reticulosis].,355-61,"['ILIE, B']",['ILIE B'],['rum'],['Journal Article'],Romania,Stud Cercet Inframicrobiol,Studii si cercetari de inframicrobiologie,0341024,"['Reticuloendotheliosis, X-linked']",OM,"['Animals', '*Genetic Diseases, X-Linked', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', 'Mice', '*Neoplasms', '*Severe Combined Immunodeficiency']",['NLM'],['*RETICULOENDOTHELIOSIS'],1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Stud Cercet Inframicrobiol. 1963;14:355-61.,,,,,,
13956182,NLM,MEDLINE,19981101,20181201,0001-5806 (Print) 0001-5806 (Linking),25,1962 Oct,[Studies on SL mouse leukemia. IV. Cell-free transmission].,743-51,"['ICHIKAWA, Y']",['ICHIKAWA Y'],['jpn'],['Journal Article'],Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,,OM,"['Animals', '*Diploidy', '*Leukemia', '*Leukemia, Experimental', '*Oncogenic Viruses']",['NLM'],"['*LEUKEMIA, EXPERIMENTAL', '*TUMOR VIRUSES']",1962/10/01 00:00,1962/10/01 00:01,['1962/10/01 00:00'],"['1962/10/01 00:00 [pubmed]', '1962/10/01 00:01 [medline]', '1962/10/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1962 Oct;25:743-51.,,,,,,
13956105,NLM,MEDLINE,19981101,20181201,0023-6748 (Print) 0023-6748 (Linking),9,1963 Jan,[Cytological diagnosis from lymph node punctures].,24-7,"['IARUSTOVSKAIA, L E', ""SHEL'GAS, L E""]","['IARUSTOVSKAIA LE', ""SHEL'GAS LE""]",['rus'],['Journal Article'],Russia (Federation),Lab Delo,Laboratornoe delo,18230140R,,OM,"['*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymph Nodes', '*Lymphocytes', '*Punctures']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LYMPH NODES']",1963/01/01 00:00,1963/01/01 00:01,['1963/01/01 00:00'],"['1963/01/01 00:00 [pubmed]', '1963/01/01 00:01 [medline]', '1963/01/01 00:00 [entrez]']",ppublish,Lab Delo. 1963 Jan;9:24-7.,,,,,,
13956039,NLM,MEDLINE,19981101,20181201,0023-6748 (Print) 0023-6748 (Linking),8,1962 Nov,"[On the relation between the results of the thymol tests, the formaldehyde test, the concentration of beta-lipoproteins, and the protein structure of the blood serum].",17-21,"['IAGODKIN, S I']",['IAGODKIN SI'],['rus'],['Journal Article'],Russia (Federation),Lab Delo,Laboratornoe delo,18230140R,"['0 (Blood Proteins)', '0 (Lipoproteins, LDL)', '1HG84L3525 (Formaldehyde)', '3J50XA376E (Thymol)', 'Reticuloendotheliosis, X-linked']",OM,"['*Blood Proteins', '*Formaldehyde', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lipoproteins, LDL', '*Liver Function Tests', '*Lymphatic Diseases', '*Serum', '*Severe Combined Immunodeficiency', '*Thymol']",['NLM'],"['*BLOOD PROTEINS', '*FORMALDEHYDE', '*LIVER FUNCTION TESTS', '*RETICULOENDOTHELIOSIS']",1962/11/01 00:00,1962/11/01 00:01,['1962/11/01 00:00'],"['1962/11/01 00:00 [pubmed]', '1962/11/01 00:01 [medline]', '1962/11/01 00:00 [entrez]']",ppublish,Lab Delo. 1962 Nov;8:17-21.,,,,,,
13955949,NLM,MEDLINE,19981101,20190612,0140-6736 (Print) 0140-6736 (Linking),1,1963 Jan 12,Central African lymphomas.,109-10,"['HUTT, M S', 'WRIGHT, D H']","['HUTT MS', 'WRIGHT DH']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,"['Reticuloendotheliosis, X-linked']",OM,"['*Burkitt Lymphoma', '*Genetic Diseases, X-Linked', 'Humans', '*Jaw', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma', '*Oncogenic Viruses', '*Severe Combined Immunodeficiency']",['NLM'],"['*JAWS', '*RETICULOENDOTHELIOSIS', '*TUMOR VIRUSES']",1963/01/12 00:00,1963/01/12 00:01,['1963/01/12 00:00'],"['1963/01/12 00:00 [pubmed]', '1963/01/12 00:01 [medline]', '1963/01/12 00:00 [entrez]']",ppublish,Lancet. 1963 Jan 12;1(7272):109-10. doi: 10.1016/s0140-6736(63)91113-9.,"['S0140-6736(63)91111-5 [pii]', '10.1016/s0140-6736(63)91113-9 [doi]']",,,7272,,
