PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,TT,AID,AB,PMC,OID
4471859,NLM,MEDLINE,19741218,20110728,0001-5806 (Print) 0001-5806 (Linking),37,2,1974 Apr,[Mode of action of carbazilquinone in leukemic cells (author's transl)].,65-72,"['Nakamura, T', 'Tatsumi, K', 'Fukai, M', 'Sasada, M', 'Higuchi, T']","['Nakamura T', 'Tatsumi K', 'Fukai M', 'Sasada M', 'Higuchi T']",['jpn'],"['English Abstract', 'Journal Article']",Japan,Nihon Ketsueki Gakkai Zasshi,Nihon Ketsueki Gakkai zasshi : journal of Japan Haematological Society,2984803R,"['0 (Azirines)', '0 (Carbamates)', '0 (Carbon Radioisotopes)', '0 (DNA, Neoplasm)', '0 (Quinones)', '0 (RNA, Neoplasm)']",IM,"['Animals', 'Azirines/*pharmacology', 'Carbamates/pharmacology', 'Carbon Radioisotopes', 'Cells, Cultured', 'DNA, Neoplasm/biosynthesis', 'Depression, Chemical', 'Humans', 'Leukemia/*metabolism', 'Leukemia L1210/metabolism', 'Quinones/*pharmacology', 'RNA, Neoplasm/biosynthesis']",1974/04/01 00:00,1974/04/01 00:01,['1974/04/01 00:00'],"['1974/04/01 00:00 [pubmed]', '1974/04/01 00:01 [medline]', '1974/04/01 00:00 [entrez]']",ppublish,Nihon Ketsueki Gakkai Zasshi. 1974 Apr;37(2):65-72.,,,,,
4471652,NLM,MEDLINE,19750909,20081008,0365-9615 (Print) 0365-9615 (Linking),78,9,1974 Sep,[Comparative antileukemic effect of RNA and histones from intact and regenerating homologous tissue].,87-90,"['Svirnovskii, A I', 'LevinVI', 'Nikolaichik, V V']","['Svirnovskii AI', 'LevinVI', 'Nikolaichik VV']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Biull Eksp Biol Med,Biulleten' eksperimental'noi biologii i meditsiny,0370627,"['0 (Histones)', '63231-63-0 (RNA)']",IM,"['Animals', 'Histones/isolation & purification/*therapeutic use', 'Leukemia, Experimental/*drug therapy', 'Mice', 'Mice, Inbred AKR', 'Neoplasm Transplantation', 'RNA/isolation & purification/*therapeutic use', 'Rabbits', 'Regeneration', 'Spleen/*analysis/physiology']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,Biull Eksp Biol Med. 1974 Sep;78(9):87-90.,Sravnitel'noe protivoleikoznoe deistvie RNK i gistonov iz intaktnoi i regeneriruiushchei gomologichnoi tkani,,,,
4471336,NLM,MEDLINE,19770520,20061115,0080-0228 (Print) 0080-0228 (Linking),14,1-2,1974 Dec,[Activity principles from superior plants with antitumoral properties].,51-71,"['Marini-Bettolo, G B']",['Marini-Bettolo GB'],['ita'],"['Comparative Study', 'Journal Article']",Brazil,Rev Inst Antibiot (Recife),"Revista do Instituto de Antibioticos, Universidade Federal de Pernambuco",7507483,"['0 (Antibiotics, Antineoplastic)', '0 (Plant Extracts)']",IM,"['Animals', '*Antibiotics, Antineoplastic/pharmacology/therapeutic use', 'Carcinoma 256, Walker/drug therapy', 'Carcinoma, Squamous Cell/drug therapy', 'Drug Evaluation', 'Leukemia L1210/drug therapy', 'Mice', '*Neoplasms, Experimental/drug therapy', '*Plant Extracts/pharmacology/therapeutic use', '*Plants, Medicinal']",1974/12/01 00:00,1974/12/01 00:01,['1974/12/01 00:00'],"['1974/12/01 00:00 [pubmed]', '1974/12/01 00:01 [medline]', '1974/12/01 00:00 [entrez]']",ppublish,Rev Inst Antibiot (Recife). 1974 Dec;14(1-2):51-71.,Principi attivi dalle plante superiori a proprieta antitumorale,,,,
4471283,NLM,MEDLINE,19770425,20131121,0390-0037 (Print) 0390-0037 (Linking),1 Suppl 1,,1974 Sep,Clinical evaluation of corticoid therapy in haematology.,443-8,"['Mandelli, F', 'Anselmo, P', 'Cesaria, R', 'Criscuolo, D', 'Granati, L']","['Mandelli F', 'Anselmo P', 'Cesaria R', 'Criscuolo D', 'Granati L']",['eng'],['Journal Article'],Italy,Chronobiologia,Chronobiologia,0434557,"['0 (Drug Combinations)', '9PHQ9Y1OLM (Prednisolone)', 'V27W9254FZ (Cortisone)']",IM,"['Blood Cell Count', 'Blood Platelets', 'Cortisone/*analogs & derivatives/therapeutic use', 'Drug Combinations', 'Drug Evaluation', 'Humans', 'Leukemia/*drug therapy/physiopathology', 'Lymphocytes/physiology', 'Neoplasms/*drug therapy/physiopathology', 'Prednisolone/analogs & derivatives/*therapeutic use', 'Time Factors']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,Chronobiologia. 1974 Sep;1 Suppl 1:443-8.,,,,,
4471217,NLM,MEDLINE,19770224,20180524,0093-7754 (Print) 0093-7754 (Linking),1,1,1974 Mar,The diagnosis of cancer in children.,5-8,"['Koop, C E', 'Kaufmann, H J']","['Koop CE', 'Kaufmann HJ']",['eng'],['Journal Article'],United States,Semin Oncol,Seminars in oncology,0420432,,IM,"['Abdominal Neoplasms/diagnosis', 'Age Factors', 'Central Nervous System Diseases/diagnosis', 'Child', 'Humans', 'Leukemia/diagnosis', 'Lymphoma/diagnosis', 'Neoplasms/*diagnosis', 'Radiography', 'Vena Cava, Inferior/diagnostic imaging']",1974/03/01 00:00,1974/03/01 00:01,['1974/03/01 00:00'],"['1974/03/01 00:00 [pubmed]', '1974/03/01 00:01 [medline]', '1974/03/01 00:00 [entrez]']",ppublish,Semin Oncol. 1974 Mar;1(1):5-8.,,['0093-7754(74)90030-X [pii]'],,,
4470803,NLM,MEDLINE,19760823,20131121,0032-5473 (Print) 0032-5473 (Linking),50 Suppl 5,,1974 Oct,Chloramphenicol-thiamphenicol: action on Friend-virus-transformed erythroblasts stimulated to differentiate in vitro.,104-7,"['Knolle, P']",['Knolle P'],['eng'],"['Comparative Study', 'Journal Article']",England,Postgrad Med J,Postgraduate medical journal,0234135,"['0 (Anti-Bacterial Agents)', '0 (Hemoglobins)', '66974FR9Q1 (Chloramphenicol)', 'FLQ7571NPM (Thiamphenicol)']",IM,"['Animals', 'Anti-Bacterial Agents/*pharmacology', 'Cell Differentiation/*drug effects', 'Cell Line', 'Chloramphenicol/*pharmacology', 'Depression, Chemical', 'Erythroblasts/*drug effects/microbiology', 'Erythrocytes/*drug effects', 'Friend murine leukemia virus/*pathogenicity', 'Hemoglobins/biosynthesis', 'Mice', 'Thiamphenicol/*pharmacology']",1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,Postgrad Med J. 1974 Oct;50 Suppl 5:104-7.,,,,,
4470106,NLM,MEDLINE,19760706,20081121,0021-292X (Print) 0021-292X (Linking),11,3,1974 Sep-Dec,"A case of predominantly cutaneous immunocollagenopathy, reticulosis, and leukemia.",221-37,"['Scarpa, C', 'Patrone, P']","['Scarpa C', 'Patrone P']",['eng'],"['Case Reports', 'Journal Article']",Italy,Ital Gen Rev Dermatol,Italian general review of dermatology,0163320,,IM,"['Aged', 'Collagen Diseases/*complications/pathology', 'Dermatomyositis/etiology', 'Humans', 'Leukemia/*complications/pathology', 'Lymphatic Diseases/*complications/pathology', 'Male']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,Ital Gen Rev Dermatol. 1974 Sep-Dec;11(3):221-37.,,,,,
4469854,NLM,MEDLINE,19760520,20041117,0041-4301 (Print) 0041-4301 (Linking),26,2,1974 Apr,Ataxia-telangiectasia and malignancies.,82-9,"['Berkel, A I', 'Ersoy, F']","['Berkel AI', 'Ersoy F']",['eng'],"['Case Reports', 'Journal Article']",Turkey,Turk J Pediatr,The Turkish journal of pediatrics,0417505,,IM,"['Acute Disease', 'Ataxia Telangiectasia/*complications', 'Brain Neoplasms/*etiology', 'Child', 'Female', 'Glioma/*etiology', 'Humans', 'Leukemia/*etiology', 'Lymphocytes/immunology']",1974/04/01 00:00,1974/04/01 00:01,['1974/04/01 00:00'],"['1974/04/01 00:00 [pubmed]', '1974/04/01 00:01 [medline]', '1974/04/01 00:00 [entrez]']",ppublish,Turk J Pediatr. 1974 Apr;26(2):82-9.,,,,,
4469850,NLM,MEDLINE,19760525,20101118,0564-3783 (Print) 0564-3783 (Linking),8,6,1974 Nov-Dec,[Robertsonian-type autosome translocations (centric fusion) in cattle (Bos taurus L)].,548-57,"[""Gol'dman, I L"", 'Bakai, A V', 'Zhivalev, I K']","[""Gol'dman IL"", 'Bakai AV', 'Zhivalev IK']",['rus'],"['Comparative Study', 'English Abstract', 'Journal Article']",Ukraine,Tsitol Genet,TSitologiia i genetika,0101671,,IM,"['Animals', 'Artiodactyla', 'Biological Evolution', 'Buffaloes', '*Cattle', 'Cattle Diseases/*genetics', '*Chromosome Aberrations', 'Chromosomes', 'Crossing Over, Genetic', 'Female', 'Leukemia/genetics/*veterinary', '*Translocation, Genetic']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",ppublish,Tsitol Genet. 1974 Nov-Dec;8(6):548-57.,Translokatsii (tsentricheskie sliianiia) autosom robertsonovskogo tipa u krupnogo rogatogo skota (Bos taurus L),,,,
4469520,NLM,MEDLINE,19760430,20061115,0016-6758 (Print) 0016-6758 (Linking),10,2,1974 Feb,[Increased tendency to chromosome nondisjunction arising as a result of Robertsonian translocations].,89-94,"['Stavrovskaia, A A', 'Kopnin, B P', 'Prigozhina, E L']","['Stavrovskaia AA', 'Kopnin BP', 'Prigozhina EL']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Genetika,Genetika,0047354,,IM,"['Aneuploidy', 'Animals', '*Chromosome Aberrations', 'Female', 'Leukemia/genetics', 'Male', 'Mice', '*Mitosis', 'Thymus Neoplasms/genetics', '*Translocation, Genetic']",1974/02/01 00:00,1974/02/01 00:01,['1974/02/01 00:00'],"['1974/02/01 00:00 [pubmed]', '1974/02/01 00:01 [medline]', '1974/02/01 00:00 [entrez]']",ppublish,Genetika. 1974 Feb;10(2):89-94.,Povyshennaia sklonnost' k neraskhozhdeniiu khromosom voznikshikh v rezul'tate Robertsonovoi translokatsii,,,,
4469493,NLM,MEDLINE,19760419,20190908,0014-2964 (Print) 0014-2964 (Linking),10,11,1974 Nov,Daunorubicin-DNA: further clinical trials in acute non-lymphoblastic leukemia.,695-700,"['Cornu, G', 'Michaux, J L', 'Sokal, G', 'Trouet, A']","['Cornu G', 'Michaux JL', 'Sokal G', 'Trouet A']",['eng'],['Journal Article'],England,Eur J Cancer,European journal of cancer,0074126,"['0 (Drug Combinations)', '04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '9007-49-2 (DNA)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Child, Preschool', 'Cytarabine/administration & dosage/therapeutic use', 'DNA/*therapeutic use', 'Daunorubicin/administration & dosage/*therapeutic use', 'Drug Combinations', 'Drug Therapy, Combination', 'Female', 'Humans', 'Leukemia/*drug therapy', 'Male', 'Middle Aged', 'Remission, Spontaneous', 'Vincristine/administration & dosage/therapeutic use']",1974/11/01 00:00,1974/11/01 00:01,['1974/11/01 00:00'],"['1974/11/01 00:00 [pubmed]', '1974/11/01 00:01 [medline]', '1974/11/01 00:00 [entrez]']",ppublish,Eur J Cancer. 1974 Nov;10(11):695-700. doi: 10.1016/0014-2964(74)90106-6.,,['10.1016/0014-2964(74)90106-6 [doi]'],,,
4469038,NLM,MEDLINE,19760209,20190501,0032-5473 (Print) 0032-5473 (Linking),50,585,1974 Jul,Eosinophilic leukaemia terminating with an encephalopathy.,473-78,"['Yuill, G M', 'Lascelles, R G', 'Scholtz, C']","['Yuill GM', 'Lascelles RG', 'Scholtz C']",['eng'],"['Case Reports', 'Journal Article']",England,Postgrad Med J,Postgraduate medical journal,0234135,,IM,"['*Eosinophils', 'Humans', 'Intracranial Embolism and Thrombosis/*etiology/pathology', 'Leukemia/*complications', 'Male', 'Middle Aged']",1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",ppublish,Postgrad Med J. 1974 Jul;50(585):473-78. doi: 10.1136/pgmj.50.585.473.,,['10.1136/pgmj.50.585.473 [doi]'],,PMC2495790,
4468850,NLM,MEDLINE,19760209,20181113,0009-9104 (Print) 0009-9104 (Linking),16,3,1974 Mar,Modulation of the immune response to transplantation antigens. II. The effects of heterologous antisera on the growth of tumour allografts in mice.,461-7,"['Zola, H']",['Zola H'],['eng'],['Journal Article'],England,Clin Exp Immunol,Clinical and experimental immunology,0057202,"['0 (Antibodies, Neoplasm)', '0 (Antigens, Neoplasm)', '0 (Antilymphocyte Serum)', '0 (Histocompatibility Antigens)', '0 (Immune Sera)']",IM,"['Animals', '*Antibodies, Neoplasm', '*Antibody Formation', 'Antigens, Neoplasm', '*Antilymphocyte Serum/administration & dosage', 'Cell Line', 'Cytotoxicity Tests, Immunologic', 'Histocompatibility', '*Histocompatibility Antigens', 'Immune Sera', 'Injections, Intraperitoneal', 'Injections, Intravenous', 'Injections, Subcutaneous', 'Leukemia, Experimental/*immunology', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Neoplasm Transplantation', 'Rabbits/immunology', 'Transplantation, Homologous']",1974/03/01 00:00,1974/03/01 00:01,['1974/03/01 00:00'],"['1974/03/01 00:00 [pubmed]', '1974/03/01 00:01 [medline]', '1974/03/01 00:00 [entrez]']",ppublish,Clin Exp Immunol. 1974 Mar;16(3):461-7.,,,,PMC1553953,
4468519,NLM,MEDLINE,19760116,20041117,0042-8825 (Print) 0042-8825 (Linking),19,3,1974 Mar,[State of the kidneys in acute leukemia in children (clinico-roentgenological studies)].,27-31,"['Aleksandrov, Iu O', 'Mirimova, T D']","['Aleksandrov IuO', 'Mirimova TD']",['rus'],"['Case Reports', 'Journal Article']",Russia (Federation),Vopr Okhr Materin Det,Voprosy okhrany materinstva i detstva,0416600,,IM,"['Acute Disease', 'Child', 'Humans', 'Kidney/*physiopathology', 'Leukemia/*physiopathology', 'Male']",1974/03/01 00:00,1974/03/01 00:01,['1974/03/01 00:00'],"['1974/03/01 00:00 [pubmed]', '1974/03/01 00:01 [medline]', '1974/03/01 00:00 [entrez]']",ppublish,Vopr Okhr Materin Det. 1974 Mar;19(3):27-31.,O sostoianii pochek pri ostrom leikoze u detei (kliniko-rentgenologicheskie issledovaniia),,,,
4468501,NLM,MEDLINE,19760116,20181203,0042-8825 (Print) 0042-8825 (Linking),19,2,1974 Feb,[Functional state of the adrenal cortex in children with leukemia].,29-33,"['Orlova, V Ia', 'Shokina, N I', 'Gradova, M G']","['Orlova VIa', 'Shokina NI', 'Gradova MG']",['rus'],['Journal Article'],Russia (Federation),Vopr Okhr Materin Det,Voprosy okhrany materinstva i detstva,0416600,['0 (17-Hydroxycorticosteroids)'],IM,"['17-Hydroxycorticosteroids/metabolism', 'Acute Disease', 'Adrenal Cortex/*physiopathology', 'Adrenal Glands/*physiopathology', 'Child', 'Child, Preschool', 'Humans', 'Leukemia/*physiopathology']",1974/02/01 00:00,1974/02/01 00:01,['1974/02/01 00:00'],"['1974/02/01 00:00 [pubmed]', '1974/02/01 00:01 [medline]', '1974/02/01 00:00 [entrez]']",ppublish,Vopr Okhr Materin Det. 1974 Feb;19(2):29-33.,"K voprosu o funktsional'nom sostoianii kory nadpochechnikov u detei, bol'nykh leikozom",,,,
4468397,NLM,MEDLINE,19760116,20041117,0552-2080 (Print) 0552-2080 (Linking),19,1,1974 Jan,[Significance of leukopenia in the development of leukemia].,57-60,"['Osechenskaia, G V', 'Nemenova, N M', 'Rybachenkova, M A', 'Bychkova, E N', 'Protasova, T G']","['Osechenskaia GV', 'Nemenova NM', 'Rybachenkova MA', 'Bychkova EN', 'Protasova TG']",['rus'],"['Case Reports', 'Journal Article']",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Bone Marrow/pathology', 'Bone Marrow Cells', 'Female', 'Humans', 'Leukemia/blood/*etiology', 'Leukopenia/*complications', 'Male', 'Middle Aged']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1974 Jan;19(1):57-60.,K voprosu o znachenii leikopenii v razvitii leikoza,,,,
4468395,NLM,MEDLINE,19760116,20071115,0552-2080 (Print) 0552-2080 (Linking),19,1,1974 Jan,[Classification of lymphocytic leukemia].,32-7,"['Vinogradova, Iu E', 'Samoilova, R S', 'Kriuchkov, M I', 'Grinshpun, L D']","['Vinogradova IuE', 'Samoilova RS', 'Kriuchkov MI', 'Grinshpun LD']",['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,['0 (Immunoglobulins)'],IM,"['Adult', 'Aged', 'Female', 'Humans', 'Immunoglobulins/isolation & purification', 'Leukemia, Lymphoid/blood/*classification/immunology', 'Lymphocyte Activation', 'Lymphocytes/pathology', 'Male', 'Middle Aged']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1974 Jan;19(1):32-7.,K voprosu o klassifikatsii khronicheskogo limfoleikoza,,,,
4468393,NLM,MEDLINE,19760116,20061115,0552-2080 (Print) 0552-2080 (Linking),19,1,1974 Jan,[Classification of leukemia].,18-23,"['Logoida, D M']",['Logoida DM'],['rus'],"['English Abstract', 'Journal Article']",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,,IM,"['Acute Disease', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*classification/diagnosis/pathology']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1974 Jan;19(1):18-23.,K voprosu o klassifikatsii leikozov,,,,
4468254,NLM,MEDLINE,19760110,20091111,0019-509X (Print) 0019-509X (Linking),11,4,1974 Dec,Tumorigenicity and anti-cancer properties of n-hydroxy urethan.,462-6,"['Bhide, S V', 'Khandalekar, D D', 'Chitnis, M P', 'Arjungi, K N', 'Sirsat, M V']","['Bhide SV', 'Khandalekar DD', 'Chitnis MP', 'Arjungi KN', 'Sirsat MV']",['eng'],"['Comparative Study', 'Journal Article']",India,Indian J Cancer,Indian journal of cancer,0112040,['0 (Hydroxamic Acids)'],IM,"['Adenoma/*chemically induced', 'Animals', 'Female', 'Hydroxamic Acids/therapeutic use/*toxicity', 'Leukemia L1210/*drug therapy', 'Leukemia, Experimental/drug therapy', 'Leukemia, Lymphoid/*drug therapy', 'Lung Neoplasms/*chemically induced', 'Male', 'Mice', 'Neoplasm Transplantation', 'Transplantation, Homologous']",1974/12/01 00:00,1974/12/01 00:01,['1974/12/01 00:00'],"['1974/12/01 00:00 [pubmed]', '1974/12/01 00:01 [medline]', '1974/12/01 00:00 [entrez]']",ppublish,Indian J Cancer. 1974 Dec;11(4):462-6.,,,,,
4467910,NLM,MEDLINE,19760123,20190820,0300-9084 (Print) 0300-9084 (Linking),56,10,1974,Post-translational modifications of human glucose-6-phosphate dehydrogenase.,1395-407,"['Kahn, A', 'Boivin, P', 'Vibert, M', 'Cottreau, D', 'Dreyfus, J C']","['Kahn A', 'Boivin P', 'Vibert M', 'Cottreau D', 'Dreyfus JC']",['eng'],['Journal Article'],France,Biochimie,Biochimie,1264604,['EC 1.1.1.49 (Glucosephosphate Dehydrogenase)'],IM,"['Aging', 'Anemia/enzymology', 'Blood Cells/*enzymology', 'Blood Platelets/enzymology', 'Erythrocytes/enzymology', 'Glucosephosphate Dehydrogenase/*blood/immunology', 'Hemoglobinopathies/enzymology', 'Humans', 'Isoelectric Focusing', 'Leukemia/enzymology', 'Leukocytes/enzymology', 'Lymphocytes/enzymology', 'Protein Conformation']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Biochimie. 1974;56(10):1395-407. doi: 10.1016/s0300-9084(75)80026-5.,,"['S0300-9084(75)80026-5 [pii]', '10.1016/s0300-9084(75)80026-5 [doi]']",,,
4467895,NLM,MEDLINE,19751122,20061115,0026-3664 (Print) 0026-3664 (Linking),36,5,1974 Sep-Oct,[Effect of fungal toxin from Fusarium sporotrichiella on hematopoiesis in healthy and leukemic animals].,641-3,"['Sidorik, O A', 'Misiurenko, I P', 'Shevchenko, I N', ""Kindzel'skii, L P""]","['Sidorik OA', 'Misiurenko IP', 'Shevchenko IN', ""Kindzel'skii LP""]",['ukr'],"['English Abstract', 'Journal Article']",Ukraine,Mikrobiol Zh,Mikrobiolohichnyi zhurnal,7910045,['0 (Mycotoxins)'],IM,"['Animals', 'Dose-Response Relationship, Drug', '*Fusarium', 'Hematopoiesis/*drug effects', 'Leukemia, Experimental/*drug therapy', 'Mycotoxins/*pharmacology', 'Rats']",1974/09/01 00:00,1974/09/01 00:01,['1974/09/01 00:00'],"['1974/09/01 00:00 [pubmed]', '1974/09/01 00:01 [medline]', '1974/09/01 00:00 [entrez]']",ppublish,Mikrobiol Zh. 1974 Sep-Oct;36(5):641-3.,Vplyv toksynu hryba Fusarium sporotrichiella na krovotvorennia zdorovykh i leikoznykh tvaryn,,,,
4467760,NLM,MEDLINE,19751228,20071115,0001-3765 (Print) 0001-3765 (Linking),46,2,1974 Jun,[Human genetic studies in areas of high natural radiation. IV. Research in radioactive areas].,333-47,"['Freire-Maia, A']",['Freire-Maia A'],['por'],"['English Abstract', 'Journal Article']",Brazil,An Acad Bras Cienc,Anais da Academia Brasileira de Ciencias,7503280,,IM,"['*Air Pollution, Radioactive', 'Animals', 'Congenital Abnormalities/epidemiology', 'Environmental Pollution', 'Female', 'Genetics, Medical', 'Humans', 'Leukemia/epidemiology', 'Male', 'Neoplasms, Radiation-Induced/epidemiology/genetics', '*Radiation Genetics', 'Radiation Injuries/genetics']",1974/06/01 00:00,1974/06/01 00:01,['1974/06/01 00:00'],"['1974/06/01 00:00 [pubmed]', '1974/06/01 00:01 [medline]', '1974/06/01 00:00 [entrez]']",ppublish,An Acad Bras Cienc. 1974 Jun;46(2):333-47.,Estudos de genetica humana em areas de alta radiocao natural. IV.--Pesquisas em areas radioativas,,,,
4467128,NLM,MEDLINE,19751211,20041117,0301-1518 (Print) 0301-1518 (Linking),3,41-43,1974 Nov 30-Dec 14,[Letter: Cellular immunity and hairy cell leukemia].,2578,"['Lang, J', 'Oberling, F', 'Mors, R', 'Mayer, S']","['Lang J', 'Oberling F', 'Mors R', 'Mayer S']",['fre'],['Journal Article'],France,Nouv Presse Med,La Nouvelle presse medicale,0312552,,IM,"['Humans', '*Immunity, Cellular', 'Leukemia/*immunology', 'Lymphocyte Activation', 'Skin Tests']",1974/11/14 00:00,1974/11/14 00:01,['1974/11/14 00:00'],"['1974/11/14 00:00 [pubmed]', '1974/11/14 00:01 [medline]', '1974/11/14 00:00 [entrez]']",ppublish,Nouv Presse Med. 1974 Nov 30-Dec 14;3(41-43):2578.,Immunite cellulaire et leucemies a tricholeucocytes,,,,
