PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,TT,PMC,AB,LID,OID
5150981,NLM,MEDLINE,19720825,20131121,0017-0321 (Print) 0017-0321 (Linking),23,11,1971 Nov,[2 cases of bacteremia due to Pseudomonas aeruginosa in hematologic patients treated with carbenicillin].,1071-4,"['De Rosa, F', 'Isacchi, G']","['De Rosa F', 'Isacchi G']",['ita'],['Journal Article'],Italy,G Mal Infett Parassit,Giornale di malattie infettive e parassitarie,0421044,"['0 (Penicillins)', 'G42ZU72N5G (Carbenicillin)']",IM,"['Adolescent', 'Adult', 'Carbenicillin/therapeutic use', 'Hodgkin Disease/*complications', 'Humans', 'Leukemia/*complications', 'Male', 'Penicillins/*therapeutic use', 'Pseudomonas Infections/*drug therapy', 'Sepsis/*drug therapy']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",ppublish,G Mal Infett Parassit. 1971 Nov;23(11):1071-4.,,Su due casi di batteriemia da Pseudomonas aeruginosa in emopatici trattati con carbenicillina.,,,,
5150410,NLM,MEDLINE,19720818,20061026,0031-4048 (Print) 0031-4048 (Linking),4,,1971 Jul-Aug,[Leukemia in children during the 1st year of life].,28-9,"[""Kei'alo, O P"", 'Erina, A M']","[""Kei'alo OP"", 'Erina AM']",['ukr'],['Journal Article'],Ukraine,Pediatr Akus Ginekol,Pediatriia akusherstvo i ginekologiia,2985041R,,IM,"['Humans', 'Infant', 'Infant, Newborn', '*Leukemia']",1971/07/01 00:00,1971/07/01 00:01,['1971/07/01 00:00'],"['1971/07/01 00:00 [pubmed]', '1971/07/01 00:01 [medline]', '1971/07/01 00:00 [entrez]']",ppublish,Pediatr Akus Ginekol. 1971 Jul-Aug;4:28-9.,,Leikozy u ditei pershykh misiatsiv zhyttia.,,,,
5150306,NLM,MEDLINE,19720817,20190919,0001-5660 (Print) 0001-5660 (Linking),20,4,1971 Oct,Again on leukemia in twins.,392-5,"['Keith, L']",['Keith L'],['eng'],['Journal Article'],Italy,Acta Genet Med Gemellol (Roma),Acta geneticae medicae et gemellologiae,0370314,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Chromosomes', '*Diseases in Twins/mortality', 'Female', 'Humans', 'Infant', 'Leukemia/*genetics/mortality', 'Leukemia, Radiation-Induced/genetics', 'Male']",1971/10/01 00:00,1971/10/01 00:01,['1971/10/01 00:00'],"['1971/10/01 00:00 [pubmed]', '1971/10/01 00:01 [medline]', '1971/10/01 00:00 [entrez]']",ppublish,Acta Genet Med Gemellol (Roma). 1971 Oct;20(4):392-5. doi: 10.1017/s1120962300011367.,['10.1017/s1120962300011367 [doi]'],,,,,
5150168,NLM,MEDLINE,19720816,20190623,0006-2952 (Print) 0006-2952 (Linking),20,3,1971 Mar,Dihydrofolate reductase activity of leukemia L1210 during development of methotrexate resistance.,716-8,"['Schrecker, A W', 'Mead, J A', 'Greenberg, N H', 'Goldin, A']","['Schrecker AW', 'Mead JA', 'Greenberg NH', 'Goldin A']",['eng'],['Journal Article'],England,Biochem Pharmacol,Biochemical pharmacology,0101032,"['EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Animals', 'Cell Line', 'Drug Resistance', 'Leukemia L1210/*enzymology', 'Male', '*Methotrexate', 'Mice', 'Spleen/enzymology', 'Tetrahydrofolate Dehydrogenase/*pharmacology']",1971/03/01 00:00,1971/03/01 00:01,['1971/03/01 00:00'],"['1971/03/01 00:00 [pubmed]', '1971/03/01 00:01 [medline]', '1971/03/01 00:00 [entrez]']",ppublish,Biochem Pharmacol. 1971 Mar;20(3):716-8. doi: 10.1016/0006-2952(71)90159-6.,"['0006-2952(71)90159-6 [pii]', '10.1016/0006-2952(71)90159-6 [doi]']",,,,,
5150128,NLM,MEDLINE,19720816,20031114,0003-9055 (Print) 0003-9055 (Linking),25,6,1971,"[The white blood picture of cattle, with special reference to the hematological diagnosis of leukosis].",916-24,"['Schluter, H', 'Mieth, K']","['Schluter H', 'Mieth K']",['ger'],['Journal Article'],Germany,Arch Exp Veterinarmed,Archiv fur experimentelle Veterinarmedizin,0372410,,IM,"['Age Factors', 'Animals', 'Blood Cell Count', 'Cattle', 'Cattle Diseases/*blood', 'Leukemia/blood/*veterinary', 'Lymphocytes/*analysis']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Arch Exp Veterinarmed. 1971;25(6):916-24.,,Das weisse Blutbild des Rindes unter besonderer Berucksichtigung der hamatologischen Leukosediagnostik.,,,,
5149994,NLM,MEDLINE,19720810,20081121,0003-3871 (Print) 0003-3871 (Linking),16,3,1971 Jul-Sep,[Histio-lymphocytosis or histio-lymphocytic leukemia with encephalic localizations. Anatomo-pathological and neuro-pathological study of a case].,309-20,"['Gouygou, C', 'Le Bezu, M', 'Poirier, J', 'Pinaudeau, Y', 'Basch, A', 'Dreyfus, B']","['Gouygou C', 'Le Bezu M', 'Poirier J', 'Pinaudeau Y', 'Basch A', 'Dreyfus B']",['fre'],['Journal Article'],France,Ann Anat Pathol (Paris),Annales d'anatomie pathologique,0370553,,IM,"['Adult', 'Autopsy', 'Bone Marrow/pathology', 'Brain/pathology', 'Esophagus/pathology', 'Humans', 'Kidney/pathology', 'Leukemia/*pathology', 'Liver/pathology', 'Lung/pathology', 'Lymph Nodes/pathology', 'Lymphatic Diseases/*pathology', 'Male', 'Myocardium/pathology', 'Pancreas/pathology', 'Spleen/pathology', 'Testis/pathology', 'Thyroid Gland/pathology']",1971/07/01 00:00,1971/07/01 00:01,['1971/07/01 00:00'],"['1971/07/01 00:00 [pubmed]', '1971/07/01 00:01 [medline]', '1971/07/01 00:00 [entrez]']",ppublish,Ann Anat Pathol (Paris). 1971 Jul-Sep;16(3):309-20.,,Histio-lymphocytose ou leucemie histio-lymphocytaire avec localisations encephaliques. Etude anatomopathologique et neuropathologique d'un cas.,,,,
5149931,NLM,MEDLINE,19720809,20071115,0033-8184 (Print) 0033-8184 (Linking),12,6,1971,[Radiocirculatory methods in studies of hemolytic function of the spleen in leukemias].,723-35,"['Lapcenkov, V I', 'Kanaev, S V', 'Iskendirov, A I', 'Osipov, I S', 'Tusinskaja, M M']","['Lapcenkov VI', 'Kanaev SV', 'Iskendirov AI', 'Osipov IS', 'Tusinskaja MM']",['ger'],['Journal Article'],Germany,Radiobiol Radiother (Berl),"Radiobiologia, radiotherapia",0401247,['0 (Chromium Isotopes)'],IM,"['Chromium Isotopes', 'Erythrocyte Aging', 'Humans', 'Hypersplenism/*diagnosis', 'Leukemia, Lymphoid/*diagnosis', 'Radionuclide Imaging']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Radiobiol Radiother (Berl). 1971;12(6):723-35.,,Die radiozirkulatorische Methode in der Untersuchung der hamolytischen Funktion der Milz bei Leukosen.,,,,
5149857,NLM,MEDLINE,19720808,20190511,0449-3060 (Print) 0449-3060 (Linking),12,3,1971 Sep-Dec,Extraction and purification of radioprotective substance from calf thymus.,105-16,"['Funakoshi, S', 'Sudo, T', 'Manita, H', 'Dobashi, K', 'Asano, H']","['Funakoshi S', 'Sudo T', 'Manita H', 'Dobashi K', 'Asano H']",['eng'],['Journal Article'],England,J Radiat Res,Journal of radiation research,0376611,"['0 (Cobalt Isotopes)', '0 (Radiation-Protective Agents)']",IM,"['Animals', 'Bone Marrow/radiation effects', 'Bone Marrow Cells', 'Cattle', 'Chromatography', 'Cobalt Isotopes', 'Electrophoresis', 'Leukemia, Radiation-Induced/prevention & control', 'Liver/analysis', 'Lymph Nodes/radiation effects', 'Male', 'Mice', 'Radiation Effects', 'Radiation-Protective Agents/*isolation & purification', 'Spleen/analysis', 'Thymus Gland/*analysis']",1971/09/01 00:00,1971/09/01 00:01,['1971/09/01 00:00'],"['1971/09/01 00:00 [pubmed]', '1971/09/01 00:01 [medline]', '1971/09/01 00:00 [entrez]']",ppublish,J Radiat Res. 1971 Sep-Dec;12(3):105-16. doi: 10.1269/jrr.12.105.,['10.1269/jrr.12.105 [doi]'],,,,,
5149625,NLM,MEDLINE,19720803,20051117,0019-5847 (Print) 0019-5847 (Linking),57,12,1971 Dec 16,ABO blood groups in different diseases.,449-52,"['Nayak, S K']",['Nayak SK'],['eng'],['Journal Article'],India,J Indian Med Assoc,Journal of the Indian Medical Association,7505608,['0 (ABO Blood-Group System)'],IM,"['*ABO Blood-Group System', 'Female', 'Humans', 'Leukemia/immunology', 'Male', 'Neoplasms/immunology', 'Peptic Ulcer/immunology', 'Prostatic Diseases/immunology', 'Stomach Neoplasms/immunology', 'Tuberculosis/immunology', 'Uterine Cervical Neoplasms/immunology']",1971/12/16 00:00,1971/12/16 00:01,['1971/12/16 00:00'],"['1971/12/16 00:00 [pubmed]', '1971/12/16 00:01 [medline]', '1971/12/16 00:00 [entrez]']",ppublish,J Indian Med Assoc. 1971 Dec 16;57(12):449-52.,,,,,,
5149234,NLM,MEDLINE,19720727,20071115,0040-3660 (Print) 0040-3660 (Linking),43,11,1971 Nov,[Contractile function of the left ventricular myocardium in patients with lympholeukemia according to polycardiography data].,83-8,"['Vysotskii, N N', 'Sergeev, S A']","['Vysotskii NN', 'Sergeev SA']",['rus'],['Journal Article'],Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,,IM,"['Adult', 'Aged', 'Female', 'Heart/*physiopathology', 'Heart Function Tests', 'Heart Ventricles/physiopathology', 'Humans', 'Leukemia, Lymphoid/*physiopathology', 'Male', 'Middle Aged', 'Muscle Contraction']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",ppublish,Ter Arkh. 1971 Nov;43(11):83-8.,,Sokratitel'naia funktsiia miokarda levogo zheludochka serdtsa u bol'nykh limfoleikozom po dannym polikardiografii.,,,,
5148967,NLM,MEDLINE,19720726,20161122,0017-6559 (Print) 0017-6559 (Linking),5,4,1971,[Thromboplastic activity of the eosinophils in eosinophilic leukemia].,439-46,"['Malkiewicz, B', 'Pajdak, W', 'Okulski, J', 'Lisiewicz, J']","['Malkiewicz B', 'Pajdak W', 'Okulski J', 'Lisiewicz J']",['fre'],['Journal Article'],Netherlands,Haematologia (Budap),Haematologia,0130266,"['0 (Bile Acids and Salts)', '0 (Dextrans)', '9035-58-9 (Thromboplastin)', 'EC 3.4.21.5 (Thrombin)']",IM,"['Bile Acids and Salts/pharmacology', 'Blood Coagulation Tests', 'Chromatography', 'Dextrans', 'Eosinophils/*analysis', 'Humans', 'Leukemia/*blood', 'Male', 'Spectrophotometry', 'Thrombin', 'Thromboplastin/*analysis']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Haematologia (Budap). 1971;5(4):439-46.,,Recherches sur l'activite thromboplastique des 'eosinophiles d'un malade atteint de leucemie eosinophilique.,,,,
5148838,NLM,MEDLINE,19720725,20091111,0042-1154 (Print) 0042-1154 (Linking),36,4,1971 Jul-Aug,[Bilateral hydronephrosis as a complication of chronic lympholeukemia].,63,"['Okruzhko, I F']",['Okruzhko IF'],['rus'],"['Case Reports', 'Journal Article']",Russia (Federation),Urol Nefrol (Mosk),Urologiia i nefrologiia,0032352,,IM,"['Aged', 'Chronic Disease', 'Humans', 'Hydronephrosis/*etiology', 'Leukemia, Lymphoid/*complications', 'Male']",1971/07/01 00:00,1971/07/01 00:01,['1971/07/01 00:00'],"['1971/07/01 00:00 [pubmed]', '1971/07/01 00:01 [medline]', '1971/07/01 00:00 [entrez]']",ppublish,Urol Nefrol (Mosk). 1971 Jul-Aug;36(4):63.,,Dvustoronnii gidronefroz kak oslozhnenie khronicheskogo limfoleikoza.,,,,
5148062,NLM,MEDLINE,19720712,20180216,0030-2414 (Print) 0030-2414 (Linking),25,2,1971,Heredity and oncogenesis in childhood.,183-7,"['Innis, M D']",['Innis MD'],['eng'],['Journal Article'],Switzerland,Oncology,Oncology,0135054,,IM,"['Adolescent', 'Child', 'Cross-Cultural Comparison', 'Humans', 'Leukemia/epidemiology', 'Neoplasms/epidemiology/etiology/*genetics', 'United Kingdom']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Oncology. 1971;25(2):183-7. doi: 10.1159/000224568.,['10.1159/000224568 [doi]'],,,,,
5148060,NLM,MEDLINE,19720712,20180216,0030-2414 (Print) 0030-2414 (Linking),25,2,1971,Survival in treated and untreated chronic lymphocytic leukemia 1942-1968.,137-42,"['Holmes, F F', 'Westphal, D M']","['Holmes FF', 'Westphal DM']",['eng'],['Journal Article'],Switzerland,Oncology,Oncology,0135054,,IM,"['Age Factors', 'Aged', 'Female', 'Humans', 'Kansas', 'Leukemia, Lymphoid/diagnosis/*mortality/therapy', 'Male', 'Middle Aged', 'Prognosis']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Oncology. 1971;25(2):137-42. doi: 10.1159/000224564.,['10.1159/000224564 [doi]'],,,,,
5148026,NLM,MEDLINE,19720712,20131121,0023-1924 (Print) 0023-1924 (Linking),44,2,1971 Jun,"Studies on water-soluble antitumor antibiotics produced by Streptomyces sp., No. OS-786.",95-105,"['Iwai, Y', 'Komiyama, K', 'Oiwa, R', 'Awaya, J', 'Umezawa, I']","['Iwai Y', 'Komiyama K', 'Oiwa R', 'Awaya J', 'Umezawa I']",['eng'],"['Comparative Study', 'Journal Article']",Japan,Kitasato Arch Exp Med,The Kitasato archives of experimental medicine,0376613,"['0 (Antibiotics, Antineoplastic)', '98600C0908 (Cycloheximide)']",IM,"['Animals', '*Antibiotics, Antineoplastic/isolation & purification/therapeutic use', 'Carcinoma, Ehrlich Tumor/drug therapy', 'Cycloheximide/therapeutic use', 'Leukemia L1210/drug therapy', 'Mice', 'Mice, Inbred Strains', 'Sarcoma 180/drug therapy', 'Streptomyces']",1971/06/01 00:00,1971/06/01 00:01,['1971/06/01 00:00'],"['1971/06/01 00:00 [pubmed]', '1971/06/01 00:01 [medline]', '1971/06/01 00:00 [entrez]']",ppublish,Kitasato Arch Exp Med. 1971 Jun;44(2):95-105.,,,,,,
5147935,NLM,MEDLINE,19720711,20041117,0042-8809 (Print) 0042-8809 (Linking),17,6,1971 Nov-Dec,[The concentration of nucleic acids in the cell nuclei of human liver and spleen in different forms of leukemia].,632-4,"[""Drel', K A"", 'Beksler, S A']","[""Drel' KA"", 'Beksler SA']",['rus'],['Journal Article'],Russia (Federation),Vopr Med Khim,Voprosy meditsinskoi khimii,0416601,"['0 (DNA, Neoplasm)', '0 (RNA, Neoplasm)']",IM,"['Cell Nucleus/*metabolism', 'DNA, Neoplasm/*metabolism', 'Humans', 'Leukemia/*metabolism', 'Liver/cytology/*metabolism', 'RNA, Neoplasm/*metabolism', 'Spleen/*metabolism']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",ppublish,Vopr Med Khim. 1971 Nov-Dec;17(6):632-4.,,Soderzhanie nuklteinovykh kislot v kletochnykh iadrakh pecheni i selezenki cheloveka pri razlichnykh formakh leikoza.,,,,
5147662,NLM,MEDLINE,19720708,20160523,0031-403X (Print) 0031-403X (Linking),50,8,1971 Aug,[Changes in the blood coagulation and anticoagulation systems in children with acute leukemia].,34-7,"['Khodzhaeva, A A']",['Khodzhaeva AA'],['rus'],['Journal Article'],Russia (Federation),Pediatriia,Pediatriia,0405563,,IM,"['Acute Disease', '*Blood Coagulation Disorders', 'Child', 'Child, Preschool', 'Humans', 'Infant', 'Leukemia/*blood', 'Time Factors']",1971/08/01 00:00,1971/08/01 00:01,['1971/08/01 00:00'],"['1971/08/01 00:00 [pubmed]', '1971/08/01 00:01 [medline]', '1971/08/01 00:00 [entrez]']",ppublish,Pediatriia. 1971 Aug;50(8):34-7.,,"Izmeneniia svertyvaiushchei i protivosvertyvaiushchei sistemy krovi u detei, bol'nykh ostrym leikozom.",,,,
5147660,NLM,MEDLINE,19720708,20160523,0031-403X (Print) 0031-403X (Linking),50,8,1971 Aug,[Iron metabolism in leukemia in children].,28-30,"['Volosianko, R P']",['Volosianko RP'],['rus'],['Journal Article'],Russia (Federation),Pediatriia,Pediatriia,0405563,['E1UOL152H7 (Iron)'],IM,"['Adolescent', 'Age Factors', 'Child', 'Child, Preschool', 'Humans', 'Iron/blood/*metabolism', 'Leukemia/blood/*metabolism']",1971/08/01 00:00,1971/08/01 00:01,['1971/08/01 00:00'],"['1971/08/01 00:00 [pubmed]', '1971/08/01 00:01 [medline]', '1971/08/01 00:00 [entrez]']",ppublish,Pediatriia. 1971 Aug;50(8):28-30.,,Obmen zheleza pri leikozakh u detei.,,,,
5147273,NLM,MEDLINE,19720703,20190629,0014-4754 (Print) 0014-4754 (Linking),27,8,1971 Aug,Viral leukemia: increased thymidine assimilation.,945,"['Hagemann, R F']",['Hagemann RF'],['eng'],['Journal Article'],Switzerland,Experientia,Experientia,0376547,"['10028-17-8 (Tritium)', '9007-49-2 (DNA)', 'VC2W18DGKR (Thymidine)']",IM,"['Animals', '*Cell Transformation, Neoplastic', 'DNA/biosynthesis', 'Female', '*Friend murine leukemia virus', 'Leukemia, Experimental/*metabolism', 'Mice', 'Mice, Inbred Strains', 'Spleen/*metabolism/microbiology', 'Thymidine/*metabolism', 'Tritium']",1971/08/01 00:00,1971/08/01 00:01,['1971/08/01 00:00'],"['1971/08/01 00:00 [pubmed]', '1971/08/01 00:01 [medline]', '1971/08/01 00:00 [entrez]']",ppublish,Experientia. 1971 Aug;27(8):945. doi: 10.1007/BF02135763.,['10.1007/BF02135763 [doi]'],,,,,
5146951,NLM,MEDLINE,19720629,20180216,0009-3157 (Print) 0009-3157 (Linking),16,5,1971,Modification of the response of autochthonous Moloney sarcoma virus-induced tumors to poly I:C by DEAE-dx 1 .,281-93,"['Kende, M', 'Glynn, J P']","['Kende M', 'Glynn JP']",['eng'],['Journal Article'],Switzerland,Chemotherapy,Chemotherapy,0144731,"['0 (Antigens, Neoplasm)', '0 (Antineoplastic Agents)', '0 (Dextrans)', '0 (Isoantigens)', '0 (Polynucleotides)', '9004-34-6 (Cellulose)', '9008-11-1 (Interferons)', 'O84C90HH2L (Poly I-C)']",IM,"['Animals', 'Antigens, Neoplasm', 'Antineoplastic Agents/antagonists & inhibitors', 'Cellulose/*pharmacology', 'Dextrans/*pharmacology', 'Drug Antagonism', 'Histocompatibility', 'Interferons/biosynthesis/blood', 'Isoantigens', 'Mice', 'Mice, Inbred Strains', '*Moloney murine leukemia virus', 'Neoplasm Transplantation', 'Poly I-C/administration & dosage/antagonists & inhibitors/pharmacology', 'Polynucleotides/antagonists & inhibitors/therapeutic use', 'Sarcoma, Experimental/*drug therapy/immunology', 'Time Factors', 'Transplantation Immunology']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Chemotherapy. 1971;16(5):281-93. doi: 10.1159/000220738.,['10.1159/000220738 [doi]'],,,,,
5146329,NLM,MEDLINE,19720626,20071115,0026-9263 (Print) 0026-9263 (Linking),26,21,1971 Nov 1,[Occurrence of bovine enzootic leucosis and human leukemic diseases].,805-11,"['Beier, D', 'Wittmann, W', 'Mieth, K']","['Beier D', 'Wittmann W', 'Mieth K']",['ger'],['Journal Article'],Germany,Monatsh Veterinarmed,Monatshefte fur Veterinarmedizin,2984796R,,IM,"['Animals', 'Cattle', 'Cattle Diseases/*epidemiology', 'Humans', 'Leukemia/*epidemiology/microbiology', 'Leukemia, Lymphoid/epidemiology/microbiology/*veterinary', 'Mycoplasma/isolation & purification', 'Retroviridae/isolation & purification']",1971/11/01 00:00,1971/11/01 00:01,['1971/11/01 00:00'],"['1971/11/01 00:00 [pubmed]', '1971/11/01 00:01 [medline]', '1971/11/01 00:00 [entrez]']",ppublish,Monatsh Veterinarmed. 1971 Nov 1;26(21):805-11.,,Uber die Verbreitung der enzootischen Leukose des Rindes und der leukamischen Erkrankungen des Menschen.,,,,
5146057,NLM,MEDLINE,19720622,20131121,0016-9919 (Print) 0016-9919 (Linking),15,12,1971 Dec,[Protein composition of the blood in leukemia caused by the effect of benzol and its changes under the effect of corticosteroid therapy].,50-1,"['Zorina, L A', ""Gel'fon, I A""]","['Zorina LA', ""Gel'fon IA""]",['rus'],['Journal Article'],Russia (Federation),Gig Tr Prof Zabol,Gigiena truda i professional'nye zabolevaniia,2985104R,"['0 (Blood Proteins)', '7S5I7G3JQL (Dexamethasone)', '9PHQ9Y1OLM (Prednisolone)', 'COZ1R7EOCC (Methandrostenolone)', 'J64922108F (Benzene)', 'V9EFU16ZIF (Methyltestosterone)', 'WI4X0X7BPJ (Hydrocortisone)']",IM,"['Adult', 'Benzene/*poisoning', '*Blood Proteins', 'Blood Transfusion', 'Dexamethasone/*therapeutic use', 'Electrophoresis, Paper', 'Female', 'Humans', 'Hydrocortisone/*therapeutic use', 'Leukemia/blood/*chemically induced/drug therapy', 'Male', 'Methandrostenolone/therapeutic use', 'Methyltestosterone/therapeutic use', 'Middle Aged', 'Prednisolone/*therapeutic use']",1971/12/01 00:00,1971/12/01 00:01,['1971/12/01 00:00'],"['1971/12/01 00:00 [pubmed]', '1971/12/01 00:01 [medline]', '1971/12/01 00:00 [entrez]']",ppublish,Gig Tr Prof Zabol. 1971 Dec;15(12):50-1.,,"K voprosu o belkovom sostave krovi pri leikozakh, vyzavannykh vozdeistviem benzola, i ego izmeneniiaakh pod vliianiem kortikosteroidnoi terapii.",,,,
5145658,NLM,MEDLINE,19720619,20131121,0012-0219 (Print) 0012-0219 (Linking),26,45,1971 Nov 4,[Secondary hyperuricemia in hemoblastosis].,2126-30,"['Richter, R', 'Hermanny, G', 'Hofer, E', 'Stobbe, H']","['Richter R', 'Hermanny G', 'Hofer E', 'Stobbe H']",['ger'],['Journal Article'],Germany,Dtsch Gesundheitsw,Das Deutsche Gesundheitswesen,0433572,['268B43MJ25 (Uric Acid)'],IM,"['Blood Cell Count', 'Humans', 'Leukemia/blood', 'Myeloproliferative Disorders/*blood', 'Nephrosis/etiology', 'Polycythemia Vera/blood', 'Primary Myelofibrosis/blood', 'Uric Acid/*blood']",1971/11/04 00:00,1971/11/04 00:01,['1971/11/04 00:00'],"['1971/11/04 00:00 [pubmed]', '1971/11/04 00:01 [medline]', '1971/11/04 00:00 [entrez]']",ppublish,Dtsch Gesundheitsw. 1971 Nov 4;26(45):2126-30.,,Zur sekundaren Hyperurikamie bei Hamoblastosen.,,,,
5145318,NLM,MEDLINE,19720615,20181113,0035-9157 (Print) 0035-9157 (Linking),64,10,1971 Oct,Evidence for antigenicity in human tumours with reference both to melanoma and acute leukemia.,1044,"['Fairley, G H']",['Fairley GH'],['eng'],['Journal Article'],England,Proc R Soc Med,Proceedings of the Royal Society of Medicine,7505890,"['0 (Antigens)', '0 (Antigens, Neoplasm)', '9007-36-7 (Complement System Proteins)']",IM,"['Antibody Formation', 'Antigen-Antibody Reactions', '*Antigens', 'Antigens, Neoplasm', 'Cell Membrane/immunology', 'Complement System Proteins', 'Humans', 'Leukemia/*immunology', 'Lymphocytes/immunology', 'Melanoma/*immunology', 'Neoplasm Metastasis/immunology']",1971/10/01 00:00,1971/10/01 00:01,['1971/10/01 00:00'],"['1971/10/01 00:00 [pubmed]', '1971/10/01 00:01 [medline]', '1971/10/01 00:00 [entrez]']",ppublish,Proc R Soc Med. 1971 Oct;64(10):1044.,,,PMC1812747,,,
