PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,SB,MH,RF,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,AB,PMC,OID,OTO,OT,GN
4274256,NLM,MEDLINE,19740529,20190619,0008-543X (Print) 0008-543X (Linking),33,4,1974 Apr,An in vitro study of lymphocyte and macrophage function with lymphoproliferative neoplasms.,1034-8,"['Twomey, J J', 'Douglass, C C']","['Twomey JJ', 'Douglass CC']",['eng'],['Journal Article'],,United States,Cancer,Cancer,0374236,IM,"['Antigens, Bacterial', 'Antigens, Viral', 'Candida albicans/immunology', 'Humans', 'Hypersensitivity, Delayed', 'Leukemia, Lymphoid/*immunology', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes/*immunology', 'Lymphoma, Non-Hodgkin/*immunology', 'Macrophages/*immunology', 'Multiple Myeloma/*immunology', 'Mumps virus/immunology', 'T-Lymphocytes/immunology']",,1974/04/01 00:00,1974/04/01 00:01,['1974/04/01 00:00'],"['1974/04/01 00:00 [pubmed]', '1974/04/01 00:01 [medline]', '1974/04/01 00:00 [entrez]']",ppublish,Cancer. 1974 Apr;33(4):1034-8. doi: 10.1002/1097-0142(197404)33:4<1034::aid-cncr2820330420>3.0.co;2-w.,"['0 (Antigens, Bacterial)', '0 (Antigens, Viral)']",['10.1002/1097-0142(197404)33:4<1034::aid-cncr2820330420>3.0.co;2-w [doi]'],,,,,,
4274117,NLM,MEDLINE,19740522,20041117,0096-1736 (Print) 0096-1736 (Linking),16,3,1974 Mar,Medical exposures of radiation workers--should they be recorded?,189-91,"['Eason, C F']",['Eason CF'],['eng'],['Journal Article'],,United States,J Occup Med,Journal of occupational medicine. : official publication of the Industrial Medical Association,7502807,IM,"['Cataract/etiology', 'Humans', 'Leukemia/etiology', 'Male', 'Maximum Allowable Concentration', 'Microscopy, Electron', 'Microwaves/adverse effects', 'Occupational Diseases/prevention & control', 'Radiation Dosage', '*Radiation Monitoring', '*Radiation Protection', '*Radiology', 'United States', ""Workers' Compensation""]",,1974/03/01 00:00,1974/03/01 00:01,['1974/03/01 00:00'],"['1974/03/01 00:00 [pubmed]', '1974/03/01 00:01 [medline]', '1974/03/01 00:00 [entrez]']",ppublish,J Occup Med. 1974 Mar;16(3):189-91.,,,,,,,,
4273949,NLM,MEDLINE,19740516,20071115,0485-1439 (Print) 0485-1439 (Linking),14,11,1973 Nov,"[A case of acute promyelocytic leukemia with Down's syndrome, with special reference to ultrastructural observation (author's transl)].",1095-101,"['Tsukada, M', 'Komiyama, A']","['Tsukada M', 'Komiyama A']",['jpn'],"['English Abstract', 'Journal Article']",,Japan,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,2984782R,IM,"['Autopsy', 'Down Syndrome/*complications', 'Female', 'Humans', 'Infant', 'Leukemia, Myeloid, Acute/*complications/pathology', 'Microscopy, Electron']",,1973/11/01 00:00,1973/11/01 00:01,['1973/11/01 00:00'],"['1973/11/01 00:00 [pubmed]', '1973/11/01 00:01 [medline]', '1973/11/01 00:00 [entrez]']",ppublish,Rinsho Ketsueki. 1973 Nov;14(11):1095-101.,,,,,,,,
4273889,NLM,MEDLINE,19740506,20191030,0084-5353 (Print) 0084-5353 (Linking),80,4,1973 Dec 28,"[Examination of 1,3-dimethyl-4-amino-5-nitroso-uracile for carcinogenic effect in rats (author's transl)].",297-9,"['Schmahl, D']",['Schmahl D'],['ger'],['Journal Article'],"Prufung von 1,3-Dimethyl-4-amino-5-nitroso-uracil auf carcinogene Wirkung an Ratten.",Germany,Z Krebsforsch Klin Onkol Cancer Res Clin Oncol,Zeitschrift fur Krebsforschung und klinische Onkologie. Cancer research and clinical oncology,1276653,IM,"['Animals', 'Chemical Phenomena', 'Chemistry', 'Fibrosarcoma/chemically induced', 'Injections, Intraperitoneal', 'Leukemia/chemically induced', 'Lymphoma, Large B-Cell, Diffuse/chemically induced', 'Lymphoma, Non-Hodgkin/chemically induced', 'Male', 'Mesothelioma/chemically induced', 'Neoplasms, Experimental/*chemically induced', '*Nitroso Compounds/administration & dosage', 'Oils', 'Peritoneal Neoplasms/chemically induced', 'Rats', 'Thymus Neoplasms/chemically induced', 'Time Factors', 'Uracil']",,1973/12/28 00:00,1973/12/28 00:01,['1973/12/28 00:00'],"['1973/12/28 00:00 [pubmed]', '1973/12/28 00:01 [medline]', '1973/12/28 00:00 [entrez]']",ppublish,Z Krebsforsch Klin Onkol Cancer Res Clin Oncol. 1973 Dec 28;80(4):297-9. doi: 10.1007/BF00284364.,"['0 (Nitroso Compounds)', '0 (Oils)', '56HH86ZVCT (Uracil)']",['10.1007/BF00284364 [doi]'],,,,,,
4273842,NLM,MEDLINE,19740503,20160523,0031-403X (Print) 0031-403X (Linking),52,8,1973 Aug,[Treatment of the complications in acute leukemia in children].,74-9,"[""Koshel', I V"", 'Kurmashov, V I']","[""Koshel' IV"", 'Kurmashov VI']",['rus'],['Journal Article'],Problemy terapii oslozhnenii pei ostrom leikoze u detei.,Russia (Federation),Pediatriia,Pediatriia,0405563,IM,"['Acute Disease', 'Adrenal Cortex Hormones/adverse effects/therapeutic use', 'Anabolic Agents/therapeutic use', 'Antineoplastic Agents/adverse effects/therapeutic use', 'Child', 'Cushing Syndrome/*drug therapy', 'Diuretics/therapeutic use', 'Fibrinolysin/therapeutic use', 'Humans', 'Leukemia/complications/*drug therapy', 'Osteoporosis/chemically induced/drug therapy', 'Thrombocytopenia/chemically induced/therapy']",,1973/08/01 00:00,1973/08/01 00:01,['1973/08/01 00:00'],"['1973/08/01 00:00 [pubmed]', '1973/08/01 00:01 [medline]', '1973/08/01 00:00 [entrez]']",ppublish,Pediatriia. 1973 Aug;52(8):74-9.,"['0 (Adrenal Cortex Hormones)', '0 (Anabolic Agents)', '0 (Antineoplastic Agents)', '0 (Diuretics)', 'EC 3.4.21.7 (Fibrinolysin)']",,,,,,,
4273804,NLM,MEDLINE,19740503,20190629,0003-9861 (Print) 0003-9861 (Linking),158,2,1973 Oct,Studies with a mathematical model of folate metabolism.,827-41,"['Jackson, R C', 'Harrap, K R']","['Jackson RC', 'Harrap KR']",['eng'],['Journal Article'],,United States,Arch Biochem Biophys,Archives of biochemistry and biophysics,0372430,IM,"['Animals', 'Cells, Cultured', 'Dose-Response Relationship, Drug', 'Floxuridine/pharmacology', 'Folic Acid/*metabolism', 'Formates', 'Glycine', 'Hydrolases/metabolism', 'Kinetics', 'Leukemia L1210/metabolism', 'Mathematics', 'Methotrexate/pharmacology', 'Models, Biological', 'Oxidoreductases/metabolism', 'Pentosephosphates', 'Purines/biosynthesis', 'Serine', 'Tetrahydrofolate Dehydrogenase/metabolism', 'Tetrahydrofolates', 'Thymidylate Synthase/metabolism', 'Time Factors', 'Transferases/metabolism']",,1973/10/01 00:00,1973/10/01 00:01,['1973/10/01 00:00'],"['1973/10/01 00:00 [pubmed]', '1973/10/01 00:01 [medline]', '1973/10/01 00:00 [entrez]']",ppublish,Arch Biochem Biophys. 1973 Oct;158(2):827-41. doi: 10.1016/0003-9861(73)90579-1.,"['0 (Formates)', '0 (Pentosephosphates)', '0 (Purines)', '0 (Tetrahydrofolates)', '039LU44I5M (Floxuridine)', '452VLY9402 (Serine)', '935E97BOY8 (Folic Acid)', 'EC 1.- (Oxidoreductases)', 'EC 1.5.1.3 (Tetrahydrofolate Dehydrogenase)', 'EC 2.- (Transferases)', 'EC 2.1.1.45 (Thymidylate Synthase)', 'EC 3.- (Hydrolases)', 'TE7660XO1C (Glycine)', 'YL5FZ2Y5U1 (Methotrexate)']","['0003-9861(73)90579-1 [pii]', '10.1016/0003-9861(73)90579-1 [doi]']",,,,,,
4273631,NLM,MEDLINE,19740429,20041117,0022-3859 (Print) 0022-3859 (Linking),18,1,1972 Jan,Mongolism associated with congenital leukemia (a case report).,48-9,"['Deodhar, L P', 'Buch, H G', 'Kale, V V']","['Deodhar LP', 'Buch HG', 'Kale VV']",['eng'],['Journal Article'],,India,J Postgrad Med,Journal of postgraduate medicine,2985196R,IM,"['Down Syndrome/*complications/pathology', 'Female', 'Humans', 'Infant, Newborn', 'Leukemia, Myeloid/*etiology/pathology']",,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,J Postgrad Med. 1972 Jan;18(1):48-9.,,,,,,,,
4273583,NLM,MEDLINE,19740429,20211203,0386-300X (Print) 0386-300X (Linking),27,5,1973 Dec,"A relationship of genetic type in serum haptoglobin with leukemia, malignant lymphoma and cancer.",141-7,"['Sezaki, T', 'Tanaka, S', 'Irino, S', 'Hiraki, K']","['Sezaki T', 'Tanaka S', 'Irino S', 'Hiraki K']",['eng'],['Journal Article'],,Japan,Acta Med Okayama,Acta medica Okayama,0417611,IM,"['Anemia, Aplastic/genetics', 'Asians', 'Electrophoresis, Polyacrylamide Gel', 'Haptoglobins/*analysis', 'Humans', 'Japan', 'Leukemia/*genetics', 'Liver Neoplasms/genetics', 'Lung Neoplasms/genetics', 'Lymphoma/*genetics', 'Neoplasms/*genetics', 'Stomach Neoplasms/genetics', 'Stomach Ulcer/genetics']",,1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",ppublish,Acta Med Okayama. 1973 Dec;27(5):141-7.,['0 (Haptoglobins)'],,,,,,,
4273335,NLM,MEDLINE,19740423,20140728,,18,2,1973,[Erythroderma revealing chronic lymphoid leukosis].,147-50,"['Faye, I', 'Marchand, J P', ""N'Diaye, B"", 'Sarrat, H']","['Faye I', 'Marchand JP', ""N'Diaye B"", 'Sarrat H']",['fre'],['Journal Article'],Erythrodermie revelatrice d'une leucose lymphoide chronique.,Senegal,Bull Soc Med Afr Noire Lang Fr,Bulletin de la Societe medicale d'Afrique noire de langue francaise,7503409,IM,"['Dermatitis, Exfoliative/*etiology', 'Humans', 'Leukemia, Lymphoid/*complications', 'Male', 'Middle Aged']",,1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Bull Soc Med Afr Noire Lang Fr. 1973;18(2):147-50.,,,,,,,,
4273215,NLM,MEDLINE,19740411,20181113,0009-9104 (Print) 0009-9104 (Linking),15,4,1973 Dec,A unique 'leukaemic' T lymphoid cell line: absence of stimulating effect in mixed lymphocyte reaction. Lack of MLR-S in leukaemic T lymphoid cells.,535-41,"['Han, T', 'Minowada, J']","['Han T', 'Minowada J']",['eng'],['Journal Article'],,England,Clin Exp Immunol,Clinical and experimental immunology,0057202,IM,"['Animals', 'B-Lymphocytes/immunology', 'Burkitt Lymphoma/immunology', 'Cell Line', 'Culture Techniques', 'Haplorhini', 'Histocompatibility Testing', 'Humans', 'Leukemia, Lymphoid/immunology', '*Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes/drug effects/radiation effects', 'Mitomycins/pharmacology', 'Neuraminidase/pharmacology', 'Papio', 'Radiation Effects', 'T-Lymphocytes/*immunology', 'Thymidine/metabolism', 'Tritium']",,1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",ppublish,Clin Exp Immunol. 1973 Dec;15(4):535-41.,"['0 (Mitomycins)', '10028-17-8 (Tritium)', 'EC 3.2.1.18 (Neuraminidase)', 'VC2W18DGKR (Thymidine)']",,,PMC1553957,,,,
4273158,NLM,MEDLINE,19740405,20011102,0067-7957 (Print) 0067-7957 (Linking),39,,1973,Granulocytic chalone.,885-9,"['Rytomaa, T']",['Rytomaa T'],['eng'],['Journal Article'],,Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Amino Acids/metabolism', 'Ascitic Fluid/cytology', 'Bone Marrow Cells', 'Carbon Radioisotopes', 'Cells, Cultured', 'Chromatography, Gel', 'DNA/biosynthesis', 'Growth Inhibitors/analysis/isolation & purification/*physiology', 'Leukemia/blood', 'Leukocytes/*physiology', 'Molecular Weight', 'Peptides/analysis']",,1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Bibl Haematol. 1973;39:885-9.,"['0 (Amino Acids)', '0 (Carbon Radioisotopes)', '0 (Growth Inhibitors)', '0 (Peptides)', '9007-49-2 (DNA)']",,,,,,,
4273156,NLM,MEDLINE,19740405,20190919,0067-7957 (Print) 0067-7957 (Linking),39,,1973,Growth characteristics and immunological properties of a myeloblastic and a lymphoblastic leukaemia in pure line rats.,649-53,"['Wrathmell, A', 'Alexander, P']","['Wrathmell A', 'Alexander P']",['eng'],['Journal Article'],,Switzerland,Bibl Haematol,Bibliotheca haematologica,0372513,IM,"['Animals', 'Antibody Formation', 'Antigens, Neoplasm/analysis', 'Cell Line', 'Immunotherapy', 'Leukemia, Lymphoid/*immunology', 'Leukemia, Myeloid, Acute/*immunology', 'Lymph/cytology', 'Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes/immunology', 'Neoplasm Transplantation', 'Rats', 'Species Specificity']",,1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Bibl Haematol. 1973;39:649-53. doi: 10.1159/000427892.,"['0 (Antigens, Neoplasm)']",['10.1159/000427892 [doi]'],,,,,,
4272804,NLM,MEDLINE,19740402,20190702,0038-4348 (Print) 0038-4348 (Linking),67,2,1974 Feb,Functional studies of T and B lymphocytes in patients with chronic lymphocytic leukemia.,138-41,"['Thong, Y H', 'Binder, R A', 'Sverlak, L Z', 'Bellanti, J A']","['Thong YH', 'Binder RA', 'Sverlak LZ', 'Bellanti JA']",['eng'],"['Comparative Study', 'Journal Article']",,United States,South Med J,Southern medical journal,0404522,IM,"['Aged', 'Animals', 'Antibiotics, Antineoplastic/therapeutic use', 'B-Lymphocytes/*drug effects/*immunology', 'Dose-Response Relationship, Drug', 'Female', 'Humans', 'Immune Adherence Reaction', 'Immunoglobulin A/analysis', 'Immunoglobulin G/analysis', 'Immunoglobulin M/analysis', 'Lectins/*pharmacology', 'Leukemia, Lymphoid/*blood/drug therapy/*immunology', 'Lymphocyte Culture Test, Mixed', 'Male', 'Middle Aged', 'Mitogens/pharmacology', 'Mitomycins/pharmacology', 'Sheep/immunology', 'T-Lymphocytes/*drug effects/*immunology', 'Thymidine/metabolism', 'Tritium']",,1974/02/01 00:00,1974/02/01 00:01,['1974/02/01 00:00'],"['1974/02/01 00:00 [pubmed]', '1974/02/01 00:01 [medline]', '1974/02/01 00:00 [entrez]']",ppublish,South Med J. 1974 Feb;67(2):138-41. doi: 10.1097/00007611-197402000-00004.,"['0 (Antibiotics, Antineoplastic)', '0 (Immunoglobulin A)', '0 (Immunoglobulin G)', '0 (Immunoglobulin M)', '0 (Lectins)', '0 (Mitogens)', '0 (Mitomycins)', '10028-17-8 (Tritium)', 'VC2W18DGKR (Thymidine)']",['10.1097/00007611-197402000-00004 [doi]'],,,,,,
4272677,NLM,MEDLINE,19740322,20190908,0036-553X (Print) 0036-553X (Linking),11,2,1973,Chronic lymphocytic leukaemia in 5 siblings.,97-105,"['Schweitzer, M', 'Melief, C J', 'Ploem, J E']","['Schweitzer M', 'Melief CJ', 'Ploem JE']",['eng'],['Journal Article'],,Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Antigen-Antibody Reactions', 'Blood Cell Count', 'Bone Marrow Cells', 'Coombs Test', 'Electrophoresis, Polyacrylamide Gel', 'Erythrocytes/immunology', 'Female', 'Haptoglobins/analysis', 'Histocompatibility Antigens', 'Humans', 'Immunodiffusion', 'Immunoglobulins/analysis', 'Karyotyping', 'Leukemia, Lymphoid/blood/*genetics/immunology', 'Leukocytes', '*Lymphocyte Activation', 'Lymphocyte Culture Test, Mixed', 'Lymphocytes/immunology', 'Male', 'Microscopy, Electron', 'Middle Aged', 'Pedigree']",,1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1973;11(2):97-105. doi: 10.1111/j.1600-0609.1973.tb00102.x.,"['0 (Haptoglobins)', '0 (Histocompatibility Antigens)', '0 (Immunoglobulins)']",['10.1111/j.1600-0609.1973.tb00102.x [doi]'],,,,,,
4272621,NLM,MEDLINE,19740321,20131121,0300-5178 (Print) 0300-5178 (Linking),8,,1973,[Regulation of haematopoiesis and the control of cell production by humoral mechanisms (author's transl)].,3-12,"['Paukovits, W R']",['Paukovits WR'],['ger'],['Journal Article'],Wachstumsregulation hamatopoietischer Systeme und humorale Kontrolle der Zellteilung.,Austria,Wien Klin Wochenschr Suppl,Wiener klinische Wochenschrift. Supplementum,0357046,IM,"['Adenosine Monophosphate/biosynthesis', 'Animals', 'Cattle', 'Cell Differentiation', 'Cell Transformation, Neoplastic', 'Cells, Cultured', 'DNA/biosynthesis', 'Erythropoiesis', 'Growth Inhibitors/pharmacology', 'Growth Substances/*pharmacology', 'Hematopoiesis/*drug effects', 'Hematopoietic Stem Cells/cytology', 'Hematopoietic System/*growth & development', 'Hormones/pharmacology', 'Humans', 'Leukemia, Myeloid/pathology', 'Leukocytes', 'Lymphocytes', 'Mice', 'Mitosis', 'Rabbits', 'Skin/cytology', 'Skin Neoplasms', 'Thymus Gland/cytology']",,1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Wien Klin Wochenschr Suppl. 1973;8:3-12.,"['0 (Growth Inhibitors)', '0 (Growth Substances)', '0 (Hormones)', '415SHH325A (Adenosine Monophosphate)', '9007-49-2 (DNA)']",,,,,,,
4272607,NLM,MEDLINE,19740321,20041117,0362-3025 (Print) 0362-3025 (Linking),2,,1972,Current status of Australia antigen.,207-34,"['London, W T', 'Sutnick, A I', 'Blumberg, B S']","['London WT', 'Sutnick AI', 'Blumberg BS']",['eng'],"['Journal Article', 'Review']",,United States,Pathobiol Annu,Pathobiology annual,1305471,IM,"['Alanine Transaminase/blood', 'Animals', 'Blood Transfusion', 'Complement Fixation Tests', 'Disease Outbreaks/epidemiology', 'Down Syndrome/immunology', 'Fluorescent Antibody Technique', 'Hepatitis A/blood/epidemiology/*immunology', 'Hepatitis B/immunology', '*Hepatitis B Antigens/analysis/isolation & purification', 'Humans', 'Immunodiffusion', 'Immunoelectrophoresis', 'Leukemia/immunology', 'Microscopy, Electron', 'Polymorphism, Genetic', 'Primates', 'Radioimmunoassay', 'Renal Dialysis']",91,1972/01/01 00:00,1972/01/01 00:01,['1972/01/01 00:00'],"['1972/01/01 00:00 [pubmed]', '1972/01/01 00:01 [medline]', '1972/01/01 00:00 [entrez]']",ppublish,Pathobiol Annu. 1972;2:207-34.,"['0 (Hepatitis B Antigens)', 'EC 2.6.1.2 (Alanine Transaminase)']",,,,,,,
4272142,NLM,MEDLINE,19740302,20191030,0084-5353 (Print) 0084-5353 (Linking),80,3,1973 Dec 6,Hemopoietic stem cells in mice with virus-induced leukemia. II. Studies in C3H mice after Rauscher virus infection.,229-37,"['Seidel, H J']",['Seidel HJ'],['eng'],['Journal Article'],,Germany,Z Krebsforsch Klin Onkol Cancer Res Clin Oncol,Zeitschrift fur Krebsforschung und klinische Onkologie. Cancer research and clinical oncology,1276653,IM,"['Anemia/etiology', 'Animals', 'Culture Techniques', 'Female', '*Hematopoietic Stem Cells', 'Leukemia, Experimental/*pathology', 'Leukopenia/etiology', 'Mice', 'Mice, Inbred C3H', 'Mice, Inbred C57BL', '*Rauscher Virus', 'Splenomegaly/etiology', 'Thrombocytopenia/etiology']",,1973/12/06 00:00,1973/12/06 00:01,['1973/12/06 00:00'],"['1973/12/06 00:00 [pubmed]', '1973/12/06 00:01 [medline]', '1973/12/06 00:00 [entrez]']",ppublish,Z Krebsforsch Klin Onkol Cancer Res Clin Oncol. 1973 Dec 6;80(3):229-37. doi: 10.1007/BF00284323.,,['10.1007/BF00284323 [doi]'],,,,,,
4271953,NLM,MEDLINE,19740226,20191030,0084-5353 (Print) 0084-5353 (Linking),80,2,1973 Nov 1,[Spontaneous tumors in Syrian golden hamsters (author's transl)].,127-58,"['Dontenwill, W', 'Chevalier, H J', 'Harke, H P', 'Lafrenz, U', 'Reckzeh, G', 'Schneider, B']","['Dontenwill W', 'Chevalier HJ', 'Harke HP', 'Lafrenz U', 'Reckzeh G', 'Schneider B']",['ger'],['Journal Article'],Spontantumoren des syrischen Goldhamsters.,Germany,Z Krebsforsch Klin Onkol Cancer Res Clin Oncol,Zeitschrift fur Krebsforschung und klinische Onkologie. Cancer research and clinical oncology,1276653,IM,"['Adrenal Gland Neoplasms/veterinary', 'Animals', 'Benz(a)Anthracenes', '*Cricetinae', 'Eye Neoplasms/veterinary', 'Female', 'Gastrointestinal Neoplasms/veterinary', 'Germ-Free Life', 'Hemangioendothelioma/veterinary', 'Hemangioma/veterinary', 'Lacrimal Apparatus', 'Leukemia/veterinary', 'Liver Neoplasms/veterinary', 'Lymphoma/veterinary', 'Male', 'Neoplasms/chemically induced/pathology/*veterinary', 'Nitrosamines', 'Pharyngeal Neoplasms/veterinary', 'Respiratory Tract Neoplasms/veterinary', 'Skin Neoplasms/veterinary', 'Smoking', 'Urogenital Neoplasms/veterinary']",,1973/11/01 00:00,1973/11/01 00:01,['1973/11/01 00:00'],"['1973/11/01 00:00 [pubmed]', '1973/11/01 00:01 [medline]', '1973/11/01 00:00 [entrez]']",ppublish,Z Krebsforsch Klin Onkol Cancer Res Clin Oncol. 1973 Nov 1;80(2):127-58. doi: 10.1007/BF00305131.,"['0 (Benz(a)Anthracenes)', '0 (Nitrosamines)']",['10.1007/BF00305131 [doi]'],,,,,,
4271796,NLM,MEDLINE,19740222,20190717,0003-987X (Print) 0003-987X (Linking),108,6,1973 Dec,Exfoliative dermatitis. A clinicopathologic study of 135 cases.,788-97,"['Nicolis, G D', 'Helwig, E B']","['Nicolis GD', 'Helwig EB']",['eng'],['Journal Article'],,United States,Arch Dermatol,Archives of dermatology,0372433,IM,"['Adenocarcinoma/complications', 'Adolescent', 'Adult', 'Aged', 'Carcinoma/complications', 'Child', 'Child, Preschool', 'Dermatitis, Exfoliative/complications/etiology/*pathology', 'Dermatomycoses/complications', 'Drug Hypersensitivity/complications', 'Female', 'Hodgkin Disease/complications', 'Humans', 'Infant', 'Infant, Newborn', 'Leukemia, Myeloid/complications', 'Liver Neoplasms/complications', 'Lung Neoplasms/complications', 'Male', 'Middle Aged', 'Prostatic Neoplasms/complications', 'Skin/*pathology', 'Skin Diseases/complications', 'Thyroid Neoplasms/complications']",,1973/12/01 00:00,1973/12/01 00:01,['1973/12/01 00:00'],"['1973/12/01 00:00 [pubmed]', '1973/12/01 00:01 [medline]', '1973/12/01 00:00 [entrez]']",ppublish,Arch Dermatol. 1973 Dec;108(6):788-97. doi: 10.1001/archderm.108.6.788.,,['10.1001/archderm.108.6.788 [doi]'],,,,,,
