PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,AID,RN,AB,PMC,IP,LID
13813442,NLM,MEDLINE,19981101,20181202,0370-1514 (Print) 0370-1514 (Linking),16,1960 Feb 29,[Observations on a case of erythremic myelosis].,120-5,"['CUTILLO, A']",['CUTILLO A'],['ita'],"['Case Reports', 'Journal Article']",Italy,Prog Med (Napoli),Il Progresso medico,2984827R,OM,"['*Leukemia, Erythroblastic, Acute', '*Medical Records', '*Polycythemia Vera']",['NLM'],['*POLYCYTHEMIA VERA/case reports'],1960/02/29 00:00,1960/02/29 00:01,['1960/02/29 00:00'],"['1960/02/29 00:00 [pubmed]', '1960/02/29 00:01 [medline]', '1960/02/29 00:00 [entrez]']",ppublish,Prog Med (Napoli). 1960 Feb 29;16:120-5.,,,,,,
13813052,NLM,MEDLINE,19981101,20181202,0008-4409 (Print) 0008-4409 (Linking),83,1960 Jul 30,ABO blood group alterations in leukaemia.,216-7,"['CROWLEY, L V', 'MUNKITTRICK, R C']","['CROWLEY LV', 'MUNKITTRICK RC']",['eng'],['Journal Article'],Canada,Can Med Assoc J,Canadian Medical Association journal,0414110,OM,"['*ABO Blood-Group System', '*Blood Group Antigens', 'Humans', 'Leukemia/*blood']",['NLM'],"['*BLOOD GROUPS', '*LEUKEMIA/blood']",1960/07/30 00:00,1960/07/30 00:01,['1960/07/30 00:00'],"['1960/07/30 00:00 [pubmed]', '1960/07/30 00:01 [medline]', '1960/07/30 00:00 [entrez]']",ppublish,Can Med Assoc J. 1960 Jul 30;83:216-7.,,"['0 (ABO Blood-Group System)', '0 (Blood Group Antigens)']",,PMC1938553,,
13812972,NLM,MEDLINE,19981101,20190627,0002-9343 (Print) 0002-9343 (Linking),28,1960 May,Radiation leukemogenesis: an analysis of the problem.,673-82,"['CRONKITE, E P', 'MOLONEY, W', 'BOND, V P']","['CRONKITE EP', 'MOLONEY W', 'BOND VP']",['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,OM,"['Leukemia/*etiology', '*Radiation Injuries', '*Research']",['NLM'],"['*LEUKEMIA/etiology', '*RADIATION INJURY']",1960/05/01 00:00,1960/05/01 00:01,['1960/05/01 00:00'],"['1960/05/01 00:00 [pubmed]', '1960/05/01 00:01 [medline]', '1960/05/01 00:00 [entrez]']",ppublish,Am J Med. 1960 May;28:673-82. doi: 10.1016/0002-9343(60)90126-1.,"['0002-9343(60)90126-1 [pii]', '10.1016/0002-9343(60)90126-1 [doi]']",,,,,
13812939,NLM,MEDLINE,19981101,20181202,0370-632X (Print) 0370-632X (Linking),16,1959 Jul-Aug,[Current orientation in the treatment of leukemia].,287-97,"['CROIZAT, P']",['CROIZAT P'],['fre'],['Journal Article'],Lebanon,Rev Med Moyen Orient,Revue medicale du Moyen-Orient,20340240R,OM,"['Humans', 'Leukemia/*therapy']",['NLM'],['*LEUKEMIA/therapy'],1959/07/01 00:00,1959/07/01 00:01,['1959/07/01 00:00'],"['1959/07/01 00:00 [pubmed]', '1959/07/01 00:01 [medline]', '1959/07/01 00:00 [entrez]']",ppublish,Rev Med Moyen Orient. 1959 Jul-Aug;16:287-97.,,,,,,
13812938,NLM,MEDLINE,19981101,20181202,0024-7790 (Print) 0024-7790 (Linking),92,1960 May 15,[Trial of teleradiotherapy in the treatment of acute leukemias. Apropos of 6 cases].,1343-53,"['CROIZAT, P', 'REVOL, L', 'TAINE, B', 'DHERS, A']","['CROIZAT P', 'REVOL L', 'TAINE B', 'DHERS A']",['fre'],['Journal Article'],France,Lyon Med,Lyon medical,0335015,OM,"['*Acute Disease', 'Humans', 'Leukemia/*radiotherapy', '*Leukemia, Radiation-Induced']",['NLM'],['*LEUKEMIA/radiotherapy'],1960/05/15 00:00,1960/05/15 00:01,['1960/05/15 00:00'],"['1960/05/15 00:00 [pubmed]', '1960/05/15 00:01 [medline]', '1960/05/15 00:00 [entrez]']",ppublish,Lyon Med. 1960 May 15;92:1343-53.,,,,,,
13812828,NLM,MEDLINE,19981101,20181202,0365-4966 (Print) 0365-4966 (Linking),194,1960 Feb,Fibrinolysis in acute leukaemia.,65-75,"['van CREVELD', 'MOCHTAR, I A']","['van CREVELD', 'MOCHTAR IA']",['eng'],['Journal Article'],Switzerland,Ann Paediatr,Annales paediatrici. International review of pediatrics,2984695R,OM,"['*Acute Disease', '*Fibrinolysis', 'Humans', 'Leukemia/*blood']",['NLM'],"['*FIBRINOLYSIS', '*LEUKEMIA/blood']",1960/02/01 00:00,1960/02/01 00:01,['1960/02/01 00:00'],"['1960/02/01 00:00 [pubmed]', '1960/02/01 00:01 [medline]', '1960/02/01 00:00 [entrez]']",ppublish,Ann Paediatr. 1960 Feb;194:65-75.,,,,,,
13812563,NLM,MEDLINE,19981101,20190627,0002-9343 (Print) 0002-9343 (Linking),28,1960 May,The physiology of granulocytic cells in normal and leukemic states.,711-25,"['CRADDOCK, C G Jr']",['CRADDOCK CG Jr'],['eng'],['Journal Article'],United States,Am J Med,The American journal of medicine,0267200,OM,"['Leukemia/*blood', '*Leukocytes']",['NLM'],"['*LEUKEMIA/blood', '*LEUKOCYTES']",1960/05/01 00:00,1960/05/01 00:01,['1960/05/01 00:00'],"['1960/05/01 00:00 [pubmed]', '1960/05/01 00:01 [medline]', '1960/05/01 00:00 [entrez]']",ppublish,Am J Med. 1960 May;28:711-25. doi: 10.1016/0002-9343(60)90129-7.,"['0002-9343(60)90129-7 [pii]', '10.1016/0002-9343(60)90129-7 [doi]']",,,,,
13812562,NLM,MEDLINE,19981101,20181202,0006-4971 (Print) 0006-4971 (Linking),15,1960 Jun,Evaluation of marrow granulocytic reserves in normal and disease states.,840-55,"['CRADDOCK, C G Jr', 'PERRY, S', 'VENTZKE, L E', 'LAWRENCE, J S']","['CRADDOCK CG Jr', 'PERRY S', 'VENTZKE LE', 'LAWRENCE JS']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['*Bone Marrow', '*Granulocytes', 'Humans', 'Leukemia/*etiology']",['NLM'],['*LEUKEMIA/etiology'],1960/06/01 00:00,1960/06/01 00:01,['1960/06/01 00:00'],"['1960/06/01 00:00 [pubmed]', '1960/06/01 00:01 [medline]', '1960/06/01 00:00 [entrez]']",ppublish,Blood. 1960 Jun;15:840-55.,,,,,,
13812383,NLM,MEDLINE,19981101,20190501,0007-1447 (Print) 0007-1447 (Linking),1,1960 Jun 11,Geographical variation in leukaemia mortality in relation to background radiation and other factors.,1753-9,"['COURT BROWN, W M', 'DOLL, R', 'SPIERS, F W', 'DUFFY, B J', 'McHUGH, M J']","['COURT BROWN WM', 'DOLL R', 'SPIERS FW', 'DUFFY BJ', 'McHUGH MJ']",['eng'],['Journal Article'],England,Br Med J,British medical journal,0372673,OM,"['*Background Radiation', 'Humans', 'Leukemia/*statistics & numerical data', '*Radiation']",['NLM'],"['*LEUKEMIA/statistics', '*RADIATION']",1960/06/11 00:00,1960/06/11 00:01,['1960/06/11 00:00'],"['1960/06/11 00:00 [pubmed]', '1960/06/11 00:01 [medline]', '1960/06/11 00:00 [entrez]']",ppublish,Br Med J. 1960 Jun 11;1(5188):1753-9. doi: 10.1136/bmj.1.5188.1753.,['10.1136/bmj.1.5188.1753 [doi]'],,,PMC1967767,5188,
13812231,NLM,MEDLINE,19981101,20181202,0035-2659 (Print) 0035-2659 (Linking),26,1959 Sep,[Lymphoid leukemia and vertebral decalcification].,523-5,"['COSTE, F', 'LAURENT, F', 'CHEVALLIER, J', 'KAHN, M F']","['COSTE F', 'LAURENT F', 'CHEVALLIER J', 'KAHN MF']",['fre'],['Journal Article'],France,Rev Rhum Mal Osteoartic,Revue du rhumatisme et des maladies osteo-articulaires,0407211,OM,"['*Disease', 'Humans', '*Leukemia', 'Leukemia, Lymphoid/*complications', '*Spinal Diseases', '*Spine']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC/complications', '*SPINE/diseases']",1959/09/01 00:00,1959/09/01 00:01,['1959/09/01 00:00'],"['1959/09/01 00:00 [pubmed]', '1959/09/01 00:01 [medline]', '1959/09/01 00:00 [entrez]']",ppublish,Rev Rhum Mal Osteoartic. 1959 Sep;26:523-5.,,,,,,
13811973,NLM,MEDLINE,19981101,20181202,0026-4741 (Print) 0026-4741 (Linking),35,1960 Feb,[Lymphatic leukemia and generalized herpes zoster].,71-2,"['CORICCIATI, L']",['CORICCIATI L'],['ita'],"['Case Reports', 'Journal Article']",Italy,Minerva Dermatol,Minerva dermatologica,0216424,OM,"['*Herpes Zoster', '*Herpesvirus 3, Human', 'Humans', 'Leukemia/*complications', '*Leukemia, Lymphoid', '*Medical Records']",['NLM'],"['*HERPES ZOSTER/case reports', '*LEUKEMIA/complications']",1960/02/01 00:00,1960/02/01 00:01,['1960/02/01 00:00'],"['1960/02/01 00:00 [pubmed]', '1960/02/01 00:01 [medline]', '1960/02/01 00:00 [entrez]']",ppublish,Minerva Dermatol. 1960 Feb;35:71-2.,,,,,,
13811649,NLM,MEDLINE,19981101,20181202,,3,1959 Jul-Sep,On two cases of generalized malignant histiomonocytic reticulosis.,84-5,"['CONU, A', 'PALLA, G', 'DANILA, P']","['CONU A', 'PALLA G', 'DANILA P']",['eng'],"['Case Reports', 'Journal Article']",Romania,Rum Med Rev,Rumanian medical review,9421500,OM,"['*Genetic Diseases, X-Linked', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Lymphoma, Extranodal NK-T-Cell', '*Medical Records', '*Severe Combined Immunodeficiency']",['NLM'],['*RETICULOENDOTHELIOSIS/case reports'],1959/07/01 00:00,1959/07/01 00:01,['1959/07/01 00:00'],"['1959/07/01 00:00 [pubmed]', '1959/07/01 00:01 [medline]', '1959/07/01 00:00 [entrez]']",ppublish,Rum Med Rev. 1959 Jul-Sep;3:84-5.,,"['Reticuloendotheliosis, X-linked']",,,,
13811591,NLM,MEDLINE,19981101,20181202,0004-0118 (Print) 0004-0118 (Linking),73,1960,[On a case of leukemic infiltration of the synovial membrane of the knee].,140-4,"['CONSOLO, C']",['CONSOLO C'],['ita'],['Journal Article'],Italy,Arch Ortop,Archivio di ortopedia,7508491,OM,"['*Disease', 'Humans', '*Knee', '*Knee Joint', 'Leukemia/*complications', '*Leukemic Infiltration', '*Synovial Membrane']",['NLM'],"['*KNEE/diseases', '*LEUKEMIA/complications']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Arch Ortop. 1960;73:140-4.,,,,,,
13811472,NLM,MEDLINE,19981101,20190729,0002-9955 (Print) 0002-9955 (Linking),172,1960 Jan 30,Effects of large infrequent doses of a-methopterin on acute leukemia in children.,451-3,"['CONDIT, P T', 'ELIEL, L P']","['CONDIT PT', 'ELIEL LP']",['eng'],['Journal Article'],United States,J Am Med Assoc,Journal of the American Medical Association,7507176,OM,"['*Acute Disease', 'Folic Acid Antagonists/*therapy', 'Leukemia/*therapy']",['NLM'],"['*FOLIC ACID ANTAGONISTS/therapy', '*LEUKEMIA/therapy']",1960/01/30 00:00,1960/01/30 00:01,['1960/01/30 00:00'],"['1960/01/30 00:00 [pubmed]', '1960/01/30 00:01 [medline]', '1960/01/30 00:00 [entrez]']",ppublish,J Am Med Assoc. 1960 Jan 30;172:451-3. doi: 10.1001/jama.1960.63020050004013.,['10.1001/jama.1960.63020050004013 [doi]'],['0 (Folic Acid Antagonists)'],,,,
13811124,NLM,MEDLINE,19981101,20181202,0033-7587 (Print) 0033-7587 (Linking),12,1960 Feb,"Late effects of x-radiation. The influence of dose fractionation on life span, leukemia, and nephrosclerosis incidence in mice.",173-85,"['COLE, L J', 'NOWELL, P C', 'ARNOLD, J S']","['COLE LJ', 'NOWELL PC', 'ARNOLD JS']",['eng'],['Journal Article'],United States,Radiat Res,Radiation research,0401245,OM,"['Animals', '*Dose Fractionation, Radiation', 'Incidence', '*Leukemia', '*Leukemia, Experimental', 'Mice', '*Nephrosclerosis', '*Radiation Injuries, Experimental', 'X-Rays']",['NLM'],"['*LEUKEMIA/experimental', '*NEPHROSCLEROSIS/experimental', '*RADIATION INJURY/experimental']",1960/02/01 00:00,1960/02/01 00:01,['1960/02/01 00:00'],"['1960/02/01 00:00 [pubmed]', '1960/02/01 00:01 [medline]', '1960/02/01 00:00 [entrez]']",ppublish,Radiat Res. 1960 Feb;12:173-85.,,,,,,
13810863,NLM,MEDLINE,19981101,20181201,0028-2162 (Print) 0028-2162 (Linking),103,1959 Sep 19,[Chronic myeloid leukemia during pregnancy successfully treated with busulfan].,1935-6,"['COERS, R J']",['COERS RJ'],['dut'],['Journal Article'],Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,OM,"['Busulfan/*therapy', 'Female', '*Leukemia', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive', '*Leukemia, Myeloid', 'Pregnancy', '*Pregnancy Complications']",['NLM'],"['*BUSULFAN/therapy', '*LEUKEMIA, MYELOCYTIC/in pregnancy', '*PREGNANCY/complications']",1959/09/19 00:00,1959/09/19 00:01,['1959/09/19 00:00'],"['1959/09/19 00:00 [pubmed]', '1959/09/19 00:01 [medline]', '1959/09/19 00:00 [entrez]']",ppublish,Ned Tijdschr Geneeskd. 1959 Sep 19;103:1935-6.,,['G1LN9045DK (Busulfan)'],,,,
13810555,NLM,MEDLINE,19981101,20200930,0037-9727 (Print) 0037-9727 (Linking),103,1960 Apr,Macroglobulinemia in a transplantable mouse leukemia.,802-4,"['CLAUSEN, J', 'RASK-NIELSEN, R', 'CHRISTENSEN, H E', 'LONTIE, R', 'HEREMANS, J']","['CLAUSEN J', 'RASK-NIELSEN R', 'CHRISTENSEN HE', 'LONTIE R', 'HEREMANS J']",['eng'],['Journal Article'],United States,Proc Soc Exp Biol Med,"Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)",7505892,OM,"['Animals', '*Globulins', '*Leukemia', '*Leukemia, Experimental', '*Serum Globulins', '*Waldenstrom Macroglobulinemia']",['NLM'],"['*LEUKEMIA/experimental', '*SERUM GLOBULIN']",1960/04/01 00:00,1960/04/01 00:01,['1960/04/01 00:00'],"['1960/04/01 00:00 [pubmed]', '1960/04/01 00:01 [medline]', '1960/04/01 00:00 [entrez]']",ppublish,Proc Soc Exp Biol Med. 1960 Apr;103:802-4. doi: 10.3181/00379727-103-25676.,['10.3181/00379727-103-25676 [doi]'],"['0 (Globulins)', '0 (Serum Globulins)']",,,,
13810132,NLM,MEDLINE,19981101,20181201,0008-4158 (Print) 0008-4158 (Linking),21,1959 Sep,Homo-transplantation of bone marrow: the attempted homo-transplantation of bone marrow in a patient with leukemia. Report of a case.,83-7,"['CHRISTIE, F']",['CHRISTIE F'],['eng'],['Journal Article'],Canada,Can J Med Technol,Canadian journal of medical technology,0373141,OM,"['Animals', '*Bone Marrow', '*Bone Marrow Transplantation', '*Hominidae', 'Humans', '*Leukemia', 'Leukemia, Lymphoid/*therapy', '*Lymphocytes']",['NLM'],"['*BONE MARROW/transplantation', '*LEUKEMIA, LYMPHOCYTIC/therapy']",1959/09/01 00:00,1959/09/01 00:01,['1959/09/01 00:00'],"['1959/09/01 00:00 [pubmed]', '1959/09/01 00:01 [medline]', '1959/09/01 00:00 [entrez]']",ppublish,Can J Med Technol. 1959 Sep;21:83-7.,,,,,,
13809992,NLM,MEDLINE,19981101,20181201,0036-4355 (Print) 0036-4355 (Linking),31,1960,[Pathological anatomy of the bone lesions in malignant hemopathy].,183-205,"['CHOMETTE, G', 'LAUMONIER, R', 'TAYOT, J']","['CHOMETTE G', 'LAUMONIER R', 'TAYOT J']",['fre'],['Journal Article'],Spain,Sangre (Barc),Sangre,0404373,OM,"['*Bone Diseases', 'Bone and Bones/*pathology', 'Humans', 'Leukemia/*pathology', 'Lymphoma/*pathology']",['NLM'],"['*BONE AND BONES/pathology', '*LEUKEMIA/pathology', '*LYMPHOMA/pathology']",1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",ppublish,Sangre (Barc). 1960;31:183-205.,,,,,,
13809590,NLM,MEDLINE,19981101,20190619,0003-4819 (Print) 0003-4819 (Linking),52,1960 Jun,Eosinophilic leukemia.,1343-52,"['CHEN, H P', 'SMITH, H S']","['CHEN HP', 'SMITH HS']",['eng'],"['Case Reports', 'Journal Article']",United States,Ann Intern Med,Annals of internal medicine,0372351,OM,"['*Eosinophilia', 'Humans', '*Hypereosinophilic Syndrome', '*Leukemia', '*Medical Records']",['NLM'],"['*EOSINOPHILIA/case reports', '*LEUKEMIA/case reports']",1960/06/01 00:00,1960/06/01 00:01,['1960/06/01 00:00'],"['1960/06/01 00:00 [pubmed]', '1960/06/01 00:01 [medline]', '1960/06/01 00:00 [entrez]']",ppublish,Ann Intern Med. 1960 Jun;52:1343-52. doi: 10.7326/0003-4819-52-6-1343.,['10.7326/0003-4819-52-6-1343 [doi]'],,,,,
13809445,NLM,MEDLINE,19981101,20190501,0007-1161 (Print) 0007-1161 (Linking),44,1960 Jul,Acute myeloid leukaemia with leukaemic deposit in the orbit.,440-2,"['CHATTERJEE, B M', 'SEN, N N']","['CHATTERJEE BM', 'SEN NN']",['eng'],['Journal Article'],England,Br J Ophthalmol,The British journal of ophthalmology,0421041,OM,"['*Disease', 'Humans', '*Leukemia', 'Leukemia, Myeloid/*complications', '*Leukemia, Myeloid, Acute', '*Orbit', '*Orbital Diseases']",['NLM'],"['*LEUKEMIA, MYELOCYTIC/complications', '*ORBIT/diseases']",1960/07/01 00:00,1960/07/01 00:01,['1960/07/01 00:00'],"['1960/07/01 00:00 [pubmed]', '1960/07/01 00:01 [medline]', '1960/07/01 00:00 [entrez]']",ppublish,Br J Ophthalmol. 1960 Jul;44:440-2. doi: 10.1136/bjo.44.7.440.,['10.1136/bjo.44.7.440 [doi]'],,,PMC509963,,
13809417,NLM,MEDLINE,19981101,20181201,0024-7790 (Print) 0024-7790 (Linking),91,1959 Dec 6,[Effect of podophylline on a localized element of histiocytic reticulosis].,1021-2,"['CHATARD, H']",['CHATARD H'],['fre'],['Journal Article'],France,Lyon Med,Lyon medical,0335015,OM,"['*Genetic Diseases, X-Linked', 'Humans', 'Leukemia, Hairy Cell/*therapy', 'Lymphatic Diseases/*therapy', '*Podophyllin', 'Podophyllum/*therapy', '*Severe Combined Immunodeficiency']",['NLM'],"['*PODOPHYLLUM/therapy', '*RETICULOENDOTHELIOSIS/therapy']",1959/12/06 00:00,1959/12/06 00:01,['1959/12/06 00:00'],"['1959/12/06 00:00 [pubmed]', '1959/12/06 00:01 [medline]', '1959/12/06 00:00 [entrez]']",ppublish,Lyon Med. 1959 Dec 6;91:1021-2.,,"['9000-55-9 (Podophyllin)', 'Reticuloendotheliosis, X-linked']",,,,
13809416,NLM,MEDLINE,19981101,20181201,,5,1959 Nov-Dec,[Effect of podophyllin on a localized element of histiocytic reticulosis].,749-50,"['CHATARD, H']",['CHATARD H'],['fre'],['Journal Article'],France,Bull Soc Fr Dermatol Syphiligr,Bulletin de la Societe francaise de dermatologie et de syphiligraphie,7503407,OM,"['*Genetic Diseases, X-Linked', 'Humans', 'Leukemia, Hairy Cell/*therapy', 'Lymphatic Diseases/*therapy', '*Podophyllin', '*Podophyllum', '*Severe Combined Immunodeficiency']",['NLM'],"['*PODOPHYLLUM/extracts', '*RETICULOENDOTHELIOSIS/therapy']",1959/11/01 00:00,1959/11/01 00:01,['1959/11/01 00:00'],"['1959/11/01 00:00 [pubmed]', '1959/11/01 00:01 [medline]', '1959/11/01 00:00 [entrez]']",ppublish,Bull Soc Fr Dermatol Syphiligr. 1959 Nov-Dec;5:749-50.,,"['9000-55-9 (Podophyllin)', 'Reticuloendotheliosis, X-linked']",,,,
13808772,NLM,MEDLINE,19981101,20181201,0026-4806 (Print) 0026-4806 (Linking),50,1959 Nov 21,[Behavior of the clearing factor in some blood diseases].,3758-60,"['CENCIOTTI, L', 'MARIOTTI, A']","['CENCIOTTI L', 'MARIOTTI A']",['ita'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,OM,"['Anemia/*blood', '*Hematologic Diseases', 'Humans', 'Leukemia/*blood', '*Lipase', 'Lipoprotein Lipase/*blood', '*Lipoproteins']",['NLM'],"['*ANEMIA/blood', '*LEUKEMIA/blood', '*LIPOPROTEIN LIPASE/blood']",1959/11/21 00:00,1959/11/21 00:01,['1959/11/21 00:00'],"['1959/11/21 00:00 [pubmed]', '1959/11/21 00:01 [medline]', '1959/11/21 00:00 [entrez]']",ppublish,Minerva Med. 1959 Nov 21;50:3758-60.,,"['0 (Lipoproteins)', 'EC 3.1.1.3 (Lipase)', 'EC 3.1.1.34 (Lipoprotein Lipase)']",,,,
13808583,NLM,MEDLINE,19981101,20190612,0140-6736 (Print) 0140-6736 (Linking),2,1959 Oct 10,Cerebral demyelination associated with disorders of the reticuloendothelial system.,524-9,"['CAVANAGH, J B', 'GREENBAUM, D', 'MARSHALL, A H', 'RUBINSTEIN, L J']","['CAVANAGH JB', 'GREENBAUM D', 'MARSHALL AH', 'RUBINSTEIN LJ']",['eng'],['Journal Article'],England,Lancet,"Lancet (London, England)",2985213R,OM,"['*Brain', '*Brain Diseases', '*Demyelinating Diseases', 'Hodgkin Disease/*pathology', 'Humans', '*Leukemia', 'Leukemia, Lymphoid/*pathology', '*Lymphocytes', '*Mononuclear Phagocyte System']",['NLM'],"['*BRAIN/diseases', ""*HODGKIN'S DISEASE/pathology"", '*LEUKEMIA, LYMPHOCYTIC/pathology']",1959/10/10 00:00,1959/10/10 00:01,['1959/10/10 00:00'],"['1959/10/10 00:00 [pubmed]', '1959/10/10 00:01 [medline]', '1959/10/10 00:00 [entrez]']",ppublish,Lancet. 1959 Oct 10;2(7102):524-9. doi: 10.1016/s0140-6736(59)91774-x.,"['S0140-6736(59)91774-X [pii]', '10.1016/s0140-6736(59)91774-x [doi]']",,,,7102,
13808167,NLM,MEDLINE,19981101,20190910,1784-3286 (Print) 1784-3286 (Linking),14,1959 Jul-Aug,[Morphological interpretation of apparently monocytic leukemias].,337-56,"['CASMAN-GOVAERTS, J', 'NOENINCKX, F']","['CASMAN-GOVAERTS J', 'NOENINCKX F']",['fre'],['Journal Article'],England,Acta Clin Belg,Acta clinica Belgica,0370306,OM,"['Humans', '*Leukemia', '*Leukemia, Monocytic, Acute', '*Leukemia, Myeloid', '*Monocytes']",['NLM'],"['*LEUKEMIA, MONOCYTIC']",1959/07/01 00:00,1959/07/01 00:01,['1959/07/01 00:00'],"['1959/07/01 00:00 [pubmed]', '1959/07/01 00:01 [medline]', '1959/07/01 00:00 [entrez]']",ppublish,Acta Clin Belg. 1959 Jul-Aug;14:337-56. doi: 10.1080/17843286.1959.11717567.,['10.1080/17843286.1959.11717567 [doi]'],,,,,
13808083,NLM,MEDLINE,19981101,20181201,0004-5241 (Print) 0004-5241 (Linking),5,1959 Dec,[Acute leukemia. Determination of the effects of antimetabolites and hormones on survival and remission].,385-407,"['de CARVALHO, R', 'de CILLO, D', 'VERRASTRO, T', 'JAMRA, M']","['de CARVALHO R', 'de CILLO D', 'VERRASTRO T', 'JAMRA M']",['por'],['Journal Article'],Brazil,Rev Assoc Med Bras,Revista da Associacao Medica Brasileira,7505951,OM,"['*Acute Disease', '*Antimetabolites', 'Antineoplastic Agents/*therapy', 'Hormones/*therapy', 'Leukemia/*therapy']",['NLM'],"['*ANTINEOPLASTIC AGENTS/therapy', '*HORMONES/therapy', '*LEUKEMIA/therapy']",1959/12/01 00:00,1959/12/01 00:01,['1959/12/01 00:00'],"['1959/12/01 00:00 [pubmed]', '1959/12/01 00:01 [medline]', '1959/12/01 00:00 [entrez]']",ppublish,Rev Assoc Med Bras. 1959 Dec;5:385-407.,,"['0 (Antimetabolites)', '0 (Antineoplastic Agents)', '0 (Hormones)']",,,,
13808040,NLM,MEDLINE,19981101,20190620,0008-543X (Print) 0008-543X (Linking),12,1959 Sep-Oct,Studies on the relationship of viral infections to leukemia in mice. II. The effect of sublethal neurotropic viral infections on the development of spontaneous leukemia in AKR mice.,857-60,"['CARTER, R E', 'PIERCE, M I']","['CARTER RE', 'PIERCE MI']",['eng'],['Journal Article'],United States,Cancer,Cancer,0374236,OM,"['Animals', '*Leukemia', '*Leukemia, Experimental', 'Mice', 'Mice, Inbred AKR', '*Virus Diseases']",['NLM'],"['*LEUKEMIA/experimental', '*VIRUS DISEASES/experimental']",1959/09/01 00:00,1959/09/01 00:01,['1959/09/01 00:00'],"['1959/09/01 00:00 [pubmed]', '1959/09/01 00:01 [medline]', '1959/09/01 00:00 [entrez]']",ppublish,Cancer. 1959 Sep-Oct;12:857-60. doi: 10.1002/1097-0142(195909/10)12:5<857::aid-cncr2820120503>3.0.co;2-t.,['10.1002/1097-0142(195909/10)12:5<857::aid-cncr2820120503>3.0.co;2-t [doi]'],,,,,
