PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,TT,PMC,AB,OID
5291054,NLM,MEDLINE,19720511,20041117,0022-1961 (Print) 0022-1961 (Linking),28,5,1971,[Case of myelogenous leukemia complicated with early stomach cancer and gastric ulcer].,982-7,"['Uchida, S', 'Miyamoto, N', 'Murao, H', 'Saito, T']","['Uchida S', 'Miyamoto N', 'Murao H', 'Saito T']",['jpn'],['Journal Article'],Japan,Naika,Naika. Internal medicine,0413541,IM,"['Adenocarcinoma/*complications', 'Humans', 'Leukemia, Myeloid/*complications', 'Male', 'Middle Aged', 'Stomach Neoplasms/*complications', 'Stomach Ulcer/*complications']",1971/01/01 00:00,1971/01/01 00:01,['1971/01/01 00:00'],"['1971/01/01 00:00 [pubmed]', '1971/01/01 00:01 [medline]', '1971/01/01 00:00 [entrez]']",ppublish,Naika. 1971;28(5):982-7.,,,,,,
5271189,NLM,MEDLINE,19701006,20031114,0002-3027 (Print) 0002-3027 (Linking),23,3,1968,[The role of RNA in leukemogenesis].,30-8,"['Butenko, Z A']",['Butenko ZA'],['rus'],['Journal Article'],Russia (Federation),Vestn Akad Med Nauk SSSR,Vestnik Akademii meditsinskikh nauk SSSR,7506153,IM,"['Animals', 'Cell Transformation, Neoplastic/*metabolism', 'Leukemia, Erythroblastic, Acute/*metabolism', 'Leukemia, Experimental/*metabolism', 'RNA/*metabolism', 'Rats']",1968/01/01 00:00,1968/01/01 00:01,['1968/01/01 00:00'],"['1968/01/01 00:00 [pubmed]', '1968/01/01 00:01 [medline]', '1968/01/01 00:00 [entrez]']",ppublish,Vestn Akad Med Nauk SSSR. 1968;23(3):30-8.,['63231-63-0 (RNA)'],,O roli RNK v leikemogeneze.,,,
5271181,NLM,MEDLINE,19701006,20190908,0036-553X (Print) 0036-553X (Linking),7,2,1970,Apparent C trisomy in bone marrow cells. Report of two cases.,112-22,"['De la Chapelle, A', 'Wennstrom, J', 'Wasastjerna, C', 'Knutar, F', 'Stenman, U H', 'Weber, T H']","['De la Chapelle A', 'Wennstrom J', 'Wasastjerna C', 'Knutar F', 'Stenman UH', 'Weber TH']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['*Bone Marrow', '*Bone Marrow Cells', 'Cytogenetics', 'Fibroblasts', 'Humans', 'Karyotyping', 'Lectins/pharmacology', 'Leukemia, Myeloid/genetics', 'Lymphocytes', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/genetics', 'Skin/cytology', '*Trisomy']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1970;7(2):112-22. doi: 10.1111/j.1600-0609.1970.tb01877.x.,['0 (Lectins)'],['10.1111/j.1600-0609.1970.tb01877.x [doi]'],,,,
5271159,NLM,MEDLINE,19701006,20161122,0021-8324 (Print) 0021-8324 (Linking),24,5,1970 Jul-Aug,[Respiratory manifestations of chronic leukosis].,553-74,"['Lamy, P', 'Anthoine, D', 'Duc, M', 'Vaillant, G', 'Monneau, J P', 'Froment, J', 'Neimann, J L']","['Lamy P', 'Anthoine D', 'Duc M', 'Vaillant G', 'Monneau JP', 'Froment J', 'Neimann JL']",['fre'],['Journal Article'],France,J Fr Med Chir Thorac,Journal francais de medecine et chirurgie thoraciques,0376571,IM,"['Adult', 'Aged', 'Bronchoscopy', 'Female', 'Humans', 'Leukemia, Lymphoid/complications', 'Leukemia, Myeloid/*complications', 'Lung Diseases/diagnostic imaging/*etiology', 'Male', 'Middle Aged', 'Pleural Diseases/*etiology', 'Radiography']",1970/07/01 00:00,1970/07/01 00:01,['1970/07/01 00:00'],"['1970/07/01 00:00 [pubmed]', '1970/07/01 00:01 [medline]', '1970/07/01 00:00 [entrez]']",ppublish,J Fr Med Chir Thorac. 1970 Jul-Aug;24(5):553-74.,,,Les manifestations respiratoires des leucoses chroniques.,,,
5271128,NLM,MEDLINE,19701005,20071115,0036-4355 (Print) 0036-4355 (Linking),15,2,1970,"[Acute clinical crisis and malignant cytology in chronic myeloid leukemia. Hematological considerations on the significance of ""blastic crisis"" in 25 cases].",209-25,"['Sanchez-Fayos, J', 'Outeirino, J', 'Paniagua, G', 'Calabuig, M T', 'Martinez Frejo, M C']","['Sanchez-Fayos J', 'Outeirino J', 'Paniagua G', 'Calabuig MT', 'Martinez Frejo MC']",['spa'],['Journal Article'],Spain,Sangre (Barc),Sangre,0404373,IM,"['Bone Marrow Cells', 'Bone Marrow Examination', '*Cell Differentiation', 'Humans', 'Leukemia, Myeloid/*blood/physiopathology', 'Leukemia, Myeloid, Acute/blood']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Sangre (Barc). 1970;15(2):209-25.,,,"Agudizacion clinica y malignaizacion citologica de la leucemia mieloide cronica. Consideraciones hematoogicas sobre la significacion de la ""crisis blastica"" en veinticinco casos.",,,
5271127,NLM,MEDLINE,19701005,20071115,0370-8241 (Print) 0370-8241 (Linking),25,1,1970 Jan 10,[Case of acute myeloblastic leukemia with Philadelphia chromosome].,187-92,"['Sasaki, T', 'Koyama, R', 'Nishiie, K', 'Yamamoto, A', 'Gocho, Y']","['Sasaki T', 'Koyama R', 'Nishiie K', 'Yamamoto A', 'Gocho Y']",['jpn'],"['Case Reports', 'Journal Article']",Japan,Saishin Igaku,Saishin igaku. Modern medicine,0413561,IM,"['Adult', '*Chromosome Aberrations', '*Chromosome Disorders', '*Chromosomes, Human, 21-22 and Y', 'Female', 'Humans', 'Leukemia, Myeloid, Acute/blood/*genetics', 'Microscopy, Electron']",1970/01/10 00:00,1970/01/10 00:01,['1970/01/10 00:00'],"['1970/01/10 00:00 [pubmed]', '1970/01/10 00:01 [medline]', '1970/01/10 00:00 [entrez]']",ppublish,Saishin Igaku. 1970 Jan 10;25(1):187-92.,,,,,,
5271001,NLM,MEDLINE,19701005,20190706,0009-8981 (Print) 0009-8981 (Linking),28,3,1970 Jun,The A2 hemoglobin in hematological diseases.,489-94,"['Brabec, V', 'Cejka, J', 'Vodrazka, Z']","['Brabec V', 'Cejka J', 'Vodrazka Z']",['eng'],['Journal Article'],Netherlands,Clin Chim Acta,Clinica chimica acta; international journal of clinical chemistry,1302422,IM,"['Aged', 'Blood Protein Electrophoresis', 'Bone Marrow Diseases/blood', 'Electrophoresis', 'Female', 'Hematologic Diseases/*blood', 'Hemoglobins, Abnormal/*analysis', 'Humans', 'Leukemia, Erythroblastic, Acute/blood', 'Male', 'Middle Aged', 'Primary Myelofibrosis/blood', 'Thalassemia/blood']",1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",ppublish,Clin Chim Acta. 1970 Jun;28(3):489-94. doi: 10.1016/0009-8981(70)90077-x.,"['0 (Hemoglobins, Abnormal)']","['0009-8981(70)90077-X [pii]', '10.1016/0009-8981(70)90077-x [doi]']",,,,
5270985,NLM,MEDLINE,19701002,20041117,0041-3771 (Print) 0041-3771 (Linking),12,4,1970 Apr,[Changes in mitotic activity in leukocytic elements in the bone marrow and blood of patients with acute leukosis].,436-47,"['Mamaev, N N', 'Gabuzova, I A', 'Koretskaia, E I']","['Mamaev NN', 'Gabuzova IA', 'Koretskaia EI']",['rus'],['Journal Article'],Russia (Federation),Tsitologiia,Tsitologiia,0417363,IM,"['Acute Disease', 'Adolescent', 'Adult', 'Autoradiography', '*Bone Marrow', '*Bone Marrow Cells', 'Child', 'Child, Preschool', 'Chromosomes', 'DNA/analysis', 'Female', 'Humans', 'Infant', 'Karyotyping', '*Leukemia/metabolism', 'Leukemia, Monocytic, Acute', '*Leukocytes/analysis', 'Male', 'Methods', 'Middle Aged', '*Mitosis', 'Polyploidy']",1970/04/01 00:00,1970/04/01 00:01,['1970/04/01 00:00'],"['1970/04/01 00:00 [pubmed]', '1970/04/01 00:01 [medline]', '1970/04/01 00:00 [entrez]']",ppublish,Tsitologiia. 1970 Apr;12(4):436-47.,['9007-49-2 (DNA)'],,Izuchenie mitoticheskoi aktivnosti leikotsitarnykh elementov kostnogo mazga i krovi bol'nykh ostrym leikozom.,,,
5270916,NLM,MEDLINE,19700930,20071115,0022-1961 (Print) 0022-1961 (Linking),26,2,1970 Aug,[Case of acute promyelocytic leukemia with leukemia cutis].,357-62,"['Uematsu, I', 'Wataya, K', 'Kato, K', 'Yoshimi, H', 'Kubori, S']","['Uematsu I', 'Wataya K', 'Kato K', 'Yoshimi H', 'Kubori S']",['jpn'],"['Case Reports', 'Journal Article']",Japan,Naika,Naika. Internal medicine,0413541,IM,"['Adult', 'Bone Marrow Cells', 'Humans', 'Leukemia, Myeloid/*complications', 'Leukemia, Myeloid, Acute/*complications', 'Male', 'Skin Neoplasms/*complications']",1970/08/01 00:00,1970/08/01 00:01,['1970/08/01 00:00'],"['1970/08/01 00:00 [pubmed]', '1970/08/01 00:01 [medline]', '1970/08/01 00:00 [entrez]']",ppublish,Naika. 1970 Aug;26(2):357-62.,,,,,,
5270914,NLM,MEDLINE,19700930,20181113,0021-9738 (Print) 0021-9738 (Linking),49,9,1970 Sep,"Serum and urinary proteins, lysozyme (muramidase), and renal dysfunction in mono- and myelomonocytic leukemia.",1694-708,"['Pruzanski, W', 'Platts, M E']","['Pruzanski W', 'Platts ME']",['eng'],['Journal Article'],United States,J Clin Invest,The Journal of clinical investigation,7802877,IM,"['Adult', 'Agammaglobulinemia/complications', 'Aged', 'Albuminuria/complications', 'Blood Chemical Analysis', '*Blood Proteins', 'Ceruloplasmin/analysis/urine', 'Female', 'Humans', 'Hypergammaglobulinemia/complications/physiopathology', 'Immunoglobulins/analysis', 'Kidney Glomerulus/*physiopathology', 'Kidney Tubules/*physiopathology', 'Leukemia, Myeloid/blood/complications/*physiopathology/urine', 'Male', 'Middle Aged', 'Muramidase/*analysis/blood/urine', 'Nitrogen/blood', 'Proteinuria/*complications', 'Transferrin/analysis/urine', 'Uremia/complications']",1970/09/01 00:00,1970/09/01 00:01,['1970/09/01 00:00'],"['1970/09/01 00:00 [pubmed]', '1970/09/01 00:01 [medline]', '1970/09/01 00:00 [entrez]']",ppublish,J Clin Invest. 1970 Sep;49(9):1694-708. doi: 10.1172/JCI106387.,"['0 (Blood Proteins)', '0 (Immunoglobulins)', '0 (Transferrin)', 'EC 1.16.3.1 (Ceruloplasmin)', 'EC 3.2.1.17 (Muramidase)', 'N762921K75 (Nitrogen)']",['10.1172/JCI106387 [doi]'],,PMC322653,"Serum levels, urinary excretion, and clearances of several proteins of different molecular weights were studied in 18 patients with mono- and myelomonocytic leukemia. Nine patients had normal renal function (group A) and nine had impaired renal function with azotemia (group B). The majority of patients in both groups had increased concentration of immunoglobulins, particularly IgG, IgA, and IgM; IgD level was normal. Serum transferrin and alpha(2)-macroglobulin were frequently reduced while the level of ceruloplasmin was often increased, especially in patients with azotemia. The activity of lysozyme in the serum was high in all patients, but was considerably higher in group B. Proteinuria was found in most patients but was more prominent in group B. Almost invariably albumin constituted less than 25% of the total protein excreted. Qualitative analysis of various urinary proteins by immunochemical techniques and clearance studies suggested the presence of glomerular as well as tubular dysfunction. Determination of urinary lysozyme frequently showed no direct correlation between the serum level of the enzyme and its concentration in the urine or its clearance by the kidney. In addition to glomerular filtration, impaired tubular reabsorption may account for the high level of lysozyme in the urine. It is postulated that the very high level of lysozyme in the glomerular filtrate and possibly hypergammaglobulinemia may play a role in the induction of tubular damage. Renal impairment has been correlated with histological changes in the kidneys. From a comparative study of various leukemias, it seems that the combined glomerular-tubular dysfunction is a manifestation unique to mono- and myelomonocytic leukemia.",
5270912,NLM,MEDLINE,19700930,20071115,0003-956X (Print) 0003-956X (Linking),24,4,1968 Oct-Dec,[Acute myeloid leukemia with moderate skin manifestations].,447-9,"['Hutsebaut, A']",['Hutsebaut A'],['dut'],['Journal Article'],Belgium,Arch Belg Dermatol Syphiligr,Archives belges de dermatologie et de syphiligraphie,0412670,IM,"['Adult', 'Humans', 'Leukemia, Myeloid, Acute/*diagnosis', 'Male', '*Skin Manifestations']",1968/10/01 00:00,1968/10/01 00:01,['1968/10/01 00:00'],"['1968/10/01 00:00 [pubmed]', '1968/10/01 00:01 [medline]', '1968/10/01 00:00 [entrez]']",ppublish,Arch Belg Dermatol Syphiligr. 1968 Oct-Dec;24(4):447-9.,,,Acute myeloide leucemie met discrete huidletsels.,,,
5270904,NLM,MEDLINE,19700930,20171116,0041-4131 (Print) 0041-4131 (Linking),46,6,1968 Nov-Dec,[Polychemotherapy of acute leukemia in children (27 cases)].,497-501,"['Hamladji, R M', 'Belkhodja, A', 'Timsit, G', 'Colonna, P']","['Hamladji RM', 'Belkhodja A', 'Timsit G', 'Colonna P']",['fre'],['Journal Article'],Tunisia,Tunis Med,La Tunisie medicale,0413766,IM,"['Child', 'Female', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Mercaptopurine/*administration & dosage', 'Methotrexate/*administration & dosage', 'Prednisone/*administration & dosage', 'Vincristine/administration & dosage']",1968/11/01 00:00,1968/11/01 00:01,['1968/11/01 00:00'],"['1968/11/01 00:00 [pubmed]', '1968/11/01 00:01 [medline]', '1968/11/01 00:00 [entrez]']",ppublish,Tunis Med. 1968 Nov-Dec;46(6):497-501.,"['5J49Q6B70F (Vincristine)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",,Polychimiotherapie des leucemies aigues de l'enfant (27 observations),,,
5270900,NLM,MEDLINE,19700930,20071115,0552-2080 (Print) 0552-2080 (Linking),14,11,1969 Nov,[Types of hemoglobins in patients with leukoses].,34-6,"[""Bezborod'ko, B N"", 'Rogochii, K P']","[""Bezborod'ko BN"", 'Rogochii KP']",['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Acute Disease', 'Adult', 'Electrophoresis', 'Female', 'Hemoglobins/*analysis', 'Hodgkin Disease/blood', 'Humans', 'Leukemia/*blood', 'Leukemia, Lymphoid/blood', 'Leukemia, Myeloid/blood', 'Male', 'Middle Aged', 'Paper']",1969/11/01 00:00,1969/11/01 00:01,['1969/11/01 00:00'],"['1969/11/01 00:00 [pubmed]', '1969/11/01 00:01 [medline]', '1969/11/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1969 Nov;14(11):34-6.,['0 (Hemoglobins)'],,K voprosu o tipakh gemoglobina u bol'nykh leikozom.,,,
5270899,NLM,MEDLINE,19700930,20071115,0552-2080 (Print) 0552-2080 (Linking),14,11,1969 Nov,[Pathogenesis of anemia in leukoses].,28-34,"['Sakhibov, Ia D']",['Sakhibov IaD'],['rus'],['Journal Article'],Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,IM,"['Acute Disease', 'Anemia/*etiology', 'Chromium Isotopes', 'Erythrocyte Aging', 'Humans', 'Leukemia/*complications/physiopathology', 'Leukemia, Lymphoid/physiopathology', 'Leukemia, Myeloid/physiopathology', 'Methods']",1969/11/01 00:00,1969/11/01 00:01,['1969/11/01 00:00'],"['1969/11/01 00:00 [pubmed]', '1969/11/01 00:01 [medline]', '1969/11/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1969 Nov;14(11):28-34.,['0 (Chromium Isotopes)'],,K voprosu o patogeneze anemii pri leikozakh.,,,
5270863,NLM,MEDLINE,19700928,20211203,0027-8874 (Print) 0027-8874 (Linking),45,1,1970 Jul,Racial variations in leukemia incidence among the elderly.,25-8,"['McPhedran, P', 'Heath, C W Jr', 'Garcia, J S']","['McPhedran P', 'Heath CW Jr', 'Garcia JS']",['eng'],['Journal Article'],United States,J Natl Cancer Inst,Journal of the National Cancer Institute,7503089,IM,"['Adolescent', 'Adult', 'African Americans', 'Age Factors', 'Aged', 'Child', 'Child, Preschool', 'Community Health Services', 'Female', 'Georgia', 'Hospitalization', 'Humans', 'Infant', 'Leukemia/*epidemiology', 'Leukemia, Lymphoid/epidemiology', 'Leukemia, Monocytic, Acute/epidemiology', 'Leukemia, Myeloid/epidemiology', 'Male', 'Middle Aged', 'Socioeconomic Factors', 'Urban Population', 'Whites']",1970/07/01 00:00,2001/03/28 10:01,['1970/07/01 00:00'],"['1970/07/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1970/07/01 00:00 [entrez]']",ppublish,J Natl Cancer Inst. 1970 Jul;45(1):25-8.,,,,,,
5270862,NLM,MEDLINE,19700928,20041117,0023-0294 (Print) 0023-0294 (Linking),68,6,1970 Jun,Acute promyelocytic leukemia.,367-70,"['Fernandez, A J', 'Bontrager, R R']","['Fernandez AJ', 'Bontrager RR']",['eng'],['Journal Article'],United States,J Ky Med Assoc,The Journal of the Kentucky Medical Association,7505615,IM,"['Humans', '*Leukemia, Myeloid', 'Male', 'Middle Aged']",1970/06/01 00:00,1970/06/01 00:01,['1970/06/01 00:00'],"['1970/06/01 00:00 [pubmed]', '1970/06/01 00:01 [medline]', '1970/06/01 00:00 [entrez]']",ppublish,J Ky Med Assoc. 1970 Jun;68(6):367-70.,,,,,,
5270858,NLM,MEDLINE,19700928,20071115,0004-1955 (Print) 0004-1955 (Linking),32,5,1970,[Changes in the thymus gland in leukosis].,33-8,"['Ageev, A K']",['Ageev AK'],['rus'],['Journal Article'],Russia (Federation),Arkh Patol,Arkhiv patologii,0370604,IM,"['Acute Disease', 'Adolescent', 'Adrenal Cortex Hormones/therapeutic use', 'Adult', 'Aged', 'Aging', 'Child', 'Chronic Disease', 'Humans', 'Leukemia/drug therapy/*pathology', 'Leukemia, Lymphoid/pathology', 'Leukemia, Myeloid/complications/pathology', 'Middle Aged', 'Thymus Gland/drug effects/*pathology', '*Thymus Neoplasms/complications']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Arkh Patol. 1970;32(5):33-8.,['0 (Adrenal Cortex Hormones)'],,Izmeneniia vilochkovoi zhelezy pri leikozakh.,,,
5270825,NLM,MEDLINE,19700928,20131121,0002-3264 (Print) 0002-3264 (Linking),175,5,1967 Aug 11,[Regularities in the change in leukocyte count during treatment of chronic myeloid leukosis].,1197-200,"[""Emanuel', N M"", 'Sherman, S I', 'Levitin, E I', 'Rozanova, L M', 'Evseenko, L S', 'Kukharenko, Iu A']","[""Emanuel' NM"", 'Sherman SI', 'Levitin EI', 'Rozanova LM', 'Evseenko LS', 'Kukharenko IuA']",['rus'],['Journal Article'],Russia (Federation),Dokl Akad Nauk SSSR,Doklady Akademii nauk SSSR,7505465,IM,"['Adolescent', 'Adult', 'Aged', 'Busulfan/therapeutic use', 'Humans', 'Leukemia, Myeloid/*drug therapy/*radiotherapy', 'Leukocyte Count', '*Leukocytes', 'Middle Aged', 'Prednisolone/therapeutic use', 'Urethane/therapeutic use']",1967/08/11 00:00,1967/08/11 00:01,['1967/08/11 00:00'],"['1967/08/11 00:00 [pubmed]', '1967/08/11 00:01 [medline]', '1967/08/11 00:00 [entrez]']",ppublish,Dokl Akad Nauk SSSR. 1967 Aug 11;175(5):1197-200.,"['3IN71E75Z5 (Urethane)', '9PHQ9Y1OLM (Prednisolone)', 'G1LN9045DK (Busulfan)']",,Zakonomernosti izmeneniia chisla leikotsitov pri terapii khronicheskogo mieloleikoza.,,,
5270680,NLM,MEDLINE,19700923,20190501,0032-5473 (Print) 0032-5473 (Linking),46,535,1970 May,Death from paralytic ileus following vincristine therapy.,330-1,"['Toghill, P J', 'Burke, J D']","['Toghill PJ', 'Burke JD']",['eng'],['Journal Article'],England,Postgrad Med J,Postgraduate medical journal,0234135,IM,"['Humans', 'Intestinal Obstruction/*chemically induced', 'Leukemia, Lymphoid/drug therapy', 'Male', 'Middle Aged', 'Vincristine/*adverse effects']",1970/05/01 00:00,1970/05/01 00:01,['1970/05/01 00:00'],"['1970/05/01 00:00 [pubmed]', '1970/05/01 00:01 [medline]', '1970/05/01 00:00 [entrez]']",ppublish,Postgrad Med J. 1970 May;46(535):330-1. doi: 10.1136/pgmj.46.535.330.,['5J49Q6B70F (Vincristine)'],['10.1136/pgmj.46.535.330 [doi]'],,PMC2467012,,
5270679,NLM,MEDLINE,19700923,20190501,0032-5473 (Print) 0032-5473 (Linking),46,535,1970 May,Daunorubicin in acute leukaemia.,272-5,"['Souhami, R L', 'Prankerd, T A']","['Souhami RL', 'Prankerd TA']",['eng'],['Journal Article'],England,Postgrad Med J,Postgraduate medical journal,0234135,IM,"['Adolescent', 'Adult', 'Aged', 'Child', 'Daunorubicin/administration & dosage/*therapeutic use', 'Female', 'Humans', 'Injections, Intravenous', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Mercaptopurine/therapeutic use', 'Middle Aged']",1970/05/01 00:00,1970/05/01 00:01,['1970/05/01 00:00'],"['1970/05/01 00:00 [pubmed]', '1970/05/01 00:01 [medline]', '1970/05/01 00:00 [entrez]']",ppublish,Postgrad Med J. 1970 May;46(535):272-5. doi: 10.1136/pgmj.46.535.272.,"['E7WED276I5 (Mercaptopurine)', 'ZS7284E0ZP (Daunorubicin)']",['10.1136/pgmj.46.535.272 [doi]'],,PMC2467022,,
5270658,NLM,MEDLINE,19700923,20190908,0036-553X (Print) 0036-553X (Linking),7,3,1970,Stem cell leukaemia in myelomatosis.,201-7,"['Andersen, E', 'Videbaek, A']","['Andersen E', 'Videbaek A']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Aged', 'Autopsy', 'Cyclophosphamide/therapeutic use', 'Female', 'Humans', 'Leukemia/*etiology', 'Leukemia, Myeloid, Acute/*complications/drug therapy', 'Male', 'Melphalan/therapeutic use', 'Middle Aged']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1970;7(3):201-7. doi: 10.1111/j.1600-0609.1970.tb01888.x.,"['8N3DW7272P (Cyclophosphamide)', 'Q41OR9510P (Melphalan)']",['10.1111/j.1600-0609.1970.tb01888.x [doi]'],,,,
5270657,NLM,MEDLINE,19700923,20190908,0036-553X (Print) 0036-553X (Linking),7,1,1970,Cytogenetic studies in a case of erythroleukaemia.,32-6,"['Nichols, W W', 'Norden, A', 'Bradt, C', 'Berg, B', 'Peluse, M']","['Nichols WW', 'Norden A', 'Bradt C', 'Berg B', 'Peluse M']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Adult', 'Blood Cells', 'Bone Marrow Cells', 'Chromosome Aberrations', 'Chromosome Disorders', 'Chromosomes/analysis', 'Cytogenetics', 'Female', 'Humans', 'Lectins/pharmacology', 'Leukemia, Erythroblastic, Acute/*genetics', 'Stimulation, Chemical']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1970;7(1):32-6. doi: 10.1111/j.1600-0609.1970.tb01865.x.,['0 (Lectins)'],['10.1111/j.1600-0609.1970.tb01865.x [doi]'],,,,
5270656,NLM,MEDLINE,19700923,20190908,0036-553X (Print) 0036-553X (Linking),7,1,1970,Pernicious anaemia and acute leukaemia. A case report with cytogenetic studies.,26-31,"['Nielsen, V G', 'Jensen, M K']","['Nielsen VG', 'Jensen MK']",['eng'],['Journal Article'],Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,IM,"['Aged', 'Anemia, Pernicious/*complications/genetics', 'Bone Marrow Cells', 'Chromosome Aberrations', 'Chromosome Disorders', 'Cytogenetics', 'Humans', 'Karyotyping', 'Leukemia, Myeloid, Acute/*complications/genetics', 'Male', 'Mitosis']",1970/01/01 00:00,1970/01/01 00:01,['1970/01/01 00:00'],"['1970/01/01 00:00 [pubmed]', '1970/01/01 00:01 [medline]', '1970/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1970;7(1):26-31. doi: 10.1111/j.1600-0609.1970.tb01864.x.,,['10.1111/j.1600-0609.1970.tb01864.x [doi]'],,,,
