PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,FAU,AU,LA,PT,TT,PL,TA,JT,JID,RN,SB,MH,EDAT,MHDA,CRDT,PHST,PST,SO,AID,PMC,AB
4520530,NLM,MEDLINE,19740306,20091027,0037-1963 (Print) 0037-1963 (Linking),11,1,1974 Jan,The preleukemic syndrome.,93-100,"['Linman, J W', 'Saarni, M I']","['Linman JW', 'Saarni MI']",['eng'],['Journal Article'],,United States,Semin Hematol,Seminars in hematology,0404514,,IM,"['Aged', 'Agranulocytosis/complications', 'Anemia/complications', 'Anemia, Sideroblastic/complications', 'Bone Marrow Examination', 'Erythrocytes, Abnormal', 'Female', 'Humans', 'Leukemia, Myeloid/*etiology/prevention & control', 'Male', 'Middle Aged', 'Myeloproliferative Disorders/complications', 'Precancerous Conditions/*complications/therapy', 'Syndrome', 'Thrombocytopenia/complications']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Semin Hematol. 1974 Jan;11(1):93-100.,,,
4520529,NLM,MEDLINE,19740306,20211203,0037-1963 (Print) 0037-1963 (Linking),11,1,1974 Jan,Acute lymphocytic leukemia in childhood.,25-39,"['Simone, J']",['Simone J'],['eng'],"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",,United States,Semin Hematol,Seminars in hematology,0404514,"['04079A1RDZ (Cytarabine)', '5J49Q6B70F (Vincristine)', '8N3DW7272P (Cyclophosphamide)', 'EC 3.5.1.1 (Asparaginase)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Asparaginase/therapeutic use', 'Blacks', 'Bone Marrow Examination', 'Central Nervous System Diseases/prevention & control', 'Child', 'Child, Preschool', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Drug Therapy, Combination', 'Drug-Related Side Effects and Adverse Reactions', 'Female', 'Humans', 'Immunosuppression Therapy', 'Infections/etiology', 'Injections, Spinal', 'Leukemia, Lymphoid/*drug therapy/radiotherapy', 'Leukopenia/etiology', 'Male', 'Methotrexate/administration & dosage/therapeutic use', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Vincristine/therapeutic use']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Semin Hematol. 1974 Jan;11(1):25-39.,,,
4520466,NLM,MEDLINE,19740302,20190908,0036-553X (Print) 0036-553X (Linking),10,3,1973,Perturbation of cell cycle of human leukaemic myeloblasts in vivo by cytosine arabinoside.,209-18,"['Ernst, P', 'Faille, A', 'Killmann, S A']","['Ernst P', 'Faille A', 'Killmann SA']",['eng'],['Journal Article'],,Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['04079A1RDZ (Cytarabine)', '10028-17-8 (Tritium)', '9007-49-2 (DNA)', 'VC2W18DGKR (Thymidine)']",IM,"['Adult', 'Aged', 'Autoradiography', 'Blood Cell Count', 'Bone Marrow/*drug effects', '*Bone Marrow Cells', 'Cell Division/drug effects', 'Cell Survival/drug effects', 'Cytarabine/*pharmacology/therapeutic use', 'DNA/biosynthesis', 'Depression, Chemical', 'Erythrocytes/*drug effects', 'Humans', 'Injections, Intravenous', 'Leukemia, Myeloid, Acute/drug therapy/*pathology', 'Middle Aged', 'Mitosis/*drug effects', 'Spectrophotometry', 'Thymidine/metabolism', 'Time Factors', 'Tritium']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1973;10(3):209-18. doi: 10.1111/j.1600-0609.1973.tb00062.x.,['10.1111/j.1600-0609.1973.tb00062.x [doi]'],,
4520465,NLM,MEDLINE,19740302,20190908,0036-553X (Print) 0036-553X (Linking),10,3,1973,"Syndrome of anaemia, thrombocytopenia and subnormal granulocyte function in elderly patients.",161-9,"['Berg, B', 'Brandt, L']","['Berg B', 'Brandt L']",['eng'],['Journal Article'],,Denmark,Scand J Haematol,Scandinavian journal of haematology,0404507,"['D959AE5USF (Clofazimine)', 'EC 3.1.3.1 (Alkaline Phosphatase)']",IM,"['Aged', 'Alkaline Phosphatase/metabolism', 'Anemia/*blood/drug therapy/pathology', 'Biopsy, Needle', 'Bone Marrow/pathology', 'Clofazimine/pharmacology/*therapeutic use', 'Humans', 'Leukemia, Myeloid/etiology', 'Leukemia, Myeloid, Acute/etiology', 'Leukocyte Count', 'Leukocytes/enzymology', 'Male', 'Neutrophils/*metabolism', 'Phagocytosis/*drug effects', 'Precancerous Conditions', 'Stimulation, Chemical', 'Syndrome', 'Thrombocytopenia/*blood/drug therapy/pathology', 'Time Factors']",1973/01/01 00:00,1973/01/01 00:01,['1973/01/01 00:00'],"['1973/01/01 00:00 [pubmed]', '1973/01/01 00:01 [medline]', '1973/01/01 00:00 [entrez]']",ppublish,Scand J Haematol. 1973;10(3):161-9. doi: 10.1111/j.1600-0609.1973.tb00054.x.,['10.1111/j.1600-0609.1973.tb00054.x [doi]'],,
4520458,NLM,MEDLINE,19740302,20071115,0027-2973 (Print) 0027-2973 (Linking),115,42,1973 Oct 19,[Letter: Leukemia following treatment with hydantoin].,1859,"['Endtz, L J', 'Leeksma, C H', 'Kerkhofs, H', 'Mulder, O G', 'Mosmans, F A', 'Meinardi, H']","['Endtz LJ', 'Leeksma CH', 'Kerkhofs H', 'Mulder OG', 'Mosmans FA', 'Meinardi H']",['ger'],['Journal Article'],Leukamie nach Hydantoin-Behandlung.,Germany,Munch Med Wochenschr,Munchener medizinische Wochenschrift (1950),7801802,['0 (Hydantoins)'],IM,"['Epilepsy/drug therapy', 'Humans', 'Hydantoins/*adverse effects/therapeutic use', 'Leukemia, Myeloid, Acute/*chemically induced']",1973/10/19 00:00,1973/10/19 00:01,['1973/10/19 00:00'],"['1973/10/19 00:00 [pubmed]', '1973/10/19 00:01 [medline]', '1973/10/19 00:00 [entrez]']",ppublish,Munch Med Wochenschr. 1973 Oct 19;115(42):1859.,,,
4520420,NLM,MEDLINE,19740302,20171116,0008-5472 (Print) 0008-5472 (Linking),34,1,1974 Jan,Identification of 6-methylmercaptopurine ribonucleoside 5'-diphosphate and 5'-triphosphate as metabolites of 6-mercaptopurine in man.,221-4,"['Zimmerman, T P', 'Chu, L C', 'Bugge, C J', 'Nelson, D J', 'Lyon, G M', 'Elion, G B']","['Zimmerman TP', 'Chu LC', 'Bugge CJ', 'Nelson DJ', 'Lyon GM', 'Elion GB']",['eng'],['Journal Article'],,United States,Cancer Res,Cancer research,2984705R,"['0 (Phosphates)', '0 (Ribonucleosides)', 'E7WED276I5 (Mercaptopurine)']",IM,"['Bone Marrow/metabolism', 'Chromatography', 'Humans', 'Leukemia, Lymphoid/drug therapy/*metabolism', 'Mercaptopurine/*metabolism/therapeutic use', 'Phosphates', 'Ribonucleosides/*metabolism', 'Ultraviolet Rays']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1974 Jan;34(1):221-4.,,,
4520419,NLM,MEDLINE,19740302,20151119,0008-5472 (Print) 0008-5472 (Linking),34,1,1974 Jan,Comparative chemotherapy of AKR lymphoma and human hematological neoplasia.,184-93,"['Frei, E 3rd', 'Schabel, F M Jr', 'Goldin, A']","['Frei E 3rd', 'Schabel FM Jr', 'Goldin A']",['eng'],"['Comparative Study', 'Journal Article']",,United States,Cancer Res,Cancer research,2984705R,"['0 (Antineoplastic Agents)', '0 (Cyclohexanes)', '0 (Nitrosourea Compounds)', '04079A1RDZ (Cytarabine)', '50D9XSG0VR (Mechlorethamine)', '5J49Q6B70F (Vincristine)', '5V9KLZ54CY (Vinblastine)', '8N3DW7272P (Cyclophosphamide)', 'Q41OR9510P (Melphalan)', 'U3P01618RT (Fluorouracil)', 'U68WG3173Y (Carmustine)', 'VB0R961HZT (Prednisone)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Animals', 'Antineoplastic Agents/*therapeutic use', 'Biological Assay', 'Carmustine/therapeutic use', 'Cyclohexanes', 'Cyclophosphamide/therapeutic use', 'Cytarabine/therapeutic use', 'Daunorubicin/therapeutic use', 'Disease Models, Animal', 'Drug Therapy, Combination', 'Evaluation Studies as Topic', 'Female', 'Fluorouracil/therapeutic use', 'Hodgkin Disease/drug therapy', 'Humans', 'Leukemia/*drug therapy', 'Leukemia L1210/drug therapy', 'Leukemia, Experimental/*drug therapy', 'Leukemia, Lymphoid/drug therapy', 'Leukemia, Myeloid, Acute/drug therapy', 'Lymphoma/*drug therapy', 'Male', 'Mechlorethamine/therapeutic use', 'Melphalan/therapeutic use', 'Mice', 'Mice, Inbred AKR', 'Multiple Myeloma/drug therapy', 'Nitrosourea Compounds/therapeutic use', 'Prednisone/therapeutic use', 'Remission, Spontaneous', 'Vinblastine/therapeutic use', 'Vincristine/therapeutic use']",1974/01/01 00:00,2001/03/28 10:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '2001/03/28 10:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Cancer Res. 1974 Jan;34(1):184-93.,,,
4520413,NLM,MEDLINE,19740302,20131121,0049-6804 (Print) 0049-6804 (Linking),9,,1973 Sep,[Changes of some bile components in patients with chronic leukoses and lymphogranulomatosis].,52-5,"['Sarnitskii, I P', 'Ischenko, V T']","['Sarnitskii IP', 'Ischenko VT']",['rus'],['Journal Article'],Izmeneniia nekotorykh komponentov zhelchi u bol'nykh khronicheskimi leikozami i limfogranulematozom.,Ukraine,Vrach Delo,Vrachebnoe delo,0413607,"['0 (Bile Acids and Salts)', '97C5T2UQ7J (Cholesterol)']",IM,"['Adolescent', 'Adult', 'Aged', 'Bile/*metabolism', 'Bile Acids and Salts/metabolism', 'Cholesterol/metabolism', 'Female', 'Humans', 'Leukemia, Lymphoid/*metabolism', 'Leukemia, Myeloid/*metabolism', 'Male', 'Middle Aged']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",ppublish,Vrach Delo. 1973 Sep;9:52-5.,,,
4520412,NLM,MEDLINE,19740302,20041117,0552-2080 (Print) 0552-2080 (Linking),18,3,1973 Mar,[Erythropoietic activity of the serum in children with leukemia].,17-9,"['Bushmeleva, L P', 'Kovalebskaia, R A']","['Bushmeleva LP', 'Kovalebskaia RA']",['rus'],['Journal Article'],"Eritropoeticheskaia aktivnost' syvorotki detei, bol'nykh leikozom.",Russia (Federation),Probl Gematol Pereliv Krovi,Problemy gematologii i perelivaniia krovi,0401232,['11096-26-7 (Erythropoietin)'],IM,"['Acute Disease', 'Adolescent', 'Child', 'Child, Preschool', '*Erythropoiesis', 'Erythropoietin', 'Hodgkin Disease/blood', 'Humans', 'Infant', 'Leukemia/*blood', 'Leukemia, Myeloid/blood']",1973/03/01 00:00,1973/03/01 00:01,['1973/03/01 00:00'],"['1973/03/01 00:00 [pubmed]', '1973/03/01 00:01 [medline]', '1973/03/01 00:00 [entrez]']",ppublish,Probl Gematol Pereliv Krovi. 1973 Mar;18(3):17-9.,,,
4520407,NLM,MEDLINE,19740302,20110727,0047-1852 (Print) 0047-1852 (Linking),31,9,1973 Sep,"[The 49th clinicopathological conference of Osaka-Kobe hospitals. A case of a 15-year-old male with chief complaints of pyrexia, cough, and shortness of breath during exertion; a pulmonary tumor-like finding at the hilar region in anterior and posterior thoracic radiography; and the existence of abnormal cells in peripheral blood and bone marrow cell specimens].",2868-77,"['Ueno, K', 'Yamamoto, N', 'Kitaura, Y']","['Ueno K', 'Yamamoto N', 'Kitaura Y']",['jpn'],"['Case Reports', 'Journal Article']",,Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,,IM,"['Adolescent', 'Humans', 'Leukemia, Lymphoid/*complications/pathology', 'Male', 'Thymus Neoplasms/*complications/pathology']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",ppublish,Nihon Rinsho. 1973 Sep;31(9):2868-77.,,,
4520371,NLM,MEDLINE,19740228,20080716,0029-2001 (Print) 0029-2001 (Linking),93,26,1973 Sep 20,[Leukemia in childhood].,1978-83,"['Moe, P J']",['Moe PJ'],['nor'],['Journal Article'],Leukemi hos barn.,Norway,Tidsskr Nor Laegeforen,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",0413423,,IM,"['Adolescent', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', '*Leukemia', 'Leukemia, Lymphoid', 'Leukemia, Myeloid, Acute', 'Male', 'Prognosis']",1973/09/20 00:00,1973/09/20 00:01,['1973/09/20 00:00'],"['1973/09/20 00:00 [pubmed]', '1973/09/20 00:01 [medline]', '1973/09/20 00:00 [entrez]']",ppublish,Tidsskr Nor Laegeforen. 1973 Sep 20;93(26):1978-83.,,,
4520370,NLM,MEDLINE,19740228,20131121,0029-2001 (Print) 0029-2001 (Linking),93,26,1973 Sep 20,Acute leukemia in adults.,1973-8,"['Gjemdal, T', 'Stavem, P']","['Gjemdal T', 'Stavem P']",['nor'],['Journal Article'],Akutt leukemi hos voksne.,Norway,Tidsskr Nor Laegeforen,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",0413423,"['0 (Antineoplastic Agents)', '04079A1RDZ (Cytarabine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)']",IM,"['Adult', 'Agranulocytosis/chemically induced', 'Antineoplastic Agents/adverse effects/*therapeutic use', 'Cytarabine/therapeutic use', 'Drug Therapy, Combination', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Methotrexate/therapeutic use', 'Prednisone/therapeutic use', 'Thrombocytopenia/chemically induced', 'Time Factors']",1973/09/20 00:00,1973/09/20 00:01,['1973/09/20 00:00'],"['1973/09/20 00:00 [pubmed]', '1973/09/20 00:01 [medline]', '1973/09/20 00:00 [entrez]']",ppublish,Tidsskr Nor Laegeforen. 1973 Sep 20;93(26):1973-8.,,,
4520350,NLM,MEDLINE,19740228,20131121,0125-2208 (Print) 0125-2208 (Linking),56,11,1973 Nov,L-asparaginase treatment in acute leukemia of childhood.,634-44,"['Suvatte, V', 'Tuchinda, S']","['Suvatte V', 'Tuchinda S']",['eng'],['Journal Article'],,Thailand,J Med Assoc Thai,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,7507216,"['9PHQ9Y1OLM (Prednisolone)', 'EC 3.5.1.1 (Asparaginase)']",IM,"['Asparaginase/adverse effects/*therapeutic use', 'Child', 'Child, Preschool', 'Drug Therapy, Combination', 'Female', 'Humans', 'Infant', 'Leukemia, Lymphoid/*drug therapy', 'Leukemia, Myeloid, Acute/*drug therapy', 'Male', 'Prednisolone/administration & dosage/therapeutic use']",1973/11/01 00:00,1973/11/01 00:01,['1973/11/01 00:00'],"['1973/11/01 00:00 [pubmed]', '1973/11/01 00:01 [medline]', '1973/11/01 00:00 [entrez]']",ppublish,J Med Assoc Thai. 1973 Nov;56(11):634-44.,,,
4520328,NLM,MEDLINE,19740228,20181113,0002-9440 (Print) 0002-9440 (Linking),74,1,1974 Jan,Leukemic mitochondria. I. Acute myeloblastic leukemia.,71-82,"['Schumacher, H R', 'Szekely, I E', 'Patel, S B', 'Fisher, D R']","['Schumacher HR', 'Szekely IE', 'Patel SB', 'Fisher DR']",['eng'],['Journal Article'],,United States,Am J Pathol,The American journal of pathology,0370502,,IM,"['Adolescent', 'Adult', 'Animals', 'Child', 'Child, Preschool', 'Culture Techniques', 'Embryo, Mammalian', 'Female', 'Humans', 'Infant', 'Leukemia, Experimental/microbiology/pathology', 'Leukemia, Monocytic, Acute/*pathology', 'Leukemia, Myeloid, Acute/*pathology', 'Male', 'Membranes/pathology', 'Microscopy, Electron', 'Middle Aged', '*Mitochondria', 'Moloney murine leukemia virus', 'Rats']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Am J Pathol. 1974 Jan;74(1):71-82.,,PMC1910721,"Quantitative and qualitative electron microscopic studies were performed on the mitochondria of leukemic myeloblasts in 3 patients with myeloblastic leukemia and in 3 patients with myelomonoblastic leukemia. In addition, to confirm the presence of virus-like particles within mitochondria and better understand the interaction between the virus and mitochondrion, a rat embryo tissue culture infected with MSV-MLV (Moloney sarcoma virus-Moloney leukemia virus) was selected for detailed electron microscopic examination. Significant quantitative differences between normal and leukemic human mitochondria were not observed. However, qualitative abnormalities were found in the human leukemic mitochondria and in the tissue culture material. These abnormalities included variable forms of the leukemic mitochondria (twisted, tear-drop and irregular shapes), fewer cristae, disrupted mitochondria with virus-like particles, smaller granules in greater abundance, mitochondrial DNA, and contact between the mitochondrion and the nucleus. The tissue culture material revealed similar changes, but showed more virus particles which were located outside the cells, in intracytoplasmic sacs and within the mitochondria. In addition two striking features were observed in the tissue culture material not seen in the human material: a) Budding from the outer mitochondrial membrane into the mitochondrial matrix and b) virus particles attached to the cristae. Since mitochondria are important organelles in the glycolytic-oxidative phosphorylation pathways, perhaps all of us engaged in cancer research should take a closer look at the Warburg effect and carefully consider extranuclear factors operating in oncogenesis."
4520267,NLM,MEDLINE,19740226,20151119,,121,9,1973 Sep,[Acute renal failure complicating Vincristine treatment in a child with leukaemia (author's transl)].,603-6,"['Radwanska, U', 'Baczyk, K', 'Czarnecki, R', 'Topilko, A', 'de Mezer, M', 'Michalewska, D']","['Radwanska U', 'Baczyk K', 'Czarnecki R', 'Topilko A', 'de Mezer M', 'Michalewska D']",['ger'],['Journal Article'],Akute Niereninsuffizienz nach Behandlung mit Vineristin bei einem Kind mit Leukamie.,Germany,Monatsschr Kinderheilkd,Monatsschrift fur Kinderheilkunde,0400751,['5J49Q6B70F (Vincristine)'],IM,"['Acute Kidney Injury/*chemically induced/therapy', 'Bone Marrow Cells', 'Cell Movement', 'Child', 'Humans', 'Leukemia, Lymphoid/*drug therapy', 'Leukocytes/drug effects', 'Leukocytosis', 'Lymph Nodes', 'Male', 'Microscopy, Electron', 'Mitosis/drug effects', 'Peritoneal Dialysis', 'Vincristine/*adverse effects/pharmacology/therapeutic use']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",ppublish,Monatsschr Kinderheilkd. 1973 Sep;121(9):603-6.,,,
4520266,NLM,MEDLINE,19740226,20140729,,121,9,1973 Sep,[Acute leukemia following exposure to chloramphenicol? Three case reports and review of the literature (author's transl)].,590-4,"['Gadner, H', 'Gethmann, U', 'Jessenberger, K', 'Riehm, H']","['Gadner H', 'Gethmann U', 'Jessenberger K', 'Riehm H']",['ger'],['Journal Article'],Akute Leukamie nach Chloramphenicol-Exposition? Ein kasuistischer Beitrag mit Literaturubersicht.,Germany,Monatsschr Kinderheilkd,Monatsschrift fur Kinderheilkunde,0400751,['66974FR9Q1 (Chloramphenicol)'],IM,"['Acute Disease', 'Adolescent', 'Adult', 'Aged', 'Anemia, Aplastic/chemically induced', 'Child', 'Child, Preschool', 'Chloramphenicol/administration & dosage/*adverse effects', 'Female', 'Humans', 'Leukemia/*chemically induced', 'Leukemia, Lymphoid/chemically induced', 'Male', 'Middle Aged']",1973/09/01 00:00,1973/09/01 00:01,['1973/09/01 00:00'],"['1973/09/01 00:00 [pubmed]', '1973/09/01 00:01 [medline]', '1973/09/01 00:00 [entrez]']",ppublish,Monatsschr Kinderheilkd. 1973 Sep;121(9):590-4.,,,
4520148,NLM,MEDLINE,19740225,20210216,0006-4971 (Print) 0006-4971 (Linking),43,1,1974 Jan,"Cell-mediated immunity in acute nonlymphocytic leukemia: relationship to host factors, therapy, and prognosis.",1-14,"['Greene, W H', 'Schimpff, S C', 'Wiernik, P H']","['Greene WH', 'Schimpff SC', 'Wiernik PH']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,"['0 (Nitrobenzenes)', '5J49Q6B70F (Vincristine)', 'E7WED276I5 (Mercaptopurine)', 'VB0R961HZT (Prednisone)', 'YL5FZ2Y5U1 (Methotrexate)', 'ZS7284E0ZP (Daunorubicin)']",IM,"['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Child', 'Daunorubicin/therapeutic use', 'Female', 'Humans', 'Hypersensitivity, Delayed/immunology', '*Immunity, Cellular', 'Leukemia, Monocytic, Acute/drug therapy/*immunology', 'Leukemia, Myeloid, Acute/drug therapy/*immunology', 'Male', 'Mercaptopurine/therapeutic use', 'Methotrexate/therapeutic use', 'Middle Aged', 'Nitrobenzenes', 'Prednisone/therapeutic use', 'Prognosis', 'Remission, Spontaneous', 'Sex Factors', 'Skin Tests', 'Vincristine/therapeutic use']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Blood. 1974 Jan;43(1):1-14.,['S0006-4971(20)73539-1 [pii]'],,
4520147,NLM,MEDLINE,19740225,20210216,0006-4971 (Print) 0006-4971 (Linking),43,1,1974 Jan,"Evidence for the clonal origin of chronic myeloid leukemia from a sex chromosome mosaic: clinical, cytogenetic, and marrow culture studies.",15-22,"['Moore, M A', 'Ekert, H', 'Fitzgerald, M G', 'Carmichael, A']","['Moore MA', 'Ekert H', 'Fitzgerald MG', 'Carmichael A']",['eng'],['Journal Article'],,United States,Blood,Blood,7603509,"['10028-17-8 (Tritium)', 'EC 3.2.1.17 (Muramidase)', 'G1LN9045DK (Busulfan)', 'VC2W18DGKR (Thymidine)']",IM,"['Abnormalities, Multiple', 'Bone Marrow Cells', 'Bone Marrow Examination', 'Busulfan/therapeutic use', 'Cells, Cultured', 'Child', 'Chromosome Aberrations', 'Chromosomes, Human, 21-22 and Y', 'Clone Cells', 'Densitometry', 'Fibroblasts', 'Humans', 'Karyotyping', 'Leukemia, Myeloid/drug therapy/*genetics', 'Leukocytes', 'Lymphocyte Activation', 'Macrophages', 'Male', '*Mosaicism', 'Muramidase/blood', '*Sex Chromosomes', 'Skin', 'Thymidine/metabolism', 'Tritium']",1974/01/01 00:00,1974/01/01 00:01,['1974/01/01 00:00'],"['1974/01/01 00:00 [pubmed]', '1974/01/01 00:01 [medline]', '1974/01/01 00:00 [entrez]']",ppublish,Blood. 1974 Jan;43(1):15-22.,['S0006-4971(20)73540-8 [pii]'],,
