PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,FAU,AU,LA,PT,PL,TA,JT,JID,SB,MH,OTO,OT,EDAT,MHDA,CRDT,PHST,PST,SO,RN,AID,PMC,IP,OID,TT,AB,RF
14285999,NLM,MEDLINE,19961201,20181201,0001-5792 (Print) 0001-5792 (Linking),33,1965 Jan,METABOLIC RESPONSIVENESS OF HUMAN LEUKEMIC LEUKOCYTES TO PHAGOCYTIC STIMULATION.,28-39,"['OHTA, H']",['OHTA H'],['eng'],['Journal Article'],Switzerland,Acta Haematol,Acta haematologica,0141053,OM,"['*Carbon Dioxide', 'Glucose/*metabolism', '*Glycolysis', 'Humans', '*Leukemia', '*Leukocytes', '*Lipid Metabolism', '*Phagocytosis', '*Respiration']",['NLM'],"['*CARBON DIOXIDE', '*GLUCOSE METABOLISM', '*GLYCOLYSIS', '*LEUKEMIA', '*LEUKOCYTES', '*LIPID METABOLISM', '*PHAGOCYTOSIS', '*RESPIRATION']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,Acta Haematol. 1965 Jan;33:28-39. doi: 10.1159/000209511.,"['142M471B3J (Carbon Dioxide)', 'IY9XDZ35W2 (Glucose)']",['10.1159/000209511 [doi]'],,,,,,
14285938,NLM,MEDLINE,19961201,20181201,0039-6087 (Print) 0039-6087 (Linking),120,1965 Jun,VASCULAR PATTERNS IN HUMAN METASTATIC LIVER TUMORS.,1187-93,"['HEALEY, J E Jr']",['HEALEY JE Jr'],['eng'],['Journal Article'],United States,Surg Gynecol Obstet,"Surgery, gynecology & obstetrics",0101370,OM,"['Humans', '*Leukemia', '*Liver Circulation', '*Liver Neoplasms', '*Neoplasm Metastasis', '*Pathology']",['NLM'],"['*LEUKEMIA', '*LIVER CIRCULATION', '*LIVER NEOPLASMS', '*NEOPLASM METASTASIS', '*PATHOLOGY']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Surg Gynecol Obstet. 1965 Jun;120:1187-93.,,,,,,,,
14285748,NLM,MEDLINE,19961201,20181201,0025-6986 (Print) 0025-6986 (Linking),34,1965 May,PULMONARY ALVEOLAR PROTEINOSIS AND CHRONIC LYMPHATIC LEUKEMIA.,209-12,"['BRESLOW, A', 'SNOW, P', 'ROSENBERG, M H']","['BRESLOW A', 'SNOW P', 'ROSENBERG MH']",['eng'],['Journal Article'],United States,Med Ann Dist Columbia,The Medical annals of the District of Columbia,7612076,OM,"['Humans', '*Leukemia', '*Leukemia, Lymphocytic, Chronic, B-Cell', '*Leukemia, Lymphoid', '*Lymphocytes', '*Pathology', '*Pulmonary Alveolar Proteinosis']",['NLM'],"['*LEUKEMIA, LYMPHOCYTIC', '*PATHOLOGY']",1965/05/01 00:00,1965/05/01 00:01,['1965/05/01 00:00'],"['1965/05/01 00:00 [pubmed]', '1965/05/01 00:01 [medline]', '1965/05/01 00:00 [entrez]']",ppublish,Med Ann Dist Columbia. 1965 May;34:209-12.,,,,,,,,
14285635,NLM,MEDLINE,19961201,20181201,0096-557X (Print) 0096-557X (Linking),43,1965 Jun,ETIOLOGY OF MALIGNANCIES; A NEW CONCEPT.,593-602,"['WHITE, M W']",['WHITE MW'],['eng'],['Journal Article'],United States,J Int Coll Surg,The Journal of the International College of Surgeons,7507208,OM,"['*Abdominal Neoplasms', '*Adenocarcinoma', '*Carcinoma', '*Cryptococcus', '*Fungi', '*Kidney Neoplasms', '*Leukemia', 'Mice', 'Neoplasms/*etiology', '*Neoplasms, Experimental', '*Research', '*Spores', '*Spores, Fungal']",['NLM'],"['*ABDOMINAL NEOPLASMS', '*ADENOCARCINOMA', '*CARCINOMA', '*CRYPTOCOCCUS', '*EXPERIMENTAL LAB STUDY', '*FUNGI', '*KIDNEY NEOPLASMS', '*LEUKEMIA', '*MICE', '*NEOPLASM ETIOLOGY', '*NEOPLASMS, EXPERIMENTAL', '*SPORES']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,J Int Coll Surg. 1965 Jun;43:593-602.,,,,,,,,
14285314,NLM,MEDLINE,19961201,20191007,1002-0187 (Print) 1002-0187 (Linking),84,1965 Feb,HISTOCHEMICAL STUDIES OF BLOOD CELLS IN LEUKEMIA. OBSERVATIONS ON PEROXIDASE AND SUCCINIC DEHYDROGENASE.,92-9,"['WANG, S Y', 'WU, C S', 'FU, S H']","['WANG SY', 'WU CS', 'FU SH']",['eng'],['Journal Article'],China,Chin Med J,"Chinese medical journal (Peking, China : 1932)",0005256,OM,"['*Blood Cells', '*Histocytochemistry', 'Humans', '*Leukemia', '*Lymphocytes', '*Neutrophils', '*Peroxidase', '*Peroxidases', '*Succinate Dehydrogenase']",['NLM'],"['*HISTOCYTOCHEMISTRY', '*LEUKEMIA', '*LYMPHOCYTES', '*NEUTROPHILS', '*PEROXIDASES', '*SUCCINATE DEHYDROGENASE']",1965/02/01 00:00,1965/02/01 00:01,['1965/02/01 00:00'],"['1965/02/01 00:00 [pubmed]', '1965/02/01 00:01 [medline]', '1965/02/01 00:00 [entrez]']",ppublish,Chin Med J. 1965 Feb;84:92-9.,"['EC 1.11.1.- (Peroxidases)', 'EC 1.11.1.7 (Peroxidase)', 'EC 1.3.99.1 (Succinate Dehydrogenase)']",,,,,,,
14285166,NLM,MEDLINE,19961201,20181201,0002-936X (Print) 0002-936X (Linking),65,1965 Jun,ADAPTING NURSING PROCEDURES FOR REVERSE ISOLATION.,108-11,"['SEIDLER, F M']",['SEIDLER FM'],['eng'],['Journal Article'],United States,Am J Nurs,The American journal of nursing,0372646,OM,"['Humans', '*Infection Control', '*Intensive Care Units', '*Leukemia', '*Sterilization']",['NLM'],"['*INTENSIVE CARE UNITS', '*LEUKEMIA', '*STERILIZATION']",1965/06/01 00:00,1965/06/01 00:01,['1965/06/01 00:00'],"['1965/06/01 00:00 [pubmed]', '1965/06/01 00:01 [medline]', '1965/06/01 00:00 [entrez]']",ppublish,Am J Nurs. 1965 Jun;65:108-11.,,,,,,,,
14285075,NLM,MEDLINE,19961201,20190727,0040-8727 (Print) 0040-8727 (Linking),85,1965 Mar 25,CONCEPT OF RETICULOENDOTHELIOSIS.,120-42,"['KOJIMA, M', 'TAKAHASHI, K']","['KOJIMA M', 'TAKAHASHI K']",['eng'],['Journal Article'],Japan,Tohoku J Exp Med,The Tohoku journal of experimental medicine,0417355,OM,"['Adolescent', '*Amyloidosis', '*Classification', '*Genetic Diseases, X-Linked', '*Geriatrics', '*Hodgkin Disease', 'Humans', '*Hyperplasia', '*Leukemia', '*Leukemia, Hairy Cell', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Lymphatic Diseases', '*Lymphoma', '*Lymphoma, Follicular', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', '*Neoplasms', '*Pathology', '*Sarcoma', '*Severe Combined Immunodeficiency', '*Waldenstrom Macroglobulinemia']",['NLM'],"['*ADOLESCENCE', '*AMYLOIDOSIS', '*CLASSIFICATION', '*GERIATRICS', ""*HODGKIN'S DISEASE"", '*HYPERPLASIA', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MONOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LYMPHOMA, GIANT FOLLICULAR', '*MACROGLOBULINEMIA', '*PATHOLOGY', '*RETICULOENDOTHELIOSIS', '*SARCOMA, RETICULUM CELL']",1965/03/25 00:00,1965/03/25 00:01,['1965/03/25 00:00'],"['1965/03/25 00:00 [pubmed]', '1965/03/25 00:01 [medline]', '1965/03/25 00:00 [entrez]']",ppublish,Tohoku J Exp Med. 1965 Mar 25;85:120-42. doi: 10.1620/tjem.85.120.,"['Reticuloendotheliosis, X-linked']",['10.1620/tjem.85.120 [doi]'],,,,,,
14285062,NLM,MEDLINE,19961201,20190727,0040-8727 (Print) 0040-8727 (Linking),85,1965 Feb 25,LEUKEMIA AND IONIZING RADIATION IN JAPAN.,12-5,"['SAKKA, M']",['SAKKA M'],['eng'],['Journal Article'],Japan,Tohoku J Exp Med,The Tohoku journal of experimental medicine,0417355,OM,"['*Breast Neoplasms', 'Humans', 'Japan', '*Leukemia', '*Leukemia, Radiation-Induced', 'Neoplasms/*radiotherapy', '*Radiation, Ionizing']",['NLM'],"['*BREAST NEOPLASMS', '*LEUKEMIA, RADIATION-INDUCED', '*NEOPLASM RADIOTHERAPY']",1965/02/25 00:00,1965/02/25 00:01,['1965/02/25 00:00'],"['1965/02/25 00:00 [pubmed]', '1965/02/25 00:01 [medline]', '1965/02/25 00:00 [entrez]']",ppublish,Tohoku J Exp Med. 1965 Feb 25;85:12-5. doi: 10.1620/tjem.85.12.,,['10.1620/tjem.85.12 [doi]'],,,,,,
14285016,NLM,MEDLINE,19961201,20191027,,19,1965,CLUMPING OF WHITE BLOOD CELLS IN MALIGNANT LYMPHOMA AND LEUKEMIA.,71-7,"['HOCHMAN, A', 'ROBINSON, E']","['HOCHMAN A', 'ROBINSON E']",['eng'],['Journal Article'],Italy,Oncol,Oncologia,19410020R,OM,"['*Alkaline Phosphatase', '*Blood Sedimentation', '*Clinical Enzyme Tests', '*Hodgkin Disease', 'Humans', '*Leukemia', '*Leukocyte Count', '*Leukocytes', '*Lymphoma', '*Lymphoma, Large B-Cell, Diffuse', '*Lymphoma, Non-Hodgkin', 'Prognosis', '*Sarcoma']",['NLM'],"['*ALKALINE PHOSPHATASE', '*BLOOD SEDIMENTATION', '*ENZYME TESTS', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*LEUKOCYTES', '*LYMPHOMA', '*LYMPHOSARCOMA', '*PROGNOSIS', '*SARCOMA, RETICULUM CELL']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,Oncol. 1965;19:71-7. doi: 10.1159/000224286.,['EC 3.1.3.1 (Alkaline Phosphatase)'],['10.1159/000224286 [doi]'],,,,,,
14284894,NLM,MEDLINE,19961201,20190711,0023-2173 (Print) 0023-2173 (Linking),43,1965 Mar 15,[STUDIES ON LEUKOCYTE METABOLISM. NICOTINAMIDE-ADENINE-DINUCLEOTIDE (NAD) CONTENT OF NORMAL AND LEUKEMIC LEUKOCYTES IN MAN. II].,317-23,"['EHRHART, H', 'SCHEFFEL, G']","['EHRHART H', 'SCHEFFEL G']",['ger'],['Journal Article'],Germany,Klin Wochenschr,Klinische Wochenschrift,2985205R,OM,"['*Adenine', '*Blood Cell Count', '*Blood Chemical Analysis', '*Erythrocytes', 'Humans', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Leukocytes', '*Lymphocytes', '*NAD', '*Niacinamide']",['NLM'],"['*BLOOD CELL COUNT', '*BLOOD CHEMICAL ANALYSIS', '*ERYTHROCYTES', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*LEUKOCYTES', '*NAD']",1965/03/15 00:00,1965/03/15 00:01,['1965/03/15 00:00'],"['1965/03/15 00:00 [pubmed]', '1965/03/15 00:01 [medline]', '1965/03/15 00:00 [entrez]']",ppublish,Klin Wochenschr. 1965 Mar 15;43:317-23. doi: 10.1007/BF01485250.,"['0U46U6E8UK (NAD)', '25X51I8RD4 (Niacinamide)', 'JAC85A2161 (Adenine)']",['10.1007/BF01485250 [doi]'],,,,UNTERSUCHUNGEN UEBER DEN LEUKOCYTENSTOFFWECHSEL. NICOTINAMID-ADENIN-DINUCLEOTID (NAD)-GEHALT NORMALER UND LEUKAEMISCHER LEUKOCYTEN DES MENSCHEN. II.,,
14284860,NLM,MEDLINE,19961201,20190701,0098-7484 (Print) 0098-7484 (Linking),192,1965 May 17,"US CHILDHOOD CANCER MORTALITY PATTERNS, 1950-1959: ETIOLOGIC IMPLICATIONS.",593-6,"['EDERER, F', 'MILLER, R W', 'SCOTTO, J']","['EDERER F', 'MILLER RW', 'SCOTTO J']",['eng'],['Journal Article'],United States,JAMA,JAMA,7501160,OM,"['Adolescent', '*Aging', '*Bone Neoplasms', '*Brain Neoplasms', 'Child', '*Ethnology', '*Geography', 'Humans', 'Infant', '*Kidney Neoplasms', '*Leukemia', '*Lymphoma', '*Mortality', 'Neoplasms/*epidemiology/*etiology', '*Sex', 'United States']",['NLM'],"['*ADOLESCENCE', '*AGING', '*BONE NEOPLASMS', '*BRAIN NEOPLASMS', '*CHILD', '*ETHNOLOGY', '*GEOGRAPHY', '*INFANT', '*KIDNEY NEOPLASMS', '*LEUKEMIA', '*LYMPHOMA', '*MORTALITY', '*NEOPLASM ETIOLOGY', '*NEOPLASM STATISTICS', '*SEX', '*UNITED STATES']",1965/05/17 00:00,1965/05/17 00:01,['1965/05/17 00:00'],"['1965/05/17 00:00 [pubmed]', '1965/05/17 00:01 [medline]', '1965/05/17 00:00 [entrez]']",ppublish,JAMA. 1965 May 17;192:593-6. doi: 10.1001/jama.1965.03080200011002.,,['10.1001/jama.1965.03080200011002 [doi]'],,,,,,
14284448,NLM,MEDLINE,19961201,20181201,0010-8901 (Print) 0010-8901 (Linking),55,1965 Jan,LEUKEMOID REACTION RESEMBLING MYELOGENOUS LEUKEMIA IN A DOG. FAILURE OF THE LEUKOCYTE ALKALINE PHOSPHATASE TEST TO AID IN THE DIFFERENTIAL DIAGNOSIS.,55-63,"['WILLSON, J E', 'BROWN, D E']","['WILLSON JE', 'BROWN DE']",['eng'],['Journal Article'],United States,Cornell Vet,The Cornell veterinarian,0074245,OM,"['Alkaline Phosphatase/*blood', '*Diagnosis, Differential', '*Dog Diseases', 'Dogs', '*Leukemia', '*Leukemia, Myeloid', '*Leukemoid Reaction', '*Leukocyte Disorders', '*Leukocytes', '*Leukocytosis', '*Melanoma', 'Neoplasms/*diagnosis', '*Pathology']",['NLM'],"['*BLOOD ALKALINE PHOSPHATASE', '*DIAGNOSIS, DIFFERENTIAL', '*DOG DISEASES', '*LEUKEMIA, MYELOCYTIC', '*LEUKEMOID REACTION', '*LEUKOCYTES', '*LEUKOCYTOSIS', '*MELANOMA', '*NEOPLASM DIAGNOSIS', '*PATHOLOGY']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,Cornell Vet. 1965 Jan;55:55-63.,['EC 3.1.3.1 (Alkaline Phosphatase)'],,,,,,,
14284342,NLM,MEDLINE,19961201,20181201,0006-4971 (Print) 0006-4971 (Linking),25,1965 Apr,A POSSIBLE IMMUNE REACTION PRODUCING SPONTANEOUS REMISSION IN LEUKEMIA.,541-7,"['BURKETT, L L', 'FIELDS, M L', 'DIGGS, L W']","['BURKETT LL', 'FIELDS ML', 'DIGGS LW']",['eng'],['Journal Article'],United States,Blood,Blood,7603509,OM,"['*Bence Jones Protein', '*Bone Marrow Cells', 'Humans', '*Leukemia', '*Leukemia, Myeloid', 'Neoplasms/*immunology', '*Plasma Cells', '*Remission, Spontaneous', '*Urine']",['NLM'],"['*BENCE JONES PROTEIN', '*BONE MARROW CELLS', '*LEUKEMIA', '*LEUKEMIA, MYELOCYTIC', '*NEOPLASM IMMUNOLOGY', '*PLASMA CELLS', '*URINE']",1965/04/01 00:00,1965/04/01 00:01,['1965/04/01 00:00'],"['1965/04/01 00:00 [pubmed]', '1965/04/01 00:01 [medline]', '1965/04/01 00:00 [entrez]']",ppublish,Blood. 1965 Apr;25:541-7.,['9006-99-9 (Bence Jones Protein)'],,,,,,,
14283934,NLM,MEDLINE,19961201,20181201,0079-6166 (Print) 0079-6166 (Linking),10,1965,PROGRESS IN LEUKEMIAS.,625-63,"['CLARKSON, B D', 'BURCHENAL, J H']","['CLARKSON BD', 'BURCHENAL JH']",['eng'],"['Journal Article', 'Review']",United States,Prog Clin Cancer,Progress in clinical cancer,19830360R,OM,"['Humans', '*Leukemia', 'Neoplasms/*etiology/*immunology/*therapy']",['NLM'],"['*LEUKEMIA', '*NEOPLASM ETIOLOGY', '*NEOPLASM IMMUNOLOGY', '*NEOPLASM THERAPY', '*REVIEW']",1965/01/01 00:00,1965/01/01 00:01,['1965/01/01 00:00'],"['1965/01/01 00:00 [pubmed]', '1965/01/01 00:01 [medline]', '1965/01/01 00:00 [entrez]']",ppublish,Prog Clin Cancer. 1965;10:625-63.,,,,,,,,0
14283830,NLM,MEDLINE,19961201,20181201,0026-4806 (Print) 0026-4806 (Linking),56,1965 Mar 31,[PROBLEMS OF BIOLOGY OF LEUKEMIC CELLS STUDIES WITH IN VITRO CULTURE].,1099-108,"['ASTALDI, G', 'AIRO, R', 'SAULI, S']","['ASTALDI G', 'AIRO R', 'SAULI S']",['ita'],['Journal Article'],Italy,Minerva Med,Minerva medica,0400732,OM,"['Humans', 'In Vitro Techniques', '*Leukemia', '*Leukocytes', '*Research', '*Research Design', '*Tissue Culture Techniques']",['NLM'],"['*EXPERIMENTAL LAB STUDY', '*LEUKEMIA', '*LEUKOCYTES', '*TISSUE CULTURE']",1965/03/31 00:00,1965/03/31 00:01,['1965/03/31 00:00'],"['1965/03/31 00:00 [pubmed]', '1965/03/31 00:01 [medline]', '1965/03/31 00:00 [entrez]']",ppublish,Minerva Med. 1965 Mar 31;56:1099-108.,,,,,,PROBLEMI DI BIOLOGIA DELLE CELLULE LEUCEMICHE STUDIATI CON LA COLTURA IN VITRO.,,
14283786,NLM,MEDLINE,19961201,20181201,0023-852X (Print) 0023-852X (Linking),75,1965 Apr,INNER EAR HEMORRHAGE IN LEUKEMIA. A CASE REPORT.,662-8,"['SCHUKNECHT, H F', 'IGARASHI, M', 'CHASIN, W D']","['SCHUKNECHT HF', 'IGARASHI M', 'CHASIN WD']",['eng'],['Journal Article'],United States,Laryngoscope,The Laryngoscope,8607378,OM,"['Child', '*Deafness', '*Ear, Inner', '*Hearing Loss', '*Hemorrhage', 'Humans', '*Leukemia']",['NLM'],"['*CHILD', '*DEAFNESS', '*HEMORRHAGE', '*LABYRINTH', '*LEUKEMIA']",1965/04/01 00:00,1965/04/01 00:01,['1965/04/01 00:00'],"['1965/04/01 00:00 [pubmed]', '1965/04/01 00:01 [medline]', '1965/04/01 00:00 [entrez]']",ppublish,Laryngoscope. 1965 Apr;75:662-8. doi: 10.1288/00005537-196504000-00007.,,['10.1288/00005537-196504000-00007 [doi]'],,,,,,
14283725,NLM,MEDLINE,19961201,20181201,0075-7098 (Print) 0075-7098 (Linking),30,1964,[GENERAL PATHOGENESIS OF LEUKEMIA].,9-29,"['GEORGII, A']",['GEORGII A'],['ger'],"['Journal Article', 'Review']",Germany,Krebsforsch Krebsbekampf,Krebsforschung und Krebsbekampfung,7808996,OM,"['*Carcinogens', 'Humans', '*Leukemia', 'Neoplasms/*etiology', '*Oncogenic Viruses', '*Radiation Injuries']",['NLM'],"['*CARCINOGENS', '*LEUKEMIA', '*NEOPLASM ETIOLOGY', '*ONCOGENIC VIRUSES', '*RADIATION INJURY', '*REVIEW']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Krebsforsch Krebsbekampf. 1964;30:9-29.,['0 (Carcinogens)'],,,,,ALLGEMEINE PATHOGENESE DER LEUKAEMIEN.,,0
14283724,NLM,MEDLINE,19961201,20181201,0075-7098 (Print) 0075-7098 (Linking),30,1964,[RESULTS OF CHEMOTHERAPY OF HEMOBLASTOSES WITH VINBLASTINE AND VINCRISTINE SULFATE].,97-104,"['HAMPEL, K E', 'GERHARTZ, H']","['HAMPEL KE', 'GERHARTZ H']",['ger'],"['Journal Article', 'Review']",Germany,Krebsforsch Krebsbekampf,Krebsforschung und Krebsbekampfung,7808996,OM,"['*Antineoplastic Agents', '*Breast Neoplasms', '*Choriocarcinoma', '*Drug Therapy', 'Female', '*Hematologic Diseases', '*Hodgkin Disease', 'Humans', '*Leukemia', 'Pregnancy', '*Vinblastine', '*Vincristine']",['NLM'],"['*ANTINEOPLASTIC AGENTS', '*BREAST NEOPLASMS', '*CHORIOCARCINOMA', '*DRUG THERAPY', '*HEMATOLOGIC DISEASES', ""*HODGKIN'S DISEASE"", '*LEUKEMIA', '*REVIEW', '*VINBLASTINE', '*VINCRISTINE']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Krebsforsch Krebsbekampf. 1964;30:97-104.,"['0 (Antineoplastic Agents)', '5J49Q6B70F (Vincristine)', '5V9KLZ54CY (Vinblastine)']",,,,,ERGEBNISSE EINER CHEMOTHERAPIE VON HAEMOBLASTOSEN MIT VINBLASTIN- UND VINCRISTIN-SULFAT.,,0
14283723,NLM,MEDLINE,19961201,20181201,0075-7098 (Print) 0075-7098 (Linking),30,1964,"[BENZENE, BENZENE HOMOLOGUES AND MYELOID LEUKEMIA].",89-96,"['HUMPERDINCK, K']",['HUMPERDINCK K'],['ger'],['Journal Article'],Germany,Krebsforsch Krebsbekampf,Krebsforschung und Krebsbekampfung,7808996,OM,"['*Benzene', '*Carcinogens', 'Germany', 'Germany, West', '*Leukemia', '*Leukemia, Myeloid', '*Toxicology']",['NLM'],"['*BENZENE', '*CARCINOGENS', '*GERMANY, WEST', '*LEUKEMIA, MYELOCYTIC', '*TOXICOLOGIC REPORT']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Krebsforsch Krebsbekampf. 1964;30:89-96.,"['0 (Carcinogens)', 'J64922108F (Benzene)']",,,,,"BENZOL, BENZOL-HOMOLOGE UND MYELOISCHE LEUKAEMIE.",,
14283720,NLM,MEDLINE,19961201,20181201,0075-7098 (Print) 0075-7098 (Linking),30,1964,[CLINICAL ASPECTS OF RETICULOSES].,68-80,"['BEGEMANN, H']",['BEGEMANN H'],['ger'],['Journal Article'],Germany,Krebsforsch Krebsbekampf,Krebsforschung und Krebsbekampfung,7808996,OM,"['*Diagnosis', '*Genetic Diseases, X-Linked', 'Humans', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Pathology', 'Peptide Nucleic Acids', '*Severe Combined Immunodeficiency']",['NLM'],"['*DIAGNOSIS', '*PATHOLOGY', '*RETICULOENDOTHELIOSIS']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Krebsforsch Krebsbekampf. 1964;30:68-80.,"['0 (Peptide Nucleic Acids)', '0 (reticulose)', 'Reticuloendotheliosis, X-linked']",,,,,DIE KLINIK DER RETIKULOSEN.,,
14283719,NLM,MEDLINE,19961201,20181201,0075-7098 (Print) 0075-7098 (Linking),30,1964,[PATHOLOGIC ANATOMY OF RETICULOSES].,48-67,"['LENNERT, K']",['LENNERT K'],['ger'],['Journal Article'],Germany,Krebsforsch Krebsbekampf,Krebsforschung und Krebsbekampfung,7808996,OM,"['*Genetic Diseases, X-Linked', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', '*Pathology', 'Peptide Nucleic Acids', '*Severe Combined Immunodeficiency']",['NLM'],"['*PATHOLOGY', '*RETICULOENDOTHELIOSIS']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Krebsforsch Krebsbekampf. 1964;30:48-67.,"['0 (Peptide Nucleic Acids)', '0 (reticulose)', 'Reticuloendotheliosis, X-linked']",,,,,PATHOLOGISCHE ANATOMIE DER RETIKULOSEN.,,
14283718,NLM,MEDLINE,19961201,20181201,0075-7098 (Print) 0075-7098 (Linking),30,1964,[CLINICAL ASPECTS AND THERAPY OF LEUKEMIA].,30-48,"['OBRECHT, P']",['OBRECHT P'],['ger'],['Journal Article'],Germany,Krebsforsch Krebsbekampf,Krebsforschung und Krebsbekampfung,7808996,OM,"['Humans', '*Leukemia', 'Neoplasms/*therapy']",['NLM'],"['*LEUKEMIA', '*NEOPLASM THERAPY']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Krebsforsch Krebsbekampf. 1964;30:30-48.,,,,,,KLINIK UND THERAPIE DER LEUKAEMIE.,,
14283696,NLM,MEDLINE,19961201,20181201,0075-7098 (Print) 0075-7098 (Linking),30,1964,[APROPOS OF THE PROBLEMS OF REACTIVE AND LEUKEMIC RETICULOSES].,123-6,"['GERHARTZ, H']",['GERHARTZ H'],['ger'],['Journal Article'],Germany,Krebsforsch Krebsbekampf,Krebsforschung und Krebsbekampfung,7808996,OM,"['*Autoimmune Diseases', '*Genetic Diseases, X-Linked', '*Leukemia', '*Leukemia, Hairy Cell', '*Lymphatic Diseases', 'Peptide Nucleic Acids', '*Severe Combined Immunodeficiency']",['NLM'],"['*AUTOIMMUNE DISEASES', '*LEUKEMIA', '*RETICULOENDOTHELIOSIS']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Krebsforsch Krebsbekampf. 1964;30:123-6.,"['0 (Peptide Nucleic Acids)', '0 (reticulose)', 'Reticuloendotheliosis, X-linked']",,,,,ZUR PROBLEMATIK DER REAKTIVEN UND LEUKAEMISCHEN RETIKULOSEN.,,
14283695,NLM,MEDLINE,19961201,20181201,0075-7098 (Print) 0075-7098 (Linking),30,1964,[ISOTOPE STUDIES ON THE PATHOGENESIS OF ANEMIA IN HEMOBLASTOSES].,116-22,"['OETTGEN, H F', 'KUHN, W', 'PRIBILLA, W']","['OETTGEN HF', 'KUHN W', 'PRIBILLA W']",['ger'],['Journal Article'],Germany,Krebsforsch Krebsbekampf,Krebsforschung und Krebsbekampfung,7808996,OM,"['*Anemia', '*Hematologic Diseases', 'Humans', '*Isotopes', '*Leukemia', '*Leukemia, Lymphoid', '*Leukemia, Myeloid', '*Radioisotopes', '*Radionuclide Imaging']",['NLM'],"['*ANEMIA', '*HEMATOLOGIC DISEASES', '*LEUKEMIA, LYMPHOCYTIC', '*LEUKEMIA, MYELOCYTIC', '*RADIOISOTOPE SCANNING']",1964/01/01 00:00,1964/01/01 00:01,['1964/01/01 00:00'],"['1964/01/01 00:00 [pubmed]', '1964/01/01 00:01 [medline]', '1964/01/01 00:00 [entrez]']",ppublish,Krebsforsch Krebsbekampf. 1964;30:116-22.,"['0 (Isotopes)', '0 (Radioisotopes)']",,,,,ISOTOPENUNTERSUCHUNGEN UEBER DIE PATHOGENESE DER ANAEMIE BEI HAEMOBLASTOSEN.,,
